partition,date_utc,signal_ts,method,structural_outcome,wick_filled,wick_exit_reason,wick_net,close_filled,close_exit_reason,close_net
development,2023-08-04,2023-08-04 13:40:00+00:00,F60,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-08-04,2023-08-04 13:40:00+00:00,F65,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-08-04,2023-08-04 13:40:00+00:00,F70,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-08-04,2023-08-04 13:40:00+00:00,F75,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-08-04,2023-08-04 13:40:00+00:00,F80,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-08-23,2023-08-23 14:55:00+00:00,NEXT_OPEN,TARGET_BREAK,True,TP_RANGE_EDGE,-0.048985510582233105,True,TP_RANGE_EDGE,-0.048985510582233105
development,2023-08-23,2023-08-23 14:55:00+00:00,F50,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-08-23,2023-08-23 14:55:00+00:00,F55,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-08-23,2023-08-23 14:55:00+00:00,F60,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-08-23,2023-08-23 14:55:00+00:00,F65,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-08-23,2023-08-23 14:55:00+00:00,F70,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-08-23,2023-08-23 14:55:00+00:00,F75,TARGET_BREAK,True,TP_RANGE_EDGE,0.9723274211776548,True,TP_RANGE_EDGE,0.9723274211776548
development,2023-08-23,2023-08-23 14:55:00+00:00,F80,TARGET_BREAK,True,TP_RANGE_EDGE,0.6972596171577864,True,TP_RANGE_EDGE,0.6972596171577864
development,2023-09-06,2023-09-06 13:50:00+00:00,NEXT_OPEN,OPPOSITE_BREAK,True,SL_RANGE_EDGE,-0.7347580011054952,True,CLOSE_INVALID,-1.6300410273178296
development,2023-09-06,2023-09-06 13:50:00+00:00,F50,OPPOSITE_BREAK,True,SL_RANGE_EDGE,-1.3098048973942285,True,CLOSE_INVALID,-2.2040575743201725
development,2023-09-06,2023-09-06 13:50:00+00:00,F55,OPPOSITE_BREAK,True,SL_RANGE_EDGE,-1.4006033163741378,True,CLOSE_INVALID,-2.294693303810202
development,2023-09-06,2023-09-06 13:50:00+00:00,F60,OPPOSITE_BREAK,True,SL_RANGE_EDGE,-1.491368703836415,True,CLOSE_INVALID,-2.385296060967423
development,2023-09-06,2023-09-06 13:50:00+00:00,F65,OPPOSITE_BREAK,True,SL_RANGE_EDGE,-1.5821010778025886,True,CLOSE_INVALID,-2.4758658637809456
development,2023-09-06,2023-09-06 13:50:00+00:00,F70,OPPOSITE_BREAK,True,SL_RANGE_EDGE,-1.6728004562810868,True,CLOSE_INVALID,-2.566402730226946
development,2023-09-06,2023-09-06 13:50:00+00:00,F75,OPPOSITE_BREAK,True,SL_RANGE_EDGE,-1.763466857267126,True,CLOSE_INVALID,-2.6569066782683888
development,2023-09-06,2023-09-06 13:50:00+00:00,F80,OPPOSITE_BREAK,True,SL_RANGE_EDGE,-1.8541002987429884,True,CLOSE_INVALID,-2.747377725855415
development,2023-09-07,2023-09-07 13:45:00+00:00,NEXT_OPEN,TARGET_BREAK,True,SL_RANGE_EDGE,-2.0685595158454912,True,TP_RANGE_EDGE,0.3817726402912228
development,2023-09-07,2023-09-07 13:45:00+00:00,F50,TARGET_BREAK,True,SL_RANGE_EDGE,-1.6262535035814647,True,TP_RANGE_EDGE,0.8262535035814093
development,2023-09-07,2023-09-07 13:45:00+00:00,F55,TARGET_BREAK,True,SL_RANGE_EDGE,-1.7485481215678162,True,TP_RANGE_EDGE,0.7033575540100315
development,2023-09-07,2023-09-07 13:45:00+00:00,F60,TARGET_BREAK,True,SL_RANGE_EDGE,-1.870782783281277,True,TP_RANGE_EDGE,0.5805218555208883
development,2023-09-07,2023-09-07 13:45:00+00:00,F65,TARGET_BREAK,True,SL_RANGE_EDGE,-1.9929575328025302,True,TP_RANGE_EDGE,0.457746363816636
development,2023-09-07,2023-09-07 13:45:00+00:00,F70,TARGET_BREAK,True,TP_RANGE_EDGE,0.3350310346436739,True,TP_RANGE_EDGE,0.3350310346436739
development,2023-09-07,2023-09-07 13:45:00+00:00,F75,TARGET_BREAK,True,TP_RANGE_EDGE,0.21237582379125575,True,TP_RANGE_EDGE,0.21237582379125575
development,2023-09-07,2023-09-07 13:45:00+00:00,F80,TARGET_BREAK,True,TP_RANGE_EDGE,0.08978068709237819,True,TP_RANGE_EDGE,0.08978068709237819
development,2023-09-12,2023-09-12 14:05:00+00:00,NEXT_OPEN,TARGET_BREAK,True,TP_RANGE_EDGE,1.8737937638536155,True,TP_RANGE_EDGE,1.8737937638536155
development,2023-09-12,2023-09-12 14:05:00+00:00,F50,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-09-12,2023-09-12 14:05:00+00:00,F55,TARGET_BREAK,True,TP_RANGE_EDGE,4.875273502316824,True,TP_RANGE_EDGE,4.875273502316824
development,2023-09-12,2023-09-12 14:05:00+00:00,F60,TARGET_BREAK,True,TP_RANGE_EDGE,4.283641448808506,True,TP_RANGE_EDGE,4.283641448808506
development,2023-09-12,2023-09-12 14:05:00+00:00,F65,TARGET_BREAK,True,TP_RANGE_EDGE,3.693393271109691,True,TP_RANGE_EDGE,3.693393271109691
development,2023-09-12,2023-09-12 14:05:00+00:00,F70,TARGET_BREAK,True,TP_RANGE_EDGE,3.104524119394392,True,TP_RANGE_EDGE,3.104524119394392
development,2023-09-12,2023-09-12 14:05:00+00:00,F75,TARGET_BREAK,True,TP_RANGE_EDGE,2.5170291664716298,True,TP_RANGE_EDGE,2.5170291664716298
development,2023-09-12,2023-09-12 14:05:00+00:00,F80,TARGET_BREAK,True,TP_RANGE_EDGE,1.9309036076542,True,TP_RANGE_EDGE,1.9309036076542
development,2023-09-13,2023-09-13 14:40:00+00:00,NEXT_OPEN,TARGET_BREAK,True,TP_RANGE_EDGE,0.8212155674454772,True,TP_RANGE_EDGE,0.8212155674454772
development,2023-09-13,2023-09-13 14:40:00+00:00,F50,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-09-13,2023-09-13 14:40:00+00:00,F55,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-09-13,2023-09-13 14:40:00+00:00,F60,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-09-13,2023-09-13 14:40:00+00:00,F65,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-09-13,2023-09-13 14:40:00+00:00,F70,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-09-13,2023-09-13 14:40:00+00:00,F75,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-09-13,2023-09-13 14:40:00+00:00,F80,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-09-14,2023-09-14 15:05:00+00:00,NEXT_OPEN,NO_BREAK,True,TP_RANGE_EDGE,2.24361648235778,True,TP_RANGE_EDGE,2.24361648235778
development,2023-09-14,2023-09-14 15:05:00+00:00,F50,NO_BREAK,False,NO_FILL,,False,,
development,2023-09-14,2023-09-14 15:05:00+00:00,F55,NO_BREAK,True,TP_RANGE_EDGE,4.151130296233108,True,TP_RANGE_EDGE,4.151130296233108
development,2023-09-14,2023-09-14 15:05:00+00:00,F60,NO_BREAK,True,TP_RANGE_EDGE,3.6413618712182854,True,TP_RANGE_EDGE,3.6413618712182854
development,2023-09-14,2023-09-14 15:05:00+00:00,F65,NO_BREAK,True,TP_RANGE_EDGE,3.132622485861059,True,TP_RANGE_EDGE,3.132622485861059
development,2023-09-14,2023-09-14 15:05:00+00:00,F70,NO_BREAK,True,TP_RANGE_EDGE,2.624909027410039,True,TP_RANGE_EDGE,2.624909027410039
development,2023-09-14,2023-09-14 15:05:00+00:00,F75,NO_BREAK,True,TP_RANGE_EDGE,2.1182183956556915,True,TP_RANGE_EDGE,2.1182183956556915
development,2023-09-14,2023-09-14 15:05:00+00:00,F80,NO_BREAK,True,TP_RANGE_EDGE,1.612547502867057,True,TP_RANGE_EDGE,1.612547502867057
development,2023-09-19,2023-09-19 15:40:00+00:00,NEXT_OPEN,NO_BREAK,True,TP_RANGE_EDGE,1.6836379587658716,True,TP_RANGE_EDGE,1.6836379587658716
development,2023-09-19,2023-09-19 15:40:00+00:00,F50,NO_BREAK,True,TIME_EXIT_SESSION_END,-0.032625777332584094,True,TIME_EXIT_SESSION_END,-0.032625777332584094
development,2023-09-19,2023-09-19 15:40:00+00:00,F55,NO_BREAK,True,TIME_EXIT_SESSION_END,-0.6176837165039358,True,TIME_EXIT_SESSION_END,-0.6176837165039358
development,2023-09-19,2023-09-19 15:40:00+00:00,F60,NO_BREAK,True,TIME_EXIT_SESSION_END,-1.201375087633227,True,TIME_EXIT_SESSION_END,-1.201375087633227
development,2023-09-19,2023-09-19 15:40:00+00:00,F65,NO_BREAK,True,TP_RANGE_EDGE,3.6828508885492055,True,TP_RANGE_EDGE,3.6828508885492055
development,2023-09-19,2023-09-19 15:40:00+00:00,F70,NO_BREAK,True,TP_RANGE_EDGE,3.0955088640503674,True,TP_RANGE_EDGE,3.0955088640503674
development,2023-09-19,2023-09-19 15:40:00+00:00,F75,NO_BREAK,True,TP_RANGE_EDGE,2.5095339528011356,True,TP_RANGE_EDGE,2.5095339528011356
development,2023-09-19,2023-09-19 15:40:00+00:00,F80,NO_BREAK,True,TP_RANGE_EDGE,1.9249213871555653,True,TP_RANGE_EDGE,1.9249213871555653
development,2023-09-20,2023-09-20 13:55:00+00:00,NEXT_OPEN,TARGET_BREAK,True,TP_RANGE_EDGE,0.03080276597473597,True,TP_RANGE_EDGE,0.03080276597473597
development,2023-09-20,2023-09-20 13:55:00+00:00,F50,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-09-20,2023-09-20 13:55:00+00:00,F55,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-09-20,2023-09-20 13:55:00+00:00,F60,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-09-20,2023-09-20 13:55:00+00:00,F65,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-09-20,2023-09-20 13:55:00+00:00,F70,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-09-20,2023-09-20 13:55:00+00:00,F75,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-09-20,2023-09-20 13:55:00+00:00,F80,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-09-28,2023-09-28 14:25:00+00:00,NEXT_OPEN,TARGET_BREAK,True,TP_RANGE_EDGE,0.5786208973200372,True,TP_RANGE_EDGE,0.5786208973200372
development,2023-09-28,2023-09-28 14:25:00+00:00,F50,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-09-28,2023-09-28 14:25:00+00:00,F55,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-09-28,2023-09-28 14:25:00+00:00,F60,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-09-28,2023-09-28 14:25:00+00:00,F65,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-09-28,2023-09-28 14:25:00+00:00,F70,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-09-28,2023-09-28 14:25:00+00:00,F75,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-09-28,2023-09-28 14:25:00+00:00,F80,TARGET_BREAK,True,TP_RANGE_EDGE,0.5265824537950662,True,TP_RANGE_EDGE,0.5265824537950662
development,2023-10-05,2023-10-05 13:40:00+00:00,NEXT_OPEN,OPPOSITE_BREAK,True,TP_RANGE_EDGE,2.1583735261154318,True,TP_RANGE_EDGE,2.1583735261154318
development,2023-10-05,2023-10-05 13:40:00+00:00,F50,OPPOSITE_BREAK,True,SL_RANGE_EDGE,-4.826861986490282,True,CLOSE_INVALID,-5.815201378643597
development,2023-10-05,2023-10-05 13:40:00+00:00,F55,OPPOSITE_BREAK,True,SL_RANGE_EDGE,-5.26524063537458,True,CLOSE_INVALID,-6.252705753169263
development,2023-10-05,2023-10-05 13:40:00+00:00,F60,OPPOSITE_BREAK,True,SL_RANGE_EDGE,-5.702844399671047,True,CLOSE_INVALID,-6.6894367884874795
development,2023-10-05,2023-10-05 13:40:00+00:00,F65,OPPOSITE_BREAK,True,TP_RANGE_EDGE,2.6905944095986905,True,TP_RANGE_EDGE,2.6905944095986905
development,2023-10-05,2023-10-05 13:40:00+00:00,F70,OPPOSITE_BREAK,True,TP_RANGE_EDGE,2.2467437763649794,True,TP_RANGE_EDGE,2.2467437763649794
development,2023-10-05,2023-10-05 13:40:00+00:00,F75,OPPOSITE_BREAK,True,TP_RANGE_EDGE,1.8036756253885904,True,TP_RANGE_EDGE,1.8036756253885904
development,2023-10-05,2023-10-05 13:40:00+00:00,F80,OPPOSITE_BREAK,True,TP_RANGE_EDGE,1.3613878892874802,True,TP_RANGE_EDGE,1.3613878892874802
development,2023-10-16,2023-10-16 13:35:00+00:00,NEXT_OPEN,NO_BREAK,True,TIME_EXIT_SESSION_END,-13.753831210583146,True,TIME_EXIT_SESSION_END,-13.753831210583146
development,2023-10-16,2023-10-16 13:35:00+00:00,F50,NO_BREAK,True,TIME_EXIT_SESSION_END,-2.1473395966761673,True,TIME_EXIT_SESSION_END,-2.1473395966761673
development,2023-10-16,2023-10-16 13:35:00+00:00,F55,NO_BREAK,True,TIME_EXIT_SESSION_END,-3.76518476143538,True,TIME_EXIT_SESSION_END,-3.76518476143538
development,2023-10-16,2023-10-16 13:35:00+00:00,F60,NO_BREAK,True,TIME_EXIT_SESSION_END,-5.372557522050004,True,TIME_EXIT_SESSION_END,-5.372557522050004
development,2023-10-16,2023-10-16 13:35:00+00:00,F65,NO_BREAK,True,TIME_EXIT_SESSION_END,-6.96955923318786,True,TIME_EXIT_SESSION_END,-6.96955923318786
development,2023-10-16,2023-10-16 13:35:00+00:00,F70,NO_BREAK,True,TIME_EXIT_SESSION_END,-8.55628994580675,True,TIME_EXIT_SESSION_END,-8.55628994580675
development,2023-10-16,2023-10-16 13:35:00+00:00,F75,NO_BREAK,True,TIME_EXIT_SESSION_END,-10.13284842804889,True,TIME_EXIT_SESSION_END,-10.13284842804889
development,2023-10-16,2023-10-16 13:35:00+00:00,F80,NO_BREAK,True,TIME_EXIT_SESSION_END,-11.69933218573509,True,TIME_EXIT_SESSION_END,-11.69933218573509
development,2023-10-19,2023-10-19 13:35:00+00:00,NEXT_OPEN,TARGET_BREAK,True,TP_RANGE_EDGE,0.9374333916046366,True,TP_RANGE_EDGE,0.9374333916046366
development,2023-10-19,2023-10-19 13:35:00+00:00,F50,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-10-19,2023-10-19 13:35:00+00:00,F55,TARGET_BREAK,True,TP_RANGE_EDGE,1.9441531239019043,True,TP_RANGE_EDGE,1.9441531239019043
development,2023-10-19,2023-10-19 13:35:00+00:00,F60,TARGET_BREAK,True,TP_RANGE_EDGE,1.6826067880888034,True,TP_RANGE_EDGE,1.6826067880888034
development,2023-10-19,2023-10-19 13:35:00+00:00,F65,TARGET_BREAK,True,TP_RANGE_EDGE,1.4213326596375757,True,TP_RANGE_EDGE,1.4213326596375757
development,2023-10-19,2023-10-19 13:35:00+00:00,F70,TARGET_BREAK,True,TP_RANGE_EDGE,1.1603303138149728,True,TP_RANGE_EDGE,1.1603303138149728
development,2023-10-19,2023-10-19 13:35:00+00:00,F75,TARGET_BREAK,True,TP_RANGE_EDGE,0.8995993267707062,True,TP_RANGE_EDGE,0.8995993267707062
development,2023-10-19,2023-10-19 13:35:00+00:00,F80,TARGET_BREAK,True,TP_RANGE_EDGE,0.639139275535339,True,TP_RANGE_EDGE,0.639139275535339
development,2023-10-23,2023-10-23 14:50:00+00:00,NEXT_OPEN,TARGET_BREAK,True,TP_RANGE_EDGE,1.1857391043588854,True,TP_RANGE_EDGE,1.1857391043588854
development,2023-10-23,2023-10-23 14:50:00+00:00,F50,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-10-23,2023-10-23 14:50:00+00:00,F55,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-10-23,2023-10-23 14:50:00+00:00,F60,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-10-23,2023-10-23 14:50:00+00:00,F65,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-10-23,2023-10-23 14:50:00+00:00,F70,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-10-23,2023-10-23 14:50:00+00:00,F75,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-10-23,2023-10-23 14:50:00+00:00,F80,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-10-25,2023-10-25 14:35:00+00:00,NEXT_OPEN,TARGET_BREAK,True,TP_RANGE_EDGE,0.18983011738922284,True,TP_RANGE_EDGE,0.18983011738922284
development,2023-10-25,2023-10-25 14:35:00+00:00,F50,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-10-25,2023-10-25 14:35:00+00:00,F55,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-10-25,2023-10-25 14:35:00+00:00,F60,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-10-25,2023-10-25 14:35:00+00:00,F65,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-10-25,2023-10-25 14:35:00+00:00,F70,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-10-25,2023-10-25 14:35:00+00:00,F75,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-10-25,2023-10-25 14:35:00+00:00,F80,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-10-31,2023-10-31 19:05:00+00:00,NEXT_OPEN,NO_BREAK,True,TP_RANGE_EDGE,0.14016792995481564,True,TP_RANGE_EDGE,0.14016792995481564
development,2023-10-31,2023-10-31 19:05:00+00:00,F50,NO_BREAK,False,NO_FILL,,False,,
development,2023-10-31,2023-10-31 19:05:00+00:00,F55,NO_BREAK,False,NO_FILL,,False,,
development,2023-10-31,2023-10-31 19:05:00+00:00,F60,NO_BREAK,False,NO_FILL,,False,,
development,2023-10-31,2023-10-31 19:05:00+00:00,F65,NO_BREAK,False,NO_FILL,,False,,
development,2023-10-31,2023-10-31 19:05:00+00:00,F70,NO_BREAK,False,NO_FILL,,False,,
development,2023-10-31,2023-10-31 19:05:00+00:00,F75,NO_BREAK,False,NO_FILL,,False,,
development,2023-10-31,2023-10-31 19:05:00+00:00,F80,NO_BREAK,True,TP_RANGE_EDGE,1.1870325393914087,True,TP_RANGE_EDGE,1.1870325393914087
development,2023-11-03,2023-11-03 14:05:00+00:00,NEXT_OPEN,TARGET_BREAK,True,TP_RANGE_EDGE,0.27396749914672147,True,TP_RANGE_EDGE,0.27396749914672147
development,2023-11-03,2023-11-03 14:05:00+00:00,F50,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-11-03,2023-11-03 14:05:00+00:00,F55,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-11-03,2023-11-03 14:05:00+00:00,F60,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-11-03,2023-11-03 14:05:00+00:00,F65,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-11-03,2023-11-03 14:05:00+00:00,F70,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-11-03,2023-11-03 14:05:00+00:00,F75,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-11-03,2023-11-03 14:05:00+00:00,F80,TARGET_BREAK,True,TP_RANGE_EDGE,1.0339928734899977,True,TP_RANGE_EDGE,1.0339928734899977
development,2023-11-15,2023-11-15 16:00:00+00:00,NEXT_OPEN,TARGET_BREAK,True,TP_RANGE_EDGE,-0.22835423292193424,True,TP_RANGE_EDGE,-0.22835423292193424
development,2023-11-15,2023-11-15 16:00:00+00:00,F50,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-11-15,2023-11-15 16:00:00+00:00,F55,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-11-15,2023-11-15 16:00:00+00:00,F60,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-11-15,2023-11-15 16:00:00+00:00,F65,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-11-15,2023-11-15 16:00:00+00:00,F70,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-11-15,2023-11-15 16:00:00+00:00,F75,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-11-15,2023-11-15 16:00:00+00:00,F80,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-11-24,2023-11-24 15:25:00+00:00,NEXT_OPEN,TARGET_BREAK,True,TP_RANGE_EDGE,0.1726446222510395,True,TP_RANGE_EDGE,0.1726446222510395
development,2023-11-24,2023-11-24 15:25:00+00:00,F50,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-11-24,2023-11-24 15:25:00+00:00,F55,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-11-24,2023-11-24 15:25:00+00:00,F60,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-11-24,2023-11-24 15:25:00+00:00,F65,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-11-24,2023-11-24 15:25:00+00:00,F70,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-11-24,2023-11-24 15:25:00+00:00,F75,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-11-24,2023-11-24 15:25:00+00:00,F80,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-11-30,2023-11-30 13:45:00+00:00,NEXT_OPEN,OPPOSITE_BREAK,True,TP_RANGE_EDGE,-0.27600318698188764,True,TP_RANGE_EDGE,-0.27600318698188764
development,2023-11-30,2023-11-30 13:45:00+00:00,F50,OPPOSITE_BREAK,True,SL_RANGE_EDGE,-2.670002450834252,True,CLOSE_INVALID,-2.7534632937888266
development,2023-11-30,2023-11-30 13:45:00+00:00,F55,OPPOSITE_BREAK,True,SL_RANGE_EDGE,-2.8958695699096033,True,CLOSE_INVALID,-2.9792925387953524
development,2023-11-30,2023-11-30 13:45:00+00:00,F60,OPPOSITE_BREAK,True,SL_RANGE_EDGE,-3.121531787470033,True,CLOSE_INVALID,-3.204916916645528
development,2023-11-30,2023-11-30 13:45:00+00:00,F65,OPPOSITE_BREAK,True,SL_RANGE_EDGE,-3.3469893822123837,True,CLOSE_INVALID,-3.4303367059894003
development,2023-11-30,2023-11-30 13:45:00+00:00,F70,OPPOSITE_BREAK,True,SL_RANGE_EDGE,-3.5722426323279595,True,CLOSE_INVALID,-3.6555521849715884
development,2023-11-30,2023-11-30 13:45:00+00:00,F75,OPPOSITE_BREAK,True,SL_RANGE_EDGE,-3.797291815504022,True,CLOSE_INVALID,-3.8805636312327803
development,2023-11-30,2023-11-30 13:45:00+00:00,F80,OPPOSITE_BREAK,True,SL_RANGE_EDGE,-4.022137208924958,True,CLOSE_INVALID,-4.1053713219109556
development,2023-12-07,2023-12-07 15:35:00+00:00,NEXT_OPEN,NO_BREAK,True,TIME_EXIT_SESSION_END,-6.7871758750830296,True,TIME_EXIT_SESSION_END,-6.7871758750830296
development,2023-12-07,2023-12-07 15:35:00+00:00,F50,NO_BREAK,True,TIME_EXIT_SESSION_END,-1.8303586562354197,True,TIME_EXIT_SESSION_END,-1.8303586562354197
development,2023-12-07,2023-12-07 15:35:00+00:00,F55,NO_BREAK,True,TIME_EXIT_SESSION_END,-2.459913987434936,True,TIME_EXIT_SESSION_END,-2.459913987434936
development,2023-12-07,2023-12-07 15:35:00+00:00,F60,NO_BREAK,True,TIME_EXIT_SESSION_END,-3.0878814157786367,True,TIME_EXIT_SESSION_END,-3.0878814157786367
development,2023-12-07,2023-12-07 15:35:00+00:00,F65,NO_BREAK,True,TIME_EXIT_SESSION_END,-3.714266941357502,True,TIME_EXIT_SESSION_END,-3.714266941357502
development,2023-12-07,2023-12-07 15:35:00+00:00,F70,NO_BREAK,True,TIME_EXIT_SESSION_END,-4.339076534071606,True,TIME_EXIT_SESSION_END,-4.339076534071606
development,2023-12-07,2023-12-07 15:35:00+00:00,F75,NO_BREAK,True,TIME_EXIT_SESSION_END,-4.962316133818801,True,TIME_EXIT_SESSION_END,-4.962316133818801
development,2023-12-07,2023-12-07 15:35:00+00:00,F80,NO_BREAK,True,TIME_EXIT_SESSION_END,-5.583991650683673,True,TIME_EXIT_SESSION_END,-5.583991650683673
development,2023-12-20,2023-12-20 13:35:00+00:00,NEXT_OPEN,TARGET_BREAK,True,TP_RANGE_EDGE,1.071936236876692,True,TP_RANGE_EDGE,1.071936236876692
development,2023-12-20,2023-12-20 13:35:00+00:00,F50,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-12-20,2023-12-20 13:35:00+00:00,F55,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-12-20,2023-12-20 13:35:00+00:00,F60,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-12-20,2023-12-20 13:35:00+00:00,F65,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-12-20,2023-12-20 13:35:00+00:00,F70,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-12-20,2023-12-20 13:35:00+00:00,F75,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-12-20,2023-12-20 13:35:00+00:00,F80,TARGET_BREAK,False,RANGE_BROKE_BEFORE_FILL,,False,,
development,2023-12-21,2023-12-21 14:00:00+00:00,NEXT_OPEN,OPPOSITE_BREAK,True,SL_RANGE_EDGE,-6.8397111749926465,True,CLOSE_INVALID,-7.5459290613187235
development,2023-12-21,2023-12-21 14:00:00+00:00,F50,OPPOSITE_BREAK,True,SL_RANGE_EDGE,-4.098645726641636,True,CLOSE_INVALID,-4.808785706156826
development,2023-12-21,2023-12-21 14:00:00+00:00,F55,OPPOSITE_BREAK,True,SL_RANGE_EDGE,-4.465502928299325,True,CLOSE_INVALID,-5.175117984875232
development,2023-12-21,2023-12-21 14:00:00+00:00,F60,OPPOSITE_BREAK,True,SL_RANGE_EDGE,-4.831818181818203,True,CLOSE_INVALID,-5.540909090909086
