partition,regime,clock_block,obs_start,obs_end,H,L,range,ext15_px,k1_ts,k1_start,direct_break,break_ts,break_complete_ts,retest_ts,retest_complete_ts,retest_class,accepted_retest,terminal_ts,terminal_type,ext15_success,minutes_break_to_retest,minutes_accept_to_ext15,reclaim_complete_ts,R4,event_id
external,BULL,04-08,2021-04-28 04:00:00+00:00,2021-04-28 08:00:00+00:00,55733.0,54780.8,952.1999999999971,54637.97,2021-04-28 04:05:00+00:00,2021-04-28 04:00:00+00:00,True,2021-04-28 04:45:00+00:00,2021-04-28 04:50:00+00:00,2021-04-28 04:50:00+00:00,2021-04-28 04:55:00+00:00,RETEST_RECLAIMED,False,2021-04-28 04:55:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-04-28 04:55:00+00:00,952.1999999999971,124
external,BEAR,16-20,2021-05-04 16:00:00+00:00,2021-05-04 20:00:00+00:00,56399.0,53558.57,2840.4300000000003,53132.5055,2021-05-04 16:05:00+00:00,2021-05-04 16:00:00+00:00,True,2021-05-04 16:45:00+00:00,2021-05-04 16:50:00+00:00,2021-05-04 16:50:00+00:00,2021-05-04 16:55:00+00:00,RETEST_RECLAIMED,False,2021-05-04 16:55:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-05-04 16:55:00+00:00,2840.4300000000003,125
external,SIDEWAYS,20-00,2021-05-05 20:00:00+00:00,2021-05-06 00:00:00+00:00,57940.0,57122.18,817.8199999999997,56999.507,2021-05-05 20:05:00+00:00,2021-05-05 20:00:00+00:00,True,2021-05-05 20:05:00+00:00,2021-05-05 20:10:00+00:00,2021-05-05 20:10:00+00:00,2021-05-05 20:15:00+00:00,RETEST_RECLAIMED,False,2021-05-05 20:15:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-05-05 20:15:00+00:00,817.8199999999997,126
external,BULL,16-20,2021-05-06 16:00:00+00:00,2021-05-06 20:00:00+00:00,58174.41,56843.0,1331.4100000000035,56643.2885,2021-05-06 16:55:00+00:00,2021-05-06 16:50:00+00:00,True,2021-05-06 16:55:00+00:00,2021-05-06 17:00:00+00:00,2021-05-06 17:00:00+00:00,2021-05-06 17:05:00+00:00,RETEST_RECLAIMED,False,2021-05-06 17:05:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-05-06 17:05:00+00:00,1331.4100000000035,127
external,BULL,08-12,2021-05-09 08:00:00+00:00,2021-05-09 12:00:00+00:00,58909.65,57731.37,1178.2799999999988,57554.628000000004,2021-05-09 09:45:00+00:00,2021-05-09 09:40:00+00:00,True,2021-05-09 10:10:00+00:00,2021-05-09 10:15:00+00:00,2021-05-09 10:15:00+00:00,2021-05-09 10:20:00+00:00,RETEST_RECLAIMED,False,2021-05-09 10:20:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-05-09 10:20:00+00:00,1178.2799999999988,128
external,BEAR,12-16,2021-05-11 12:00:00+00:00,2021-05-11 16:00:00+00:00,56262.61,55205.0,1057.6100000000006,55046.3585,2021-05-11 12:05:00+00:00,2021-05-11 12:00:00+00:00,True,2021-05-11 12:20:00+00:00,2021-05-11 12:25:00+00:00,2021-05-11 12:40:00+00:00,2021-05-11 12:45:00+00:00,RETEST_RECLAIMED,False,2021-05-11 12:45:00+00:00,RETEST_RECLAIMED,False,15.0,,2021-05-11 12:45:00+00:00,1057.6100000000006,129
external,SIDEWAYS,08-12,2021-05-12 08:00:00+00:00,2021-05-12 12:00:00+00:00,58049.99,56933.4,1116.5899999999965,56765.9115,2021-05-12 08:10:00+00:00,2021-05-12 08:05:00+00:00,True,2021-05-12 08:10:00+00:00,2021-05-12 08:15:00+00:00,2021-05-12 08:15:00+00:00,2021-05-12 08:20:00+00:00,RETEST_RECLAIMED,False,2021-05-12 08:20:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-05-12 08:20:00+00:00,1116.5899999999965,130
external,BEAR,16-20,2021-05-12 16:00:00+00:00,2021-05-12 20:00:00+00:00,56912.3,55300.0,1612.300000000003,55058.155,2021-05-12 16:05:00+00:00,2021-05-12 16:00:00+00:00,True,2021-05-12 16:10:00+00:00,2021-05-12 16:15:00+00:00,2021-05-12 17:00:00+00:00,2021-05-12 17:05:00+00:00,RETEST_RECLAIMED,False,2021-05-12 17:05:00+00:00,RETEST_RECLAIMED,False,45.0,,2021-05-12 17:05:00+00:00,1612.300000000003,131
external,BEAR,04-08,2021-05-15 04:00:00+00:00,2021-05-15 08:00:00+00:00,50709.43,49310.83,1398.5999999999985,49101.04,2021-05-15 05:00:00+00:00,2021-05-15 04:55:00+00:00,True,2021-05-15 05:00:00+00:00,2021-05-15 05:05:00+00:00,2021-05-15 05:05:00+00:00,2021-05-15 05:10:00+00:00,RETEST_RECLAIMED,False,2021-05-15 05:10:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-05-15 05:10:00+00:00,1398.5999999999985,132
external,BEAR,08-12,2021-05-15 08:00:00+00:00,2021-05-15 12:00:00+00:00,49900.0,48404.0,1496.0,48179.6,2021-05-15 08:05:00+00:00,2021-05-15 08:00:00+00:00,True,2021-05-15 08:05:00+00:00,2021-05-15 08:10:00+00:00,2021-05-15 08:10:00+00:00,2021-05-15 08:15:00+00:00,RETEST_RECLAIMED,False,2021-05-15 08:15:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-05-15 08:15:00+00:00,1496.0,133
external,BEAR,16-20,2021-05-17 16:00:00+00:00,2021-05-17 20:00:00+00:00,45861.41,43207.31,2654.100000000006,42809.195,2021-05-17 16:05:00+00:00,2021-05-17 16:00:00+00:00,True,2021-05-17 16:10:00+00:00,2021-05-17 16:15:00+00:00,2021-05-17 16:20:00+00:00,2021-05-17 16:25:00+00:00,RETEST_RECLAIMED,False,2021-05-17 16:25:00+00:00,RETEST_RECLAIMED,False,5.0,,2021-05-17 16:25:00+00:00,2654.100000000006,134
external,BEAR,16-20,2021-05-18 16:00:00+00:00,2021-05-18 20:00:00+00:00,45393.27,42675.0,2718.269999999997,42267.2595,2021-05-18 16:15:00+00:00,2021-05-18 16:10:00+00:00,True,2021-05-18 18:35:00+00:00,2021-05-18 18:40:00+00:00,2021-05-18 18:40:00+00:00,2021-05-18 18:45:00+00:00,RETEST_RECLAIMED,False,2021-05-18 18:45:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-05-18 18:45:00+00:00,2718.269999999997,135
external,BEAR,04-08,2021-05-21 04:00:00+00:00,2021-05-21 08:00:00+00:00,42270.42,40383.84,1886.5800000000017,40100.852999999996,2021-05-21 04:05:00+00:00,2021-05-21 04:00:00+00:00,True,2021-05-21 04:10:00+00:00,2021-05-21 04:15:00+00:00,2021-05-21 04:15:00+00:00,2021-05-21 04:20:00+00:00,RETEST_RECLAIMED,False,2021-05-21 04:20:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-05-21 04:20:00+00:00,1886.5800000000017,136
external,BEAR,16-20,2021-05-21 16:00:00+00:00,2021-05-21 20:00:00+00:00,41740.26,36380.0,5360.260000000002,35575.961,2021-05-21 16:05:00+00:00,2021-05-21 16:00:00+00:00,True,2021-05-21 16:05:00+00:00,2021-05-21 16:10:00+00:00,2021-05-21 16:10:00+00:00,2021-05-21 16:15:00+00:00,RETEST_RECLAIMED,False,2021-05-21 16:15:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-05-21 16:15:00+00:00,5360.260000000002,137
external,BEAR,08-12,2021-05-23 08:00:00+00:00,2021-05-23 12:00:00+00:00,37393.05,35501.01,1892.0400000000009,35217.204000000005,2021-05-23 08:10:00+00:00,2021-05-23 08:05:00+00:00,True,2021-05-23 08:10:00+00:00,2021-05-23 08:15:00+00:00,2021-05-23 10:30:00+00:00,2021-05-23 10:35:00+00:00,RETEST_RECLAIMED,False,2021-05-23 10:35:00+00:00,RETEST_RECLAIMED,False,135.0,,2021-05-23 10:35:00+00:00,1892.0400000000009,138
external,SIDEWAYS,04-08,2021-05-28 04:00:00+00:00,2021-05-28 08:00:00+00:00,38888.35,37700.0,1188.3499999999985,37521.7475,2021-05-28 04:20:00+00:00,2021-05-28 04:15:00+00:00,True,2021-05-28 04:20:00+00:00,2021-05-28 04:25:00+00:00,2021-05-28 04:25:00+00:00,2021-05-28 04:30:00+00:00,RETEST_RECLAIMED,False,2021-05-28 04:30:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-05-28 04:30:00+00:00,1188.3499999999985,139
external,BEAR,00-04,2021-05-30 00:00:00+00:00,2021-05-30 04:00:00+00:00,35105.74,33800.0,1305.739999999998,33604.139,2021-05-30 00:35:00+00:00,2021-05-30 00:30:00+00:00,True,2021-05-30 00:35:00+00:00,2021-05-30 00:40:00+00:00,2021-05-30 00:55:00+00:00,2021-05-30 01:00:00+00:00,RETEST_RECLAIMED,False,2021-05-30 01:00:00+00:00,RETEST_RECLAIMED,False,15.0,,2021-05-30 01:00:00+00:00,1305.739999999998,140
external,BEAR,04-08,2021-05-31 04:00:00+00:00,2021-05-31 08:00:00+00:00,36022.3,34253.08,1769.2200000000012,33987.697,2021-05-31 04:20:00+00:00,2021-05-31 04:15:00+00:00,True,2021-05-31 04:25:00+00:00,2021-05-31 04:30:00+00:00,2021-05-31 04:30:00+00:00,2021-05-31 04:35:00+00:00,RETEST_RECLAIMED,False,2021-05-31 04:35:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-05-31 04:35:00+00:00,1769.2200000000012,141
external,BEAR,16-20,2021-06-07 16:00:00+00:00,2021-06-07 20:00:00+00:00,36799.0,35859.72,939.2799999999988,35718.828,2021-06-07 16:25:00+00:00,2021-06-07 16:20:00+00:00,True,2021-06-07 16:25:00+00:00,2021-06-07 16:30:00+00:00,2021-06-07 16:30:00+00:00,2021-06-07 16:35:00+00:00,RETEST_RECLAIMED,False,2021-06-07 16:35:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-06-07 16:35:00+00:00,939.2799999999988,142
external,SIDEWAYS,20-00,2021-06-16 20:00:00+00:00,2021-06-17 00:00:00+00:00,39700.0,38270.0,1430.0,38055.5,2021-06-16 23:20:00+00:00,2021-06-16 23:15:00+00:00,True,2021-06-16 23:20:00+00:00,2021-06-16 23:25:00+00:00,2021-06-16 23:35:00+00:00,2021-06-16 23:40:00+00:00,RETEST_RECLAIMED,False,2021-06-16 23:40:00+00:00,RETEST_RECLAIMED,False,10.0,,2021-06-16 23:40:00+00:00,1430.0,143
external,BEAR,16-20,2021-06-18 16:00:00+00:00,2021-06-18 20:00:00+00:00,37940.0,36300.0,1640.0,36054.0,2021-06-18 16:05:00+00:00,2021-06-18 16:00:00+00:00,True,2021-06-18 17:35:00+00:00,2021-06-18 17:40:00+00:00,2021-06-18 17:40:00+00:00,2021-06-18 17:45:00+00:00,RETEST_RECLAIMED,False,2021-06-18 17:45:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-06-18 17:45:00+00:00,1640.0,144
external,BEAR,00-04,2021-06-20 00:00:00+00:00,2021-06-20 04:00:00+00:00,36182.3,35380.0,802.3000000000029,35259.655,2021-06-20 00:05:00+00:00,2021-06-20 00:00:00+00:00,True,2021-06-20 00:05:00+00:00,2021-06-20 00:10:00+00:00,2021-06-20 00:10:00+00:00,2021-06-20 00:15:00+00:00,RETEST_RECLAIMED,False,2021-06-20 00:15:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-06-20 00:15:00+00:00,802.3000000000029,145
external,BEAR,00-04,2021-06-21 00:00:00+00:00,2021-06-21 04:00:00+00:00,36155.0,35350.0,805.0,35229.25,2021-06-21 00:10:00+00:00,2021-06-21 00:05:00+00:00,True,2021-06-21 00:15:00+00:00,2021-06-21 00:20:00+00:00,2021-06-21 00:20:00+00:00,2021-06-21 00:25:00+00:00,RETEST_RECLAIMED,False,2021-06-21 00:25:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-06-21 00:25:00+00:00,805.0,146
external,BEAR,00-04,2021-06-22 00:00:00+00:00,2021-06-22 04:00:00+00:00,32796.79,31250.51,1546.2800000000025,31018.568,2021-06-22 00:20:00+00:00,2021-06-22 00:15:00+00:00,True,2021-06-22 00:20:00+00:00,2021-06-22 00:25:00+00:00,2021-06-22 00:25:00+00:00,2021-06-22 00:30:00+00:00,RETEST_RECLAIMED,False,2021-06-22 00:30:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-06-22 00:30:00+00:00,1546.2800000000025,147
external,BULL,00-04,2021-06-30 00:00:00+00:00,2021-06-30 04:00:00+00:00,36478.76,35733.3,745.4599999999991,35621.481,2021-06-30 00:10:00+00:00,2021-06-30 00:05:00+00:00,True,2021-06-30 00:10:00+00:00,2021-06-30 00:15:00+00:00,2021-06-30 00:15:00+00:00,2021-06-30 00:20:00+00:00,RETEST_RECLAIMED,False,2021-06-30 00:20:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-06-30 00:20:00+00:00,745.4599999999991,148
external,BEAR,04-08,2021-07-02 04:00:00+00:00,2021-07-02 08:00:00+00:00,33960.0,32750.0,1210.0,32568.5,2021-07-02 05:50:00+00:00,2021-07-02 05:45:00+00:00,True,2021-07-02 06:15:00+00:00,2021-07-02 06:20:00+00:00,2021-07-02 06:20:00+00:00,2021-07-02 06:25:00+00:00,RETEST_RECLAIMED,False,2021-07-02 06:25:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-07-02 06:25:00+00:00,1210.0,149
external,BEAR,16-20,2021-07-06 16:00:00+00:00,2021-07-06 20:00:00+00:00,34501.3,33760.0,741.3000000000029,33648.805,2021-07-06 16:45:00+00:00,2021-07-06 16:40:00+00:00,True,2021-07-06 17:10:00+00:00,2021-07-06 17:15:00+00:00,2021-07-06 17:20:00+00:00,2021-07-06 17:25:00+00:00,RETEST_RECLAIMED,False,2021-07-06 17:25:00+00:00,RETEST_RECLAIMED,False,5.0,,2021-07-06 17:25:00+00:00,741.3000000000029,150
external,BEAR,08-12,2021-07-08 08:00:00+00:00,2021-07-08 12:00:00+00:00,33483.81,32216.0,1267.8099999999977,32025.8285,2021-07-08 08:15:00+00:00,2021-07-08 08:10:00+00:00,True,2021-07-08 11:00:00+00:00,2021-07-08 11:05:00+00:00,2021-07-08 11:05:00+00:00,2021-07-08 11:10:00+00:00,RETEST_RECLAIMED,False,2021-07-08 11:10:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-07-08 11:10:00+00:00,1267.8099999999977,151
external,SIDEWAYS,16-20,2021-07-12 16:00:00+00:00,2021-07-12 20:00:00+00:00,33629.99,33301.0,328.98999999999796,33251.6515,2021-07-12 16:05:00+00:00,2021-07-12 16:00:00+00:00,True,2021-07-12 16:10:00+00:00,2021-07-12 16:15:00+00:00,2021-07-12 19:05:00+00:00,2021-07-12 19:10:00+00:00,RETEST_RECLAIMED,False,2021-07-12 19:10:00+00:00,RETEST_RECLAIMED,False,170.0,,2021-07-12 19:10:00+00:00,328.98999999999796,152
external,BEAR,08-12,2021-07-15 08:00:00+00:00,2021-07-15 12:00:00+00:00,32675.06,32350.89,324.1700000000019,32302.264499999997,2021-07-15 08:30:00+00:00,2021-07-15 08:25:00+00:00,True,2021-07-15 08:30:00+00:00,2021-07-15 08:35:00+00:00,2021-07-15 08:35:00+00:00,2021-07-15 08:40:00+00:00,RETEST_RECLAIMED,False,2021-07-15 08:40:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-07-15 08:40:00+00:00,324.1700000000019,153
external,BEAR,12-16,2021-07-15 12:00:00+00:00,2021-07-15 16:00:00+00:00,32620.0,31763.14,856.8600000000006,31634.611,2021-07-15 12:05:00+00:00,2021-07-15 12:00:00+00:00,True,2021-07-15 12:10:00+00:00,2021-07-15 12:15:00+00:00,2021-07-15 12:15:00+00:00,2021-07-15 12:20:00+00:00,RETEST_RECLAIMED,False,2021-07-15 12:20:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-07-15 12:20:00+00:00,856.8600000000006,154
external,BEAR,20-00,2021-07-16 20:00:00+00:00,2021-07-17 00:00:00+00:00,32245.0,31780.0,465.0,31710.25,2021-07-16 21:05:00+00:00,2021-07-16 21:00:00+00:00,True,2021-07-16 21:10:00+00:00,2021-07-16 21:15:00+00:00,2021-07-16 21:20:00+00:00,2021-07-16 21:25:00+00:00,RETEST_RECLAIMED,False,2021-07-16 21:25:00+00:00,RETEST_RECLAIMED,False,5.0,,2021-07-16 21:25:00+00:00,465.0,155
external,BEAR,20-00,2021-07-17 20:00:00+00:00,2021-07-18 00:00:00+00:00,31909.98,31522.16,387.8199999999997,31463.987,2021-07-17 23:10:00+00:00,2021-07-17 23:05:00+00:00,True,2021-07-17 23:20:00+00:00,2021-07-17 23:25:00+00:00,2021-07-17 23:30:00+00:00,2021-07-17 23:35:00+00:00,RETEST_RECLAIMED,False,2021-07-17 23:35:00+00:00,RETEST_RECLAIMED,False,5.0,,2021-07-17 23:35:00+00:00,387.8199999999997,156
external,BEAR,08-12,2021-07-19 08:00:00+00:00,2021-07-19 12:00:00+00:00,31890.0,31507.75,382.25,31450.4125,2021-07-19 08:50:00+00:00,2021-07-19 08:45:00+00:00,True,2021-07-19 08:55:00+00:00,2021-07-19 09:00:00+00:00,2021-07-19 09:00:00+00:00,2021-07-19 09:05:00+00:00,RETEST_RECLAIMED,False,2021-07-19 09:05:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-07-19 09:05:00+00:00,382.25,157
external,BULL,20-00,2021-07-21 20:00:00+00:00,2021-07-22 00:00:00+00:00,32883.9,31560.0,1323.9000000000015,31361.415,2021-07-21 20:35:00+00:00,2021-07-21 20:30:00+00:00,True,2021-07-21 20:35:00+00:00,2021-07-21 20:40:00+00:00,2021-07-21 20:40:00+00:00,2021-07-21 20:45:00+00:00,RETEST_RECLAIMED,False,2021-07-21 20:45:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-07-21 20:45:00+00:00,1323.9000000000015,158
external,BULL,12-16,2021-07-25 12:00:00+00:00,2021-07-25 16:00:00+00:00,34780.0,34250.01,529.989999999998,34170.5115,2021-07-25 12:05:00+00:00,2021-07-25 12:00:00+00:00,True,2021-07-25 12:05:00+00:00,2021-07-25 12:10:00+00:00,2021-07-25 12:10:00+00:00,2021-07-25 12:15:00+00:00,RETEST_RECLAIMED,False,2021-07-25 12:15:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-07-25 12:15:00+00:00,529.989999999998,159
external,BULL,16-20,2021-07-28 16:00:00+00:00,2021-07-28 20:00:00+00:00,40864.39,39306.04,1558.3499999999985,39072.2875,2021-07-28 17:40:00+00:00,2021-07-28 17:35:00+00:00,True,2021-07-28 17:40:00+00:00,2021-07-28 17:45:00+00:00,2021-07-28 18:10:00+00:00,2021-07-28 18:15:00+00:00,RETEST_RECLAIMED,False,2021-07-28 18:15:00+00:00,RETEST_RECLAIMED,False,25.0,,2021-07-28 18:15:00+00:00,1558.3499999999985,160
external,BULL,16-20,2021-08-01 16:00:00+00:00,2021-08-01 20:00:00+00:00,41839.52,41150.73,688.7899999999936,41047.4115,2021-08-01 16:10:00+00:00,2021-08-01 16:05:00+00:00,True,2021-08-01 16:15:00+00:00,2021-08-01 16:20:00+00:00,2021-08-01 16:45:00+00:00,2021-08-01 16:50:00+00:00,RETEST_RECLAIMED,False,2021-08-01 16:50:00+00:00,RETEST_RECLAIMED,False,25.0,,2021-08-01 16:50:00+00:00,688.7899999999936,161
external,BEAR,04-08,2021-08-03 04:00:00+00:00,2021-08-03 08:00:00+00:00,39774.93,38501.0,1273.9300000000003,38309.9105,2021-08-03 04:45:00+00:00,2021-08-03 04:40:00+00:00,True,2021-08-03 04:50:00+00:00,2021-08-03 04:55:00+00:00,2021-08-03 07:15:00+00:00,2021-08-03 07:20:00+00:00,RETEST_RECLAIMED,False,2021-08-03 07:20:00+00:00,RETEST_RECLAIMED,False,140.0,,2021-08-03 07:20:00+00:00,1273.9300000000003,162
external,BEAR,04-08,2021-08-04 04:00:00+00:00,2021-08-04 08:00:00+00:00,38554.27,37900.0,654.2699999999968,37801.8595,2021-08-04 04:05:00+00:00,2021-08-04 04:00:00+00:00,True,2021-08-04 04:10:00+00:00,2021-08-04 04:15:00+00:00,2021-08-04 04:15:00+00:00,2021-08-04 04:20:00+00:00,RETEST_RECLAIMED,False,2021-08-04 04:20:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-08-04 04:20:00+00:00,654.2699999999968,163
external,BULL,16-20,2021-08-23 16:00:00+00:00,2021-08-23 20:00:00+00:00,50484.75,49314.14,1170.6100000000006,49138.5485,2021-08-23 19:05:00+00:00,2021-08-23 19:00:00+00:00,True,2021-08-23 19:05:00+00:00,2021-08-23 19:10:00+00:00,2021-08-23 19:20:00+00:00,2021-08-23 19:25:00+00:00,RETEST_RECLAIMED,False,2021-08-23 19:25:00+00:00,RETEST_RECLAIMED,False,10.0,,2021-08-23 19:25:00+00:00,1170.6100000000006,164
external,SIDEWAYS,16-20,2021-08-24 16:00:00+00:00,2021-08-24 20:00:00+00:00,49480.35,48252.0,1228.3499999999985,48067.7475,2021-08-24 16:10:00+00:00,2021-08-24 16:05:00+00:00,True,2021-08-24 16:10:00+00:00,2021-08-24 16:15:00+00:00,2021-08-24 16:30:00+00:00,2021-08-24 16:35:00+00:00,RETEST_RECLAIMED,False,2021-08-24 16:35:00+00:00,RETEST_RECLAIMED,False,15.0,,2021-08-24 16:35:00+00:00,1228.3499999999985,165
external,BEAR,04-08,2021-08-26 04:00:00+00:00,2021-08-26 08:00:00+00:00,49380.0,47853.0,1527.0,47623.95,2021-08-26 04:05:00+00:00,2021-08-26 04:00:00+00:00,True,2021-08-26 04:10:00+00:00,2021-08-26 04:15:00+00:00,2021-08-26 04:20:00+00:00,2021-08-26 04:25:00+00:00,RETEST_RECLAIMED,False,2021-08-26 04:25:00+00:00,RETEST_RECLAIMED,False,5.0,,2021-08-26 04:25:00+00:00,1527.0,166
external,BULL,04-08,2021-09-05 04:00:00+00:00,2021-09-05 08:00:00+00:00,50341.16,49670.0,671.1600000000035,49569.326,2021-09-05 04:05:00+00:00,2021-09-05 04:00:00+00:00,True,2021-09-05 05:35:00+00:00,2021-09-05 05:40:00+00:00,2021-09-05 05:40:00+00:00,2021-09-05 05:45:00+00:00,RETEST_RECLAIMED,False,2021-09-05 05:45:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-09-05 05:45:00+00:00,671.1600000000035,167
external,BEAR,04-08,2021-09-08 04:00:00+00:00,2021-09-08 08:00:00+00:00,47347.0,46236.72,1110.2799999999988,46070.178,2021-09-08 05:45:00+00:00,2021-09-08 05:40:00+00:00,True,2021-09-08 05:55:00+00:00,2021-09-08 06:00:00+00:00,2021-09-08 06:00:00+00:00,2021-09-08 06:05:00+00:00,RETEST_RECLAIMED,False,2021-09-08 06:05:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-09-08 06:05:00+00:00,1110.2799999999988,168
external,BULL,12-16,2021-09-17 12:00:00+00:00,2021-09-17 16:00:00+00:00,47988.0,47300.0,688.0,47196.8,2021-09-17 12:10:00+00:00,2021-09-17 12:05:00+00:00,True,2021-09-17 13:15:00+00:00,2021-09-17 13:20:00+00:00,2021-09-17 13:20:00+00:00,2021-09-17 13:25:00+00:00,RETEST_RECLAIMED,False,2021-09-17 13:25:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-09-17 13:25:00+00:00,688.0,169
external,BULL,16-20,2021-09-18 16:00:00+00:00,2021-09-18 20:00:00+00:00,48686.29,48256.0,430.2900000000009,48191.4565,2021-09-18 16:35:00+00:00,2021-09-18 16:30:00+00:00,True,2021-09-18 16:35:00+00:00,2021-09-18 16:40:00+00:00,2021-09-18 16:40:00+00:00,2021-09-18 16:45:00+00:00,RETEST_RECLAIMED,False,2021-09-18 16:45:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-09-18 16:45:00+00:00,430.2900000000009,170
external,SIDEWAYS,08-12,2021-09-23 08:00:00+00:00,2021-09-23 12:00:00+00:00,44413.45,43682.01,731.439999999995,43572.294,2021-09-23 10:15:00+00:00,2021-09-23 10:10:00+00:00,True,2021-09-23 10:20:00+00:00,2021-09-23 10:25:00+00:00,2021-09-23 10:40:00+00:00,2021-09-23 10:45:00+00:00,RETEST_RECLAIMED,False,2021-09-23 10:45:00+00:00,RETEST_RECLAIMED,False,15.0,,2021-09-23 10:45:00+00:00,731.439999999995,171
external,BEAR,20-00,2021-09-29 20:00:00+00:00,2021-09-30 00:00:00+00:00,41820.0,41040.01,779.989999999998,40923.0115,2021-09-29 20:15:00+00:00,2021-09-29 20:10:00+00:00,True,2021-09-29 20:15:00+00:00,2021-09-29 20:20:00+00:00,2021-09-29 20:20:00+00:00,2021-09-29 20:25:00+00:00,RETEST_RECLAIMED,False,2021-09-29 20:25:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-09-29 20:25:00+00:00,779.989999999998,172
external,BULL,08-12,2021-09-30 08:00:00+00:00,2021-09-30 12:00:00+00:00,43822.85,43206.0,616.8499999999985,43113.4725,2021-09-30 08:10:00+00:00,2021-09-30 08:05:00+00:00,True,2021-09-30 08:15:00+00:00,2021-09-30 08:20:00+00:00,2021-09-30 09:10:00+00:00,2021-09-30 09:15:00+00:00,RETEST_RECLAIMED,False,2021-09-30 09:15:00+00:00,RETEST_RECLAIMED,False,50.0,,2021-09-30 09:15:00+00:00,616.8499999999985,173
external,BULL,20-00,2021-10-03 20:00:00+00:00,2021-10-04 00:00:00+00:00,49304.12,47809.0,1495.1200000000026,47584.731999999996,2021-10-03 21:10:00+00:00,2021-10-03 21:05:00+00:00,True,2021-10-03 21:40:00+00:00,2021-10-03 21:45:00+00:00,2021-10-03 21:45:00+00:00,2021-10-03 21:50:00+00:00,RETEST_RECLAIMED,False,2021-10-03 21:50:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-10-03 21:50:00+00:00,1495.1200000000026,174
external,BULL,00-04,2021-10-07 00:00:00+00:00,2021-10-07 04:00:00+00:00,55817.0,54840.0,977.0,54693.45,2021-10-07 00:20:00+00:00,2021-10-07 00:15:00+00:00,True,2021-10-07 00:30:00+00:00,2021-10-07 00:35:00+00:00,2021-10-07 00:45:00+00:00,2021-10-07 00:50:00+00:00,RETEST_RECLAIMED,False,2021-10-07 00:50:00+00:00,RETEST_RECLAIMED,False,10.0,,2021-10-07 00:50:00+00:00,977.0,175
external,BULL,08-12,2021-10-11 08:00:00+00:00,2021-10-11 12:00:00+00:00,57164.92,56158.31,1006.6100000000006,56007.318499999994,2021-10-11 11:10:00+00:00,2021-10-11 11:05:00+00:00,True,2021-10-11 11:10:00+00:00,2021-10-11 11:15:00+00:00,2021-10-11 11:15:00+00:00,2021-10-11 11:20:00+00:00,RETEST_RECLAIMED,False,2021-10-11 11:20:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-10-11 11:20:00+00:00,1006.6100000000006,176
external,BULL,12-16,2021-10-14 12:00:00+00:00,2021-10-14 16:00:00+00:00,58199.2,57224.7,974.5,57078.524999999994,2021-10-14 15:05:00+00:00,2021-10-14 15:00:00+00:00,True,2021-10-14 15:05:00+00:00,2021-10-14 15:10:00+00:00,2021-10-14 15:10:00+00:00,2021-10-14 15:15:00+00:00,RETEST_RECLAIMED,False,2021-10-14 15:15:00+00:00,RETEST_RECLAIMED,False,0.0,,2021-10-14 15:15:00+00:00,974.5,177
external,BULL,12-16,2021-10-18 12:00:00+00:00,2021-10-18 16:00:00+00:00,62529.14,60620.0,1909.1399999999994,60333.629,2021-10-18 13:00:00+00:00,2021-10-18 12:55:00+00:00,True,2021-10-18 13:00:00+00:00,2021-10-18 13:05:00+00:00,2021-10-18 13:15:00+00:00,2021-10-18 13:20:00+00:00,RETEST_RECLAIMED,False,2021-10-18 13:20:00+00:00,RETEST_RECLAIMED,False,10.0,,2021-10-18 13:20:00+00:00,1909.1399999999994,178
