side,partition,date_utc,signal_ts,regime_at_signal,regime_bar_start,regime_available_ts,alignment,target_break,clean_window,filled,h2,accepted_after_h2,e20_after_h2,entry_ts,regime_at_entry,entry_regime_available_ts,state_changed_signal_to_entry
LONG,development,2024-02-14,2024-02-14 14:35:00+00:00,BULL,2024-02-14 08:00:00+00:00,2024-02-14 12:00:00+00:00,ALIGNED,True,True,False,False,False,False,,,,False
LONG,development,2024-02-23,2024-02-23 14:25:00+00:00,BEAR,2024-02-23 08:00:00+00:00,2024-02-23 12:00:00+00:00,COUNTER,False,True,False,False,False,False,,,,False
LONG,development,2024-02-28,2024-02-28 15:00:00+00:00,BULL,2024-02-28 08:00:00+00:00,2024-02-28 12:00:00+00:00,ALIGNED,True,True,True,True,True,True,2024-02-28 15:05:00+00:00,BULL,2024-02-28 12:00:00+00:00,False
LONG,development,2024-02-29,2024-02-29 14:35:00+00:00,BULL,2024-02-29 08:00:00+00:00,2024-02-29 12:00:00+00:00,ALIGNED,False,True,True,False,False,False,2024-02-29 15:25:00+00:00,BULL,2024-02-29 12:00:00+00:00,False
LONG,development,2024-03-04,2024-03-04 13:45:00+00:00,BULL,2024-03-04 08:00:00+00:00,2024-03-04 12:00:00+00:00,ALIGNED,True,True,True,True,True,True,2024-03-04 13:50:00+00:00,BULL,2024-03-04 12:00:00+00:00,False
LONG,development,2024-03-07,2024-03-07 14:30:00+00:00,BULL,2024-03-07 08:00:00+00:00,2024-03-07 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,development,2024-03-08,2024-03-08 13:50:00+00:00,BULL,2024-03-08 08:00:00+00:00,2024-03-08 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,development,2024-03-11,2024-03-11 15:10:00+00:00,BULL,2024-03-11 08:00:00+00:00,2024-03-11 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,development,2024-03-15,2024-03-15 14:00:00+00:00,BEAR,2024-03-15 08:00:00+00:00,2024-03-15 12:00:00+00:00,COUNTER,True,True,True,True,True,True,2024-03-15 14:05:00+00:00,BEAR,2024-03-15 12:00:00+00:00,False
LONG,development,2024-03-20,2024-03-20 15:05:00+00:00,BEAR,2024-03-20 08:00:00+00:00,2024-03-20 12:00:00+00:00,COUNTER,False,True,True,False,False,False,2024-03-20 15:10:00+00:00,BEAR,2024-03-20 12:00:00+00:00,False
LONG,development,2024-03-27,2024-03-27 13:35:00+00:00,BULL,2024-03-27 08:00:00+00:00,2024-03-27 12:00:00+00:00,ALIGNED,False,True,False,False,False,False,,,,False
LONG,development,2024-04-01,2024-04-01 13:35:00+00:00,SIDEWAYS,2024-04-01 08:00:00+00:00,2024-04-01 12:00:00+00:00,SIDEWAYS,False,True,True,False,False,False,2024-04-01 13:55:00+00:00,SIDEWAYS,2024-04-01 12:00:00+00:00,False
LONG,development,2024-04-03,2024-04-03 14:10:00+00:00,BEAR,2024-04-03 08:00:00+00:00,2024-04-03 12:00:00+00:00,COUNTER,True,True,False,False,False,False,,,,False
LONG,development,2024-04-04,2024-04-04 13:55:00+00:00,BEAR,2024-04-04 08:00:00+00:00,2024-04-04 12:00:00+00:00,COUNTER,True,True,True,True,True,True,2024-04-04 14:00:00+00:00,BEAR,2024-04-04 12:00:00+00:00,False
LONG,development,2024-04-22,2024-04-22 14:05:00+00:00,BULL,2024-04-22 08:00:00+00:00,2024-04-22 12:00:00+00:00,ALIGNED,True,True,False,False,False,False,,,,False
LONG,development,2024-05-02,2024-05-02 14:40:00+00:00,BEAR,2024-05-02 08:00:00+00:00,2024-05-02 12:00:00+00:00,COUNTER,True,False,False,False,False,False,,,,False
LONG,development,2024-05-13,2024-05-13 16:30:00+00:00,BULL,2024-05-13 12:00:00+00:00,2024-05-13 16:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,development,2024-05-14,2024-05-14 14:35:00+00:00,SIDEWAYS,2024-05-14 08:00:00+00:00,2024-05-14 12:00:00+00:00,SIDEWAYS,False,True,True,False,False,False,2024-05-14 15:15:00+00:00,SIDEWAYS,2024-05-14 12:00:00+00:00,False
LONG,development,2024-05-15,2024-05-15 13:35:00+00:00,BULL,2024-05-15 08:00:00+00:00,2024-05-15 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,development,2024-06-04,2024-06-04 13:35:00+00:00,BULL,2024-06-04 08:00:00+00:00,2024-06-04 12:00:00+00:00,ALIGNED,True,True,False,False,False,False,,,,False
LONG,development,2024-06-27,2024-06-27 13:35:00+00:00,BEAR,2024-06-27 08:00:00+00:00,2024-06-27 12:00:00+00:00,COUNTER,True,True,True,True,True,True,2024-06-27 13:40:00+00:00,BEAR,2024-06-27 12:00:00+00:00,False
LONG,development,2024-07-02,2024-07-02 13:45:00+00:00,BULL,2024-07-02 08:00:00+00:00,2024-07-02 12:00:00+00:00,ALIGNED,False,True,False,False,False,False,,,,False
LONG,development,2024-07-15,2024-07-15 15:05:00+00:00,BULL,2024-07-15 08:00:00+00:00,2024-07-15 12:00:00+00:00,ALIGNED,True,True,True,True,True,True,2024-07-15 15:25:00+00:00,BULL,2024-07-15 12:00:00+00:00,False
LONG,development,2024-07-16,2024-07-16 15:15:00+00:00,BULL,2024-07-16 08:00:00+00:00,2024-07-16 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,development,2024-07-22,2024-07-22 13:40:00+00:00,BULL,2024-07-22 08:00:00+00:00,2024-07-22 12:00:00+00:00,ALIGNED,False,True,False,False,False,False,,,,False
LONG,development,2024-08-13,2024-08-13 13:50:00+00:00,BEAR,2024-08-13 08:00:00+00:00,2024-08-13 12:00:00+00:00,COUNTER,True,False,False,False,False,False,,,,False
LONG,development,2024-08-16,2024-08-16 17:35:00+00:00,BEAR,2024-08-16 12:00:00+00:00,2024-08-16 16:00:00+00:00,COUNTER,True,True,True,True,True,True,2024-08-16 17:40:00+00:00,BEAR,2024-08-16 16:00:00+00:00,False
LONG,development,2024-08-19,2024-08-19 13:35:00+00:00,BEAR,2024-08-19 08:00:00+00:00,2024-08-19 12:00:00+00:00,COUNTER,True,True,True,True,True,True,2024-08-19 17:20:00+00:00,BEAR,2024-08-19 16:00:00+00:00,False
LONG,development,2024-08-29,2024-08-29 13:40:00+00:00,BEAR,2024-08-29 08:00:00+00:00,2024-08-29 12:00:00+00:00,COUNTER,True,True,False,False,False,False,,,,False
LONG,development,2024-09-05,2024-09-05 14:05:00+00:00,BEAR,2024-09-05 08:00:00+00:00,2024-09-05 12:00:00+00:00,COUNTER,True,True,False,False,False,False,,,,False
LONG,development,2024-09-13,2024-09-13 14:10:00+00:00,BULL,2024-09-13 08:00:00+00:00,2024-09-13 12:00:00+00:00,ALIGNED,True,True,True,True,True,True,2024-09-13 14:15:00+00:00,BULL,2024-09-13 12:00:00+00:00,False
LONG,development,2024-09-19,2024-09-19 14:15:00+00:00,BULL,2024-09-19 08:00:00+00:00,2024-09-19 12:00:00+00:00,ALIGNED,True,True,True,True,True,True,2024-09-19 14:20:00+00:00,BULL,2024-09-19 12:00:00+00:00,False
LONG,development,2024-10-14,2024-10-14 13:50:00+00:00,BULL,2024-10-14 08:00:00+00:00,2024-10-14 12:00:00+00:00,ALIGNED,True,True,False,False,False,False,,,,False
LONG,development,2024-10-15,2024-10-15 13:35:00+00:00,BULL,2024-10-15 08:00:00+00:00,2024-10-15 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,development,2024-10-28,2024-10-28 13:45:00+00:00,BULL,2024-10-28 08:00:00+00:00,2024-10-28 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,development,2024-11-11,2024-11-11 14:35:00+00:00,BULL,2024-11-11 08:00:00+00:00,2024-11-11 12:00:00+00:00,ALIGNED,True,True,False,False,False,False,,,,False
LONG,development,2024-11-27,2024-11-27 13:40:00+00:00,BEAR,2024-11-27 08:00:00+00:00,2024-11-27 12:00:00+00:00,COUNTER,True,False,False,False,False,False,,,,False
LONG,development,2024-12-05,2024-12-05 14:45:00+00:00,BULL,2024-12-05 08:00:00+00:00,2024-12-05 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,development,2024-12-10,2024-12-10 13:50:00+00:00,BEAR,2024-12-10 08:00:00+00:00,2024-12-10 12:00:00+00:00,COUNTER,True,True,True,True,True,True,2024-12-10 13:55:00+00:00,BEAR,2024-12-10 12:00:00+00:00,False
LONG,development,2024-12-12,2024-12-12 14:35:00+00:00,BULL,2024-12-12 08:00:00+00:00,2024-12-12 12:00:00+00:00,ALIGNED,True,True,True,True,True,True,2024-12-12 14:40:00+00:00,BULL,2024-12-12 12:00:00+00:00,False
LONG,development,2024-12-17,2024-12-17 13:35:00+00:00,BULL,2024-12-17 08:00:00+00:00,2024-12-17 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,development,2024-12-31,2024-12-31 14:35:00+00:00,SIDEWAYS,2024-12-31 08:00:00+00:00,2024-12-31 12:00:00+00:00,SIDEWAYS,False,True,True,False,False,False,2024-12-31 14:50:00+00:00,SIDEWAYS,2024-12-31 12:00:00+00:00,False
LONG,external,2020-01-03,2020-01-03 14:00:00+00:00,SIDEWAYS,2020-01-03 08:00:00+00:00,2020-01-03 12:00:00+00:00,SIDEWAYS,True,True,False,False,False,False,,,,False
LONG,external,2020-01-06,2020-01-06 13:55:00+00:00,SIDEWAYS,2020-01-06 08:00:00+00:00,2020-01-06 12:00:00+00:00,SIDEWAYS,False,True,False,False,False,False,,,,False
LONG,external,2020-01-10,2020-01-10 13:35:00+00:00,SIDEWAYS,2020-01-10 08:00:00+00:00,2020-01-10 12:00:00+00:00,SIDEWAYS,True,False,False,False,False,False,,,,False
LONG,external,2020-01-20,2020-01-20 15:55:00+00:00,SIDEWAYS,2020-01-20 08:00:00+00:00,2020-01-20 12:00:00+00:00,SIDEWAYS,True,True,False,False,False,False,,,,False
LONG,external,2020-01-27,2020-01-27 13:35:00+00:00,BULL,2020-01-27 08:00:00+00:00,2020-01-27 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,external,2020-01-30,2020-01-30 14:05:00+00:00,BULL,2020-01-30 08:00:00+00:00,2020-01-30 12:00:00+00:00,ALIGNED,True,True,True,True,True,True,2020-01-30 16:00:00+00:00,BULL,2020-01-30 16:00:00+00:00,False
LONG,external,2020-02-12,2020-02-12 13:35:00+00:00,BULL,2020-02-12 08:00:00+00:00,2020-02-12 12:00:00+00:00,ALIGNED,True,True,True,True,True,True,2020-02-12 13:45:00+00:00,BULL,2020-02-12 12:00:00+00:00,False
LONG,external,2020-03-16,2020-03-16 14:30:00+00:00,SIDEWAYS,2020-03-16 08:00:00+00:00,2020-03-16 12:00:00+00:00,SIDEWAYS,True,False,False,False,False,False,,,,False
LONG,external,2020-03-18,2020-03-18 13:35:00+00:00,BEAR,2020-03-18 08:00:00+00:00,2020-03-18 12:00:00+00:00,COUNTER,True,True,True,True,True,True,2020-03-18 13:45:00+00:00,BEAR,2020-03-18 12:00:00+00:00,False
LONG,external,2020-04-02,2020-04-02 14:40:00+00:00,BULL,2020-04-02 08:00:00+00:00,2020-04-02 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,external,2020-04-09,2020-04-09 14:05:00+00:00,SIDEWAYS,2020-04-09 08:00:00+00:00,2020-04-09 12:00:00+00:00,SIDEWAYS,False,True,True,False,False,False,2020-04-09 14:10:00+00:00,SIDEWAYS,2020-04-09 12:00:00+00:00,False
LONG,external,2020-04-22,2020-04-22 13:50:00+00:00,SIDEWAYS,2020-04-22 08:00:00+00:00,2020-04-22 12:00:00+00:00,SIDEWAYS,True,True,True,True,True,True,2020-04-22 13:55:00+00:00,SIDEWAYS,2020-04-22 12:00:00+00:00,False
LONG,external,2020-05-07,2020-05-07 16:55:00+00:00,BULL,2020-05-07 12:00:00+00:00,2020-05-07 16:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,external,2020-05-13,2020-05-13 14:10:00+00:00,SIDEWAYS,2020-05-13 08:00:00+00:00,2020-05-13 12:00:00+00:00,SIDEWAYS,True,True,True,True,True,True,2020-05-13 14:35:00+00:00,SIDEWAYS,2020-05-13 12:00:00+00:00,False
LONG,external,2020-05-25,2020-05-25 17:40:00+00:00,BEAR,2020-05-25 12:00:00+00:00,2020-05-25 16:00:00+00:00,COUNTER,True,True,False,False,False,False,,,,False
LONG,external,2020-06-01,2020-06-01 16:15:00+00:00,BULL,2020-06-01 12:00:00+00:00,2020-06-01 16:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,external,2020-06-02,2020-06-02 13:35:00+00:00,BULL,2020-06-02 08:00:00+00:00,2020-06-02 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,external,2020-06-04,2020-06-04 13:50:00+00:00,SIDEWAYS,2020-06-04 08:00:00+00:00,2020-06-04 12:00:00+00:00,SIDEWAYS,True,True,True,True,True,True,2020-06-04 14:20:00+00:00,SIDEWAYS,2020-06-04 12:00:00+00:00,False
LONG,external,2020-06-10,2020-06-10 13:40:00+00:00,BULL,2020-06-10 08:00:00+00:00,2020-06-10 12:00:00+00:00,ALIGNED,True,True,True,True,True,True,2020-06-10 16:05:00+00:00,BULL,2020-06-10 16:00:00+00:00,False
LONG,external,2020-06-23,2020-06-23 14:20:00+00:00,BULL,2020-06-23 08:00:00+00:00,2020-06-23 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,external,2020-07-06,2020-07-06 15:45:00+00:00,BULL,2020-07-06 08:00:00+00:00,2020-07-06 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,external,2020-07-08,2020-07-08 13:45:00+00:00,BULL,2020-07-08 08:00:00+00:00,2020-07-08 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,external,2020-07-16,2020-07-16 16:20:00+00:00,BEAR,2020-07-16 12:00:00+00:00,2020-07-16 16:00:00+00:00,COUNTER,True,True,True,True,True,False,2020-07-16 16:25:00+00:00,BEAR,2020-07-16 16:00:00+00:00,False
LONG,external,2020-07-22,2020-07-22 15:05:00+00:00,BULL,2020-07-22 08:00:00+00:00,2020-07-22 12:00:00+00:00,ALIGNED,True,True,True,True,True,True,2020-07-22 15:35:00+00:00,BULL,2020-07-22 12:00:00+00:00,False
LONG,external,2020-07-24,2020-07-24 15:50:00+00:00,BULL,2020-07-24 08:00:00+00:00,2020-07-24 12:00:00+00:00,ALIGNED,True,True,True,True,True,True,2020-07-24 15:55:00+00:00,BULL,2020-07-24 12:00:00+00:00,False
LONG,external,2020-07-30,2020-07-30 13:40:00+00:00,BULL,2020-07-30 08:00:00+00:00,2020-07-30 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,external,2020-08-05,2020-08-05 14:05:00+00:00,BULL,2020-08-05 08:00:00+00:00,2020-08-05 12:00:00+00:00,ALIGNED,True,True,True,True,True,True,2020-08-05 14:20:00+00:00,BULL,2020-08-05 12:00:00+00:00,False
LONG,external,2020-08-12,2020-08-12 13:50:00+00:00,BEAR,2020-08-12 08:00:00+00:00,2020-08-12 12:00:00+00:00,COUNTER,True,False,False,False,False,False,,,,False
LONG,external,2020-08-20,2020-08-20 14:55:00+00:00,SIDEWAYS,2020-08-20 08:00:00+00:00,2020-08-20 12:00:00+00:00,SIDEWAYS,True,False,False,False,False,False,,,,False
LONG,external,2020-09-07,2020-09-07 16:10:00+00:00,BEAR,2020-09-07 12:00:00+00:00,2020-09-07 16:00:00+00:00,COUNTER,True,False,False,False,False,False,,,,False
LONG,external,2020-09-11,2020-09-11 16:05:00+00:00,BULL,2020-09-11 12:00:00+00:00,2020-09-11 16:00:00+00:00,ALIGNED,False,True,True,True,False,False,2020-09-11 16:25:00+00:00,BULL,2020-09-11 16:00:00+00:00,False
LONG,external,2020-09-14,2020-09-14 13:35:00+00:00,BULL,2020-09-14 08:00:00+00:00,2020-09-14 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,external,2020-09-23,2020-09-23 13:35:00+00:00,BEAR,2020-09-23 08:00:00+00:00,2020-09-23 12:00:00+00:00,COUNTER,True,False,False,False,False,False,,,,False
LONG,external,2020-09-30,2020-09-30 13:35:00+00:00,SIDEWAYS,2020-09-30 08:00:00+00:00,2020-09-30 12:00:00+00:00,SIDEWAYS,True,True,True,True,True,True,2020-09-30 13:40:00+00:00,SIDEWAYS,2020-09-30 12:00:00+00:00,False
LONG,external,2020-10-05,2020-10-05 14:05:00+00:00,BULL,2020-10-05 08:00:00+00:00,2020-10-05 12:00:00+00:00,ALIGNED,True,True,True,True,True,False,2020-10-05 14:15:00+00:00,BULL,2020-10-05 12:00:00+00:00,False
LONG,external,2020-10-07,2020-10-07 13:35:00+00:00,SIDEWAYS,2020-10-07 08:00:00+00:00,2020-10-07 12:00:00+00:00,SIDEWAYS,True,True,True,True,True,True,2020-10-07 14:40:00+00:00,SIDEWAYS,2020-10-07 12:00:00+00:00,False
LONG,external,2020-10-08,2020-10-08 13:35:00+00:00,SIDEWAYS,2020-10-08 08:00:00+00:00,2020-10-08 12:00:00+00:00,SIDEWAYS,True,True,True,True,True,True,2020-10-08 13:45:00+00:00,SIDEWAYS,2020-10-08 12:00:00+00:00,False
LONG,external,2020-10-12,2020-10-12 13:40:00+00:00,BULL,2020-10-12 08:00:00+00:00,2020-10-12 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,external,2020-10-15,2020-10-15 13:55:00+00:00,SIDEWAYS,2020-10-15 08:00:00+00:00,2020-10-15 12:00:00+00:00,SIDEWAYS,True,True,True,True,True,True,2020-10-15 14:10:00+00:00,SIDEWAYS,2020-10-15 12:00:00+00:00,False
LONG,external,2020-10-19,2020-10-19 15:20:00+00:00,BULL,2020-10-19 08:00:00+00:00,2020-10-19 12:00:00+00:00,ALIGNED,True,True,True,True,True,True,2020-10-19 15:30:00+00:00,BULL,2020-10-19 12:00:00+00:00,False
LONG,external,2020-10-20,2020-10-20 14:00:00+00:00,BULL,2020-10-20 08:00:00+00:00,2020-10-20 12:00:00+00:00,ALIGNED,True,True,True,True,True,True,2020-10-20 14:05:00+00:00,BULL,2020-10-20 12:00:00+00:00,False
LONG,external,2020-10-21,2020-10-21 13:40:00+00:00,BULL,2020-10-21 08:00:00+00:00,2020-10-21 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,external,2020-10-29,2020-10-29 13:35:00+00:00,SIDEWAYS,2020-10-29 08:00:00+00:00,2020-10-29 12:00:00+00:00,SIDEWAYS,True,True,True,True,True,True,2020-10-29 13:40:00+00:00,SIDEWAYS,2020-10-29 12:00:00+00:00,False
LONG,external,2020-11-11,2020-11-11 16:10:00+00:00,BULL,2020-11-11 12:00:00+00:00,2020-11-11 16:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,external,2020-11-12,2020-11-12 17:05:00+00:00,BULL,2020-11-12 12:00:00+00:00,2020-11-12 16:00:00+00:00,ALIGNED,False,True,True,False,False,False,2020-11-12 17:10:00+00:00,BULL,2020-11-12 16:00:00+00:00,False
LONG,external,2020-11-19,2020-11-19 13:35:00+00:00,BULL,2020-11-19 08:00:00+00:00,2020-11-19 12:00:00+00:00,ALIGNED,True,True,False,False,False,False,,,,False
LONG,external,2020-11-20,2020-11-20 14:25:00+00:00,BULL,2020-11-20 08:00:00+00:00,2020-11-20 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,external,2020-11-30,2020-11-30 13:35:00+00:00,BULL,2020-11-30 08:00:00+00:00,2020-11-30 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,external,2020-12-11,2020-12-11 14:10:00+00:00,SIDEWAYS,2020-12-11 08:00:00+00:00,2020-12-11 12:00:00+00:00,SIDEWAYS,True,True,False,False,False,False,,,,False
LONG,external,2020-12-28,2020-12-28 13:35:00+00:00,BULL,2020-12-28 08:00:00+00:00,2020-12-28 12:00:00+00:00,ALIGNED,False,True,True,False,False,False,2020-12-28 13:40:00+00:00,BULL,2020-12-28 12:00:00+00:00,False
LONG,external,2021-01-07,2021-01-07 14:05:00+00:00,BULL,2021-01-07 08:00:00+00:00,2021-01-07 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,external,2021-01-14,2021-01-14 13:35:00+00:00,BULL,2021-01-14 08:00:00+00:00,2021-01-14 12:00:00+00:00,ALIGNED,True,True,True,True,True,True,2021-01-14 13:40:00+00:00,BULL,2021-01-14 12:00:00+00:00,False
LONG,external,2021-01-22,2021-01-22 13:35:00+00:00,BEAR,2021-01-22 08:00:00+00:00,2021-01-22 12:00:00+00:00,COUNTER,True,True,False,False,False,False,,,,False
LONG,external,2021-01-25,2021-01-25 13:35:00+00:00,BULL,2021-01-25 08:00:00+00:00,2021-01-25 12:00:00+00:00,ALIGNED,True,True,False,False,False,False,,,,False
LONG,external,2021-02-02,2021-02-02 19:55:00+00:00,BULL,2021-02-02 12:00:00+00:00,2021-02-02 16:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,external,2021-02-03,2021-02-03 14:05:00+00:00,BULL,2021-02-03 08:00:00+00:00,2021-02-03 12:00:00+00:00,ALIGNED,True,True,True,True,True,True,2021-02-03 14:10:00+00:00,BULL,2021-02-03 12:00:00+00:00,False
LONG,external,2021-02-26,2021-02-26 14:35:00+00:00,SIDEWAYS,2021-02-26 08:00:00+00:00,2021-02-26 12:00:00+00:00,SIDEWAYS,True,False,False,False,False,False,,,,False
LONG,external,2021-03-01,2021-03-01 14:35:00+00:00,SIDEWAYS,2021-03-01 08:00:00+00:00,2021-03-01 12:00:00+00:00,SIDEWAYS,True,True,True,True,True,True,2021-03-01 14:50:00+00:00,SIDEWAYS,2021-03-01 12:00:00+00:00,False
LONG,external,2021-03-12,2021-03-12 15:50:00+00:00,BULL,2021-03-12 08:00:00+00:00,2021-03-12 12:00:00+00:00,ALIGNED,True,True,False,False,False,False,,,,False
LONG,external,2021-03-17,2021-03-17 18:05:00+00:00,SIDEWAYS,2021-03-17 12:00:00+00:00,2021-03-17 16:00:00+00:00,SIDEWAYS,True,False,False,False,False,False,,,,False
LONG,external,2021-04-16,2021-04-16 16:05:00+00:00,SIDEWAYS,2021-04-16 12:00:00+00:00,2021-04-16 16:00:00+00:00,SIDEWAYS,True,True,True,True,True,False,2021-04-16 16:10:00+00:00,SIDEWAYS,2021-04-16 16:00:00+00:00,False
LONG,external,2021-04-20,2021-04-20 14:05:00+00:00,SIDEWAYS,2021-04-20 08:00:00+00:00,2021-04-20 12:00:00+00:00,SIDEWAYS,True,True,True,True,True,False,2021-04-20 14:15:00+00:00,SIDEWAYS,2021-04-20 12:00:00+00:00,False
LONG,external,2021-04-27,2021-04-27 15:50:00+00:00,BULL,2021-04-27 08:00:00+00:00,2021-04-27 12:00:00+00:00,ALIGNED,False,True,False,False,False,False,,,,False
LONG,external,2021-04-30,2021-04-30 13:35:00+00:00,BULL,2021-04-30 08:00:00+00:00,2021-04-30 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,external,2021-05-05,2021-05-05 13:45:00+00:00,BEAR,2021-05-05 08:00:00+00:00,2021-05-05 12:00:00+00:00,COUNTER,True,False,False,False,False,False,,,,False
LONG,external,2021-05-14,2021-05-14 14:00:00+00:00,BEAR,2021-05-14 08:00:00+00:00,2021-05-14 12:00:00+00:00,COUNTER,True,True,True,True,True,True,2021-05-14 14:05:00+00:00,BEAR,2021-05-14 12:00:00+00:00,False
LONG,external,2021-06-01,2021-06-01 13:35:00+00:00,BULL,2021-06-01 08:00:00+00:00,2021-06-01 12:00:00+00:00,ALIGNED,True,True,False,False,False,False,,,,False
LONG,external,2021-06-02,2021-06-02 13:35:00+00:00,BULL,2021-06-02 08:00:00+00:00,2021-06-02 12:00:00+00:00,ALIGNED,True,True,True,True,True,True,2021-06-02 13:40:00+00:00,BULL,2021-06-02 12:00:00+00:00,False
LONG,external,2021-06-04,2021-06-04 17:25:00+00:00,BEAR,2021-06-04 12:00:00+00:00,2021-06-04 16:00:00+00:00,COUNTER,False,True,True,True,False,False,2021-06-04 18:05:00+00:00,BEAR,2021-06-04 16:00:00+00:00,False
LONG,external,2021-06-14,2021-06-14 13:40:00+00:00,BULL,2021-06-14 08:00:00+00:00,2021-06-14 12:00:00+00:00,ALIGNED,True,True,True,True,True,False,2021-06-14 13:55:00+00:00,BULL,2021-06-14 12:00:00+00:00,False
LONG,external,2021-06-15,2021-06-15 17:50:00+00:00,BULL,2021-06-15 12:00:00+00:00,2021-06-15 16:00:00+00:00,ALIGNED,True,True,False,False,False,False,,,,False
LONG,external,2021-06-24,2021-06-24 15:10:00+00:00,SIDEWAYS,2021-06-24 08:00:00+00:00,2021-06-24 12:00:00+00:00,SIDEWAYS,True,False,False,False,False,False,,,,False
LONG,external,2021-07-02,2021-07-02 14:35:00+00:00,BEAR,2021-07-02 08:00:00+00:00,2021-07-02 12:00:00+00:00,COUNTER,True,True,True,True,True,True,2021-07-02 14:40:00+00:00,BEAR,2021-07-02 12:00:00+00:00,False
LONG,external,2021-07-08,2021-07-08 17:05:00+00:00,BEAR,2021-07-08 12:00:00+00:00,2021-07-08 16:00:00+00:00,COUNTER,True,True,True,True,True,True,2021-07-08 17:10:00+00:00,BEAR,2021-07-08 16:00:00+00:00,False
LONG,external,2021-07-14,2021-07-14 14:05:00+00:00,BEAR,2021-07-14 08:00:00+00:00,2021-07-14 12:00:00+00:00,COUNTER,True,True,False,False,False,False,,,,False
LONG,external,2021-07-16,2021-07-16 13:35:00+00:00,BEAR,2021-07-16 08:00:00+00:00,2021-07-16 12:00:00+00:00,COUNTER,True,True,True,True,True,True,2021-07-16 13:40:00+00:00,BEAR,2021-07-16 12:00:00+00:00,False
LONG,external,2021-07-21,2021-07-21 14:15:00+00:00,SIDEWAYS,2021-07-21 08:00:00+00:00,2021-07-21 12:00:00+00:00,SIDEWAYS,True,True,False,False,False,False,,,,False
LONG,external,2021-07-22,2021-07-22 14:45:00+00:00,BULL,2021-07-22 08:00:00+00:00,2021-07-22 12:00:00+00:00,ALIGNED,True,True,True,True,True,True,2021-07-22 14:50:00+00:00,BULL,2021-07-22 12:00:00+00:00,False
LONG,external,2021-07-23,2021-07-23 13:50:00+00:00,BULL,2021-07-23 08:00:00+00:00,2021-07-23 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,external,2021-07-27,2021-07-27 13:35:00+00:00,BULL,2021-07-27 08:00:00+00:00,2021-07-27 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,external,2021-08-04,2021-08-04 13:35:00+00:00,BEAR,2021-08-04 08:00:00+00:00,2021-08-04 12:00:00+00:00,COUNTER,True,True,True,True,True,True,2021-08-04 13:55:00+00:00,BEAR,2021-08-04 12:00:00+00:00,False
LONG,external,2021-08-11,2021-08-11 14:50:00+00:00,BULL,2021-08-11 08:00:00+00:00,2021-08-11 12:00:00+00:00,ALIGNED,True,True,True,True,True,False,2021-08-11 15:00:00+00:00,BULL,2021-08-11 12:00:00+00:00,False
LONG,external,2021-08-19,2021-08-19 13:55:00+00:00,BEAR,2021-08-19 08:00:00+00:00,2021-08-19 12:00:00+00:00,COUNTER,True,False,False,False,False,False,,,,False
LONG,external,2021-08-20,2021-08-20 13:40:00+00:00,BULL,2021-08-20 08:00:00+00:00,2021-08-20 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,external,2021-08-27,2021-08-27 14:15:00+00:00,BEAR,2021-08-27 08:00:00+00:00,2021-08-27 12:00:00+00:00,COUNTER,True,False,False,False,False,False,,,,False
