partition,regime,clock_block,obs_start,obs_end,reclaim_complete_ts,H,L,R4,eligible,terminal_type,terminal_ts,minutes_to_terminal,max_high_ext_r4,max_close_ext_r4,final_close_above_L,close_ext_05,close_ext_10,close_ext_15,close_ext_25,close_ext_50
development,BEAR,12-16,2023-08-23 12:00:00+00:00,2023-08-23 16:00:00+00:00,2023-08-23 13:50:00+00:00,26085.6,25887.4,198.1999999999971,True,HIGH_BREAK,2023-08-23 15:15:00+00:00,85.0,1.2240161453077805,1.1427850655903296,True,True,True,True,True,True
development,BEAR,08-12,2023-08-26 08:00:00+00:00,2023-08-26 12:00:00+00:00,2023-08-26 11:20:00+00:00,26079.2,26033.7,45.5,True,REBREAK_LOW,2023-08-26 11:30:00+00:00,10.0,0.1296703296702817,0.050549450549434556,True,True,False,False,False,False
development,SIDEWAYS,00-04,2023-08-28 00:00:00+00:00,2023-08-28 04:00:00+00:00,2023-08-28 00:45:00+00:00,26123.8,26025.2,98.59999999999854,True,REBREAK_LOW,2023-08-28 00:55:00+00:00,10.0,0.13995943204867622,0.13995943204867622,False,True,True,False,False,False
development,BULL,00-04,2023-08-30 00:00:00+00:00,2023-08-30 04:00:00+00:00,2023-08-30 01:45:00+00:00,27875.0,27517.5,357.5,True,REBREAK_LOW,2023-08-30 02:05:00+00:00,20.0,0.0993006993006993,0.07076923076922874,False,True,False,False,False,False
development,BEAR,00-04,2023-09-04 00:00:00+00:00,2023-09-04 04:00:00+00:00,2023-09-04 00:40:00+00:00,26135.2,25915.0,220.20000000000073,True,REBREAK_LOW,2023-09-04 00:55:00+00:00,15.0,0.11716621253405625,0.09627611262488946,True,True,False,False,False,False
development,BEAR,12-16,2023-09-04 12:00:00+00:00,2023-09-04 16:00:00+00:00,2023-09-04 12:25:00+00:00,26000.0,25845.2,154.79999999999927,True,REBREAK_LOW,2023-09-04 12:50:00+00:00,25.0,0.2060723514211755,0.20542635658914354,False,True,True,True,False,False
development,BEAR,20-00,2023-09-05 20:00:00+00:00,2023-09-06 00:00:00+00:00,2023-09-05 20:45:00+00:00,25837.7,25668.0,169.70000000000073,True,NO_BOUNDARY_BY_BLOCK_END,2023-09-06 00:00:00+00:00,195.0,0.7330583382439654,0.7065409546258158,True,True,True,True,True,True
development,BEAR,04-08,2023-09-06 04:00:00+00:00,2023-09-06 08:00:00+00:00,2023-09-06 04:25:00+00:00,25858.5,25758.1,100.40000000000146,True,REBREAK_LOW,2023-09-06 04:45:00+00:00,20.0,0.22709163346616115,0.12549800796814742,False,True,True,False,False,False
development,BEAR,08-12,2023-09-06 08:00:00+00:00,2023-09-06 12:00:00+00:00,2023-09-06 09:20:00+00:00,25780.9,25711.0,69.90000000000146,True,REBREAK_LOW,2023-09-06 09:25:00+00:00,5.0,0.05150214592272489,0.0,True,False,False,False,False,False
development,BEAR,12-16,2023-09-10 12:00:00+00:00,2023-09-10 16:00:00+00:00,2023-09-10 13:30:00+00:00,25856.1,25780.0,76.09999999999854,True,REBREAK_LOW,2023-09-10 13:35:00+00:00,5.0,0.1038107752956847,0.0,False,False,False,False,False,False
development,BULL,08-12,2023-09-21 08:00:00+00:00,2023-09-21 12:00:00+00:00,2023-09-21 08:15:00+00:00,27092.4,26966.1,126.30000000000291,True,REBREAK_LOW,2023-09-21 08:25:00+00:00,10.0,0.3159144893111681,0.14964370546319097,False,True,True,False,False,False
development,BEAR,20-00,2023-09-21 20:00:00+00:00,2023-09-22 00:00:00+00:00,2023-09-21 20:40:00+00:00,26685.7,26530.8,154.90000000000146,True,NO_BOUNDARY_BY_BLOCK_END,2023-09-22 00:00:00+00:00,200.0,0.519044544867661,0.47708198837960464,True,True,True,True,True,False
development,BEAR,12-16,2023-09-22 12:00:00+00:00,2023-09-22 16:00:00+00:00,2023-09-22 13:10:00+00:00,26737.7,26573.0,164.70000000000073,True,REBREAK_LOW,2023-09-22 13:45:00+00:00,35.0,0.21857923497267662,0.16332726168792555,True,True,True,True,False,False
development,BEAR,12-16,2023-09-23 12:00:00+00:00,2023-09-23 16:00:00+00:00,2023-09-23 15:35:00+00:00,26583.7,26540.9,42.79999999999927,True,NO_BOUNDARY_BY_BLOCK_END,2023-09-23 16:00:00+00:00,25.0,0.72663551401867,0.6214953271027803,True,True,True,True,True,True
development,BEAR,00-04,2023-09-25 00:00:00+00:00,2023-09-25 04:00:00+00:00,2023-09-25 00:45:00+00:00,26512.0,26081.0,431.0,True,NO_BOUNDARY_BY_BLOCK_END,2023-09-25 04:00:00+00:00,195.0,0.5712296983758718,0.5236658932714634,True,True,True,True,True,True
development,BEAR,12-16,2023-09-26 12:00:00+00:00,2023-09-26 16:00:00+00:00,2023-09-26 14:05:00+00:00,26322.4,26170.1,152.3000000000029,True,REBREAK_LOW,2023-09-26 14:10:00+00:00,5.0,0.2311227839789892,0.0,False,False,False,False,False,False
development,BULL,12-16,2023-09-30 12:00:00+00:00,2023-09-30 16:00:00+00:00,2023-09-30 13:15:00+00:00,26987.6,26906.0,81.59999999999854,True,HIGH_BREAK,2023-09-30 14:50:00+00:00,95.0,1.127450980392177,1.0539215686274699,True,True,True,True,True,True
development,BULL,12-16,2023-10-03 12:00:00+00:00,2023-10-03 16:00:00+00:00,2023-10-03 12:25:00+00:00,27630.0,27458.3,171.70000000000073,True,REBREAK_LOW,2023-10-03 13:00:00+00:00,35.0,0.32323820617355714,0.2754804892253877,False,True,True,True,True,False
development,SIDEWAYS,08-12,2023-10-09 08:00:00+00:00,2023-10-09 12:00:00+00:00,2023-10-09 08:40:00+00:00,27934.0,27800.0,134.0,True,REBREAK_LOW,2023-10-09 08:45:00+00:00,5.0,0.19179104477612482,0.0,False,False,False,False,False,False
development,BEAR,12-16,2023-10-09 12:00:00+00:00,2023-10-09 16:00:00+00:00,2023-10-09 13:10:00+00:00,27834.8,27392.0,442.7999999999993,True,NO_BOUNDARY_BY_BLOCK_END,2023-10-09 16:00:00+00:00,170.0,0.3956639566395687,0.3866305329719987,True,True,True,True,True,False
development,BEAR,12-16,2023-10-10 12:00:00+00:00,2023-10-10 16:00:00+00:00,2023-10-10 12:15:00+00:00,27727.3,27486.5,240.79999999999927,True,REBREAK_LOW,2023-10-10 12:40:00+00:00,25.0,0.1341362126245821,0.1162790697674422,False,True,True,False,False,False
development,BEAR,08-12,2023-10-12 08:00:00+00:00,2023-10-12 12:00:00+00:00,2023-10-12 10:10:00+00:00,26909.9,26768.8,141.10000000000218,True,REBREAK_LOW,2023-10-12 10:15:00+00:00,5.0,0.020552799433036218,0.0,True,False,False,False,False,False
development,BEAR,12-16,2023-10-15 12:00:00+00:00,2023-10-15 16:00:00+00:00,2023-10-15 12:30:00+00:00,26909.6,26830.1,79.5,True,REBREAK_LOW,2023-10-15 12:35:00+00:00,5.0,0.03270440251575073,0.0,True,False,False,False,False,False
development,BULL,12-16,2023-10-17 12:00:00+00:00,2023-10-17 16:00:00+00:00,2023-10-17 12:45:00+00:00,28605.0,28339.0,266.0,True,REBREAK_LOW,2023-10-17 12:55:00+00:00,10.0,0.17894736842104716,0.13684210526316337,True,True,True,False,False,False
development,BULL,00-04,2023-10-18 00:00:00+00:00,2023-10-18 04:00:00+00:00,2023-10-18 01:00:00+00:00,28544.3,28360.0,184.29999999999927,True,REBREAK_LOW,2023-10-18 01:05:00+00:00,5.0,0.027129679869777643,0.0,True,False,False,False,False,False
development,BULL,00-04,2023-10-20 00:00:00+00:00,2023-10-20 04:00:00+00:00,2023-10-20 01:20:00+00:00,28883.7,28579.1,304.6000000000022,True,HIGH_BREAK,2023-10-20 02:35:00+00:00,75.0,1.2176625082074812,1.0249507550886359,True,True,True,True,True,True
development,BULL,08-12,2023-10-26 08:00:00+00:00,2023-10-26 12:00:00+00:00,2023-10-26 10:15:00+00:00,34809.4,34401.7,407.70000000000437,True,REBREAK_LOW,2023-10-26 10:40:00+00:00,25.0,0.13882756929115825,0.0858474368408134,False,True,False,False,False,False
development,BULL,04-08,2023-11-01 04:00:00+00:00,2023-11-01 08:00:00+00:00,2023-11-01 05:25:00+00:00,34684.0,34406.4,277.59999999999854,True,REBREAK_LOW,2023-11-01 05:45:00+00:00,20.0,0.17507204610950577,0.14012968299712414,True,True,True,False,False,False
development,BULL,16-20,2023-11-06 16:00:00+00:00,2023-11-06 20:00:00+00:00,2023-11-06 18:25:00+00:00,35281.5,34911.0,370.5,True,REBREAK_LOW,2023-11-06 18:30:00+00:00,5.0,0.05128205128205128,0.0,True,False,False,False,False,False
development,SIDEWAYS,12-16,2023-11-13 12:00:00+00:00,2023-11-13 16:00:00+00:00,2023-11-13 14:50:00+00:00,37065.9,36710.0,355.90000000000146,True,NO_BOUNDARY_BY_BLOCK_END,2023-11-13 16:00:00+00:00,70.0,0.5855577409384676,0.5147513346445528,True,True,True,True,True,True
development,BULL,08-12,2023-11-16 08:00:00+00:00,2023-11-16 12:00:00+00:00,2023-11-16 08:40:00+00:00,37645.9,37351.0,294.90000000000146,True,REBREAK_LOW,2023-11-16 09:00:00+00:00,20.0,0.25974906748049564,0.2268565615462907,False,True,True,True,False,False
development,SIDEWAYS,16-20,2023-11-16 16:00:00+00:00,2023-11-16 20:00:00+00:00,2023-11-16 18:30:00+00:00,37352.5,36251.0,1101.5,True,REBREAK_LOW,2023-11-16 18:45:00+00:00,15.0,0.06845211075805852,0.046572855197460655,False,False,False,False,False,False
development,BULL,12-16,2023-11-20 12:00:00+00:00,2023-11-20 16:00:00+00:00,2023-11-20 14:30:00+00:00,37445.5,37070.1,375.40000000000146,True,HIGH_BREAK,2023-11-20 16:00:00+00:00,90.0,1.2117741076185393,1.0788492274906725,True,True,True,True,True,True
development,SIDEWAYS,16-20,2023-11-26 16:00:00+00:00,2023-11-26 20:00:00+00:00,2023-11-26 16:45:00+00:00,37669.8,37248.0,421.8000000000029,True,REBREAK_LOW,2023-11-26 16:50:00+00:00,5.0,0.103603603603596,0.0,True,False,False,False,False,False
development,BEAR,04-08,2023-11-27 04:00:00+00:00,2023-11-27 08:00:00+00:00,2023-11-27 07:40:00+00:00,37560.0,37174.2,385.8000000000029,True,NO_BOUNDARY_BY_BLOCK_END,2023-11-27 08:00:00+00:00,20.0,0.32555728356662744,0.2537584240539158,True,True,True,True,True,False
development,BULL,00-04,2023-12-02 00:00:00+00:00,2023-12-02 04:00:00+00:00,2023-12-02 00:35:00+00:00,38888.0,38622.3,265.6999999999971,True,NO_BOUNDARY_BY_BLOCK_END,2023-12-02 04:00:00+00:00,205.0,0.6236356793375947,0.5780955965374491,True,True,True,True,True,True
development,BULL,04-08,2023-12-06 04:00:00+00:00,2023-12-06 08:00:00+00:00,2023-12-06 06:15:00+00:00,44160.1,43569.2,590.9000000000015,True,REBREAK_LOW,2023-12-06 06:20:00+00:00,5.0,0.07903198510747038,0.0,True,False,False,False,False,False
development,BULL,20-00,2023-12-09 20:00:00+00:00,2023-12-10 00:00:00+00:00,2023-12-09 20:40:00+00:00,44131.0,43903.6,227.40000000000146,True,REBREAK_LOW,2023-12-09 23:15:00+00:00,155.0,1.0395778364116093,0.9028144239226104,False,True,True,True,True,True
development,BEAR,16-20,2023-12-11 16:00:00+00:00,2023-12-11 20:00:00+00:00,2023-12-11 16:25:00+00:00,42398.3,41682.2,716.1000000000058,True,REBREAK_LOW,2023-12-11 17:10:00+00:00,45.0,0.29381371316855154,0.22454964390448484,False,True,True,True,False,False
development,BEAR,16-20,2023-12-12 16:00:00+00:00,2023-12-12 20:00:00+00:00,2023-12-12 18:15:00+00:00,42085.9,41171.2,914.7000000000044,True,REBREAK_LOW,2023-12-12 19:25:00+00:00,70.0,0.3307095222477299,0.27812397507379494,False,True,True,True,True,False
development,BEAR,08-12,2023-12-16 08:00:00+00:00,2023-12-16 12:00:00+00:00,2023-12-16 08:50:00+00:00,42380.9,42162.1,218.8000000000029,True,NO_BOUNDARY_BY_BLOCK_END,2023-12-16 12:00:00+00:00,190.0,0.9451553930530172,0.8999085923217497,True,True,True,True,True,True
development,BEAR,04-08,2023-12-17 04:00:00+00:00,2023-12-17 08:00:00+00:00,2023-12-17 06:00:00+00:00,42322.2,41880.0,442.1999999999971,True,REBREAK_LOW,2023-12-17 06:40:00+00:00,40.0,0.26662143826323437,0.24717322478517328,True,True,True,True,False,False
development,BULL,12-16,2023-12-19 12:00:00+00:00,2023-12-19 16:00:00+00:00,2023-12-19 12:40:00+00:00,43297.1,42962.0,335.09999999999854,True,REBREAK_LOW,2023-12-19 12:45:00+00:00,5.0,0.09042076991943611,0.0,False,False,False,False,False,False
development,SIDEWAYS,20-00,2023-12-25 20:00:00+00:00,2023-12-26 00:00:00+00:00,2023-12-25 20:50:00+00:00,43761.9,43383.2,378.70000000000437,True,NO_BOUNDARY_BY_BLOCK_END,2023-12-26 00:00:00+00:00,190.0,1.026934248745701,0.9902297332981137,True,True,True,True,True,True
development,BEAR,16-20,2023-12-26 16:00:00+00:00,2023-12-26 20:00:00+00:00,2023-12-26 16:30:00+00:00,42870.0,42253.7,616.3000000000029,True,REBREAK_LOW,2023-12-26 17:25:00+00:00,55.0,0.27697549894532464,0.2274866136621835,False,True,True,True,False,False
development,BEAR,08-12,2023-12-30 08:00:00+00:00,2023-12-30 12:00:00+00:00,2023-12-30 11:15:00+00:00,42205.2,41960.0,245.1999999999971,True,REBREAK_LOW,2023-12-30 11:20:00+00:00,5.0,0.08156606851549852,0.0,False,False,False,False,False,False
development,BEAR,20-00,2023-12-30 20:00:00+00:00,2023-12-31 00:00:00+00:00,2023-12-30 20:50:00+00:00,42654.6,42278.7,375.90000000000146,True,REBREAK_LOW,2023-12-30 21:10:00+00:00,20.0,0.19313647246609614,0.13115190210163,False,True,True,False,False,False
development,BEAR,04-08,2024-01-01 04:00:00+00:00,2024-01-01 08:00:00+00:00,2024-01-01 06:00:00+00:00,42832.0,42270.0,562.0,True,NO_BOUNDARY_BY_BLOCK_END,2024-01-01 08:00:00+00:00,120.0,0.47330960854092524,0.46174377224199287,True,True,True,True,True,False
development,BULL,00-04,2024-01-09 00:00:00+00:00,2024-01-09 04:00:00+00:00,2024-01-09 00:45:00+00:00,47240.3,46666.1,574.2000000000044,True,REBREAK_LOW,2024-01-09 00:50:00+00:00,5.0,0.10867293625914487,0.0,True,False,False,False,False,False
development,BULL,00-04,2024-01-12 00:00:00+00:00,2024-01-12 04:00:00+00:00,2024-01-12 01:35:00+00:00,46973.8,46080.6,893.2000000000044,True,REBREAK_LOW,2024-01-12 02:30:00+00:00,55.0,0.1951410658307233,0.183049708911777,False,True,True,True,False,False
development,SIDEWAYS,04-08,2024-01-12 04:00:00+00:00,2024-01-12 08:00:00+00:00,2024-01-12 05:00:00+00:00,46536.2,45900.9,635.2999999999956,True,REBREAK_LOW,2024-01-12 07:40:00+00:00,160.0,0.7541319061860567,0.7064379033527447,True,True,True,True,True,True
development,BEAR,08-12,2024-01-17 08:00:00+00:00,2024-01-17 12:00:00+00:00,2024-01-17 08:15:00+00:00,42933.0,42616.0,317.0,True,NO_BOUNDARY_BY_BLOCK_END,2024-01-17 12:00:00+00:00,225.0,0.756466876971618,0.750788643533123,True,True,True,True,True,True
development,BEAR,00-04,2024-01-20 00:00:00+00:00,2024-01-20 04:00:00+00:00,2024-01-20 00:45:00+00:00,42197.0,41530.1,666.9000000000015,True,REBREAK_LOW,2024-01-20 00:55:00+00:00,10.0,0.07017543859649544,0.01814364972259487,True,False,False,False,False,False
development,BEAR,08-12,2024-01-23 08:00:00+00:00,2024-01-23 12:00:00+00:00,2024-01-23 08:30:00+00:00,40172.7,39656.8,515.8999999999942,True,REBREAK_LOW,2024-01-23 08:35:00+00:00,5.0,0.044000775344053784,0.0,False,False,False,False,False,False
development,BEAR,12-16,2024-01-24 12:00:00+00:00,2024-01-24 16:00:00+00:00,2024-01-24 14:25:00+00:00,40560.6,39844.7,715.9000000000015,True,NO_BOUNDARY_BY_BLOCK_END,2024-01-24 16:00:00+00:00,95.0,0.5303813381757279,0.40159240117334744,True,True,True,True,True,False
development,BULL,04-08,2024-01-27 04:00:00+00:00,2024-01-27 08:00:00+00:00,2024-01-27 07:50:00+00:00,41924.0,41681.8,242.1999999999971,True,REBREAK_LOW,2024-01-27 07:55:00+00:00,5.0,0.033856317093299705,0.0,True,False,False,False,False,False
development,BEAR,20-00,2024-02-04 20:00:00+00:00,2024-02-05 00:00:00+00:00,2024-02-04 22:50:00+00:00,42960.0,42550.0,410.0,True,REBREAK_LOW,2024-02-04 22:55:00+00:00,5.0,0.16439024390244258,0.0,True,False,False,False,False,False
development,BULL,20-00,2024-02-09 20:00:00+00:00,2024-02-10 00:00:00+00:00,2024-02-09 23:40:00+00:00,48230.3,47110.3,1120.0,True,REBREAK_LOW,2024-02-09 23:55:00+00:00,15.0,0.05482142857142337,0.029285714285710387,True,False,False,False,False,False
development,BULL,12-16,2024-02-13 12:00:00+00:00,2024-02-13 16:00:00+00:00,2024-02-13 13:55:00+00:00,50290.0,49651.0,639.0,True,REBREAK_LOW,2024-02-13 14:00:00+00:00,5.0,0.16823161189358374,0.0,False,False,False,False,False,False
development,BULL,16-20,2024-02-14 16:00:00+00:00,2024-02-14 20:00:00+00:00,2024-02-14 19:25:00+00:00,52100.0,51302.0,798.0,True,NO_BOUNDARY_BY_BLOCK_END,2024-02-14 20:00:00+00:00,35.0,0.5137844611528822,0.5081453634085213,True,True,True,True,True,True
development,BULL,08-12,2024-02-16 08:00:00+00:00,2024-02-16 12:00:00+00:00,2024-02-16 09:15:00+00:00,52372.6,51758.0,614.5999999999985,True,NO_BOUNDARY_BY_BLOCK_END,2024-02-16 12:00:00+00:00,165.0,1.159453302961276,0.9986983403839967,True,True,True,True,True,True
development,BULL,04-08,2024-02-17 04:00:00+00:00,2024-02-17 08:00:00+00:00,2024-02-17 05:40:00+00:00,52192.8,51870.0,322.8000000000029,True,NO_BOUNDARY_BY_BLOCK_END,2024-02-17 08:00:00+00:00,140.0,0.3977695167286255,0.37019826517967447,True,True,True,True,True,False
development,BULL,00-04,2024-02-18 00:00:00+00:00,2024-02-18 04:00:00+00:00,2024-02-18 03:05:00+00:00,52109.0,51331.0,778.0,True,REBREAK_LOW,2024-02-18 03:20:00+00:00,15.0,0.058997429305914464,0.04575835475578219,True,False,False,False,False,False
development,BULL,04-08,2024-02-21 04:00:00+00:00,2024-02-21 08:00:00+00:00,2024-02-21 05:05:00+00:00,52402.3,52021.0,381.3000000000029,True,REBREAK_LOW,2024-02-21 05:25:00+00:00,20.0,0.35169158143193685,0.22738001573563185,False,True,True,True,False,False
development,BEAR,16-20,2024-02-23 16:00:00+00:00,2024-02-23 20:00:00+00:00,2024-02-23 16:25:00+00:00,51372.3,50804.4,567.9000000000015,True,NO_BOUNDARY_BY_BLOCK_END,2024-02-23 20:00:00+00:00,215.0,0.7469624933967177,0.7244233139637267,True,True,True,True,True,True
development,SIDEWAYS,00-04,2024-02-25 00:00:00+00:00,2024-02-25 04:00:00+00:00,2024-02-25 01:20:00+00:00,51712.5,51474.4,238.09999999999854,True,HIGH_BREAK,2024-02-25 02:00:00+00:00,40.0,1.0655186896262017,1.026459470810596,True,True,True,True,True,True
development,BULL,08-12,2024-03-02 08:00:00+00:00,2024-03-02 12:00:00+00:00,2024-03-02 09:45:00+00:00,62380.0,61820.0,560.0,True,NO_BOUNDARY_BY_BLOCK_END,2024-03-02 12:00:00+00:00,135.0,0.5535714285714286,0.5098214285714285,True,True,True,True,True,True
development,BULL,16-20,2024-03-09 16:00:00+00:00,2024-03-09 20:00:00+00:00,2024-03-09 17:25:00+00:00,68580.0,68125.4,454.6000000000058,True,NO_BOUNDARY_BY_BLOCK_END,2024-03-09 20:00:00+00:00,155.0,0.586009678838551,0.554333479982395,True,True,True,True,True,True
development,BULL,00-04,2024-03-14 00:00:00+00:00,2024-03-14 04:00:00+00:00,2024-03-14 01:50:00+00:00,73485.1,72883.2,601.9000000000087,True,NO_BOUNDARY_BY_BLOCK_END,2024-03-14 04:00:00+00:00,130.0,0.8336933045356298,0.7870078086060645,True,True,True,True,True,True
development,SIDEWAYS,16-20,2024-03-14 16:00:00+00:00,2024-03-14 20:00:00+00:00,2024-03-14 16:35:00+00:00,73115.5,70563.0,2552.5,True,REBREAK_LOW,2024-03-14 18:20:00+00:00,105.0,0.385896180215475,0.34828599412340844,False,True,True,True,True,False
development,BEAR,04-08,2024-03-16 04:00:00+00:00,2024-03-16 08:00:00+00:00,2024-03-16 04:45:00+00:00,70097.6,68967.1,1130.5,True,REBREAK_LOW,2024-03-16 04:50:00+00:00,5.0,0.06890756302520494,0.0,True,False,False,False,False,False
development,BEAR,12-16,2024-03-16 12:00:00+00:00,2024-03-16 16:00:00+00:00,2024-03-16 14:10:00+00:00,69490.2,67739.6,1750.5999999999913,True,NO_BOUNDARY_BY_BLOCK_END,2024-03-16 16:00:00+00:00,110.0,0.4672683651319571,0.4233976922198108,True,True,True,True,True,False
development,BEAR,16-20,2024-03-16 16:00:00+00:00,2024-03-16 20:00:00+00:00,2024-03-16 19:10:00+00:00,68557.6,67576.0,981.6000000000058,True,REBREAK_LOW,2024-03-16 19:15:00+00:00,5.0,0.18398533007335446,0.0,False,False,False,False,False,False
development,SIDEWAYS,04-08,2024-03-21 04:00:00+00:00,2024-03-21 08:00:00+00:00,2024-03-21 05:30:00+00:00,68293.9,66400.4,1893.5,True,NO_BOUNDARY_BY_BLOCK_END,2024-03-21 08:00:00+00:00,150.0,0.5197781885397473,0.4876683390546653,True,True,True,True,True,False
development,BULL,12-16,2024-03-26 12:00:00+00:00,2024-03-26 16:00:00+00:00,2024-03-26 14:10:00+00:00,71340.8,70295.9,1044.9000000000087,True,REBREAK_LOW,2024-03-26 14:20:00+00:00,10.0,0.25045458895589,0.07330845056943744,True,True,False,False,False,False
development,BULL,16-20,2024-03-30 16:00:00+00:00,2024-03-30 20:00:00+00:00,2024-03-30 18:25:00+00:00,70328.0,69961.3,366.6999999999971,True,REBREAK_LOW,2024-03-30 19:05:00+00:00,40.0,0.2407962912462602,0.20479956367600727,False,True,True,True,False,False
development,BEAR,00-04,2024-04-02 00:00:00+00:00,2024-04-02 04:00:00+00:00,2024-04-02 00:50:00+00:00,69949.0,69361.0,588.0,True,REBREAK_LOW,2024-04-02 02:05:00+00:00,75.0,0.5139455782312876,0.34574829931973283,False,True,True,True,True,False
development,BEAR,12-16,2024-04-05 12:00:00+00:00,2024-04-05 16:00:00+00:00,2024-04-05 12:45:00+00:00,67700.0,66388.4,1311.6000000000058,True,HIGH_BREAK,2024-04-05 14:15:00+00:00,90.0,1.1806953339432746,1.1216071973162545,True,True,True,True,True,True
development,SIDEWAYS,16-20,2024-04-09 16:00:00+00:00,2024-04-09 20:00:00+00:00,2024-04-09 17:20:00+00:00,71048.3,68538.0,2510.300000000003,True,NO_BOUNDARY_BY_BLOCK_END,2024-04-09 20:00:00+00:00,160.0,0.2680157750069721,0.24873521093096182,True,True,True,True,False,False
development,BEAR,20-00,2024-04-13 20:00:00+00:00,2024-04-14 00:00:00+00:00,2024-04-13 22:35:00+00:00,67770.0,63530.0,4240.0,True,NO_BOUNDARY_BY_BLOCK_END,2024-04-14 00:00:00+00:00,85.0,0.5041745283018861,0.40709905660377327,True,True,True,True,True,False
development,BEAR,16-20,2024-04-14 16:00:00+00:00,2024-04-14 20:00:00+00:00,2024-04-14 17:35:00+00:00,64846.1,63428.6,1417.5,True,NO_BOUNDARY_BY_BLOCK_END,2024-04-14 20:00:00+00:00,145.0,0.8923456790123467,0.8447266313932991,True,True,True,True,True,True
development,SIDEWAYS,16-20,2024-04-24 16:00:00+00:00,2024-04-24 20:00:00+00:00,2024-04-24 16:35:00+00:00,66711.9,64489.7,2222.199999999997,True,REBREAK_LOW,2024-04-24 18:50:00+00:00,135.0,0.28453784537845545,0.2295922959229615,False,True,True,True,False,False
development,BEAR,12-16,2024-04-30 12:00:00+00:00,2024-04-30 16:00:00+00:00,2024-04-30 14:35:00+00:00,63220.4,61000.0,2220.4000000000015,True,REBREAK_LOW,2024-04-30 15:15:00+00:00,40.0,0.25945775535939386,0.1671320482795885,False,True,True,True,False,False
development,BULL,12-16,2024-05-06 12:00:00+00:00,2024-05-06 16:00:00+00:00,2024-05-06 12:40:00+00:00,65500.0,63779.1,1720.9000000000015,True,REBREAK_LOW,2024-05-06 12:45:00+00:00,5.0,0.1245278633273303,0.0,False,False,False,False,False,False
development,BULL,16-20,2024-05-07 16:00:00+00:00,2024-05-07 20:00:00+00:00,2024-05-07 18:50:00+00:00,64320.0,63001.0,1319.0,True,NO_BOUNDARY_BY_BLOCK_END,2024-05-07 20:00:00+00:00,70.0,0.19257012888551933,0.14480667172100076,True,True,True,False,False,False
development,BULL,00-04,2024-05-14 00:00:00+00:00,2024-05-14 04:00:00+00:00,2024-05-14 02:35:00+00:00,63162.1,62683.5,478.59999999999854,True,REBREAK_LOW,2024-05-14 02:40:00+00:00,5.0,0.013581278729628124,0.0,False,False,False,False,False,False
development,BULL,04-08,2024-05-16 04:00:00+00:00,2024-05-16 08:00:00+00:00,2024-05-16 06:15:00+00:00,66644.0,65735.9,908.1000000000058,True,NO_BOUNDARY_BY_BLOCK_END,2024-05-16 08:00:00+00:00,105.0,0.5471864332122074,0.5117277832837889,True,True,True,True,True,True
development,BULL,12-16,2024-05-18 12:00:00+00:00,2024-05-18 16:00:00+00:00,2024-05-18 14:00:00+00:00,67340.5,66808.4,532.1000000000058,True,REBREAK_LOW,2024-05-18 14:45:00+00:00,45.0,0.39428678819770835,0.3619620372110575,False,True,True,True,True,False
development,BULL,16-20,2024-05-21 16:00:00+00:00,2024-05-21 20:00:00+00:00,2024-05-21 17:20:00+00:00,71487.6,69722.0,1765.6000000000058,True,REBREAK_LOW,2024-05-21 18:20:00+00:00,60.0,0.18203443588581394,0.16068192115994345,False,True,True,True,False,False
development,BEAR,08-12,2024-05-24 08:00:00+00:00,2024-05-24 12:00:00+00:00,2024-05-24 08:35:00+00:00,67944.2,66850.0,1094.199999999997,True,NO_BOUNDARY_BY_BLOCK_END,2024-05-24 12:00:00+00:00,205.0,0.6310546518004038,0.621367208919755,True,True,True,True,True,True
development,BEAR,16-20,2024-05-31 16:00:00+00:00,2024-05-31 20:00:00+00:00,2024-05-31 17:00:00+00:00,69080.0,67234.0,1846.0,True,REBREAK_LOW,2024-05-31 18:35:00+00:00,95.0,0.14463705308775732,0.11820151679306451,True,True,True,False,False,False
development,BEAR,08-12,2024-06-02 08:00:00+00:00,2024-06-02 12:00:00+00:00,2024-06-02 11:45:00+00:00,67910.0,67738.0,172.0,True,HIGH_BREAK,2024-06-02 11:50:00+00:00,5.0,2.0796511627906806,1.9883720930232558,True,True,True,True,True,True
development,BEAR,20-00,2024-06-08 20:00:00+00:00,2024-06-09 00:00:00+00:00,2024-06-08 22:35:00+00:00,69533.0,69334.5,198.5,True,REBREAK_LOW,2024-06-08 23:20:00+00:00,45.0,0.2141057934508816,0.2040302267002519,True,True,True,True,False,False
development,BEAR,04-08,2024-06-10 04:00:00+00:00,2024-06-10 08:00:00+00:00,2024-06-10 07:20:00+00:00,69833.0,69450.1,382.8999999999942,True,REBREAK_LOW,2024-06-10 07:35:00+00:00,15.0,0.16270566727602326,0.11621833376860975,False,True,True,False,False,False
development,BEAR,04-08,2024-06-11 04:00:00+00:00,2024-06-11 08:00:00+00:00,2024-06-11 04:40:00+00:00,69600.0,67881.9,1718.1000000000058,True,REBREAK_LOW,2024-06-11 05:35:00+00:00,55.0,0.14364705197602123,0.12799022175659625,False,True,True,False,False,False
development,BEAR,20-00,2024-06-16 20:00:00+00:00,2024-06-17 00:00:00+00:00,2024-06-16 21:00:00+00:00,66733.3,66496.0,237.3000000000029,True,REBREAK_LOW,2024-06-16 21:05:00+00:00,5.0,0.033291192583203046,0.0,True,False,False,False,False,False
