partition,date_utc,obs_start,obs_end,regime,side,router_selected,entry_start,entry_px,H,L,range,activated,activation_bar_start,ratchets,exit_ts,exit_px,exit_reason,net_pnl_usd,win,stop_px,E20_DOWN
development,2022-11-30,2022-11-30 16:00:00+00:00,2022-11-30 20:00:00+00:00,BULL,LONG,True,2022-11-30 16:30:00+00:00,16869.1,16888.5,16750.8,137.70000000000073,False,,0,2022-11-30 17:25:00+00:00,16739.5,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-4.241343047346901,False,,
development,2022-12-01,2022-12-01 08:00:00+00:00,2022-12-01 12:00:00+00:00,BULL,SHORT,False,2022-12-01 11:10:00+00:00,17070.065,17161.1,17054.0,107.09999999999854,True,2022-12-01 11:25:00+00:00,0,2022-12-01 11:30:00+00:00,17060.9,SHORT_PROFIT_CEILING_GAP_OPEN,-0.13154759516152936,False,17102.195,17032.58
development,2022-12-03,2022-12-03 16:00:00+00:00,2022-12-03 20:00:00+00:00,BULL,LONG,True,2022-12-03 18:00:00+00:00,16963.9,16972.8,16912.0,60.79999999999927,False,,0,2022-12-03 20:00:00+00:00,16945.4,LONG_TIME_EXIT_4H_BOUNDARY,-0.9452755557389666,False,,
development,2022-12-04,2022-12-04 00:00:00+00:00,2022-12-04 04:00:00+00:00,SIDEWAYS,LONG,False,2022-12-04 00:35:00+00:00,16937.9,16949.0,16850.1,98.90000000000146,True,2022-12-04 01:20:00+00:00,0,2022-12-04 01:40:00+00:00,16968.78,LONG_PROFIT_FLOOR_HIT,0.5115651881282938,True,,
development,2022-12-04,2022-12-04 16:00:00+00:00,2022-12-04 20:00:00+00:00,BULL,LONG,True,2022-12-04 18:00:00+00:00,17044.3,17061.6,16908.0,153.59999999999854,True,2022-12-04 18:00:00+00:00,0,2022-12-04 18:05:00+00:00,17092.32,LONG_PROFIT_FLOOR_HIT,1.0086820813996593,True,,
development,2022-12-04,2022-12-04 20:00:00+00:00,2022-12-05 00:00:00+00:00,BULL,LONG,True,2022-12-04 23:50:00+00:00,17132.2,17150.0,16965.1,184.90000000000146,False,,0,2022-12-05 00:00:00+00:00,17099.5,LONG_TIME_EXIT_4H_BOUNDARY,-1.3543432834078768,False,,
development,2022-12-05,2022-12-05 16:00:00+00:00,2022-12-05 20:00:00+00:00,BULL,SHORT,False,2022-12-05 17:15:00+00:00,17053.83,17302.2,17010.0,292.2000000000007,True,2022-12-05 19:15:00+00:00,1,2022-12-05 19:50:00+00:00,16924.7,SHORT_PROFIT_CEILING_HIT,3.3859530674341225,True,17141.49,16951.56
development,2022-12-06,2022-12-06 04:00:00+00:00,2022-12-06 08:00:00+00:00,SIDEWAYS,SHORT,False,2022-12-06 05:45:00+00:00,16978.32,17094.6,16957.8,136.79999999999927,False,,0,2022-12-06 08:00:00+00:00,16993.7,SHORT_TIME_EXIT_4H_BOUNDARY,-0.8529305608564904,False,17019.36,16930.44
development,2022-12-07,2022-12-07 20:00:00+00:00,2022-12-08 00:00:00+00:00,BEAR,LONG,False,2022-12-07 22:45:00+00:00,16831.2,16839.7,16768.5,71.20000000000073,True,2022-12-07 23:10:00+00:00,0,2022-12-07 23:15:00+00:00,16848.0,LONG_PROFIT_FLOOR_GAP_OPEN,0.0990731498645262,True,,
development,2022-12-08,2022-12-08 16:00:00+00:00,2022-12-08 20:00:00+00:00,SIDEWAYS,LONG,False,2022-12-08 17:45:00+00:00,16935.0,16948.7,16792.8,155.90000000000146,True,2022-12-08 18:15:00+00:00,0,2022-12-08 18:20:00+00:00,16969.4,LONG_PROFIT_FLOOR_GAP_OPEN,0.6156480661352995,True,,
development,2022-12-09,2022-12-09 12:00:00+00:00,2022-12-09 16:00:00+00:00,BULL,LONG,True,2022-12-09 13:00:00+00:00,17250.4,17260.6,17190.5,70.09999999999854,False,,0,2022-12-09 13:25:00+00:00,17198.9,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-1.8927190094142783,False,,
development,2022-12-10,2022-12-10 12:00:00+00:00,2022-12-10 16:00:00+00:00,BULL,LONG,True,2022-12-10 13:15:00+00:00,17163.0,17165.0,17105.0,60.0,True,2022-12-10 13:15:00+00:00,0,2022-12-10 13:20:00+00:00,17143.3,LONG_PROFIT_FLOOR_GAP_OPEN,-0.973908990269767,False,,
development,2022-12-12,2022-12-12 12:00:00+00:00,2022-12-12 16:00:00+00:00,BEAR,LONG,False,2022-12-12 13:35:00+00:00,16983.5,16998.9,16895.5,103.40000000000146,True,2022-12-12 14:15:00+00:00,0,2022-12-12 14:20:00+00:00,17011.6,LONG_PROFIT_FLOOR_GAP_OPEN,0.42727353019107495,True,,
development,2022-12-13,2022-12-13 08:00:00+00:00,2022-12-13 12:00:00+00:00,BULL,LONG,True,2022-12-13 09:50:00+00:00,17188.2,17197.9,17076.0,121.90000000000146,True,2022-12-13 09:55:00+00:00,2,2022-12-13 10:45:00+00:00,17398.3,LONG_PROFIT_FLOOR_HIT,5.71175108504669,True,,
development,2022-12-14,2022-12-14 16:00:00+00:00,2022-12-14 20:00:00+00:00,BULL,LONG,True,2022-12-14 16:20:00+00:00,18102.5,18111.5,17814.0,297.5,True,2022-12-14 18:10:00+00:00,0,2022-12-14 18:15:00+00:00,18171.0,LONG_PROFIT_FLOOR_HIT,1.492003866869163,True,,
development,2022-12-16,2022-12-16 04:00:00+00:00,2022-12-16 08:00:00+00:00,BEAR,LONG,False,2022-12-16 06:50:00+00:00,17410.1,17419.9,17338.3,81.60000000000218,True,2022-12-16 07:00:00+00:00,0,2022-12-16 07:05:00+00:00,17436.22,LONG_PROFIT_FLOOR_HIT,0.35013928696565644,True,,
development,2022-12-21,2022-12-21 00:00:00+00:00,2022-12-21 04:00:00+00:00,BULL,SHORT,False,2022-12-21 01:20:00+00:00,16839.225000000002,16918.7,16825.2,93.5,False,,0,2022-12-21 01:55:00+00:00,16867.275,SHORT_PRE_E20_HARD_STOP_TOUCH,-1.2328768099481464,False,16867.275,16806.5
development,2022-12-21,2022-12-21 04:00:00+00:00,2022-12-21 08:00:00+00:00,BULL,SHORT,False,2022-12-21 05:15:00+00:00,16797.33,16918.2,16776.0,142.20000000000073,False,,0,2022-12-21 06:20:00+00:00,16839.99,SHORT_PRE_E20_HARD_STOP_TOUCH,-1.6698446717425148,False,16839.99,16747.56
development,2022-12-22,2022-12-22 08:00:00+00:00,2022-12-22 12:00:00+00:00,BULL,LONG,True,2022-12-22 10:00:00+00:00,16839.7,16850.0,16778.0,72.0,False,,0,2022-12-22 12:00:00+00:00,16827.6,LONG_TIME_EXIT_4H_BOUNDARY,-0.7592700582552566,False,,
development,2022-12-24,2022-12-24 16:00:00+00:00,2022-12-24 20:00:00+00:00,BULL,LONG,True,2022-12-24 16:40:00+00:00,16828.8,16832.1,16807.7,24.399999999997817,True,2022-12-24 18:00:00+00:00,0,2022-12-24 18:05:00+00:00,16827.2,LONG_PROFIT_FLOOR_GAP_OPEN,-0.44753755466813117,False,,
development,2022-12-25,2022-12-25 12:00:00+00:00,2022-12-25 16:00:00+00:00,SIDEWAYS,SHORT,False,2022-12-25 12:20:00+00:00,16811.015,16828.1,16808.0,20.099999999998545,True,2022-12-25 13:35:00+00:00,0,2022-12-25 13:40:00+00:00,16803.98,SHORT_PROFIT_CEILING_HIT,-0.19076218776796738,False,16817.045,16803.98
development,2022-12-28,2022-12-28 08:00:00+00:00,2022-12-28 12:00:00+00:00,BEAR,LONG,False,2022-12-28 11:05:00+00:00,16667.7,16672.3,16580.6,91.70000000000073,False,,0,2022-12-28 12:00:00+00:00,16672.0,LONG_TIME_EXIT_4H_BOUNDARY,-0.2710079975041687,False,,
development,2022-12-30,2022-12-30 16:00:00+00:00,2022-12-30 20:00:00+00:00,BEAR,LONG,False,2022-12-30 16:50:00+00:00,16536.6,16568.5,16320.0,248.5,False,,0,2022-12-30 20:00:00+00:00,16520.8,LONG_TIME_EXIT_4H_BOUNDARY,-0.8777281908009967,False,,
development,2022-12-31,2022-12-31 20:00:00+00:00,2023-01-01 00:00:00+00:00,BEAR,SHORT,True,2022-12-31 20:50:00+00:00,16569.095,16609.3,16562.0,47.29999999999927,True,2022-12-31 21:45:00+00:00,0,2022-12-31 21:50:00+00:00,16552.9,SHORT_PROFIT_CEILING_GAP_OPEN,0.08871106116538108,True,16583.285,16552.54
development,2023-01-01,2023-01-01 08:00:00+00:00,2023-01-01 12:00:00+00:00,BEAR,LONG,False,2023-01-01 11:25:00+00:00,16540.0,16545.7,16488.0,57.70000000000073,False,,0,2023-01-01 12:00:00+00:00,16549.8,LONG_TIME_EXIT_4H_BOUNDARY,-0.10374848851273344,False,,
development,2023-01-01,2023-01-01 16:00:00+00:00,2023-01-01 20:00:00+00:00,BEAR,LONG,False,2023-01-01 16:20:00+00:00,16564.3,16565.9,16524.6,41.30000000000291,True,2023-01-01 17:20:00+00:00,0,2023-01-01 17:30:00+00:00,16574.160000000003,LONG_PROFIT_FLOOR_HIT,-0.10237196863120934,False,,
development,2023-01-01,2023-01-01 20:00:00+00:00,2023-01-02 00:00:00+00:00,SIDEWAYS,LONG,False,2023-01-01 23:10:00+00:00,16606.9,16615.8,16552.6,63.20000000000073,False,,0,2023-01-02 00:00:00+00:00,16610.4,LONG_TIME_EXIT_4H_BOUNDARY,-0.29462211490409695,False,,
development,2023-01-03,2023-01-03 00:00:00+00:00,2023-01-03 04:00:00+00:00,BULL,SHORT,False,2023-01-03 02:00:00+00:00,16672.35,16799.0,16650.0,149.0,False,,0,2023-01-03 04:00:00+00:00,16684.4,SHORT_TIME_EXIT_4H_BOUNDARY,-0.7613767705213933,False,16717.05,16620.2
development,2023-01-04,2023-01-04 20:00:00+00:00,2023-01-05 00:00:00+00:00,BULL,SHORT,False,2023-01-04 21:20:00+00:00,16808.735,16984.6,16777.7,206.89999999999782,False,,0,2023-01-05 00:00:00+00:00,16842.2,SHORT_TIME_EXIT_4H_BOUNDARY,-1.3954645605395606,False,16870.805,16736.32
development,2023-01-06,2023-01-06 16:00:00+00:00,2023-01-06 20:00:00+00:00,BULL,LONG,True,2023-01-06 16:40:00+00:00,16821.5,16843.0,16664.8,178.20000000000073,True,2023-01-06 19:35:00+00:00,0,2023-01-06 20:00:00+00:00,16932.7,LONG_TIME_EXIT_4H_BOUNDARY,2.9052938204084504,True,,
development,2023-01-08,2023-01-08 16:00:00+00:00,2023-01-08 20:00:00+00:00,BULL,SHORT,False,2023-01-08 19:20:00+00:00,16928.135000000002,17015.6,16912.7,102.89999999999782,False,,0,2023-01-08 20:00:00+00:00,16920.3,SHORT_TIME_EXIT_4H_BOUNDARY,-0.16858053175959864,False,16959.005,16892.120000000003
development,2023-01-09,2023-01-09 00:00:00+00:00,2023-01-09 04:00:00+00:00,BULL,LONG,True,2023-01-09 01:00:00+00:00,17178.9,17181.1,16916.5,264.59999999999854,True,2023-01-09 01:35:00+00:00,0,2023-01-09 01:40:00+00:00,17182.2,LONG_PROFIT_FLOOR_GAP_OPEN,-0.30395194104397805,False,,
development,2023-01-09,2023-01-09 08:00:00+00:00,2023-01-09 12:00:00+00:00,BULL,LONG,True,2023-01-09 09:50:00+00:00,17240.6,17248.0,17171.7,76.29999999999927,True,2023-01-09 09:50:00+00:00,0,2023-01-09 09:55:00+00:00,17235.9,LONG_PROFIT_FLOOR_GAP_OPEN,-0.5363061610383798,False,,
development,2023-01-10,2023-01-10 04:00:00+00:00,2023-01-10 08:00:00+00:00,BULL,LONG,True,2023-01-10 06:15:00+00:00,17214.8,17227.7,17140.4,87.29999999999927,False,,0,2023-01-10 08:00:00+00:00,17194.6,LONG_TIME_EXIT_4H_BOUNDARY,-0.9867044636010954,False,,
development,2023-01-11,2023-01-11 00:00:00+00:00,2023-01-11 04:00:00+00:00,BULL,LONG,True,2023-01-11 01:05:00+00:00,17472.3,17485.4,17393.3,92.10000000000218,False,,0,2023-01-11 02:10:00+00:00,17423.3,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-1.8022195131722647,False,,
development,2023-01-11,2023-01-11 20:00:00+00:00,2023-01-12 00:00:00+00:00,BULL,LONG,True,2023-01-11 20:15:00+00:00,17520.6,17550.9,17320.3,230.60000000000218,True,2023-01-11 23:25:00+00:00,1,2023-01-12 00:00:00+00:00,17935.6,LONG_TIME_EXIT_4H_BOUNDARY,11.443201716836171,True,,
development,2023-01-13,2023-01-13 20:00:00+00:00,2023-01-14 00:00:00+00:00,BULL,LONG,True,2023-01-13 20:35:00+00:00,19354.1,19398.0,19053.0,345.0,True,2023-01-13 20:35:00+00:00,0,2023-01-13 20:40:00+00:00,19414.8,LONG_PROFIT_FLOOR_GAP_OPEN,1.1681431841315653,True,,
development,2023-01-15,2023-01-15 12:00:00+00:00,2023-01-15 16:00:00+00:00,BULL,LONG,True,2023-01-15 14:40:00+00:00,20770.9,20780.0,20581.4,198.59999999999854,True,2023-01-15 14:45:00+00:00,0,2023-01-15 14:50:00+00:00,20819.72,LONG_PROFIT_FLOOR_HIT,0.7752018448887291,True,,
development,2023-01-21,2023-01-21 00:00:00+00:00,2023-01-21 04:00:00+00:00,BULL,LONG,True,2023-01-21 00:30:00+00:00,22590.9,22750.0,21493.8,1256.2000000000007,False,,0,2023-01-21 04:00:00+00:00,22541.8,LONG_TIME_EXIT_4H_BOUNDARY,-1.4867207592438199,False,,
development,2023-01-21,2023-01-21 16:00:00+00:00,2023-01-21 20:00:00+00:00,BULL,LONG,True,2023-01-21 17:30:00+00:00,23223.4,23288.0,22847.8,440.2000000000007,True,2023-01-21 17:50:00+00:00,0,2023-01-21 17:55:00+00:00,23200.0,LONG_PROFIT_FLOOR_GAP_OPEN,-0.9038021995056874,False,,
development,2023-01-23,2023-01-23 16:00:00+00:00,2023-01-23 20:00:00+00:00,BULL,LONG,True,2023-01-23 18:55:00+00:00,23061.6,23160.0,22500.0,660.0,False,,0,2023-01-23 19:50:00+00:00,22717.6,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-7.858285634994955,False,,
development,2023-01-24,2023-01-24 16:00:00+00:00,2023-01-24 20:00:00+00:00,BULL,LONG,True,2023-01-24 18:30:00+00:00,22992.8,23036.0,22677.9,358.09999999999854,False,,0,2023-01-24 20:00:00+00:00,23015.1,LONG_TIME_EXIT_4H_BOUNDARY,0.08493441425134785,True,,
development,2023-01-25,2023-01-25 04:00:00+00:00,2023-01-25 08:00:00+00:00,SIDEWAYS,LONG,False,2023-01-25 06:10:00+00:00,22648.1,22699.0,22310.5,388.5,False,,0,2023-01-25 08:00:00+00:00,22703.9,LONG_TIME_EXIT_4H_BOUNDARY,0.831891416940134,True,,
development,2023-01-25,2023-01-25 12:00:00+00:00,2023-01-25 16:00:00+00:00,SIDEWAYS,LONG,False,2023-01-25 12:40:00+00:00,22719.9,22730.0,22460.8,269.2000000000007,False,,0,2023-01-25 14:35:00+00:00,22529.7,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-4.5857578598497595,False,,
development,2023-01-25,2023-01-25 16:00:00+00:00,2023-01-25 20:00:00+00:00,SIDEWAYS,LONG,False,2023-01-25 19:30:00+00:00,22688.1,22747.1,22327.2,419.8999999999978,False,,0,2023-01-25 20:00:00+00:00,22743.4,LONG_TIME_EXIT_4H_BOUNDARY,0.8187005522719119,True,,
development,2023-01-27,2023-01-27 04:00:00+00:00,2023-01-27 08:00:00+00:00,SIDEWAYS,LONG,False,2023-01-27 06:05:00+00:00,23009.5,23068.7,22516.6,552.1000000000022,False,,0,2023-01-27 08:00:00+00:00,23068.1,LONG_TIME_EXIT_4H_BOUNDARY,0.8733870792498436,True,,
development,2023-01-28,2023-01-28 04:00:00+00:00,2023-01-28 08:00:00+00:00,BULL,SHORT,False,2023-01-28 05:50:00+00:00,23056.565000000002,23185.0,23033.9,151.09999999999854,True,2023-01-28 06:20:00+00:00,0,2023-01-28 06:25:00+00:00,23007.8,SHORT_PROFIT_CEILING_GAP_OPEN,0.6575079158582912,True,23101.895,23003.68
development,2023-01-28,2023-01-28 08:00:00+00:00,2023-01-28 12:00:00+00:00,BULL,SHORT,False,2023-01-28 10:50:00+00:00,22970.11,23124.3,22942.9,181.39999999999782,False,,0,2023-01-28 12:00:00+00:00,22973.4,SHORT_TIME_EXIT_4H_BOUNDARY,-0.47161480724304783,False,23024.53,22906.620000000003
development,2023-01-30,2023-01-30 12:00:00+00:00,2023-01-30 16:00:00+00:00,SIDEWAYS,SHORT,False,2023-01-30 13:05:00+00:00,23102.64,23678.6,23001.0,677.5999999999985,False,,0,2023-01-30 16:00:00+00:00,23178.6,SHORT_TIME_EXIT_4H_BOUNDARY,-2.0439679621029767,False,23305.92,22865.48
development,2023-01-30,2023-01-30 20:00:00+00:00,2023-01-31 00:00:00+00:00,SIDEWAYS,SHORT,False,2023-01-30 22:50:00+00:00,22697.05,23247.0,22600.0,647.0,False,,0,2023-01-31 00:00:00+00:00,22819.9,SHORT_TIME_EXIT_4H_BOUNDARY,-3.1062988361924444,False,22891.149999999998,22470.6
development,2023-01-31,2023-01-31 00:00:00+00:00,2023-01-31 04:00:00+00:00,BEAR,LONG,False,2023-01-31 00:50:00+00:00,22803.6,22837.0,22484.2,352.7999999999993,True,2023-01-31 02:35:00+00:00,0,2023-01-31 02:40:00+00:00,22872.8,LONG_PROFIT_FLOOR_GAP_OPEN,1.1173042852882902,True,,
development,2023-01-31,2023-01-31 08:00:00+00:00,2023-01-31 12:00:00+00:00,BEAR,LONG,False,2023-01-31 08:20:00+00:00,22943.6,22980.0,22735.5,244.5,False,,0,2023-01-31 11:35:00+00:00,22809.2,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-3.328921354974745,False,,
development,2023-01-31,2023-01-31 16:00:00+00:00,2023-01-31 20:00:00+00:00,SIDEWAYS,LONG,False,2023-01-31 17:45:00+00:00,23158.9,23200.0,22843.4,356.59999999999854,False,,0,2023-01-31 20:00:00+00:00,23154.6,LONG_TIME_EXIT_4H_BOUNDARY,-0.4928368791264234,False,,
development,2023-02-01,2023-02-01 16:00:00+00:00,2023-02-01 20:00:00+00:00,BEAR,SHORT,True,2023-02-01 18:05:00+00:00,22966.545,23143.6,22935.3,208.29999999999927,False,,0,2023-02-01 18:25:00+00:00,23029.034999999996,SHORT_PRE_E20_HARD_STOP_TOUCH,-1.7604571344970616,False,23029.034999999996,22893.64
development,2023-02-03,2023-02-03 12:00:00+00:00,2023-02-03 16:00:00+00:00,BULL,LONG,True,2023-02-03 12:25:00+00:00,23517.4,23540.0,23328.8,211.20000000000073,False,,0,2023-02-03 13:35:00+00:00,23365.4,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-3.631649757201027,False,,
development,2023-02-05,2023-02-05 16:00:00+00:00,2023-02-05 20:00:00+00:00,BEAR,SHORT,True,2023-02-05 17:25:00+00:00,23056.04,23373.6,23000.0,373.59999999999854,True,2023-02-05 17:35:00+00:00,0,2023-02-05 17:40:00+00:00,22934.1,SHORT_PROFIT_CEILING_GAP_OPEN,2.2444263628966903,True,23168.12,22925.28
development,2023-02-06,2023-02-06 08:00:00+00:00,2023-02-06 12:00:00+00:00,BEAR,LONG,False,2023-02-06 08:45:00+00:00,22878.8,22924.0,22600.0,324.0,False,,0,2023-02-06 12:00:00+00:00,22876.1,LONG_TIME_EXIT_4H_BOUNDARY,-0.4590065912547955,False,,
development,2023-02-09,2023-02-09 20:00:00+00:00,2023-02-10 00:00:00+00:00,BEAR,SHORT,True,2023-02-09 20:35:00+00:00,21974.989999999998,22614.7,21862.1,752.6000000000022,True,2023-02-09 21:30:00+00:00,0,2023-02-09 21:35:00+00:00,21822.8,SHORT_PROFIT_CEILING_GAP_OPEN,3.062800210603023,True,22200.769999999997,21711.579999999998
development,2023-02-10,2023-02-10 04:00:00+00:00,2023-02-10 08:00:00+00:00,BEAR,SHORT,True,2023-02-10 05:20:00+00:00,21778.504999999997,21933.8,21751.1,182.70000000000073,True,2023-02-10 05:35:00+00:00,0,2023-02-10 05:40:00+00:00,21775.9,SHORT_PROFIT_CEILING_GAP_OPEN,-0.3401933236465312,False,21833.315,21714.559999999998
development,2023-02-10,2023-02-10 08:00:00+00:00,2023-02-10 12:00:00+00:00,BEAR,LONG,False,2023-02-10 08:45:00+00:00,21869.8,21914.0,21595.8,318.2000000000007,False,,0,2023-02-10 12:00:00+00:00,21726.7,LONG_TIME_EXIT_4H_BOUNDARY,-3.671634857200334,False,,
development,2023-02-14,2023-02-14 12:00:00+00:00,2023-02-14 16:00:00+00:00,BEAR,LONG,False,2023-02-14 13:05:00+00:00,21858.2,21880.0,21659.1,220.90000000000146,False,,0,2023-02-14 13:40:00+00:00,21661.2,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-4.906317995077336,False,,
development,2023-02-15,2023-02-15 08:00:00+00:00,2023-02-15 12:00:00+00:00,BULL,LONG,True,2023-02-15 10:15:00+00:00,22149.0,22164.4,22061.2,103.20000000000073,True,2023-02-15 10:35:00+00:00,1,2023-02-15 11:05:00+00:00,22220.0,LONG_PROFIT_FLOOR_HIT,1.2027811639351964,True,,
development,2023-02-15,2023-02-15 16:00:00+00:00,2023-02-15 20:00:00+00:00,BULL,LONG,True,2023-02-15 18:30:00+00:00,22860.5,22924.9,22432.9,492.0,True,2023-02-15 18:45:00+00:00,0,2023-02-15 18:50:00+00:00,22963.6,LONG_PROFIT_FLOOR_GAP_OPEN,1.8549812996215391,True,,
development,2023-02-17,2023-02-17 00:00:00+00:00,2023-02-17 04:00:00+00:00,BULL,SHORT,False,2023-02-17 00:30:00+00:00,23722.915,24884.1,23518.0,1366.0999999999985,False,,0,2023-02-17 04:00:00+00:00,23839.0,SHORT_TIME_EXIT_4H_BOUNDARY,-2.8466849879114515,False,24132.745,23244.78
development,2023-02-17,2023-02-17 08:00:00+00:00,2023-02-17 12:00:00+00:00,BULL,SHORT,False,2023-02-17 08:45:00+00:00,23653.055,23885.7,23612.0,273.7000000000007,False,,0,2023-02-17 08:55:00+00:00,23735.165,SHORT_PRE_E20_HARD_STOP_TOUCH,-2.1357165913662874,False,23735.165,23557.26
development,2023-02-17,2023-02-17 16:00:00+00:00,2023-02-17 20:00:00+00:00,BULL,LONG,True,2023-02-17 17:10:00+00:00,24275.3,24293.6,23701.1,592.5,True,2023-02-17 17:15:00+00:00,0,2023-02-17 17:20:00+00:00,24350.0,LONG_PROFIT_FLOOR_GAP_OPEN,1.1386009647666566,True,,
development,2023-02-20,2023-02-20 08:00:00+00:00,2023-02-20 12:00:00+00:00,BULL,LONG,True,2023-02-20 09:40:00+00:00,24547.9,24555.5,24398.7,156.79999999999927,True,2023-02-20 09:40:00+00:00,3,2023-02-20 11:05:00+00:00,24877.5,LONG_PROFIT_FLOOR_HIT,6.313405219998414,True,,
development,2023-02-20,2023-02-20 16:00:00+00:00,2023-02-20 20:00:00+00:00,BULL,SHORT,False,2023-02-20 16:45:00+00:00,24783.170000000002,25140.0,24720.2,419.7999999999993,False,,0,2023-02-20 16:50:00+00:00,24909.11,SHORT_PRE_E20_HARD_STOP_TOUCH,-2.94083718910858,False,24909.11,24636.24
development,2023-02-21,2023-02-21 12:00:00+00:00,2023-02-21 16:00:00+00:00,SIDEWAYS,SHORT,False,2023-02-21 12:35:00+00:00,24648.39,25347.6,24525.0,822.5999999999985,False,,0,2023-02-21 16:00:00+00:00,24554.0,SHORT_TIME_EXIT_4H_BOUNDARY,1.5147295218876482,True,24895.17,24360.48
development,2023-02-26,2023-02-26 12:00:00+00:00,2023-02-26 16:00:00+00:00,BEAR,LONG,False,2023-02-26 14:50:00+00:00,23265.0,23286.5,23102.8,183.70000000000073,False,,0,2023-02-26 16:00:00+00:00,23239.8,LONG_TIME_EXIT_4H_BOUNDARY,-0.9415860735009659,False,,
development,2023-02-26,2023-02-26 20:00:00+00:00,2023-02-27 00:00:00+00:00,SIDEWAYS,LONG,False,2023-02-26 20:25:00+00:00,23512.6,23533.0,23130.0,403.0,True,2023-02-26 20:30:00+00:00,0,2023-02-26 20:45:00+00:00,23613.6,LONG_PROFIT_FLOOR_HIT,1.7477845920910844,True,,
development,2023-02-27,2023-02-27 08:00:00+00:00,2023-02-27 12:00:00+00:00,BEAR,SHORT,True,2023-02-27 10:05:00+00:00,23363.4,23547.0,23331.0,216.0,False,,0,2023-02-27 11:35:00+00:00,23428.2,SHORT_PRE_E20_HARD_STOP_TOUCH,-1.786784457741541,False,23428.2,23287.8
development,2023-02-28,2023-02-28 16:00:00+00:00,2023-02-28 20:00:00+00:00,SIDEWAYS,LONG,False,2023-02-28 17:55:00+00:00,23537.0,23571.1,23300.5,270.59999999999854,False,,0,2023-02-28 19:25:00+00:00,23316.9,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-5.075617113480857,False,,
development,2023-03-02,2023-03-02 12:00:00+00:00,2023-03-02 16:00:00+00:00,SIDEWAYS,SHORT,False,2023-03-02 13:05:00+00:00,23346.355,23460.0,23326.3,133.70000000000073,True,2023-03-02 13:10:00+00:00,0,2023-03-02 13:15:00+00:00,23299.559999999998,SHORT_PROFIT_CEILING_HIT,0.6021907060010493,True,23386.465,23299.559999999998
development,2023-03-02,2023-03-02 16:00:00+00:00,2023-03-02 20:00:00+00:00,BEAR,LONG,False,2023-03-02 18:55:00+00:00,23406.2,23422.8,23183.0,239.79999999999927,True,2023-03-02 19:00:00+00:00,0,2023-03-02 19:05:00+00:00,23467.4,LONG_PROFIT_FLOOR_GAP_OPEN,0.9073459168938539,True,,
development,2023-03-06,2023-03-06 00:00:00+00:00,2023-03-06 04:00:00+00:00,BEAR,SHORT,True,2023-03-06 02:30:00+00:00,22346.75,22555.0,22310.0,245.0,False,,0,2023-03-06 04:00:00+00:00,22378.0,SHORT_TIME_EXIT_4H_BOUNDARY,-1.0992068197836375,False,22420.25,22261.0
development,2023-03-06,2023-03-06 12:00:00+00:00,2023-03-06 16:00:00+00:00,BEAR,LONG,False,2023-03-06 14:00:00+00:00,22430.8,22443.9,22345.3,98.60000000000218,True,2023-03-06 14:30:00+00:00,0,2023-03-06 14:35:00+00:00,22438.2,LONG_PROFIT_FLOOR_GAP_OPEN,-0.2350482372452275,False,,
development,2023-03-10,2023-03-10 12:00:00+00:00,2023-03-10 16:00:00+00:00,BEAR,LONG,False,2023-03-10 13:10:00+00:00,19910.7,19967.6,19521.6,446.0,True,2023-03-10 13:30:00+00:00,0,2023-03-10 13:35:00+00:00,20056.8,LONG_PROFIT_FLOOR_HIT,3.268881556148196,True,,
development,2023-03-12,2023-03-12 08:00:00+00:00,2023-03-12 12:00:00+00:00,BEAR,LONG,False,2023-03-12 11:00:00+00:00,20415.1,20429.7,20262.2,167.5,True,2023-03-12 11:20:00+00:00,0,2023-03-12 11:25:00+00:00,20454.6,LONG_PROFIT_FLOOR_GAP_OPEN,0.5674211735430926,True,,
development,2023-03-12,2023-03-12 20:00:00+00:00,2023-03-13 00:00:00+00:00,SIDEWAYS,LONG,False,2023-03-12 21:10:00+00:00,21202.1,21350.0,20332.5,1017.5,True,2023-03-12 22:15:00+00:00,0,2023-03-12 22:20:00+00:00,21493.8,LONG_PROFIT_FLOOR_GAP_OPEN,6.4790355672315725,True,,
development,2023-03-13,2023-03-13 12:00:00+00:00,2023-03-13 16:00:00+00:00,BULL,LONG,True,2023-03-13 13:50:00+00:00,22513.5,22542.0,21804.0,738.0,True,2023-03-13 14:05:00+00:00,5,2023-03-13 16:00:00+00:00,24009.0,LONG_TIME_EXIT_4H_BOUNDARY,32.81340529015926,True,,
development,2023-03-14,2023-03-14 08:00:00+00:00,2023-03-14 12:00:00+00:00,BULL,SHORT,False,2023-03-14 09:45:00+00:00,24253.3,24850.0,24148.0,702.0,False,,0,2023-03-14 10:50:00+00:00,24463.899999999998,SHORT_PRE_E20_HARD_STOP_TOUCH,-4.741677215059403,False,24463.899999999998,24007.6
