partition,date_utc,signal_ts,structural_outcome,H,L,bars,first_close_break,first_close_break_ts,min_low,min_low_frac,min_close,min_close_frac,wick_L_before_target_close,close_L_before_target_close,wick_H_before_target_close,F50_first_touch_ts,F55_first_touch_ts,F60_first_touch_ts,F65_first_touch_ts,F70_first_touch_ts,F75_first_touch_ts,F80_first_touch_ts
development,2023-01-19,2023-01-19 14:45:00+00:00,TARGET_BREAK,20848.0,20661.0,5,HIGH,2023-01-19 15:10:00+00:00,20750.1,0.4764705882352863,20756.9,0.5128342245989382,False,False,False,2023-01-19 14:50:00+00:00,2023-01-19 14:45:00+00:00,2023-01-19 14:45:00+00:00,2023-01-19 14:45:00+00:00,2023-01-19 14:45:00+00:00,2023-01-19 14:45:00+00:00,2023-01-19 14:45:00+00:00
development,2023-01-20,2023-01-20 14:45:00+00:00,TARGET_BREAK,21145.0,20895.4,3,HIGH,2023-01-20 15:00:00+00:00,21088.8,0.7748397435897394,21113.4,0.873397435897441,False,False,True,,,,,,,2023-01-20 14:45:00+00:00
development,2023-01-31,2023-01-31 13:35:00+00:00,TARGET_BREAK,22986.8,22803.0,1,HIGH,2023-01-31 13:40:00+00:00,22942.6,0.7595212187159908,23061.0,1.403699673558221,False,False,False,,,,,,,2023-01-31 13:35:00+00:00
development,2023-02-09,2023-02-09 14:40:00+00:00,OPPOSITE_BREAK,22786.0,22550.0,21,LOW,2023-02-09 16:25:00+00:00,22520.0,-0.1271186440677966,22529.5,-0.08686440677966102,False,False,False,2023-02-09 14:55:00+00:00,2023-02-09 14:50:00+00:00,2023-02-09 14:40:00+00:00,2023-02-09 14:40:00+00:00,2023-02-09 14:40:00+00:00,2023-02-09 14:40:00+00:00,2023-02-09 14:40:00+00:00
development,2023-02-15,2023-02-15 16:15:00+00:00,TARGET_BREAK,22924.9,22075.9,30,HIGH,2023-02-15 18:45:00+00:00,22730.1,0.7705535924617163,22749.3,0.7931684334511164,False,False,False,,,,,,,2023-02-15 16:20:00+00:00
development,2023-02-17,2023-02-17 14:25:00+00:00,TARGET_BREAK,23915.6,23520.0,2,HIGH,2023-02-17 14:35:00+00:00,23865.3,0.8728513650151682,23878.4,0.9059656218402496,False,False,True,2023-02-17 14:55:00+00:00,2023-02-17 14:55:00+00:00,2023-02-17 14:50:00+00:00,2023-02-17 14:50:00+00:00,2023-02-17 14:50:00+00:00,2023-02-17 14:50:00+00:00,2023-02-17 14:50:00+00:00
development,2023-02-28,2023-02-28 14:45:00+00:00,TARGET_BREAK,23497.7,23190.2,4,HIGH,2023-02-28 15:05:00+00:00,23390.3,0.6507317073170684,23410.9,0.7177235772357747,False,False,True,2023-02-28 19:20:00+00:00,2023-02-28 19:20:00+00:00,2023-02-28 19:15:00+00:00,2023-02-28 19:15:00+00:00,2023-02-28 14:50:00+00:00,2023-02-28 14:50:00+00:00,2023-02-28 14:50:00+00:00
development,2023-03-06,2023-03-06 13:45:00+00:00,TARGET_BREAK,22443.9,22345.3,16,HIGH,2023-03-06 15:05:00+00:00,22391.0,0.46348884381338457,22403.9,0.5943204868154248,False,False,True,2023-03-06 14:05:00+00:00,2023-03-06 14:05:00+00:00,2023-03-06 14:00:00+00:00,2023-03-06 14:00:00+00:00,2023-03-06 13:50:00+00:00,2023-03-06 13:50:00+00:00,2023-03-06 13:50:00+00:00
development,2023-03-09,2023-03-09 13:55:00+00:00,TARGET_BREAK,21694.5,21511.1,1,HIGH,2023-03-09 14:00:00+00:00,21672.0,0.8773173391494012,21698.6,1.0223555070883235,False,False,False,2023-03-09 16:05:00+00:00,2023-03-09 16:05:00+00:00,2023-03-09 16:05:00+00:00,2023-03-09 15:55:00+00:00,2023-03-09 15:55:00+00:00,2023-03-09 15:55:00+00:00,2023-03-09 15:55:00+00:00
development,2023-03-13,2023-03-13 13:55:00+00:00,TARGET_BREAK,22572.0,21804.0,3,HIGH,2023-03-13 14:10:00+00:00,22390.1,0.7631510416666648,22467.2,0.8635416666666677,False,False,False,,,,,,,2023-03-13 14:00:00+00:00
development,2023-03-21,2023-03-21 16:40:00+00:00,TARGET_BREAK,28252.5,27382.5,1,HIGH,2023-03-21 16:45:00+00:00,28220.8,0.9635632183908037,28325.2,1.0835632183908055,False,False,False,,,,2023-03-21 17:55:00+00:00,2023-03-21 17:55:00+00:00,2023-03-21 17:45:00+00:00,2023-03-21 17:40:00+00:00
development,2023-03-22,2023-03-22 13:40:00+00:00,TARGET_BREAK,28379.4,27962.1,10,HIGH,2023-03-22 14:30:00+00:00,28210.1,0.59429666906302,28269.7,0.7371195782410737,False,False,True,2023-03-22 18:35:00+00:00,2023-03-22 18:35:00+00:00,2023-03-22 13:45:00+00:00,2023-03-22 13:45:00+00:00,2023-03-22 13:45:00+00:00,2023-03-22 13:40:00+00:00,2023-03-22 13:40:00+00:00
development,2023-04-11,2023-04-11 14:00:00+00:00,TARGET_BREAK,30235.0,29966.0,1,HIGH,2023-04-11 14:05:00+00:00,30177.1,0.7847583643122622,30267.6,1.1211895910780616,False,False,False,2023-04-11 14:35:00+00:00,2023-04-11 14:35:00+00:00,2023-04-11 14:35:00+00:00,2023-04-11 14:35:00+00:00,2023-04-11 14:15:00+00:00,2023-04-11 14:15:00+00:00,2023-04-11 14:00:00+00:00
development,2023-05-08,2023-05-08 15:05:00+00:00,OPPOSITE_BREAK,27977.6,27550.0,35,LOW,2023-05-08 18:00:00+00:00,27522.9,-0.06337698783909877,27522.9,-0.06337698783909877,False,False,False,2023-05-08 17:35:00+00:00,2023-05-08 17:00:00+00:00,2023-05-08 17:00:00+00:00,2023-05-08 16:10:00+00:00,2023-05-08 15:35:00+00:00,2023-05-08 15:30:00+00:00,2023-05-08 15:15:00+00:00
development,2023-05-12,2023-05-12 13:35:00+00:00,TARGET_BREAK,26473.0,26220.0,8,HIGH,2023-05-12 14:15:00+00:00,26374.0,0.6086956521739131,26390.5,0.6739130434782609,False,False,True,2023-05-12 14:45:00+00:00,2023-05-12 14:45:00+00:00,2023-05-12 14:45:00+00:00,2023-05-12 13:35:00+00:00,2023-05-12 13:35:00+00:00,2023-05-12 13:35:00+00:00,2023-05-12 13:35:00+00:00
development,2023-05-22,2023-05-22 13:35:00+00:00,TARGET_BREAK,26892.4,26690.0,1,HIGH,2023-05-22 13:40:00+00:00,26858.7,0.8334980237154126,26912.9,1.1012845849802364,False,False,False,2023-05-22 14:05:00+00:00,2023-05-22 14:05:00+00:00,2023-05-22 14:05:00+00:00,2023-05-22 14:05:00+00:00,2023-05-22 14:05:00+00:00,2023-05-22 14:05:00+00:00,2023-05-22 14:05:00+00:00
development,2023-05-26,2023-05-26 13:35:00+00:00,TARGET_BREAK,26547.3,26342.9,1,HIGH,2023-05-26 13:40:00+00:00,26491.6,0.7274951076320875,26552.1,1.023483365949116,False,False,False,,,,,,2023-05-26 13:35:00+00:00,2023-05-26 13:35:00+00:00
development,2023-05-31,2023-05-31 13:45:00+00:00,OPPOSITE_BREAK,27198.0,26980.0,7,LOW,2023-05-31 14:20:00+00:00,26835.5,-0.6628440366972477,26899.3,-0.3701834862385355,False,False,False,2023-05-31 14:00:00+00:00,2023-05-31 13:50:00+00:00,2023-05-31 13:50:00+00:00,2023-05-31 13:50:00+00:00,2023-05-31 13:50:00+00:00,2023-05-31 13:50:00+00:00,2023-05-31 13:45:00+00:00
development,2023-06-01,2023-06-01 14:10:00+00:00,TARGET_BREAK,26960.0,26773.2,33,HIGH,2023-06-01 16:55:00+00:00,26780.0,0.036402569593143995,26804.6,0.16809421841540653,False,False,False,2023-06-01 14:15:00+00:00,2023-06-01 14:15:00+00:00,2023-06-01 14:15:00+00:00,2023-06-01 14:15:00+00:00,2023-06-01 14:10:00+00:00,2023-06-01 14:10:00+00:00,2023-06-01 14:10:00+00:00
development,2023-06-19,2023-06-19 13:35:00+00:00,OPPOSITE_BREAK,26569.7,26350.2,36,LOW,2023-06-19 16:35:00+00:00,26306.0,-0.20136674259681425,26341.9,-0.03781321184509919,False,False,False,2023-06-19 14:05:00+00:00,2023-06-19 14:05:00+00:00,2023-06-19 14:05:00+00:00,2023-06-19 14:00:00+00:00,2023-06-19 14:00:00+00:00,2023-06-19 13:45:00+00:00,2023-06-19 13:40:00+00:00
development,2023-06-22,2023-06-22 13:50:00+00:00,OPPOSITE_BREAK,30320.0,29800.0,11,LOW,2023-06-22 14:45:00+00:00,29500.1,-0.576730769230772,29723.0,-0.14807692307692308,False,False,False,2023-06-22 14:30:00+00:00,2023-06-22 14:30:00+00:00,2023-06-22 14:20:00+00:00,2023-06-22 14:20:00+00:00,2023-06-22 14:20:00+00:00,2023-06-22 14:05:00+00:00,2023-06-22 13:55:00+00:00
development,2023-07-03,2023-07-03 14:10:00+00:00,TARGET_BREAK,30693.7,30559.4,5,HIGH,2023-07-03 14:35:00+00:00,30642.2,0.6165301563663419,30657.7,0.7319434102755011,False,False,True,,,,2023-07-03 14:30:00+00:00,2023-07-03 14:30:00+00:00,2023-07-03 14:15:00+00:00,2023-07-03 14:10:00+00:00
development,2023-07-04,2023-07-04 16:30:00+00:00,OPPOSITE_BREAK,31080.0,30856.0,19,LOW,2023-07-04 18:05:00+00:00,30775.1,-0.3611607142857208,30850.0,-0.026785714285714284,False,False,False,2023-07-04 16:45:00+00:00,2023-07-04 16:45:00+00:00,2023-07-04 16:45:00+00:00,2023-07-04 16:45:00+00:00,2023-07-04 16:30:00+00:00,2023-07-04 16:30:00+00:00,2023-07-04 16:30:00+00:00
development,2023-07-10,2023-07-10 13:40:00+00:00,TARGET_BREAK,30275.4,29966.6,9,HIGH,2023-07-10 14:25:00+00:00,30172.8,0.6677461139896333,30195.0,0.7396373056994796,False,False,True,,,,,2023-07-10 13:55:00+00:00,2023-07-10 13:55:00+00:00,2023-07-10 13:50:00+00:00
development,2023-07-19,2023-07-19 13:50:00+00:00,TARGET_BREAK,30038.4,29800.0,48,HIGH,2023-07-19 17:50:00+00:00,29745.0,-0.23070469798657578,29810.9,0.04572147651007294,True,False,True,2023-07-19 13:50:00+00:00,2023-07-19 13:50:00+00:00,2023-07-19 13:50:00+00:00,2023-07-19 13:50:00+00:00,2023-07-19 13:50:00+00:00,2023-07-19 13:50:00+00:00,2023-07-19 13:50:00+00:00
development,2023-07-26,2023-07-26 14:05:00+00:00,TARGET_BREAK,29321.4,29145.2,50,HIGH,2023-07-26 18:15:00+00:00,29189.8,0.25312145289442883,29207.9,0.3558456299659504,False,False,True,2023-07-26 14:05:00+00:00,2023-07-26 14:05:00+00:00,2023-07-26 14:05:00+00:00,2023-07-26 14:20:00+00:00,2023-07-26 14:20:00+00:00,2023-07-26 14:20:00+00:00,2023-07-26 14:30:00+00:00
development,2023-08-03,2023-08-03 13:40:00+00:00,TARGET_BREAK,29193.5,28955.4,5,HIGH,2023-08-03 14:05:00+00:00,29107.6,0.6392272154556826,29151.1,0.8219235615287622,False,False,True,,,,2023-08-03 13:45:00+00:00,2023-08-03 13:45:00+00:00,2023-08-03 13:45:00+00:00,2023-08-03 13:45:00+00:00
development,2023-08-04,2023-08-04 13:40:00+00:00,TARGET_BREAK,29263.2,29116.0,2,HIGH,2023-08-04 13:50:00+00:00,29240.7,0.8471467391304356,29250.5,0.913722826086952,False,False,True,2023-08-04 14:00:00+00:00,2023-08-04 14:00:00+00:00,2023-08-04 14:00:00+00:00,2023-08-04 13:55:00+00:00,2023-08-04 13:55:00+00:00,2023-08-04 13:55:00+00:00,2023-08-04 13:55:00+00:00
development,2023-08-23,2023-08-23 14:55:00+00:00,TARGET_BREAK,26085.6,25800.0,4,HIGH,2023-08-23 15:15:00+00:00,26010.8,0.7380952380952394,26016.1,0.7566526610644245,False,False,True,,,,,,2023-08-23 15:00:00+00:00,2023-08-23 14:55:00+00:00
development,2023-09-06,2023-09-06 13:50:00+00:00,OPPOSITE_BREAK,25766.6,25673.0,3,LOW,2023-09-06 14:05:00+00:00,25601.0,-0.7692307692307812,25627.0,-0.4914529914529991,False,False,False,2023-09-06 13:50:00+00:00,2023-09-06 13:50:00+00:00,2023-09-06 13:50:00+00:00,2023-09-06 13:50:00+00:00,2023-09-06 13:50:00+00:00,2023-09-06 13:50:00+00:00,2023-09-06 13:50:00+00:00
development,2023-09-07,2023-09-07 13:45:00+00:00,TARGET_BREAK,25751.0,25625.0,15,HIGH,2023-09-07 15:00:00+00:00,25602.3,-0.18015873015873593,25631.6,0.05238095238094083,True,False,True,2023-09-07 13:45:00+00:00,2023-09-07 13:45:00+00:00,2023-09-07 13:45:00+00:00,2023-09-07 13:45:00+00:00,2023-09-07 14:10:00+00:00,2023-09-07 14:40:00+00:00,2023-09-07 14:40:00+00:00
development,2023-09-12,2023-09-12 14:05:00+00:00,TARGET_BREAK,26330.9,25720.0,30,HIGH,2023-09-12 16:35:00+00:00,26032.0,0.5107218857423461,26063.1,0.5616303814044815,False,False,False,2023-09-12 17:15:00+00:00,2023-09-12 14:45:00+00:00,2023-09-12 14:25:00+00:00,2023-09-12 14:25:00+00:00,2023-09-12 14:25:00+00:00,2023-09-12 14:05:00+00:00,2023-09-12 14:05:00+00:00
development,2023-09-13,2023-09-13 14:40:00+00:00,TARGET_BREAK,26267.4,25850.8,1,HIGH,2023-09-13 14:45:00+00:00,26200.3,0.8389342294767119,26280.3,1.0309649543926975,False,False,False,2023-09-13 19:00:00+00:00,2023-09-13 17:55:00+00:00,2023-09-13 17:55:00+00:00,2023-09-13 17:40:00+00:00,2023-09-13 17:25:00+00:00,2023-09-13 17:25:00+00:00,2023-09-13 14:55:00+00:00
development,2023-09-14,2023-09-14 15:05:00+00:00,NO_BREAK,26790.0,26253.0,59,,,26530.2,0.5162011173184371,26557.4,0.5668528864059618,False,False,False,,2023-09-14 16:35:00+00:00,2023-09-14 15:25:00+00:00,2023-09-14 15:20:00+00:00,2023-09-14 15:05:00+00:00,2023-09-14 15:05:00+00:00,2023-09-14 15:50:00+00:00
development,2023-09-19,2023-09-19 15:40:00+00:00,NO_BREAK,27470.0,26834.3,52,,,27051.5,0.34167059933931176,27078.3,0.38382885008651835,False,False,False,2023-09-19 17:00:00+00:00,2023-09-19 17:00:00+00:00,2023-09-19 16:50:00+00:00,2023-09-19 15:45:00+00:00,2023-09-19 15:40:00+00:00,2023-09-19 15:40:00+00:00,2023-09-19 15:40:00+00:00
development,2023-09-20,2023-09-20 13:55:00+00:00,TARGET_BREAK,27182.0,26930.3,2,HIGH,2023-09-20 14:05:00+00:00,27122.8,0.7647993643226041,27146.6,0.8593563766388504,False,False,False,2023-09-20 14:15:00+00:00,2023-09-20 14:15:00+00:00,2023-09-20 14:15:00+00:00,2023-09-20 14:10:00+00:00,2023-09-20 14:10:00+00:00,2023-09-20 14:10:00+00:00,2023-09-20 14:00:00+00:00
development,2023-09-28,2023-09-28 14:25:00+00:00,TARGET_BREAK,26620.0,26373.8,2,HIGH,2023-09-28 14:35:00+00:00,26562.0,0.7644191714053622,26603.8,0.9341998375304603,False,False,True,,,,,,,2023-09-28 14:25:00+00:00
development,2023-10-05,2023-10-05 13:40:00+00:00,OPPOSITE_BREAK,28070.8,27578.1,23,LOW,2023-10-05 15:35:00+00:00,27500.0,-0.15851430891008408,27523.1,-0.11162979500710354,False,False,False,2023-10-05 15:00:00+00:00,2023-10-05 15:00:00+00:00,2023-10-05 15:00:00+00:00,2023-10-05 13:45:00+00:00,2023-10-05 13:40:00+00:00,2023-10-05 13:40:00+00:00,2023-10-05 13:40:00+00:00
development,2023-10-16,2023-10-16 13:35:00+00:00,NO_BREAK,29488.0,27627.4,77,,,27698.5,0.03821347952273385,27850.6,0.11996130280554512,False,False,False,2023-10-16 13:40:00+00:00,2023-10-16 13:40:00+00:00,2023-10-16 13:35:00+00:00,2023-10-16 13:35:00+00:00,2023-10-16 13:35:00+00:00,2023-10-16 13:35:00+00:00,2023-10-16 13:35:00+00:00
development,2023-10-19,2023-10-19 13:35:00+00:00,TARGET_BREAK,28563.6,28267.4,15,HIGH,2023-10-19 14:50:00+00:00,28423.3,0.5263335584064799,28439.0,0.5793382849426071,False,False,True,,2023-10-19 14:00:00+00:00,2023-10-19 13:35:00+00:00,2023-10-19 13:35:00+00:00,2023-10-19 13:35:00+00:00,2023-10-19 14:05:00+00:00,2023-10-19 14:10:00+00:00
development,2023-10-23,2023-10-23 14:50:00+00:00,TARGET_BREAK,30777.0,30333.0,1,HIGH,2023-10-23 14:55:00+00:00,30676.8,0.7743243243243226,30781.8,1.0108108108108091,False,False,False,2023-10-23 18:40:00+00:00,2023-10-23 18:40:00+00:00,2023-10-23 18:40:00+00:00,2023-10-23 18:40:00+00:00,2023-10-23 18:40:00+00:00,2023-10-23 18:40:00+00:00,2023-10-23 14:50:00+00:00
development,2023-10-25,2023-10-25 14:35:00+00:00,TARGET_BREAK,34711.9,33773.3,5,HIGH,2023-10-25 15:00:00+00:00,34566.8,0.8454080545493301,34659.6,0.9442787129767707,False,False,True,,,,2023-10-25 17:00:00+00:00,2023-10-25 17:00:00+00:00,2023-10-25 16:40:00+00:00,2023-10-25 16:40:00+00:00
development,2023-10-31,2023-10-31 19:05:00+00:00,NO_BREAK,34563.6,34016.8,11,,,34447.9,0.7884052670080505,34470.7,0.8301024140453508,False,False,False,,,,,,,2023-10-31 19:20:00+00:00
development,2023-11-03,2023-11-03 14:05:00+00:00,TARGET_BREAK,34618.0,34123.0,4,HIGH,2023-11-03 14:25:00+00:00,34506.0,0.7737373737373737,34509.9,0.7816161616161645,False,False,False,2023-11-03 17:35:00+00:00,2023-11-03 17:30:00+00:00,2023-11-03 17:30:00+00:00,2023-11-03 17:30:00+00:00,2023-11-03 17:20:00+00:00,2023-11-03 17:20:00+00:00,2023-11-03 14:10:00+00:00
development,2023-11-15,2023-11-15 16:00:00+00:00,TARGET_BREAK,36424.7,35593.0,1,HIGH,2023-11-15 16:05:00+00:00,36382.0,0.9486593723698482,36452.1,1.0329445713598673,False,False,False,,,,,,,2023-11-15 17:05:00+00:00
development,2023-11-24,2023-11-24 15:25:00+00:00,TARGET_BREAK,38200.0,37427.3,1,HIGH,2023-11-24 15:30:00+00:00,37975.5,0.7094603338941363,38287.9,1.1137569561278657,False,False,False,2023-11-24 16:50:00+00:00,2023-11-24 16:45:00+00:00,2023-11-24 16:45:00+00:00,2023-11-24 16:45:00+00:00,2023-11-24 16:45:00+00:00,2023-11-24 15:25:00+00:00,2023-11-24 15:25:00+00:00
development,2023-11-30,2023-11-30 13:45:00+00:00,OPPOSITE_BREAK,37913.6,37570.9,4,LOW,2023-11-30 14:05:00+00:00,37442.9,-0.37350452290633523,37564.6,-0.01838342573680468,False,False,False,2023-11-30 13:50:00+00:00,2023-11-30 13:50:00+00:00,2023-11-30 13:50:00+00:00,2023-11-30 13:50:00+00:00,2023-11-30 13:45:00+00:00,2023-11-30 13:45:00+00:00,2023-11-30 13:45:00+00:00
development,2023-12-07,2023-12-07 15:35:00+00:00,NO_BREAK,43911.5,42815.0,53,,,43091.5,0.25216598267213863,43097.2,0.2573643410852687,False,False,False,2023-12-07 17:40:00+00:00,2023-12-07 17:35:00+00:00,2023-12-07 17:35:00+00:00,2023-12-07 16:15:00+00:00,2023-12-07 16:15:00+00:00,2023-12-07 16:00:00+00:00,2023-12-07 15:45:00+00:00
development,2023-12-20,2023-12-20 13:35:00+00:00,TARGET_BREAK,43437.8,42693.6,2,HIGH,2023-12-20 13:45:00+00:00,43298.6,0.8129535071217368,43394.0,0.9411448535339927,False,False,False,,,,,,,
development,2023-12-21,2023-12-21 14:00:00+00:00,OPPOSITE_BREAK,44260.0,43610.0,12,LOW,2023-12-21 15:00:00+00:00,43463.0,-0.22615384615384615,43547.6,-0.09600000000000224,False,False,False,2023-12-21 14:10:00+00:00,2023-12-21 14:10:00+00:00,2023-12-21 14:10:00+00:00,2023-12-21 14:10:00+00:00,2023-12-21 14:10:00+00:00,2023-12-21 14:05:00+00:00,2023-12-21 14:00:00+00:00
development,2023-12-26,2023-12-26 14:30:00+00:00,OPPOSITE_BREAK,42836.5,42109.0,38,LOW,2023-12-26 17:40:00+00:00,41597.0,-0.7037800687285224,41836.5,-0.3745704467353952,False,False,False,2023-12-26 15:10:00+00:00,2023-12-26 15:10:00+00:00,2023-12-26 15:05:00+00:00,2023-12-26 14:55:00+00:00,2023-12-26 14:55:00+00:00,2023-12-26 14:55:00+00:00,2023-12-26 14:45:00+00:00
development,2024-01-08,2024-01-08 15:45:00+00:00,TARGET_BREAK,45180.0,43629.7,20,HIGH,2024-01-08 17:25:00+00:00,44783.8,0.74443656066568,44858.3,0.7924917757853341,False,False,True,,,,,,2024-01-08 16:40:00+00:00,2024-01-08 15:45:00+00:00
development,2024-01-09,2024-01-09 13:55:00+00:00,NO_BREAK,47080.0,45400.0,73,,,46432.0,0.6142857142857143,46505.6,0.6580952380952372,False,False,False,,,,2024-01-09 14:55:00+00:00,2024-01-09 14:45:00+00:00,2024-01-09 14:15:00+00:00,2024-01-09 14:15:00+00:00
development,2024-02-05,2024-02-05 13:35:00+00:00,TARGET_BREAK,43443.7,42936.0,1,HIGH,2024-02-05 13:40:00+00:00,43443.4,0.9994090998621319,43471.5,1.0547567461099134,False,False,False,2024-02-05 14:50:00+00:00,2024-02-05 14:50:00+00:00,2024-02-05 14:50:00+00:00,2024-02-05 14:40:00+00:00,2024-02-05 14:20:00+00:00,2024-02-05 14:20:00+00:00,2024-02-05 14:20:00+00:00
development,2024-02-06,2024-02-06 15:25:00+00:00,TARGET_BREAK,43110.0,42631.0,1,HIGH,2024-02-06 15:30:00+00:00,43080.0,0.9373695198329853,43178.1,1.14217118997912,False,False,False,,,,,,2024-02-06 18:35:00+00:00,2024-02-06 18:35:00+00:00
development,2024-02-07,2024-02-07 14:20:00+00:00,TARGET_BREAK,43191.2,42813.6,6,HIGH,2024-02-07 14:50:00+00:00,43037.6,0.5932203389830532,43074.5,0.690942796610176,False,False,False,2024-02-07 14:50:00+00:00,2024-02-07 14:50:00+00:00,2024-02-07 14:20:00+00:00,2024-02-07 14:20:00+00:00,2024-02-07 14:20:00+00:00,2024-02-07 14:25:00+00:00,2024-02-07 14:25:00+00:00
development,2024-02-09,2024-02-09 14:15:00+00:00,TARGET_BREAK,47688.3,46183.4,46,HIGH,2024-02-09 18:05:00+00:00,46638.6,0.3024785700046492,46818.2,0.42182204797660644,False,False,False,2024-02-09 14:20:00+00:00,2024-02-09 14:20:00+00:00,2024-02-09 14:20:00+00:00,2024-02-09 14:15:00+00:00,2024-02-09 14:15:00+00:00,2024-02-09 14:15:00+00:00,2024-02-09 14:15:00+00:00
development,2024-02-14,2024-02-14 14:35:00+00:00,TARGET_BREAK,51888.0,49742.4,5,HIGH,2024-02-14 15:00:00+00:00,51707.5,0.9158743475018642,51795.7,0.9569817300521984,False,False,True,,,,,2024-02-14 16:20:00+00:00,2024-02-14 15:15:00+00:00,2024-02-14 15:15:00+00:00
development,2024-02-23,2024-02-23 14:25:00+00:00,OPPOSITE_BREAK,51300.0,50862.3,22,LOW,2024-02-23 16:15:00+00:00,50702.2,-0.36577564541925267,50726.2,-0.3109435686543448,False,False,False,2024-02-23 14:35:00+00:00,2024-02-23 14:35:00+00:00,2024-02-23 14:35:00+00:00,2024-02-23 14:35:00+00:00,2024-02-23 14:30:00+00:00,2024-02-23 14:30:00+00:00,2024-02-23 14:25:00+00:00
development,2024-02-28,2024-02-28 15:00:00+00:00,TARGET_BREAK,61127.0,58226.9,3,HIGH,2024-02-28 15:15:00+00:00,60639.3,0.8318333850556886,60825.9,0.8961759939312443,False,False,False,2024-02-28 17:30:00+00:00,2024-02-28 17:30:00+00:00,2024-02-28 17:30:00+00:00,2024-02-28 17:30:00+00:00,2024-02-28 17:30:00+00:00,2024-02-28 17:30:00+00:00,2024-02-28 17:30:00+00:00
development,2024-02-29,2024-02-29 14:35:00+00:00,OPPOSITE_BREAK,63460.8,62050.0,26,LOW,2024-02-29 16:45:00+00:00,61550.0,-0.35440884604479655,61930.6,-0.08463283243549845,False,False,False,2024-02-29 15:00:00+00:00,2024-02-29 14:45:00+00:00,2024-02-29 14:45:00+00:00,2024-02-29 14:40:00+00:00,2024-02-29 14:40:00+00:00,2024-02-29 14:40:00+00:00,2024-02-29 14:35:00+00:00
development,2024-03-04,2024-03-04 13:45:00+00:00,TARGET_BREAK,65717.4,64078.2,11,HIGH,2024-03-04 14:40:00+00:00,64566.3,0.2977672035139133,64900.1,0.5014031234748676,False,False,False,2024-03-04 14:00:00+00:00,2024-03-04 14:00:00+00:00,2024-03-04 14:00:00+00:00,2024-03-04 13:55:00+00:00,2024-03-04 13:55:00+00:00,2024-03-04 13:55:00+00:00,2024-03-04 13:45:00+00:00
development,2024-03-07,2024-03-07 14:30:00+00:00,TARGET_BREAK,67350.0,66404.2,1,HIGH,2024-03-07 14:35:00+00:00,67151.8,0.7904419539014628,67625.0,1.2907591456967638,False,False,False,2024-03-07 14:40:00+00:00,2024-03-07 14:40:00+00:00,2024-03-07 14:40:00+00:00,2024-03-07 14:40:00+00:00,2024-03-07 14:40:00+00:00,2024-03-07 14:40:00+00:00,2024-03-07 14:30:00+00:00
development,2024-03-08,2024-03-08 13:50:00+00:00,TARGET_BREAK,67860.0,67093.0,1,HIGH,2024-03-08 13:55:00+00:00,67800.0,0.9217731421121251,67866.0,1.0078226857887875,False,False,False,2024-03-08 15:30:00+00:00,2024-03-08 15:30:00+00:00,2024-03-08 15:30:00+00:00,2024-03-08 15:30:00+00:00,2024-03-08 14:00:00+00:00,2024-03-08 14:00:00+00:00,2024-03-08 14:00:00+00:00
development,2024-03-11,2024-03-11 15:10:00+00:00,TARGET_BREAK,72498.3,71211.5,1,HIGH,2024-03-11 15:15:00+00:00,72372.0,0.9018495492695037,72526.2,1.0216816910164703,False,False,False,2024-03-11 16:00:00+00:00,2024-03-11 16:00:00+00:00,2024-03-11 16:00:00+00:00,2024-03-11 15:50:00+00:00,2024-03-11 15:45:00+00:00,2024-03-11 15:45:00+00:00,2024-03-11 15:40:00+00:00
development,2024-03-15,2024-03-15 14:00:00+00:00,TARGET_BREAK,68665.5,65580.0,56,HIGH,2024-03-15 18:40:00+00:00,67568.0,0.6443040025927727,67627.5,0.6635877491492465,False,False,True,,,,2024-03-15 16:05:00+00:00,2024-03-15 16:05:00+00:00,2024-03-15 14:30:00+00:00,2024-03-15 14:05:00+00:00
development,2024-03-20,2024-03-20 15:05:00+00:00,OPPOSITE_BREAK,64380.0,62676.6,17,LOW,2024-03-20 16:30:00+00:00,62368.0,-0.1811670776094859,62675.0,-0.0009392978748377031,False,False,False,2024-03-20 15:45:00+00:00,2024-03-20 15:40:00+00:00,2024-03-20 15:30:00+00:00,2024-03-20 15:15:00+00:00,2024-03-20 15:15:00+00:00,2024-03-20 15:15:00+00:00,2024-03-20 15:05:00+00:00
development,2024-03-27,2024-03-27 13:35:00+00:00,OPPOSITE_BREAK,71778.8,69466.4,6,LOW,2024-03-27 14:05:00+00:00,69002.0,-0.2008303061753989,69300.0,-0.07195986853485277,False,False,False,2024-03-27 13:40:00+00:00,2024-03-27 13:40:00+00:00,2024-03-27 13:40:00+00:00,2024-03-27 13:35:00+00:00,2024-03-27 13:35:00+00:00,2024-03-27 13:35:00+00:00,2024-03-27 13:35:00+00:00
development,2024-04-01,2024-04-01 13:35:00+00:00,OPPOSITE_BREAK,70098.6,69222.0,13,LOW,2024-04-01 14:40:00+00:00,69104.3,-0.13426876568559926,69165.9,-0.06399726214921908,False,False,False,2024-04-01 14:20:00+00:00,2024-04-01 14:10:00+00:00,2024-04-01 14:05:00+00:00,2024-04-01 14:00:00+00:00,2024-04-01 13:50:00+00:00,2024-04-01 13:50:00+00:00,2024-04-01 13:35:00+00:00
