partition,date_utc,signal_ts,regime_at_signal,regime_bar_start,regime_available_ts,source
development,2023-05-09,2023-05-09 17:05:00+00:00,BEAR,2023-05-09 12:00:00+00:00,2023-05-09 16:00:00+00:00,K1
development,2023-05-12,2023-05-12 13:35:00+00:00,BEAR,2023-05-12 08:00:00+00:00,2023-05-12 12:00:00+00:00,K1
development,2023-05-16,2023-05-16 17:00:00+00:00,BULL,2023-05-16 12:00:00+00:00,2023-05-16 16:00:00+00:00,K1
development,2023-05-22,2023-05-22 13:35:00+00:00,SIDEWAYS,2023-05-22 08:00:00+00:00,2023-05-22 12:00:00+00:00,K1
development,2023-05-26,2023-05-26 13:40:00+00:00,SIDEWAYS,2023-05-26 08:00:00+00:00,2023-05-26 12:00:00+00:00,K1
development,2023-06-01,2023-06-01 16:25:00+00:00,BEAR,2023-06-01 12:00:00+00:00,2023-06-01 16:00:00+00:00,K1
development,2023-06-08,2023-06-08 14:35:00+00:00,BEAR,2023-06-08 08:00:00+00:00,2023-06-08 12:00:00+00:00,K1
development,2023-06-21,2023-06-21 14:00:00+00:00,BULL,2023-06-21 08:00:00+00:00,2023-06-21 12:00:00+00:00,K1
development,2023-06-26,2023-06-26 13:45:00+00:00,SIDEWAYS,2023-06-26 08:00:00+00:00,2023-06-26 12:00:00+00:00,K1
development,2023-07-04,2023-07-04 16:30:00+00:00,BULL,2023-07-04 12:00:00+00:00,2023-07-04 16:00:00+00:00,K1
development,2023-07-07,2023-07-07 13:55:00+00:00,BEAR,2023-07-07 08:00:00+00:00,2023-07-07 12:00:00+00:00,K1
development,2023-07-14,2023-07-14 15:35:00+00:00,BULL,2023-07-14 08:00:00+00:00,2023-07-14 12:00:00+00:00,K1
development,2023-07-21,2023-07-21 17:30:00+00:00,BEAR,2023-07-21 12:00:00+00:00,2023-07-21 16:00:00+00:00,K1
development,2023-07-26,2023-07-26 14:05:00+00:00,BEAR,2023-07-26 08:00:00+00:00,2023-07-26 12:00:00+00:00,K1
development,2023-08-03,2023-08-03 13:40:00+00:00,BEAR,2023-08-03 08:00:00+00:00,2023-08-03 12:00:00+00:00,K1
development,2023-08-04,2023-08-04 13:40:00+00:00,BEAR,2023-08-04 08:00:00+00:00,2023-08-04 12:00:00+00:00,K1
development,2023-08-11,2023-08-11 14:00:00+00:00,BULL,2023-08-11 08:00:00+00:00,2023-08-11 12:00:00+00:00,K1
development,2023-08-23,2023-08-23 13:55:00+00:00,BEAR,2023-08-23 08:00:00+00:00,2023-08-23 12:00:00+00:00,K1
development,2023-08-25,2023-08-25 13:35:00+00:00,BEAR,2023-08-25 08:00:00+00:00,2023-08-25 12:00:00+00:00,K1
development,2023-08-29,2023-08-29 13:50:00+00:00,BEAR,2023-08-29 08:00:00+00:00,2023-08-29 12:00:00+00:00,K1
development,2023-09-13,2023-09-13 14:40:00+00:00,SIDEWAYS,2023-09-13 08:00:00+00:00,2023-09-13 12:00:00+00:00,K1
development,2023-09-14,2023-09-14 15:00:00+00:00,BULL,2023-09-14 08:00:00+00:00,2023-09-14 12:00:00+00:00,K1
development,2023-09-20,2023-09-20 18:35:00+00:00,BEAR,2023-09-20 12:00:00+00:00,2023-09-20 16:00:00+00:00,K1
development,2023-10-05,2023-10-05 13:40:00+00:00,BEAR,2023-10-05 08:00:00+00:00,2023-10-05 12:00:00+00:00,K1
development,2023-10-16,2023-10-16 13:35:00+00:00,BULL,2023-10-16 08:00:00+00:00,2023-10-16 12:00:00+00:00,K1
development,2023-10-19,2023-10-19 13:35:00+00:00,BEAR,2023-10-19 08:00:00+00:00,2023-10-19 12:00:00+00:00,K1
development,2023-10-23,2023-10-23 14:50:00+00:00,BULL,2023-10-23 08:00:00+00:00,2023-10-23 12:00:00+00:00,K1
development,2023-10-25,2023-10-25 14:25:00+00:00,BULL,2023-10-25 08:00:00+00:00,2023-10-25 12:00:00+00:00,K1
development,2023-11-03,2023-11-03 13:55:00+00:00,BEAR,2023-11-03 08:00:00+00:00,2023-11-03 12:00:00+00:00,K1
development,2023-11-06,2023-11-06 14:30:00+00:00,BULL,2023-11-06 08:00:00+00:00,2023-11-06 12:00:00+00:00,K1
development,2023-11-08,2023-11-08 14:00:00+00:00,BULL,2023-11-08 08:00:00+00:00,2023-11-08 12:00:00+00:00,K1
development,2023-11-09,2023-11-09 13:55:00+00:00,BULL,2023-11-09 08:00:00+00:00,2023-11-09 12:00:00+00:00,K1
development,2023-11-13,2023-11-13 14:10:00+00:00,BULL,2023-11-13 08:00:00+00:00,2023-11-13 12:00:00+00:00,K1
development,2023-11-15,2023-11-15 16:05:00+00:00,BEAR,2023-11-15 12:00:00+00:00,2023-11-15 16:00:00+00:00,K1
development,2023-11-24,2023-11-24 15:45:00+00:00,BULL,2023-11-24 08:00:00+00:00,2023-11-24 12:00:00+00:00,K1
development,2023-12-07,2023-12-07 15:00:00+00:00,BULL,2023-12-07 08:00:00+00:00,2023-12-07 12:00:00+00:00,K1
development,2023-12-13,2023-12-13 13:35:00+00:00,BEAR,2023-12-13 08:00:00+00:00,2023-12-13 12:00:00+00:00,K1
development,2023-12-26,2023-12-26 13:45:00+00:00,BEAR,2023-12-26 08:00:00+00:00,2023-12-26 12:00:00+00:00,K1
development,2023-12-27,2023-12-27 13:35:00+00:00,SIDEWAYS,2023-12-27 08:00:00+00:00,2023-12-27 12:00:00+00:00,K1
development,2023-12-29,2023-12-29 14:45:00+00:00,BULL,2023-12-29 08:00:00+00:00,2023-12-29 12:00:00+00:00,K1
development,2024-01-08,2024-01-08 15:45:00+00:00,SIDEWAYS,2024-01-08 08:00:00+00:00,2024-01-08 12:00:00+00:00,K1
development,2024-01-12,2024-01-12 13:40:00+00:00,BULL,2024-01-12 08:00:00+00:00,2024-01-12 12:00:00+00:00,K1
development,2024-01-15,2024-01-15 13:55:00+00:00,SIDEWAYS,2024-01-15 08:00:00+00:00,2024-01-15 12:00:00+00:00,K1
development,2024-02-05,2024-02-05 13:40:00+00:00,BULL,2024-02-05 08:00:00+00:00,2024-02-05 12:00:00+00:00,K1
development,2024-02-06,2024-02-06 13:35:00+00:00,BULL,2024-02-06 08:00:00+00:00,2024-02-06 12:00:00+00:00,K1
development,2024-02-07,2024-02-07 14:05:00+00:00,BULL,2024-02-07 08:00:00+00:00,2024-02-07 12:00:00+00:00,K1
development,2024-02-12,2024-02-12 14:45:00+00:00,SIDEWAYS,2024-02-12 08:00:00+00:00,2024-02-12 12:00:00+00:00,K1
development,2024-02-15,2024-02-15 14:00:00+00:00,BULL,2024-02-15 08:00:00+00:00,2024-02-15 12:00:00+00:00,K1
development,2024-02-28,2024-02-28 15:20:00+00:00,BULL,2024-02-28 08:00:00+00:00,2024-02-28 12:00:00+00:00,K1
development,2024-03-05,2024-03-05 13:50:00+00:00,BULL,2024-03-05 08:00:00+00:00,2024-03-05 12:00:00+00:00,K1
development,2024-03-19,2024-03-19 19:30:00+00:00,BEAR,2024-03-19 12:00:00+00:00,2024-03-19 16:00:00+00:00,K1
development,2024-03-20,2024-03-20 13:40:00+00:00,BEAR,2024-03-20 08:00:00+00:00,2024-03-20 12:00:00+00:00,K1
development,2024-03-27,2024-03-27 13:35:00+00:00,BULL,2024-03-27 08:00:00+00:00,2024-03-27 12:00:00+00:00,K1
development,2024-03-28,2024-03-28 13:35:00+00:00,BULL,2024-03-28 08:00:00+00:00,2024-03-28 12:00:00+00:00,K1
development,2024-04-03,2024-04-03 14:10:00+00:00,BEAR,2024-04-03 08:00:00+00:00,2024-04-03 12:00:00+00:00,K1
development,2024-04-04,2024-04-04 14:10:00+00:00,BEAR,2024-04-04 08:00:00+00:00,2024-04-04 12:00:00+00:00,K1
development,2024-04-08,2024-04-08 18:00:00+00:00,BULL,2024-04-08 12:00:00+00:00,2024-04-08 16:00:00+00:00,K1
development,2024-04-10,2024-04-10 17:25:00+00:00,SIDEWAYS,2024-04-10 12:00:00+00:00,2024-04-10 16:00:00+00:00,K1
development,2024-05-01,2024-05-01 18:00:00+00:00,BEAR,2024-05-01 12:00:00+00:00,2024-05-01 16:00:00+00:00,K1
development,2024-05-03,2024-05-03 13:35:00+00:00,BEAR,2024-05-03 08:00:00+00:00,2024-05-03 12:00:00+00:00,K1
development,2024-05-15,2024-05-15 13:35:00+00:00,BEAR,2024-05-15 08:00:00+00:00,2024-05-15 12:00:00+00:00,K1
development,2024-05-17,2024-05-17 14:30:00+00:00,BULL,2024-05-17 08:00:00+00:00,2024-05-17 12:00:00+00:00,K1
development,2024-05-21,2024-05-21 13:50:00+00:00,BULL,2024-05-21 08:00:00+00:00,2024-05-21 12:00:00+00:00,K1
development,2024-05-22,2024-05-22 16:15:00+00:00,BULL,2024-05-22 12:00:00+00:00,2024-05-22 16:00:00+00:00,K1
development,2024-05-24,2024-05-24 14:35:00+00:00,BULL,2024-05-24 08:00:00+00:00,2024-05-24 12:00:00+00:00,K1
development,2024-06-04,2024-06-04 13:45:00+00:00,BEAR,2024-06-04 08:00:00+00:00,2024-06-04 12:00:00+00:00,K1
development,2024-06-21,2024-06-21 19:55:00+00:00,BEAR,2024-06-21 12:00:00+00:00,2024-06-21 16:00:00+00:00,K1
development,2024-07-02,2024-07-02 13:45:00+00:00,BULL,2024-07-02 08:00:00+00:00,2024-07-02 12:00:00+00:00,K1
development,2024-07-05,2024-07-05 15:10:00+00:00,BEAR,2024-07-05 08:00:00+00:00,2024-07-05 12:00:00+00:00,K1
development,2024-07-15,2024-07-15 15:00:00+00:00,BULL,2024-07-15 08:00:00+00:00,2024-07-15 12:00:00+00:00,K1
development,2024-07-26,2024-07-26 14:15:00+00:00,BEAR,2024-07-26 08:00:00+00:00,2024-07-26 12:00:00+00:00,K1
development,2024-08-08,2024-08-08 16:05:00+00:00,SIDEWAYS,2024-08-08 12:00:00+00:00,2024-08-08 16:00:00+00:00,K1
development,2024-08-12,2024-08-12 13:40:00+00:00,BULL,2024-08-12 08:00:00+00:00,2024-08-12 12:00:00+00:00,K1
development,2024-08-15,2024-08-15 13:40:00+00:00,BEAR,2024-08-15 08:00:00+00:00,2024-08-15 12:00:00+00:00,K1
development,2024-08-29,2024-08-29 15:20:00+00:00,BEAR,2024-08-29 08:00:00+00:00,2024-08-29 12:00:00+00:00,K1
development,2024-09-17,2024-09-17 13:35:00+00:00,BEAR,2024-09-17 08:00:00+00:00,2024-09-17 12:00:00+00:00,K1
development,2024-09-18,2024-09-18 18:05:00+00:00,BEAR,2024-09-18 12:00:00+00:00,2024-09-18 16:00:00+00:00,K1
development,2024-10-07,2024-10-07 14:15:00+00:00,BULL,2024-10-07 08:00:00+00:00,2024-10-07 12:00:00+00:00,K1
development,2024-10-08,2024-10-08 13:40:00+00:00,SIDEWAYS,2024-10-08 08:00:00+00:00,2024-10-08 12:00:00+00:00,K1
development,2024-10-15,2024-10-15 13:45:00+00:00,BULL,2024-10-15 08:00:00+00:00,2024-10-15 12:00:00+00:00,K1
development,2024-10-25,2024-10-25 14:00:00+00:00,BEAR,2024-10-25 08:00:00+00:00,2024-10-25 12:00:00+00:00,K1
development,2024-11-08,2024-11-08 13:50:00+00:00,BULL,2024-11-08 08:00:00+00:00,2024-11-08 12:00:00+00:00,K1
development,2024-11-18,2024-11-18 15:45:00+00:00,BEAR,2024-11-18 08:00:00+00:00,2024-11-18 12:00:00+00:00,K1
development,2024-11-21,2024-11-21 14:10:00+00:00,BULL,2024-11-21 08:00:00+00:00,2024-11-21 12:00:00+00:00,K1
development,2024-11-29,2024-11-29 14:05:00+00:00,BULL,2024-11-29 08:00:00+00:00,2024-11-29 12:00:00+00:00,K1
development,2024-12-13,2024-12-13 13:55:00+00:00,BULL,2024-12-13 08:00:00+00:00,2024-12-13 12:00:00+00:00,K1
development,2024-12-16,2024-12-16 17:10:00+00:00,BULL,2024-12-16 12:00:00+00:00,2024-12-16 16:00:00+00:00,K1
development,2024-12-20,2024-12-20 15:25:00+00:00,BEAR,2024-12-20 08:00:00+00:00,2024-12-20 12:00:00+00:00,K1
development,2024-12-31,2024-12-31 13:50:00+00:00,SIDEWAYS,2024-12-31 08:00:00+00:00,2024-12-31 12:00:00+00:00,K1
reference_validation,2025-01-01,2025-01-01 14:05:00+00:00,BEAR,2025-01-01 08:00:00+00:00,2025-01-01 12:00:00+00:00,K1
reference_validation,2025-01-02,2025-01-02 14:35:00+00:00,BULL,2025-01-02 08:00:00+00:00,2025-01-02 12:00:00+00:00,K1
reference_validation,2025-01-03,2025-01-03 14:15:00+00:00,BULL,2025-01-03 08:00:00+00:00,2025-01-03 12:00:00+00:00,K1
reference_validation,2025-01-21,2025-01-21 14:25:00+00:00,BEAR,2025-01-21 08:00:00+00:00,2025-01-21 12:00:00+00:00,K1
reference_validation,2025-01-23,2025-01-23 13:45:00+00:00,BEAR,2025-01-23 08:00:00+00:00,2025-01-23 12:00:00+00:00,K1
reference_validation,2025-01-30,2025-01-30 13:35:00+00:00,SIDEWAYS,2025-01-30 08:00:00+00:00,2025-01-30 12:00:00+00:00,K1
reference_validation,2025-01-31,2025-01-31 14:25:00+00:00,BULL,2025-01-31 08:00:00+00:00,2025-01-31 12:00:00+00:00,K1
reference_validation,2025-02-04,2025-02-04 13:35:00+00:00,BEAR,2025-02-04 08:00:00+00:00,2025-02-04 12:00:00+00:00,K1
reference_validation,2025-02-07,2025-02-07 13:45:00+00:00,BEAR,2025-02-07 08:00:00+00:00,2025-02-07 12:00:00+00:00,K1
reference_validation,2025-02-14,2025-02-14 14:50:00+00:00,BULL,2025-02-14 08:00:00+00:00,2025-02-14 12:00:00+00:00,K1
reference_validation,2025-02-17,2025-02-17 13:55:00+00:00,BULL,2025-02-17 08:00:00+00:00,2025-02-17 12:00:00+00:00,K1
reference_validation,2025-02-18,2025-02-18 14:05:00+00:00,BEAR,2025-02-18 08:00:00+00:00,2025-02-18 12:00:00+00:00,K1
reference_validation,2025-02-20,2025-02-20 13:35:00+00:00,BULL,2025-02-20 08:00:00+00:00,2025-02-20 12:00:00+00:00,K1
reference_validation,2025-02-21,2025-02-21 13:45:00+00:00,BULL,2025-02-21 08:00:00+00:00,2025-02-21 12:00:00+00:00,K1
reference_validation,2025-02-25,2025-02-25 19:45:00+00:00,BEAR,2025-02-25 12:00:00+00:00,2025-02-25 16:00:00+00:00,K1
reference_validation,2025-02-28,2025-02-28 13:35:00+00:00,BEAR,2025-02-28 08:00:00+00:00,2025-02-28 12:00:00+00:00,K1
reference_validation,2025-03-03,2025-03-03 13:45:00+00:00,BULL,2025-03-03 08:00:00+00:00,2025-03-03 12:00:00+00:00,K1
reference_validation,2025-03-07,2025-03-07 13:35:00+00:00,BEAR,2025-03-07 08:00:00+00:00,2025-03-07 12:00:00+00:00,K1
reference_validation,2025-03-14,2025-03-14 13:35:00+00:00,BEAR,2025-03-14 08:00:00+00:00,2025-03-14 12:00:00+00:00,K1
reference_validation,2025-03-25,2025-03-25 13:35:00+00:00,BULL,2025-03-25 08:00:00+00:00,2025-03-25 12:00:00+00:00,K1
reference_validation,2025-03-31,2025-03-31 14:55:00+00:00,BEAR,2025-03-31 08:00:00+00:00,2025-03-31 12:00:00+00:00,K1
reference_validation,2025-04-09,2025-04-09 13:55:00+00:00,BEAR,2025-04-09 08:00:00+00:00,2025-04-09 12:00:00+00:00,K1
reference_validation,2025-04-24,2025-04-24 13:35:00+00:00,BULL,2025-04-24 08:00:00+00:00,2025-04-24 12:00:00+00:00,K1
reference_validation,2025-05-08,2025-05-08 13:40:00+00:00,BULL,2025-05-08 08:00:00+00:00,2025-05-08 12:00:00+00:00,K1
reference_validation,2025-05-13,2025-05-13 13:35:00+00:00,BULL,2025-05-13 08:00:00+00:00,2025-05-13 12:00:00+00:00,K1
reference_validation,2025-05-21,2025-05-21 14:25:00+00:00,BULL,2025-05-21 08:00:00+00:00,2025-05-21 12:00:00+00:00,K1
reference_validation,2025-05-27,2025-05-27 16:50:00+00:00,BULL,2025-05-27 12:00:00+00:00,2025-05-27 16:00:00+00:00,K1
reference_validation,2025-06-03,2025-06-03 13:50:00+00:00,BULL,2025-06-03 08:00:00+00:00,2025-06-03 12:00:00+00:00,K1
reference_validation,2025-06-06,2025-06-06 13:45:00+00:00,BEAR,2025-06-06 08:00:00+00:00,2025-06-06 12:00:00+00:00,K1
reference_validation,2025-06-12,2025-06-12 14:15:00+00:00,BULL,2025-06-12 08:00:00+00:00,2025-06-12 12:00:00+00:00,K1
reference_validation,2025-06-24,2025-06-24 15:55:00+00:00,BULL,2025-06-24 08:00:00+00:00,2025-06-24 12:00:00+00:00,K1
reference_validation,2025-07-15,2025-07-15 13:35:00+00:00,BULL,2025-07-15 08:00:00+00:00,2025-07-15 12:00:00+00:00,K1
reference_validation,2025-07-16,2025-07-16 13:50:00+00:00,BULL,2025-07-16 08:00:00+00:00,2025-07-16 12:00:00+00:00,K1
reference_validation,2025-07-18,2025-07-18 13:50:00+00:00,BULL,2025-07-18 08:00:00+00:00,2025-07-18 12:00:00+00:00,K1
reference_validation,2025-07-30,2025-07-30 14:55:00+00:00,SIDEWAYS,2025-07-30 08:00:00+00:00,2025-07-30 12:00:00+00:00,K1
reference_validation,2025-08-08,2025-08-08 13:40:00+00:00,BULL,2025-08-08 08:00:00+00:00,2025-08-08 12:00:00+00:00,K1
reference_validation,2025-08-12,2025-08-12 13:35:00+00:00,BULL,2025-08-12 08:00:00+00:00,2025-08-12 12:00:00+00:00,K1
reference_validation,2025-08-18,2025-08-18 13:40:00+00:00,SIDEWAYS,2025-08-18 08:00:00+00:00,2025-08-18 12:00:00+00:00,K1
reference_validation,2025-08-19,2025-08-19 13:35:00+00:00,BEAR,2025-08-19 08:00:00+00:00,2025-08-19 12:00:00+00:00,K1
reference_validation,2025-09-08,2025-09-08 15:15:00+00:00,SIDEWAYS,2025-09-08 08:00:00+00:00,2025-09-08 12:00:00+00:00,K1
reference_validation,2025-09-22,2025-09-22 14:25:00+00:00,BEAR,2025-09-22 08:00:00+00:00,2025-09-22 12:00:00+00:00,K1
reference_validation,2025-09-26,2025-09-26 13:50:00+00:00,BEAR,2025-09-26 08:00:00+00:00,2025-09-26 12:00:00+00:00,K1
reference_validation,2025-10-01,2025-10-01 14:35:00+00:00,BULL,2025-10-01 08:00:00+00:00,2025-10-01 12:00:00+00:00,K1
reference_validation,2025-10-02,2025-10-02 14:05:00+00:00,BULL,2025-10-02 08:00:00+00:00,2025-10-02 12:00:00+00:00,K1
reference_validation,2025-10-03,2025-10-03 13:35:00+00:00,BULL,2025-10-03 08:00:00+00:00,2025-10-03 12:00:00+00:00,K1
reference_validation,2025-10-14,2025-10-14 14:20:00+00:00,SIDEWAYS,2025-10-14 08:00:00+00:00,2025-10-14 12:00:00+00:00,K1
reference_validation,2025-11-03,2025-11-03 14:10:00+00:00,SIDEWAYS,2025-11-03 08:00:00+00:00,2025-11-03 12:00:00+00:00,K1
reference_validation,2025-11-05,2025-11-05 13:45:00+00:00,BEAR,2025-11-05 08:00:00+00:00,2025-11-05 12:00:00+00:00,K1
reference_validation,2025-11-14,2025-11-14 14:50:00+00:00,SIDEWAYS,2025-11-14 08:00:00+00:00,2025-11-14 12:00:00+00:00,K1
reference_validation,2025-11-20,2025-11-20 13:35:00+00:00,BEAR,2025-11-20 08:00:00+00:00,2025-11-20 12:00:00+00:00,K1
reference_validation,2025-11-21,2025-11-21 13:50:00+00:00,BEAR,2025-11-21 08:00:00+00:00,2025-11-21 12:00:00+00:00,K1
reference_validation,2025-11-24,2025-11-24 14:40:00+00:00,BEAR,2025-11-24 08:00:00+00:00,2025-11-24 12:00:00+00:00,K1
reference_validation,2025-11-26,2025-11-26 16:20:00+00:00,BULL,2025-11-26 12:00:00+00:00,2025-11-26 16:00:00+00:00,K1
reference_validation,2025-11-28,2025-11-28 13:50:00+00:00,BULL,2025-11-28 08:00:00+00:00,2025-11-28 12:00:00+00:00,K1
reference_validation,2025-12-02,2025-12-02 14:00:00+00:00,BEAR,2025-12-02 08:00:00+00:00,2025-12-02 12:00:00+00:00,K1
reference_validation,2025-12-10,2025-12-10 17:20:00+00:00,BULL,2025-12-10 12:00:00+00:00,2025-12-10 16:00:00+00:00,K1
reference_validation,2025-12-16,2025-12-16 13:35:00+00:00,BEAR,2025-12-16 08:00:00+00:00,2025-12-16 12:00:00+00:00,K1
reference_validation,2025-12-17,2025-12-17 13:50:00+00:00,BEAR,2025-12-17 08:00:00+00:00,2025-12-17 12:00:00+00:00,K1
reference_validation,2025-12-18,2025-12-18 13:35:00+00:00,BEAR,2025-12-18 08:00:00+00:00,2025-12-18 12:00:00+00:00,K1
reference_validation,2025-12-30,2025-12-30 14:55:00+00:00,BULL,2025-12-30 08:00:00+00:00,2025-12-30 12:00:00+00:00,K1
reference_validation,2026-01-09,2026-01-09 13:35:00+00:00,BEAR,2026-01-09 08:00:00+00:00,2026-01-09 12:00:00+00:00,K1
reference_validation,2026-01-21,2026-01-21 14:15:00+00:00,BEAR,2026-01-21 08:00:00+00:00,2026-01-21 12:00:00+00:00,K1
reference_validation,2026-01-27,2026-01-27 14:20:00+00:00,BEAR,2026-01-27 08:00:00+00:00,2026-01-27 12:00:00+00:00,K1
reference_validation,2026-02-02,2026-02-02 13:55:00+00:00,BEAR,2026-02-02 08:00:00+00:00,2026-02-02 12:00:00+00:00,K1
reference_validation,2026-02-11,2026-02-11 13:35:00+00:00,BEAR,2026-02-11 08:00:00+00:00,2026-02-11 12:00:00+00:00,K1
reference_validation,2026-02-25,2026-02-25 13:45:00+00:00,SIDEWAYS,2026-02-25 08:00:00+00:00,2026-02-25 12:00:00+00:00,K1
reference_validation,2026-03-12,2026-03-12 13:40:00+00:00,BULL,2026-03-12 08:00:00+00:00,2026-03-12 12:00:00+00:00,K1
reference_validation,2026-03-13,2026-03-13 14:30:00+00:00,BULL,2026-03-13 08:00:00+00:00,2026-03-13 12:00:00+00:00,K1
reference_validation,2026-03-16,2026-03-16 13:45:00+00:00,BULL,2026-03-16 08:00:00+00:00,2026-03-16 12:00:00+00:00,K1
reference_validation,2026-03-17,2026-03-17 13:35:00+00:00,BULL,2026-03-17 08:00:00+00:00,2026-03-17 12:00:00+00:00,K1
reference_validation,2026-03-31,2026-03-31 13:35:00+00:00,BULL,2026-03-31 08:00:00+00:00,2026-03-31 12:00:00+00:00,K1
reference_validation,2026-04-10,2026-04-10 14:10:00+00:00,BULL,2026-04-10 08:00:00+00:00,2026-04-10 12:00:00+00:00,K1
reference_validation,2026-04-14,2026-04-14 14:35:00+00:00,BULL,2026-04-14 08:00:00+00:00,2026-04-14 12:00:00+00:00,K1
reference_validation,2026-04-15,2026-04-15 14:20:00+00:00,BULL,2026-04-15 08:00:00+00:00,2026-04-15 12:00:00+00:00,K1
reference_validation,2026-04-22,2026-04-22 13:35:00+00:00,BULL,2026-04-22 08:00:00+00:00,2026-04-22 12:00:00+00:00,K1
reference_validation,2026-04-28,2026-04-28 17:40:00+00:00,BEAR,2026-04-28 12:00:00+00:00,2026-04-28 16:00:00+00:00,K1
reference_validation,2026-05-01,2026-05-01 13:35:00+00:00,SIDEWAYS,2026-05-01 08:00:00+00:00,2026-05-01 12:00:00+00:00,K1
reference_validation,2026-05-04,2026-05-04 14:50:00+00:00,BULL,2026-05-04 08:00:00+00:00,2026-05-04 12:00:00+00:00,K1
reference_validation,2026-05-26,2026-05-26 14:20:00+00:00,BULL,2026-05-26 08:00:00+00:00,2026-05-26 12:00:00+00:00,K1
reference_validation,2026-06-08,2026-06-08 15:05:00+00:00,BULL,2026-06-08 08:00:00+00:00,2026-06-08 12:00:00+00:00,K1
reference_validation,2026-06-26,2026-06-26 15:30:00+00:00,BEAR,2026-06-26 08:00:00+00:00,2026-06-26 12:00:00+00:00,K1
reference_validation,2026-07-03,2026-07-03 13:45:00+00:00,BULL,2026-07-03 08:00:00+00:00,2026-07-03 12:00:00+00:00,K1
reference_validation,2026-07-10,2026-07-10 13:55:00+00:00,BULL,2026-07-10 08:00:00+00:00,2026-07-10 12:00:00+00:00,K1
reference_validation,2026-07-14,2026-07-14 15:00:00+00:00,SIDEWAYS,2026-07-14 08:00:00+00:00,2026-07-14 12:00:00+00:00,K1
reference_validation,2026-07-22,2026-07-22 13:40:00+00:00,BULL,2026-07-22 08:00:00+00:00,2026-07-22 12:00:00+00:00,K1
august,2026-08-13,2026-08-13 14:40:00+00:00,BEAR,2026-08-13 08:00:00+00:00,2026-08-13 12:00:00+00:00,K1
august,2026-08-17,2026-08-17 14:55:00+00:00,BULL,2026-08-17 08:00:00+00:00,2026-08-17 12:00:00+00:00,K1
august,2026-08-20,2026-08-20 15:35:00+00:00,BULL,2026-08-20 08:00:00+00:00,2026-08-20 12:00:00+00:00,K1
august,2026-08-13,2026-08-13 14:40:00+00:00,BEAR,2026-08-13 08:00:00+00:00,2026-08-13 12:00:00+00:00,F75_PATH
august,2026-08-20,2026-08-20 15:35:00+00:00,BULL,2026-08-20 08:00:00+00:00,2026-08-20 12:00:00+00:00,F75_PATH
development,2022-01-03,2022-01-03 14:40:00+00:00,BULL,2022-01-03 08:00:00+00:00,2022-01-03 12:00:00+00:00,F75_PATH
development,2022-01-25,2022-01-25 14:40:00+00:00,BEAR,2022-01-25 08:00:00+00:00,2022-01-25 12:00:00+00:00,F75_PATH
development,2022-02-09,2022-02-09 14:45:00+00:00,BULL,2022-02-09 08:00:00+00:00,2022-02-09 12:00:00+00:00,F75_PATH
development,2022-02-22,2022-02-22 14:00:00+00:00,BEAR,2022-02-22 08:00:00+00:00,2022-02-22 12:00:00+00:00,F75_PATH
development,2022-03-03,2022-03-03 14:05:00+00:00,BULL,2022-03-03 08:00:00+00:00,2022-03-03 12:00:00+00:00,F75_PATH
development,2022-03-21,2022-03-21 13:45:00+00:00,BULL,2022-03-21 08:00:00+00:00,2022-03-21 12:00:00+00:00,F75_PATH
development,2022-03-22,2022-03-22 14:40:00+00:00,BULL,2022-03-22 08:00:00+00:00,2022-03-22 12:00:00+00:00,F75_PATH
development,2022-04-18,2022-04-18 13:35:00+00:00,BEAR,2022-04-18 08:00:00+00:00,2022-04-18 12:00:00+00:00,F75_PATH
development,2022-05-19,2022-05-19 13:40:00+00:00,BEAR,2022-05-19 08:00:00+00:00,2022-05-19 12:00:00+00:00,F75_PATH
development,2022-06-01,2022-06-01 13:35:00+00:00,BULL,2022-06-01 08:00:00+00:00,2022-06-01 12:00:00+00:00,F75_PATH
development,2022-06-28,2022-06-28 13:35:00+00:00,BULL,2022-06-28 08:00:00+00:00,2022-06-28 12:00:00+00:00,F75_PATH
development,2022-07-15,2022-07-15 14:30:00+00:00,BULL,2022-07-15 08:00:00+00:00,2022-07-15 12:00:00+00:00,F75_PATH
development,2022-07-19,2022-07-19 13:35:00+00:00,BULL,2022-07-19 08:00:00+00:00,2022-07-19 12:00:00+00:00,F75_PATH
development,2022-07-20,2022-07-20 13:40:00+00:00,BULL,2022-07-20 08:00:00+00:00,2022-07-20 12:00:00+00:00,F75_PATH
development,2022-07-28,2022-07-28 13:35:00+00:00,BULL,2022-07-28 08:00:00+00:00,2022-07-28 12:00:00+00:00,F75_PATH
development,2022-08-22,2022-08-22 14:10:00+00:00,BEAR,2022-08-22 08:00:00+00:00,2022-08-22 12:00:00+00:00,F75_PATH
development,2022-08-24,2022-08-24 14:30:00+00:00,BULL,2022-08-24 08:00:00+00:00,2022-08-24 12:00:00+00:00,F75_PATH
development,2022-09-02,2022-09-02 14:40:00+00:00,BULL,2022-09-02 08:00:00+00:00,2022-09-02 12:00:00+00:00,F75_PATH
development,2022-09-08,2022-09-08 13:45:00+00:00,BULL,2022-09-08 08:00:00+00:00,2022-09-08 12:00:00+00:00,F75_PATH
development,2022-09-20,2022-09-20 15:10:00+00:00,BEAR,2022-09-20 08:00:00+00:00,2022-09-20 12:00:00+00:00,F75_PATH
