partition,date_utc,signal_ts,variant,H,L,range,F75,F15,E10,touch_bar_start,frozen_h2_bar_start,confirmation_status,confirmation_kind,confirmation_bar_start,confirmation_ts,entry_executed,entry_ts,entry_px,entry_fraction,exit_ts,exit_px,exit_reason,net_pnl_usd,hold_minutes,h2_before_exit
development,2023-05-09,2023-05-09 17:05:00+00:00,SAME_BAR_REJECTION,1853.83,1833.03,20.799999999999955,1848.6299999999999,1836.1499999999999,1855.9099999999999,2023-05-09 17:10:00+00:00,,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
development,2023-05-12,2023-05-12 13:35:00+00:00,EARLY_RECLAIM,1776.68,1754.26,22.420000000000073,1771.075,1757.623,1778.922,2023-05-12 13:40:00+00:00,2023-05-12 14:10:00+00:00,CONFIRMED,SAME_BAR,2023-05-12 13:40:00+00:00,2023-05-12 13:45:00+00:00,True,2023-05-12 13:45:00+00:00,1773.91,0.8764495985727041,2023-05-12 14:10:00+00:00,1778.922,TP_E10,1.0126985021787331,25.0,True
development,2023-05-12,2023-05-12 13:35:00+00:00,SAME_BAR_REJECTION,1776.68,1754.26,22.420000000000073,1771.075,1757.623,1778.922,2023-05-12 13:40:00+00:00,2023-05-12 14:10:00+00:00,CONFIRMED,SAME_BAR,2023-05-12 13:40:00+00:00,2023-05-12 13:45:00+00:00,True,2023-05-12 13:45:00+00:00,1773.91,0.8764495985727041,2023-05-12 14:10:00+00:00,1778.922,TP_E10,1.0126985021787331,25.0,True
development,2023-05-16,2023-05-16 17:00:00+00:00,EARLY_RECLAIM,1826.92,1808.93,17.99000000000001,1822.4225000000001,1811.6285,1828.719,2023-05-16 17:05:00+00:00,2023-05-16 17:45:00+00:00,CONFIRMED,LATER_RECLAIM,2023-05-16 17:40:00+00:00,2023-05-16 17:45:00+00:00,True,2023-05-16 17:45:00+00:00,1824.07,0.8415786548082193,2023-05-16 18:00:00+00:00,1828.719,TP_E10,0.8743480239245652,15.0,True
development,2023-05-16,2023-05-16 17:00:00+00:00,SAME_BAR_REJECTION,1826.92,1808.93,17.99000000000001,1822.4225000000001,1811.6285,1828.719,2023-05-16 17:05:00+00:00,2023-05-16 17:45:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
development,2023-05-26,2023-05-26 13:40:00+00:00,EARLY_RECLAIM,1826.0,1807.81,18.190000000000055,1821.4524999999999,1810.5384999999999,1827.819,2023-05-26 13:55:00+00:00,2023-05-26 14:00:00+00:00,CONFIRMED,SAME_BAR,2023-05-26 13:55:00+00:00,2023-05-26 14:00:00+00:00,True,2023-05-26 14:00:00+00:00,1822.4,0.8020890599230402,2023-05-26 14:25:00+00:00,1827.819,TP_E10,1.0867756804214372,25.0,True
development,2023-05-26,2023-05-26 13:40:00+00:00,SAME_BAR_REJECTION,1826.0,1807.81,18.190000000000055,1821.4524999999999,1810.5384999999999,1827.819,2023-05-26 13:55:00+00:00,2023-05-26 14:00:00+00:00,CONFIRMED,SAME_BAR,2023-05-26 13:55:00+00:00,2023-05-26 14:00:00+00:00,True,2023-05-26 14:00:00+00:00,1822.4,0.8020890599230402,2023-05-26 14:25:00+00:00,1827.819,TP_E10,1.0867756804214372,25.0,True
development,2023-06-01,2023-06-01 16:25:00+00:00,EARLY_RECLAIM,1866.01,1851.21,14.799999999999955,1862.31,1853.43,1867.49,2023-06-01 16:30:00+00:00,2023-06-01 16:50:00+00:00,H2_BEFORE_CONFIRMATION,,,,False,,,,,,H2_BEFORE_CONFIRMATION,,,False
development,2023-06-01,2023-06-01 16:25:00+00:00,SAME_BAR_REJECTION,1866.01,1851.21,14.799999999999955,1862.31,1853.43,1867.49,2023-06-01 16:30:00+00:00,2023-06-01 16:50:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
development,2023-06-21,2023-06-21 14:00:00+00:00,EARLY_RECLAIM,1839.0,1806.58,32.42000000000007,1830.895,1811.443,1842.242,2023-06-21 14:20:00+00:00,2023-06-21 14:25:00+00:00,CONFIRMED,SAME_BAR,2023-06-21 14:20:00+00:00,2023-06-21 14:25:00+00:00,True,2023-06-21 14:25:00+00:00,1831.5,0.7686613201727334,2023-06-21 14:25:00+00:00,1842.242,TP_E10,2.53256893256888,0.0,True
development,2023-06-21,2023-06-21 14:00:00+00:00,SAME_BAR_REJECTION,1839.0,1806.58,32.42000000000007,1830.895,1811.443,1842.242,2023-06-21 14:20:00+00:00,2023-06-21 14:25:00+00:00,CONFIRMED,SAME_BAR,2023-06-21 14:20:00+00:00,2023-06-21 14:25:00+00:00,True,2023-06-21 14:25:00+00:00,1831.5,0.7686613201727334,2023-06-21 14:25:00+00:00,1842.242,TP_E10,2.53256893256888,0.0,True
development,2023-07-14,2023-07-14 15:35:00+00:00,EARLY_RECLAIM,2004.0,1984.07,19.930000000000064,1999.0175,1987.0594999999998,2005.993,2023-07-14 15:40:00+00:00,,CONFIRMED,SAME_BAR,2023-07-14 15:40:00+00:00,2023-07-14 15:45:00+00:00,True,2023-07-14 15:45:00+00:00,1999.54,0.7762167586552924,2023-07-14 17:05:00+00:00,1985.8,CLOSE_INVALIDATION_F15,-3.835790231753333,80.0,False
development,2023-07-14,2023-07-14 15:35:00+00:00,SAME_BAR_REJECTION,2004.0,1984.07,19.930000000000064,1999.0175,1987.0594999999998,2005.993,2023-07-14 15:40:00+00:00,,CONFIRMED,SAME_BAR,2023-07-14 15:40:00+00:00,2023-07-14 15:45:00+00:00,True,2023-07-14 15:45:00+00:00,1999.54,0.7762167586552924,2023-07-14 17:05:00+00:00,1985.8,CLOSE_INVALIDATION_F15,-3.835790231753333,80.0,False
development,2023-07-26,2023-07-26 14:05:00+00:00,EARLY_RECLAIM,1858.52,1846.9,11.61999999999989,1855.615,1848.643,1859.682,2023-07-26 14:10:00+00:00,2023-07-26 14:20:00+00:00,CONFIRMED,LATER_RECLAIM,2023-07-26 14:15:00+00:00,2023-07-26 14:20:00+00:00,True,2023-07-26 14:20:00+00:00,1856.66,0.8399311531841723,2023-07-26 14:30:00+00:00,1859.682,TP_E10,0.4138269796300612,10.0,True
development,2023-07-26,2023-07-26 14:05:00+00:00,SAME_BAR_REJECTION,1858.52,1846.9,11.61999999999989,1855.615,1848.643,1859.682,2023-07-26 14:10:00+00:00,2023-07-26 14:20:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
development,2023-08-03,2023-08-03 13:40:00+00:00,EARLY_RECLAIM,1838.5,1825.0,13.5,1835.125,1827.025,1839.85,2023-08-03 13:45:00+00:00,2023-08-03 13:55:00+00:00,CONFIRMED,SAME_BAR,2023-08-03 13:45:00+00:00,2023-08-03 13:50:00+00:00,True,2023-08-03 13:50:00+00:00,1837.14,0.8992592592592666,2023-08-03 14:00:00+00:00,1839.85,TP_E10,0.33755946743303544,10.0,True
development,2023-08-03,2023-08-03 13:40:00+00:00,SAME_BAR_REJECTION,1838.5,1825.0,13.5,1835.125,1827.025,1839.85,2023-08-03 13:45:00+00:00,2023-08-03 13:55:00+00:00,CONFIRMED,SAME_BAR,2023-08-03 13:45:00+00:00,2023-08-03 13:50:00+00:00,True,2023-08-03 13:50:00+00:00,1837.14,0.8992592592592666,2023-08-03 14:00:00+00:00,1839.85,TP_E10,0.33755946743303544,10.0,True
development,2023-08-25,2023-08-25 13:35:00+00:00,EARLY_RECLAIM,1663.97,1650.22,13.75,1660.5325,1652.2825,1665.345,2023-08-25 14:00:00+00:00,2023-08-25 14:15:00+00:00,H2_BEFORE_CONFIRMATION,,,,False,,,,,,H2_BEFORE_CONFIRMATION,,,False
development,2023-08-25,2023-08-25 13:35:00+00:00,SAME_BAR_REJECTION,1663.97,1650.22,13.75,1660.5325,1652.2825,1665.345,2023-08-25 14:00:00+00:00,2023-08-25 14:15:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
development,2023-08-29,2023-08-29 13:50:00+00:00,EARLY_RECLAIM,1647.24,1639.01,8.230000000000018,1645.1825,1640.2445,1648.063,2023-08-29 13:55:00+00:00,2023-08-29 14:00:00+00:00,H2_BEFORE_CONFIRMATION,,,,False,,,,,,H2_BEFORE_CONFIRMATION,,,False
development,2023-08-29,2023-08-29 13:50:00+00:00,SAME_BAR_REJECTION,1647.24,1639.01,8.230000000000018,1645.1825,1640.2445,1648.063,2023-08-29 13:55:00+00:00,2023-08-29 14:00:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
development,2023-09-14,2023-09-14 15:00:00+00:00,EARLY_RECLAIM,1635.8,1615.85,19.950000000000045,1630.8125,1618.8425,1637.795,2023-09-14 15:20:00+00:00,2023-09-14 17:05:00+00:00,CONFIRMED,SAME_BAR,2023-09-14 15:20:00+00:00,2023-09-14 15:25:00+00:00,True,2023-09-14 15:25:00+00:00,1631.26,0.7724310776942379,2023-09-14 18:00:00+00:00,1637.795,TP_E10,1.603052854848475,155.0,True
development,2023-09-14,2023-09-14 15:00:00+00:00,SAME_BAR_REJECTION,1635.8,1615.85,19.950000000000045,1630.8125,1618.8425,1637.795,2023-09-14 15:20:00+00:00,2023-09-14 17:05:00+00:00,CONFIRMED,SAME_BAR,2023-09-14 15:20:00+00:00,2023-09-14 15:25:00+00:00,True,2023-09-14 15:25:00+00:00,1631.26,0.7724310776942379,2023-09-14 18:00:00+00:00,1637.795,TP_E10,1.603052854848475,155.0,True
development,2023-09-20,2023-09-20 18:35:00+00:00,EARLY_RECLAIM,1637.51,1616.33,21.180000000000064,1632.215,1619.5069999999998,1639.628,2023-09-20 18:45:00+00:00,,LOW_BREAK_BEFORE_CONFIRMATION,,,,False,,,,,,LOW_BREAK_BEFORE_CONFIRMATION,,,False
development,2023-09-20,2023-09-20 18:35:00+00:00,SAME_BAR_REJECTION,1637.51,1616.33,21.180000000000064,1632.215,1619.5069999999998,1639.628,2023-09-20 18:45:00+00:00,,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
development,2023-10-05,2023-10-05 13:40:00+00:00,EARLY_RECLAIM,1648.43,1630.5,17.930000000000064,1643.9475,1633.1895,1650.223,2023-10-05 14:15:00+00:00,,CONFIRMED,SAME_BAR,2023-10-05 14:15:00+00:00,2023-10-05 14:20:00+00:00,True,2023-10-05 14:20:00+00:00,1645.18,0.8187395426659236,2023-10-05 15:05:00+00:00,1627.36,CLOSE_INVALIDATION_F15,-5.815820761254131,45.0,False
development,2023-10-05,2023-10-05 13:40:00+00:00,SAME_BAR_REJECTION,1648.43,1630.5,17.930000000000064,1643.9475,1633.1895,1650.223,2023-10-05 14:15:00+00:00,,CONFIRMED,SAME_BAR,2023-10-05 14:15:00+00:00,2023-10-05 14:20:00+00:00,True,2023-10-05 14:20:00+00:00,1645.18,0.8187395426659236,2023-10-05 15:05:00+00:00,1627.36,CLOSE_INVALIDATION_F15,-5.815820761254131,45.0,False
development,2023-10-19,2023-10-19 13:35:00+00:00,EARLY_RECLAIM,1558.67,1540.53,18.1400000000001,1554.135,1543.251,1560.4840000000002,2023-10-19 13:55:00+00:00,2023-10-19 14:50:00+00:00,CONFIRMED,LATER_RECLAIM,2023-10-19 14:05:00+00:00,2023-10-19 14:10:00+00:00,True,2023-10-19 14:10:00+00:00,1554.28,0.7579933847850013,2023-10-19 14:50:00+00:00,1560.4840000000002,TP_E10,1.5957793962478433,40.0,True
development,2023-10-19,2023-10-19 13:35:00+00:00,SAME_BAR_REJECTION,1558.67,1540.53,18.1400000000001,1554.135,1543.251,1560.4840000000002,2023-10-19 13:55:00+00:00,2023-10-19 14:50:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
development,2023-10-23,2023-10-23 14:50:00+00:00,EARLY_RECLAIM,1683.72,1661.2,22.519999999999982,1678.0900000000001,1664.578,1685.972,2023-10-23 14:55:00+00:00,2023-10-23 15:50:00+00:00,CONFIRMED,LATER_RECLAIM,2023-10-23 15:00:00+00:00,2023-10-23 15:05:00+00:00,True,2023-10-23 15:05:00+00:00,1679.03,0.7917406749555924,2023-10-23 16:45:00+00:00,1685.972,TP_E10,1.667265028022125,100.0,True
development,2023-10-23,2023-10-23 14:50:00+00:00,SAME_BAR_REJECTION,1683.72,1661.2,22.519999999999982,1678.0900000000001,1664.578,1685.972,2023-10-23 14:55:00+00:00,2023-10-23 15:50:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
development,2023-11-15,2023-11-15 16:05:00+00:00,EARLY_RECLAIM,2024.68,1982.01,42.67000000000007,2014.0125,1988.4105,2028.9470000000001,2023-11-15 16:20:00+00:00,2023-11-15 18:10:00+00:00,CONFIRMED,SAME_BAR,2023-11-15 16:20:00+00:00,2023-11-15 16:25:00+00:00,True,2023-11-15 16:25:00+00:00,2015.6,0.7872041246777562,2023-11-15 18:10:00+00:00,2028.9470000000001,TP_E10,2.91092478666406,105.0,True
development,2023-11-15,2023-11-15 16:05:00+00:00,SAME_BAR_REJECTION,2024.68,1982.01,42.67000000000007,2014.0125,1988.4105,2028.9470000000001,2023-11-15 16:20:00+00:00,2023-11-15 18:10:00+00:00,CONFIRMED,SAME_BAR,2023-11-15 16:20:00+00:00,2023-11-15 16:25:00+00:00,True,2023-11-15 16:25:00+00:00,2015.6,0.7872041246777562,2023-11-15 18:10:00+00:00,2028.9470000000001,TP_E10,2.91092478666406,105.0,True
development,2023-11-24,2023-11-24 15:45:00+00:00,EARLY_RECLAIM,2129.96,2075.14,54.820000000000164,2116.255,2083.363,2135.442,2023-11-24 15:55:00+00:00,,CONFIRMED,SAME_BAR,2023-11-24 15:55:00+00:00,2023-11-24 16:00:00+00:00,True,2023-11-24 16:00:00+00:00,2117.45,0.771798613644652,2023-11-24 19:10:00+00:00,2081.99,CLOSE_INVALIDATION_F15,-8.773279180145964,190.0,False
development,2023-11-24,2023-11-24 15:45:00+00:00,SAME_BAR_REJECTION,2129.96,2075.14,54.820000000000164,2116.255,2083.363,2135.442,2023-11-24 15:55:00+00:00,,CONFIRMED,SAME_BAR,2023-11-24 15:55:00+00:00,2023-11-24 16:00:00+00:00,True,2023-11-24 16:00:00+00:00,2117.45,0.771798613644652,2023-11-24 19:10:00+00:00,2081.99,CLOSE_INVALIDATION_F15,-8.773279180145964,190.0,False
development,2023-12-26,2023-12-26 13:45:00+00:00,EARLY_RECLAIM,2251.21,2216.86,34.34999999999991,2242.6225,2222.0125000000003,2254.645,2023-12-26 14:05:00+00:00,2023-12-26 14:25:00+00:00,CONFIRMED,SAME_BAR,2023-12-26 14:05:00+00:00,2023-12-26 14:10:00+00:00,True,2023-12-26 14:10:00+00:00,2244.21,0.7962154294032018,2023-12-26 16:25:00+00:00,2221.62,CLOSE_INVALIDATION_F15,-5.432951461761637,135.0,True
development,2023-12-26,2023-12-26 13:45:00+00:00,SAME_BAR_REJECTION,2251.21,2216.86,34.34999999999991,2242.6225,2222.0125000000003,2254.645,2023-12-26 14:05:00+00:00,2023-12-26 14:25:00+00:00,CONFIRMED,SAME_BAR,2023-12-26 14:05:00+00:00,2023-12-26 14:10:00+00:00,True,2023-12-26 14:10:00+00:00,2244.21,0.7962154294032018,2023-12-26 16:25:00+00:00,2221.62,CLOSE_INVALIDATION_F15,-5.432951461761637,135.0,True
development,2024-01-15,2024-01-15 13:55:00+00:00,EARLY_RECLAIM,2548.8,2507.93,40.870000000000346,2538.5825,2514.0605,2552.887,2024-01-15 14:00:00+00:00,2024-01-15 18:30:00+00:00,CONFIRMED,SAME_BAR,2024-01-15 14:00:00+00:00,2024-01-15 14:05:00+00:00,True,2024-01-15 14:05:00+00:00,2538.78,0.7548323954000514,2024-01-15 14:55:00+00:00,2511.69,CLOSE_INVALIDATION_F15,-5.735239760830058,50.0,False
development,2024-01-15,2024-01-15 13:55:00+00:00,SAME_BAR_REJECTION,2548.8,2507.93,40.870000000000346,2538.5825,2514.0605,2552.887,2024-01-15 14:00:00+00:00,2024-01-15 18:30:00+00:00,CONFIRMED,SAME_BAR,2024-01-15 14:00:00+00:00,2024-01-15 14:05:00+00:00,True,2024-01-15 14:05:00+00:00,2538.78,0.7548323954000514,2024-01-15 14:55:00+00:00,2511.69,CLOSE_INVALIDATION_F15,-5.735239760830058,50.0,False
development,2024-02-06,2024-02-06 13:35:00+00:00,EARLY_RECLAIM,2344.45,2308.16,36.289999999999964,2335.3774999999996,2313.6034999999997,2348.0789999999997,2024-02-06 13:45:00+00:00,2024-02-06 14:35:00+00:00,CONFIRMED,LATER_RECLAIM,2024-02-06 13:50:00+00:00,2024-02-06 13:55:00+00:00,True,2024-02-06 13:55:00+00:00,2337.4,0.8057316065031762,2024-02-06 16:20:00+00:00,2348.0789999999997,TP_E10,1.884375802173222,145.0,True
development,2024-02-06,2024-02-06 13:35:00+00:00,SAME_BAR_REJECTION,2344.45,2308.16,36.289999999999964,2335.3774999999996,2313.6034999999997,2348.0789999999997,2024-02-06 13:45:00+00:00,2024-02-06 14:35:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
development,2024-02-07,2024-02-07 14:05:00+00:00,EARLY_RECLAIM,2377.11,2352.06,25.050000000000182,2370.8475,2355.8175,2379.6150000000002,2024-02-07 14:15:00+00:00,2024-02-07 14:45:00+00:00,CONFIRMED,LATER_RECLAIM,2024-02-07 14:25:00+00:00,2024-02-07 14:30:00+00:00,True,2024-02-07 14:30:00+00:00,2372.24,0.8055888223552771,2024-02-07 14:45:00+00:00,2379.6150000000002,TP_E10,1.1544379995279246,15.0,True
development,2024-02-07,2024-02-07 14:05:00+00:00,SAME_BAR_REJECTION,2377.11,2352.06,25.050000000000182,2370.8475,2355.8175,2379.6150000000002,2024-02-07 14:15:00+00:00,2024-02-07 14:45:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
development,2024-02-15,2024-02-15 14:00:00+00:00,EARLY_RECLAIM,2816.13,2770.02,46.11000000000013,2804.6025,2776.9365,2820.741,2024-02-15 14:05:00+00:00,2024-02-15 14:10:00+00:00,CONFIRMED,SAME_BAR,2024-02-15 14:05:00+00:00,2024-02-15 14:10:00+00:00,True,2024-02-15 14:10:00+00:00,2809.07,0.8468878768163104,2024-02-15 14:15:00+00:00,2820.741,TP_E10,1.6773779222305056,5.0,True
development,2024-02-15,2024-02-15 14:00:00+00:00,SAME_BAR_REJECTION,2816.13,2770.02,46.11000000000013,2804.6025,2776.9365,2820.741,2024-02-15 14:05:00+00:00,2024-02-15 14:10:00+00:00,CONFIRMED,SAME_BAR,2024-02-15 14:05:00+00:00,2024-02-15 14:10:00+00:00,True,2024-02-15 14:10:00+00:00,2809.07,0.8468878768163104,2024-02-15 14:15:00+00:00,2820.741,TP_E10,1.6773779222305056,5.0,True
development,2024-03-28,2024-03-28 13:35:00+00:00,EARLY_RECLAIM,3597.61,3554.95,42.66000000000031,3586.945,3561.3489999999997,3601.876,2024-03-28 14:00:00+00:00,2024-03-28 14:05:00+00:00,CONFIRMED,SAME_BAR,2024-03-28 14:00:00+00:00,2024-03-28 14:05:00+00:00,True,2024-03-28 14:05:00+00:00,3593.28,0.8984997655883756,2024-03-28 14:05:00+00:00,3601.876,TP_E10,0.7961216493009408,0.0,True
development,2024-03-28,2024-03-28 13:35:00+00:00,SAME_BAR_REJECTION,3597.61,3554.95,42.66000000000031,3586.945,3561.3489999999997,3601.876,2024-03-28 14:00:00+00:00,2024-03-28 14:05:00+00:00,CONFIRMED,SAME_BAR,2024-03-28 14:00:00+00:00,2024-03-28 14:05:00+00:00,True,2024-03-28 14:05:00+00:00,3593.28,0.8984997655883756,2024-03-28 14:05:00+00:00,3601.876,TP_E10,0.7961216493009408,0.0,True
development,2024-04-04,2024-04-04 14:10:00+00:00,EARLY_RECLAIM,3383.0,3320.91,62.090000000000146,3367.4775,3330.2235,3389.209,2024-04-04 14:25:00+00:00,2024-04-04 14:40:00+00:00,CONFIRMED,SAME_BAR,2024-04-04 14:25:00+00:00,2024-04-04 14:30:00+00:00,True,2024-04-04 14:30:00+00:00,3370.19,0.7936865839909822,2024-04-04 14:40:00+00:00,3389.209,TP_E10,2.421651004839443,10.0,True
development,2024-04-04,2024-04-04 14:10:00+00:00,SAME_BAR_REJECTION,3383.0,3320.91,62.090000000000146,3367.4775,3330.2235,3389.209,2024-04-04 14:25:00+00:00,2024-04-04 14:40:00+00:00,CONFIRMED,SAME_BAR,2024-04-04 14:25:00+00:00,2024-04-04 14:30:00+00:00,True,2024-04-04 14:30:00+00:00,3370.19,0.7936865839909822,2024-04-04 14:40:00+00:00,3389.209,TP_E10,2.421651004839443,10.0,True
development,2024-04-10,2024-04-10 17:25:00+00:00,EARLY_RECLAIM,3543.94,3413.2,130.74000000000024,3511.255,3432.8109999999997,3557.014,2024-04-10 18:00:00+00:00,,CONFIRMED,SAME_BAR,2024-04-10 18:00:00+00:00,2024-04-10 18:05:00+00:00,True,2024-04-10 18:05:00+00:00,3512.13,0.7566926724797316,2024-04-10 20:00:00+00:00,3523.99,TIME_EXIT_SESSION_END,1.2884340841597512,115.0,False
development,2024-04-10,2024-04-10 17:25:00+00:00,SAME_BAR_REJECTION,3543.94,3413.2,130.74000000000024,3511.255,3432.8109999999997,3557.014,2024-04-10 18:00:00+00:00,,CONFIRMED,SAME_BAR,2024-04-10 18:00:00+00:00,2024-04-10 18:05:00+00:00,True,2024-04-10 18:05:00+00:00,3512.13,0.7566926724797316,2024-04-10 20:00:00+00:00,3523.99,TIME_EXIT_SESSION_END,1.2884340841597512,115.0,False
development,2024-05-21,2024-05-21 13:50:00+00:00,EARLY_RECLAIM,3830.53,3651.59,178.94000000000005,3785.795,3678.431,3848.424,2024-05-21 14:05:00+00:00,2024-05-21 14:35:00+00:00,CONFIRMED,SAME_BAR,2024-05-21 14:05:00+00:00,2024-05-21 14:10:00+00:00,True,2024-05-21 14:10:00+00:00,3788.16,0.7632167206884971,2024-05-21 16:30:00+00:00,3848.424,TP_E10,7.554257475925041,140.0,True
development,2024-05-21,2024-05-21 13:50:00+00:00,SAME_BAR_REJECTION,3830.53,3651.59,178.94000000000005,3785.795,3678.431,3848.424,2024-05-21 14:05:00+00:00,2024-05-21 14:35:00+00:00,CONFIRMED,SAME_BAR,2024-05-21 14:05:00+00:00,2024-05-21 14:10:00+00:00,True,2024-05-21 14:10:00+00:00,3788.16,0.7632167206884971,2024-05-21 16:30:00+00:00,3848.424,TP_E10,7.554257475925041,140.0,True
development,2024-05-22,2024-05-22 16:15:00+00:00,EARLY_RECLAIM,3782.34,3655.0,127.34000000000015,3750.505,3674.101,3795.074,2024-05-22 16:35:00+00:00,2024-05-22 17:15:00+00:00,CONFIRMED,SAME_BAR,2024-05-22 16:35:00+00:00,2024-05-22 16:40:00+00:00,True,2024-05-22 16:40:00+00:00,3752.56,0.7661378985393422,2024-05-22 17:15:00+00:00,3795.074,TP_E10,5.264666254503569,35.0,True
development,2024-05-22,2024-05-22 16:15:00+00:00,SAME_BAR_REJECTION,3782.34,3655.0,127.34000000000015,3750.505,3674.101,3795.074,2024-05-22 16:35:00+00:00,2024-05-22 17:15:00+00:00,CONFIRMED,SAME_BAR,2024-05-22 16:35:00+00:00,2024-05-22 16:40:00+00:00,True,2024-05-22 16:40:00+00:00,3752.56,0.7661378985393422,2024-05-22 17:15:00+00:00,3795.074,TP_E10,5.264666254503569,35.0,True
development,2024-07-26,2024-07-26 14:15:00+00:00,EARLY_RECLAIM,3262.72,3227.7,35.01999999999998,3253.9649999999997,3232.953,3266.2219999999998,2024-07-26 14:25:00+00:00,,LOW_BREAK_BEFORE_CONFIRMATION,,,,False,,,,,,LOW_BREAK_BEFORE_CONFIRMATION,,,False
development,2024-07-26,2024-07-26 14:15:00+00:00,SAME_BAR_REJECTION,3262.72,3227.7,35.01999999999998,3253.9649999999997,3232.953,3266.2219999999998,2024-07-26 14:25:00+00:00,,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
development,2024-08-12,2024-08-12 13:40:00+00:00,EARLY_RECLAIM,2698.85,2556.62,142.23000000000002,2663.2925,2577.9545,2713.073,2024-08-12 14:10:00+00:00,2024-08-12 14:35:00+00:00,CONFIRMED,SAME_BAR,2024-08-12 14:10:00+00:00,2024-08-12 14:15:00+00:00,True,2024-08-12 14:15:00+00:00,2671.01,0.8042607044927252,2024-08-12 14:35:00+00:00,2713.073,TP_E10,7.473987742464394,20.0,True
development,2024-08-12,2024-08-12 13:40:00+00:00,SAME_BAR_REJECTION,2698.85,2556.62,142.23000000000002,2663.2925,2577.9545,2713.073,2024-08-12 14:10:00+00:00,2024-08-12 14:35:00+00:00,CONFIRMED,SAME_BAR,2024-08-12 14:10:00+00:00,2024-08-12 14:15:00+00:00,True,2024-08-12 14:15:00+00:00,2671.01,0.8042607044927252,2024-08-12 14:35:00+00:00,2713.073,TP_E10,7.473987742464394,20.0,True
development,2024-08-15,2024-08-15 13:40:00+00:00,EARLY_RECLAIM,2666.65,2604.29,62.36000000000013,2651.06,2613.644,2672.886,2024-08-15 13:45:00+00:00,2024-08-15 14:00:00+00:00,CONFIRMED,SAME_BAR,2024-08-15 13:45:00+00:00,2024-08-15 13:50:00+00:00,True,2024-08-15 13:50:00+00:00,2653.91,0.795702373316225,2024-08-15 15:50:00+00:00,2672.886,TP_E10,3.175102396087271,120.0,True
development,2024-08-15,2024-08-15 13:40:00+00:00,SAME_BAR_REJECTION,2666.65,2604.29,62.36000000000013,2651.06,2613.644,2672.886,2024-08-15 13:45:00+00:00,2024-08-15 14:00:00+00:00,CONFIRMED,SAME_BAR,2024-08-15 13:45:00+00:00,2024-08-15 13:50:00+00:00,True,2024-08-15 13:50:00+00:00,2653.91,0.795702373316225,2024-08-15 15:50:00+00:00,2672.886,TP_E10,3.175102396087271,120.0,True
development,2024-11-21,2024-11-21 14:10:00+00:00,EARLY_RECLAIM,3370.0,3120.14,249.86000000000013,3307.535,3157.6189999999997,3394.986,2024-11-21 15:10:00+00:00,2024-11-21 18:55:00+00:00,CONFIRMED,SAME_BAR,2024-11-21 15:10:00+00:00,2024-11-21 15:15:00+00:00,True,2024-11-21 15:15:00+00:00,3323.06,0.8121347954854717,2024-11-21 20:00:00+00:00,3349.99,TIME_EXIT_SESSION_END,3.6519882277177955,285.0,True
development,2024-11-21,2024-11-21 14:10:00+00:00,SAME_BAR_REJECTION,3370.0,3120.14,249.86000000000013,3307.535,3157.6189999999997,3394.986,2024-11-21 15:10:00+00:00,2024-11-21 18:55:00+00:00,CONFIRMED,SAME_BAR,2024-11-21 15:10:00+00:00,2024-11-21 15:15:00+00:00,True,2024-11-21 15:15:00+00:00,3323.06,0.8121347954854717,2024-11-21 20:00:00+00:00,3349.99,TIME_EXIT_SESSION_END,3.6519882277177955,285.0,True
development,2024-11-29,2024-11-29 14:05:00+00:00,EARLY_RECLAIM,3618.0,3547.58,70.42000000000007,3600.395,3558.143,3625.042,2024-11-29 14:15:00+00:00,2024-11-29 14:35:00+00:00,CONFIRMED,SAME_BAR,2024-11-29 14:15:00+00:00,2024-11-29 14:20:00+00:00,True,2024-11-29 14:20:00+00:00,3603.52,0.794376597557512,2024-11-29 14:45:00+00:00,3625.042,TP_E10,2.5862467809252947,25.0,True
development,2024-11-29,2024-11-29 14:05:00+00:00,SAME_BAR_REJECTION,3618.0,3547.58,70.42000000000007,3600.395,3558.143,3625.042,2024-11-29 14:15:00+00:00,2024-11-29 14:35:00+00:00,CONFIRMED,SAME_BAR,2024-11-29 14:15:00+00:00,2024-11-29 14:20:00+00:00,True,2024-11-29 14:20:00+00:00,3603.52,0.794376597557512,2024-11-29 14:45:00+00:00,3625.042,TP_E10,2.5862467809252947,25.0,True
