partition,date_utc,signal_bar_start,signal_ts,session_end,H,L,range,k1_episode_bars,window_status,leave_bar_start,leave_ts,eligible_start,h2_bar_start,h2_ts,opposite_break_bar_start,opposite_break_ts,terminal_bar_start
development,2023-03-22,2023-03-22 13:35:00+00:00,2023-03-22 13:40:00+00:00,2023-03-22 20:00:00+00:00,28379.4,27962.1,417.3000000000029,1,H2_ARRIVAL,2023-03-22 13:40:00+00:00,2023-03-22 13:45:00+00:00,2023-03-22 13:45:00+00:00,2023-03-22 14:20:00+00:00,2023-03-22 14:25:00+00:00,,,2023-03-22 14:20:00+00:00
development,2023-04-11,2023-04-11 13:55:00+00:00,2023-04-11 14:00:00+00:00,2023-04-11 20:00:00+00:00,30235.0,29966.0,269.0,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2023-05-08,2023-05-08 15:00:00+00:00,2023-05-08 15:05:00+00:00,2023-05-08 20:00:00+00:00,27977.6,27550.0,427.59999999999854,1,H2_ARRIVAL,2023-05-08 15:05:00+00:00,2023-05-08 15:10:00+00:00,2023-05-08 15:10:00+00:00,2023-05-08 15:20:00+00:00,2023-05-08 15:25:00+00:00,,,2023-05-08 15:20:00+00:00
development,2023-05-12,2023-05-12 13:30:00+00:00,2023-05-12 13:35:00+00:00,2023-05-12 20:00:00+00:00,26473.0,26220.0,253.0,2,H2_ARRIVAL,2023-05-12 13:40:00+00:00,2023-05-12 13:45:00+00:00,2023-05-12 13:45:00+00:00,2023-05-12 13:50:00+00:00,2023-05-12 13:55:00+00:00,,,2023-05-12 13:50:00+00:00
development,2023-05-22,2023-05-22 13:30:00+00:00,2023-05-22 13:35:00+00:00,2023-05-22 20:00:00+00:00,26892.4,26690.0,202.40000000000146,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2023-05-26,2023-05-26 13:30:00+00:00,2023-05-26 13:35:00+00:00,2023-05-26 20:00:00+00:00,26547.3,26342.9,204.39999999999782,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2023-05-31,2023-05-31 13:40:00+00:00,2023-05-31 13:45:00+00:00,2023-05-31 20:00:00+00:00,27198.0,26980.0,218.0,2,OPPOSITE_BREAK_BEFORE_H2,2023-05-31 13:50:00+00:00,2023-05-31 13:55:00+00:00,2023-05-31 13:55:00+00:00,,,2023-05-31 14:15:00+00:00,2023-05-31 14:20:00+00:00,2023-05-31 14:15:00+00:00
development,2023-06-01,2023-06-01 14:05:00+00:00,2023-06-01 14:10:00+00:00,2023-06-01 20:00:00+00:00,26960.0,26773.2,186.79999999999927,1,H2_ARRIVAL,2023-06-01 14:10:00+00:00,2023-06-01 14:15:00+00:00,2023-06-01 14:15:00+00:00,2023-06-01 16:50:00+00:00,2023-06-01 16:55:00+00:00,,,2023-06-01 16:50:00+00:00
development,2023-06-19,2023-06-19 13:30:00+00:00,2023-06-19 13:35:00+00:00,2023-06-19 20:00:00+00:00,26569.7,26350.2,219.5,1,OPPOSITE_BREAK_BEFORE_H2,2023-06-19 13:35:00+00:00,2023-06-19 13:40:00+00:00,2023-06-19 13:40:00+00:00,,,2023-06-19 16:30:00+00:00,2023-06-19 16:35:00+00:00,2023-06-19 16:30:00+00:00
development,2023-06-22,2023-06-22 13:45:00+00:00,2023-06-22 13:50:00+00:00,2023-06-22 20:00:00+00:00,30320.0,29800.0,520.0,1,OPPOSITE_BREAK_BEFORE_H2,2023-06-22 13:50:00+00:00,2023-06-22 13:55:00+00:00,2023-06-22 13:55:00+00:00,,,2023-06-22 14:40:00+00:00,2023-06-22 14:45:00+00:00,2023-06-22 14:40:00+00:00
development,2023-07-03,2023-07-03 14:05:00+00:00,2023-07-03 14:10:00+00:00,2023-07-03 20:00:00+00:00,30693.7,30559.4,134.29999999999927,3,H2_ARRIVAL,2023-07-03 14:20:00+00:00,2023-07-03 14:25:00+00:00,2023-07-03 14:25:00+00:00,2023-07-03 14:25:00+00:00,2023-07-03 14:30:00+00:00,,,2023-07-03 14:25:00+00:00
development,2023-07-04,2023-07-04 16:25:00+00:00,2023-07-04 16:30:00+00:00,2023-07-04 20:00:00+00:00,31080.0,30856.0,224.0,1,OPPOSITE_BREAK_BEFORE_H2,2023-07-04 16:30:00+00:00,2023-07-04 16:35:00+00:00,2023-07-04 16:35:00+00:00,,,2023-07-04 18:00:00+00:00,2023-07-04 18:05:00+00:00,2023-07-04 18:00:00+00:00
development,2023-07-10,2023-07-10 13:35:00+00:00,2023-07-10 13:40:00+00:00,2023-07-10 20:00:00+00:00,30275.4,29966.6,308.8000000000029,2,H2_ARRIVAL,2023-07-10 13:45:00+00:00,2023-07-10 13:50:00+00:00,2023-07-10 13:50:00+00:00,2023-07-10 14:20:00+00:00,2023-07-10 14:25:00+00:00,,,2023-07-10 14:20:00+00:00
development,2023-07-19,2023-07-19 13:45:00+00:00,2023-07-19 13:50:00+00:00,2023-07-19 20:00:00+00:00,30038.4,29800.0,238.40000000000146,1,H2_ARRIVAL,2023-07-19 13:50:00+00:00,2023-07-19 13:55:00+00:00,2023-07-19 13:55:00+00:00,2023-07-19 14:00:00+00:00,2023-07-19 14:05:00+00:00,,,2023-07-19 14:00:00+00:00
development,2023-07-26,2023-07-26 14:00:00+00:00,2023-07-26 14:05:00+00:00,2023-07-26 20:00:00+00:00,29321.4,29145.2,176.20000000000073,1,H2_ARRIVAL,2023-07-26 14:05:00+00:00,2023-07-26 14:10:00+00:00,2023-07-26 14:10:00+00:00,2023-07-26 15:40:00+00:00,2023-07-26 15:45:00+00:00,,,2023-07-26 15:40:00+00:00
development,2023-08-03,2023-08-03 13:35:00+00:00,2023-08-03 13:40:00+00:00,2023-08-03 20:00:00+00:00,29193.5,28955.4,238.09999999999854,1,H2_ARRIVAL,2023-08-03 13:40:00+00:00,2023-08-03 13:45:00+00:00,2023-08-03 13:45:00+00:00,2023-08-03 13:55:00+00:00,2023-08-03 14:00:00+00:00,,,2023-08-03 13:55:00+00:00
development,2023-08-04,2023-08-04 13:35:00+00:00,2023-08-04 13:40:00+00:00,2023-08-04 20:00:00+00:00,29263.2,29116.0,147.20000000000073,2,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2023-08-23,2023-08-23 14:50:00+00:00,2023-08-23 14:55:00+00:00,2023-08-23 20:00:00+00:00,26085.6,25800.0,285.59999999999854,2,H2_ARRIVAL,2023-08-23 15:00:00+00:00,2023-08-23 15:05:00+00:00,2023-08-23 15:05:00+00:00,2023-08-23 15:10:00+00:00,2023-08-23 15:15:00+00:00,,,2023-08-23 15:10:00+00:00
development,2023-09-06,2023-09-06 13:45:00+00:00,2023-09-06 13:50:00+00:00,2023-09-06 20:00:00+00:00,25766.6,25673.0,93.59999999999854,1,OPPOSITE_BREAK_BEFORE_H2,2023-09-06 13:50:00+00:00,2023-09-06 13:55:00+00:00,2023-09-06 13:55:00+00:00,,,2023-09-06 14:00:00+00:00,2023-09-06 14:05:00+00:00,2023-09-06 14:00:00+00:00
development,2023-09-07,2023-09-07 13:40:00+00:00,2023-09-07 13:45:00+00:00,2023-09-07 20:00:00+00:00,25751.0,25625.0,126.0,1,H2_ARRIVAL,2023-09-07 13:45:00+00:00,2023-09-07 13:50:00+00:00,2023-09-07 13:50:00+00:00,2023-09-07 14:50:00+00:00,2023-09-07 14:55:00+00:00,,,2023-09-07 14:50:00+00:00
development,2023-09-12,2023-09-12 14:00:00+00:00,2023-09-12 14:05:00+00:00,2023-09-12 20:00:00+00:00,26330.9,25720.0,610.9000000000015,1,H2_ARRIVAL,2023-09-12 14:05:00+00:00,2023-09-12 14:10:00+00:00,2023-09-12 14:10:00+00:00,2023-09-12 16:30:00+00:00,2023-09-12 16:35:00+00:00,,,2023-09-12 16:30:00+00:00
development,2023-09-13,2023-09-13 14:35:00+00:00,2023-09-13 14:40:00+00:00,2023-09-13 20:00:00+00:00,26267.4,25850.8,416.6000000000022,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2023-09-14,2023-09-14 15:00:00+00:00,2023-09-14 15:05:00+00:00,2023-09-14 20:00:00+00:00,26790.0,26253.0,537.0,1,H2_ARRIVAL,2023-09-14 15:05:00+00:00,2023-09-14 15:10:00+00:00,2023-09-14 15:10:00+00:00,2023-09-14 18:35:00+00:00,2023-09-14 18:40:00+00:00,,,2023-09-14 18:35:00+00:00
development,2023-09-19,2023-09-19 15:35:00+00:00,2023-09-19 15:40:00+00:00,2023-09-19 20:00:00+00:00,27470.0,26834.3,635.7000000000007,1,H2_ARRIVAL,2023-09-19 15:40:00+00:00,2023-09-19 15:45:00+00:00,2023-09-19 15:45:00+00:00,2023-09-19 15:50:00+00:00,2023-09-19 15:55:00+00:00,,,2023-09-19 15:50:00+00:00
development,2023-09-20,2023-09-20 13:50:00+00:00,2023-09-20 13:55:00+00:00,2023-09-20 20:00:00+00:00,27182.0,26930.3,251.70000000000073,1,H2_ARRIVAL,2023-09-20 13:55:00+00:00,2023-09-20 14:00:00+00:00,2023-09-20 14:00:00+00:00,2023-09-20 14:00:00+00:00,2023-09-20 14:05:00+00:00,,,2023-09-20 14:00:00+00:00
development,2023-09-28,2023-09-28 14:20:00+00:00,2023-09-28 14:25:00+00:00,2023-09-28 20:00:00+00:00,26620.0,26373.8,246.20000000000073,2,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2023-10-05,2023-10-05 13:35:00+00:00,2023-10-05 13:40:00+00:00,2023-10-05 20:00:00+00:00,28070.8,27578.1,492.7000000000007,1,H2_ARRIVAL,2023-10-05 13:40:00+00:00,2023-10-05 13:45:00+00:00,2023-10-05 13:45:00+00:00,2023-10-05 14:15:00+00:00,2023-10-05 14:20:00+00:00,,,2023-10-05 14:15:00+00:00
development,2023-10-16,2023-10-16 13:30:00+00:00,2023-10-16 13:35:00+00:00,2023-10-16 20:00:00+00:00,29488.0,27627.4,1860.5999999999985,1,NO_H2_BY_SESSION_END,2023-10-16 13:35:00+00:00,2023-10-16 13:40:00+00:00,2023-10-16 13:40:00+00:00,,,,,
development,2023-10-19,2023-10-19 13:30:00+00:00,2023-10-19 13:35:00+00:00,2023-10-19 20:00:00+00:00,28563.6,28267.4,296.1999999999971,1,H2_ARRIVAL,2023-10-19 13:35:00+00:00,2023-10-19 13:40:00+00:00,2023-10-19 13:40:00+00:00,2023-10-19 14:10:00+00:00,2023-10-19 14:15:00+00:00,,,2023-10-19 14:10:00+00:00
development,2023-10-23,2023-10-23 14:45:00+00:00,2023-10-23 14:50:00+00:00,2023-10-23 20:00:00+00:00,30777.0,30333.0,444.0,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2023-10-25,2023-10-25 14:30:00+00:00,2023-10-25 14:35:00+00:00,2023-10-25 20:00:00+00:00,34711.9,33773.3,938.5999999999985,5,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2023-10-31,2023-10-31 19:00:00+00:00,2023-10-31 19:05:00+00:00,2023-10-31 20:00:00+00:00,34563.6,34016.8,546.7999999999956,1,H2_ARRIVAL,2023-10-31 19:05:00+00:00,2023-10-31 19:10:00+00:00,2023-10-31 19:10:00+00:00,2023-10-31 19:55:00+00:00,2023-10-31 20:00:00+00:00,,,2023-10-31 19:55:00+00:00
development,2023-11-03,2023-11-03 14:00:00+00:00,2023-11-03 14:05:00+00:00,2023-11-03 20:00:00+00:00,34618.0,34123.0,495.0,1,H2_ARRIVAL,2023-11-03 14:05:00+00:00,2023-11-03 14:10:00+00:00,2023-11-03 14:10:00+00:00,2023-11-03 14:20:00+00:00,2023-11-03 14:25:00+00:00,,,2023-11-03 14:20:00+00:00
development,2023-11-15,2023-11-15 15:55:00+00:00,2023-11-15 16:00:00+00:00,2023-11-15 20:00:00+00:00,36424.7,35593.0,831.6999999999971,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2023-11-24,2023-11-24 15:20:00+00:00,2023-11-24 15:25:00+00:00,2023-11-24 20:00:00+00:00,38200.0,37427.3,772.6999999999971,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2023-11-30,2023-11-30 13:40:00+00:00,2023-11-30 13:45:00+00:00,2023-11-30 20:00:00+00:00,37913.6,37570.9,342.6999999999971,2,OPPOSITE_BREAK_BEFORE_H2,2023-11-30 13:50:00+00:00,2023-11-30 13:55:00+00:00,2023-11-30 13:55:00+00:00,,,2023-11-30 14:00:00+00:00,2023-11-30 14:05:00+00:00,2023-11-30 14:00:00+00:00
development,2023-12-07,2023-12-07 15:30:00+00:00,2023-12-07 15:35:00+00:00,2023-12-07 20:00:00+00:00,43911.5,42815.0,1096.5,1,NO_H2_BY_SESSION_END,2023-12-07 15:35:00+00:00,2023-12-07 15:40:00+00:00,2023-12-07 15:40:00+00:00,,,,,
development,2023-12-20,2023-12-20 13:30:00+00:00,2023-12-20 13:35:00+00:00,2023-12-20 20:00:00+00:00,43437.8,42693.6,744.2000000000044,1,H2_ARRIVAL,2023-12-20 13:35:00+00:00,2023-12-20 13:40:00+00:00,2023-12-20 13:40:00+00:00,2023-12-20 13:40:00+00:00,2023-12-20 13:45:00+00:00,,,2023-12-20 13:40:00+00:00
development,2023-12-21,2023-12-21 13:55:00+00:00,2023-12-21 14:00:00+00:00,2023-12-21 20:00:00+00:00,44260.0,43610.0,650.0,1,OPPOSITE_BREAK_BEFORE_H2,2023-12-21 14:00:00+00:00,2023-12-21 14:05:00+00:00,2023-12-21 14:05:00+00:00,,,2023-12-21 14:55:00+00:00,2023-12-21 15:00:00+00:00,2023-12-21 14:55:00+00:00
development,2023-12-26,2023-12-26 14:25:00+00:00,2023-12-26 14:30:00+00:00,2023-12-26 20:00:00+00:00,42836.5,42109.0,727.5,1,OPPOSITE_BREAK_BEFORE_H2,2023-12-26 14:30:00+00:00,2023-12-26 14:35:00+00:00,2023-12-26 14:35:00+00:00,,,2023-12-26 17:35:00+00:00,2023-12-26 17:40:00+00:00,2023-12-26 17:35:00+00:00
development,2024-01-08,2024-01-08 15:40:00+00:00,2024-01-08 15:45:00+00:00,2024-01-08 20:00:00+00:00,45180.0,43629.7,1550.300000000003,1,H2_ARRIVAL,2024-01-08 15:45:00+00:00,2024-01-08 15:50:00+00:00,2024-01-08 15:50:00+00:00,2024-01-08 17:15:00+00:00,2024-01-08 17:20:00+00:00,,,2024-01-08 17:15:00+00:00
development,2024-01-09,2024-01-09 13:50:00+00:00,2024-01-09 13:55:00+00:00,2024-01-09 20:00:00+00:00,47080.0,45400.0,1680.0,1,NO_H2_BY_SESSION_END,2024-01-09 13:55:00+00:00,2024-01-09 14:00:00+00:00,2024-01-09 14:00:00+00:00,,,,,
development,2024-02-05,2024-02-05 13:30:00+00:00,2024-02-05 13:35:00+00:00,2024-02-05 20:00:00+00:00,43443.7,42936.0,507.6999999999971,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2024-02-06,2024-02-06 15:20:00+00:00,2024-02-06 15:25:00+00:00,2024-02-06 20:00:00+00:00,43110.0,42631.0,479.0,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2024-02-07,2024-02-07 14:15:00+00:00,2024-02-07 14:20:00+00:00,2024-02-07 20:00:00+00:00,43191.2,42813.6,377.59999999999854,1,H2_ARRIVAL,2024-02-07 14:20:00+00:00,2024-02-07 14:25:00+00:00,2024-02-07 14:25:00+00:00,2024-02-07 14:45:00+00:00,2024-02-07 14:50:00+00:00,,,2024-02-07 14:45:00+00:00
development,2024-02-09,2024-02-09 14:10:00+00:00,2024-02-09 14:15:00+00:00,2024-02-09 20:00:00+00:00,47688.3,46183.4,1504.9000000000015,1,H2_ARRIVAL,2024-02-09 14:15:00+00:00,2024-02-09 14:20:00+00:00,2024-02-09 14:20:00+00:00,2024-02-09 18:00:00+00:00,2024-02-09 18:05:00+00:00,,,2024-02-09 18:00:00+00:00
development,2024-02-14,2024-02-14 14:30:00+00:00,2024-02-14 14:35:00+00:00,2024-02-14 20:00:00+00:00,51888.0,49742.4,2145.5999999999985,2,H2_ARRIVAL,2024-02-14 14:40:00+00:00,2024-02-14 14:45:00+00:00,2024-02-14 14:45:00+00:00,2024-02-14 14:50:00+00:00,2024-02-14 14:55:00+00:00,,,2024-02-14 14:50:00+00:00
development,2024-02-23,2024-02-23 14:20:00+00:00,2024-02-23 14:25:00+00:00,2024-02-23 20:00:00+00:00,51300.0,50862.3,437.6999999999971,1,H2_ARRIVAL,2024-02-23 14:25:00+00:00,2024-02-23 14:30:00+00:00,2024-02-23 14:30:00+00:00,2024-02-23 14:30:00+00:00,2024-02-23 14:35:00+00:00,,,2024-02-23 14:30:00+00:00
development,2024-02-28,2024-02-28 14:55:00+00:00,2024-02-28 15:00:00+00:00,2024-02-28 20:00:00+00:00,61127.0,58226.9,2900.0999999999985,1,H2_ARRIVAL,2024-02-28 15:00:00+00:00,2024-02-28 15:05:00+00:00,2024-02-28 15:05:00+00:00,2024-02-28 15:10:00+00:00,2024-02-28 15:15:00+00:00,,,2024-02-28 15:10:00+00:00
development,2024-02-29,2024-02-29 14:30:00+00:00,2024-02-29 14:35:00+00:00,2024-02-29 20:00:00+00:00,63460.8,62050.0,1410.800000000003,2,OPPOSITE_BREAK_BEFORE_H2,2024-02-29 14:40:00+00:00,2024-02-29 14:45:00+00:00,2024-02-29 14:45:00+00:00,,,2024-02-29 16:40:00+00:00,2024-02-29 16:45:00+00:00,2024-02-29 16:40:00+00:00
development,2024-03-04,2024-03-04 13:40:00+00:00,2024-03-04 13:45:00+00:00,2024-03-04 20:00:00+00:00,65717.4,64078.2,1639.199999999997,1,H2_ARRIVAL,2024-03-04 13:45:00+00:00,2024-03-04 13:50:00+00:00,2024-03-04 13:50:00+00:00,2024-03-04 14:35:00+00:00,2024-03-04 14:40:00+00:00,,,2024-03-04 14:35:00+00:00
development,2024-03-07,2024-03-07 14:25:00+00:00,2024-03-07 14:30:00+00:00,2024-03-07 20:00:00+00:00,67350.0,66404.2,945.8000000000029,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2024-03-08,2024-03-08 13:45:00+00:00,2024-03-08 13:50:00+00:00,2024-03-08 20:00:00+00:00,67860.0,67093.0,767.0,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2024-03-11,2024-03-11 15:05:00+00:00,2024-03-11 15:10:00+00:00,2024-03-11 20:00:00+00:00,72498.3,71211.5,1286.800000000003,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2024-03-15,2024-03-15 13:55:00+00:00,2024-03-15 14:00:00+00:00,2024-03-15 20:00:00+00:00,68665.5,65580.0,3085.5,1,H2_ARRIVAL,2024-03-15 14:00:00+00:00,2024-03-15 14:05:00+00:00,2024-03-15 14:05:00+00:00,2024-03-15 14:55:00+00:00,2024-03-15 15:00:00+00:00,,,2024-03-15 14:55:00+00:00
development,2024-03-20,2024-03-20 15:00:00+00:00,2024-03-20 15:05:00+00:00,2024-03-20 20:00:00+00:00,64380.0,62676.6,1703.4000000000015,1,OPPOSITE_BREAK_BEFORE_H2,2024-03-20 15:05:00+00:00,2024-03-20 15:10:00+00:00,2024-03-20 15:10:00+00:00,,,2024-03-20 16:25:00+00:00,2024-03-20 16:30:00+00:00,2024-03-20 16:25:00+00:00
development,2024-03-27,2024-03-27 13:30:00+00:00,2024-03-27 13:35:00+00:00,2024-03-27 20:00:00+00:00,71778.8,69466.4,2312.4000000000087,1,OPPOSITE_BREAK_BEFORE_H2,2024-03-27 13:35:00+00:00,2024-03-27 13:40:00+00:00,2024-03-27 13:40:00+00:00,,,2024-03-27 14:00:00+00:00,2024-03-27 14:05:00+00:00,2024-03-27 14:00:00+00:00
development,2024-04-01,2024-04-01 13:30:00+00:00,2024-04-01 13:35:00+00:00,2024-04-01 20:00:00+00:00,70098.6,69222.0,876.6000000000058,4,OPPOSITE_BREAK_BEFORE_H2,2024-04-01 13:50:00+00:00,2024-04-01 13:55:00+00:00,2024-04-01 13:55:00+00:00,,,2024-04-01 14:35:00+00:00,2024-04-01 14:40:00+00:00,2024-04-01 14:35:00+00:00
development,2024-04-03,2024-04-03 14:05:00+00:00,2024-04-03 14:10:00+00:00,2024-04-03 20:00:00+00:00,66696.5,65555.0,1141.5,1,H2_ARRIVAL,2024-04-03 14:10:00+00:00,2024-04-03 14:15:00+00:00,2024-04-03 14:15:00+00:00,2024-04-03 14:15:00+00:00,2024-04-03 14:20:00+00:00,,,2024-04-03 14:15:00+00:00
development,2024-04-04,2024-04-04 13:50:00+00:00,2024-04-04 13:55:00+00:00,2024-04-04 20:00:00+00:00,67480.1,66036.0,1444.1000000000058,1,H2_ARRIVAL,2024-04-04 13:55:00+00:00,2024-04-04 14:00:00+00:00,2024-04-04 14:00:00+00:00,2024-04-04 14:05:00+00:00,2024-04-04 14:10:00+00:00,,,2024-04-04 14:05:00+00:00
development,2024-04-22,2024-04-22 14:00:00+00:00,2024-04-22 14:05:00+00:00,2024-04-22 20:00:00+00:00,66239.2,65600.7,638.5,1,H2_ARRIVAL,2024-04-22 14:05:00+00:00,2024-04-22 14:10:00+00:00,2024-04-22 14:10:00+00:00,2024-04-22 14:10:00+00:00,2024-04-22 14:15:00+00:00,,,2024-04-22 14:10:00+00:00
development,2024-05-02,2024-05-02 14:35:00+00:00,2024-05-02 14:40:00+00:00,2024-05-02 20:00:00+00:00,59089.5,57542.4,1547.0999999999985,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2024-05-13,2024-05-13 16:25:00+00:00,2024-05-13 16:30:00+00:00,2024-05-13 20:00:00+00:00,63289.3,62296.5,992.8000000000029,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2024-05-14,2024-05-14 14:30:00+00:00,2024-05-14 14:35:00+00:00,2024-05-14 20:00:00+00:00,62086.8,60950.0,1136.800000000003,1,NO_H2_BY_SESSION_END,2024-05-14 14:35:00+00:00,2024-05-14 14:40:00+00:00,2024-05-14 14:40:00+00:00,,,,,
development,2024-05-15,2024-05-15 13:30:00+00:00,2024-05-15 13:35:00+00:00,2024-05-15 20:00:00+00:00,64300.0,61886.8,2413.199999999997,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2024-06-04,2024-06-04 13:30:00+00:00,2024-06-04 13:35:00+00:00,2024-06-04 20:00:00+00:00,69524.7,68595.5,929.1999999999971,1,H2_ARRIVAL,2024-06-04 13:35:00+00:00,2024-06-04 13:40:00+00:00,2024-06-04 13:40:00+00:00,2024-06-04 13:40:00+00:00,2024-06-04 13:45:00+00:00,,,2024-06-04 13:40:00+00:00
development,2024-06-27,2024-06-27 13:30:00+00:00,2024-06-27 13:35:00+00:00,2024-06-27 20:00:00+00:00,61830.0,60730.0,1100.0,1,H2_ARRIVAL,2024-06-27 13:35:00+00:00,2024-06-27 13:40:00+00:00,2024-06-27 13:40:00+00:00,2024-06-27 13:55:00+00:00,2024-06-27 14:00:00+00:00,,,2024-06-27 13:55:00+00:00
development,2024-07-02,2024-07-02 13:40:00+00:00,2024-07-02 13:45:00+00:00,2024-07-02 20:00:00+00:00,63050.0,62387.0,663.0,1,OPPOSITE_BREAK_BEFORE_H2,2024-07-02 13:45:00+00:00,2024-07-02 13:50:00+00:00,2024-07-02 13:50:00+00:00,,,2024-07-02 14:10:00+00:00,2024-07-02 14:15:00+00:00,2024-07-02 14:10:00+00:00
development,2024-07-15,2024-07-15 15:00:00+00:00,2024-07-15 15:05:00+00:00,2024-07-15 20:00:00+00:00,63239.2,62266.0,973.1999999999971,1,H2_ARRIVAL,2024-07-15 15:05:00+00:00,2024-07-15 15:10:00+00:00,2024-07-15 15:10:00+00:00,2024-07-15 16:25:00+00:00,2024-07-15 16:30:00+00:00,,,2024-07-15 16:25:00+00:00
development,2024-07-16,2024-07-16 15:10:00+00:00,2024-07-16 15:15:00+00:00,2024-07-16 20:00:00+00:00,64258.6,62350.0,1908.5999999999985,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2024-07-22,2024-07-22 13:35:00+00:00,2024-07-22 13:40:00+00:00,2024-07-22 20:00:00+00:00,67825.7,66904.2,921.5,1,OPPOSITE_BREAK_BEFORE_H2,2024-07-22 13:40:00+00:00,2024-07-22 13:45:00+00:00,2024-07-22 13:45:00+00:00,,,2024-07-22 14:30:00+00:00,2024-07-22 14:35:00+00:00,2024-07-22 14:30:00+00:00
development,2024-08-13,2024-08-13 13:45:00+00:00,2024-08-13 13:50:00+00:00,2024-08-13 20:00:00+00:00,59302.5,58360.0,942.5,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2024-08-16,2024-08-16 17:30:00+00:00,2024-08-16 17:35:00+00:00,2024-08-16 20:00:00+00:00,58908.5,57500.0,1408.5,1,H2_ARRIVAL,2024-08-16 17:35:00+00:00,2024-08-16 17:40:00+00:00,2024-08-16 17:40:00+00:00,2024-08-16 17:45:00+00:00,2024-08-16 17:50:00+00:00,,,2024-08-16 17:45:00+00:00
development,2024-08-19,2024-08-19 13:30:00+00:00,2024-08-19 13:35:00+00:00,2024-08-19 20:00:00+00:00,58940.0,57750.0,1190.0,2,H2_ARRIVAL,2024-08-19 13:40:00+00:00,2024-08-19 13:45:00+00:00,2024-08-19 13:45:00+00:00,2024-08-19 17:30:00+00:00,2024-08-19 17:35:00+00:00,,,2024-08-19 17:30:00+00:00
development,2024-08-29,2024-08-29 13:35:00+00:00,2024-08-29 13:40:00+00:00,2024-08-29 20:00:00+00:00,60480.0,59340.0,1140.0,1,H2_ARRIVAL,2024-08-29 13:40:00+00:00,2024-08-29 13:45:00+00:00,2024-08-29 13:45:00+00:00,2024-08-29 13:45:00+00:00,2024-08-29 13:50:00+00:00,,,2024-08-29 13:45:00+00:00
development,2024-09-05,2024-09-05 14:00:00+00:00,2024-09-05 14:05:00+00:00,2024-09-05 20:00:00+00:00,57217.5,56259.3,958.1999999999971,2,H2_ARRIVAL,2024-09-05 14:10:00+00:00,2024-09-05 14:15:00+00:00,2024-09-05 14:15:00+00:00,2024-09-05 14:20:00+00:00,2024-09-05 14:25:00+00:00,,,2024-09-05 14:20:00+00:00
development,2024-09-13,2024-09-13 14:05:00+00:00,2024-09-13 14:10:00+00:00,2024-09-13 20:00:00+00:00,58321.9,57594.0,727.9000000000015,1,H2_ARRIVAL,2024-09-13 14:10:00+00:00,2024-09-13 14:15:00+00:00,2024-09-13 14:15:00+00:00,2024-09-13 14:55:00+00:00,2024-09-13 15:00:00+00:00,,,2024-09-13 14:55:00+00:00
development,2024-09-19,2024-09-19 14:10:00+00:00,2024-09-19 14:15:00+00:00,2024-09-19 20:00:00+00:00,63369.6,61851.3,1518.2999999999956,1,H2_ARRIVAL,2024-09-19 14:15:00+00:00,2024-09-19 14:20:00+00:00,2024-09-19 14:20:00+00:00,2024-09-19 14:30:00+00:00,2024-09-19 14:35:00+00:00,,,2024-09-19 14:30:00+00:00
development,2024-10-14,2024-10-14 13:45:00+00:00,2024-10-14 13:50:00+00:00,2024-10-14 20:00:00+00:00,65221.6,64306.9,914.6999999999971,2,H2_ARRIVAL,2024-10-14 13:55:00+00:00,2024-10-14 14:00:00+00:00,2024-10-14 14:00:00+00:00,2024-10-14 14:00:00+00:00,2024-10-14 14:05:00+00:00,,,2024-10-14 14:00:00+00:00
development,2024-10-15,2024-10-15 13:30:00+00:00,2024-10-15 13:35:00+00:00,2024-10-15 20:00:00+00:00,65999.9,65255.0,744.8999999999942,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
