partition,date_utc,source_start,source_end,obs_start,obs_end,H,L,range,off_return_bp,close_break_high,close_break_low,first_close_break,first_close_break_ts
external,2020-12-07,2020-12-07 13:30:00+00:00,2020-12-07 20:00:00+00:00,2020-12-07 20:00:00+00:00,2020-12-08 00:00:00+00:00,19269.0,18908.66,360.34000000000015,108.00816743559372,False,False,NO_BREAK,
external,2020-12-08,2020-12-08 13:30:00+00:00,2020-12-08 20:00:00+00:00,2020-12-08 20:00:00+00:00,2020-12-09 00:00:00+00:00,18974.19,18737.77,236.41999999999825,-251.7867509840377,False,True,LOW,2020-12-08 20:40:00+00:00
external,2020-12-09,2020-12-09 13:30:00+00:00,2020-12-09 20:00:00+00:00,2020-12-09 20:00:00+00:00,2020-12-10 00:00:00+00:00,18515.0,18158.0,357.0,158.910565541428,True,False,HIGH,2020-12-09 22:05:00+00:00
external,2020-12-10,2020-12-10 13:30:00+00:00,2020-12-10 20:00:00+00:00,2020-12-10 20:00:00+00:00,2020-12-11 00:00:00+00:00,18408.0,17916.0,492.0,-78.24449679466716,True,False,HIGH,2020-12-10 20:10:00+00:00
external,2020-12-11,2020-12-11 13:30:00+00:00,2020-12-11 20:00:00+00:00,2020-12-11 20:00:00+00:00,2020-12-12 00:00:00+00:00,18134.0,17830.97,303.02999999999884,34.7430914506286,True,False,HIGH,2020-12-11 22:05:00+00:00
external,2020-12-14,2020-12-14 13:30:00+00:00,2020-12-14 20:00:00+00:00,2020-12-14 20:00:00+00:00,2020-12-15 00:00:00+00:00,19299.0,19084.67,214.33000000000175,54.36569013643533,True,False,HIGH,2020-12-14 23:15:00+00:00
external,2020-12-15,2020-12-15 13:30:00+00:00,2020-12-15 20:00:00+00:00,2020-12-15 20:00:00+00:00,2020-12-16 00:00:00+00:00,19549.99,19261.0,288.9900000000016,-55.4389449757342,False,False,NO_BREAK,
external,2020-12-16,2020-12-16 13:30:00+00:00,2020-12-16 20:00:00+00:00,2020-12-16 20:00:00+00:00,2020-12-17 00:00:00+00:00,20891.0,19820.0,1071.0,293.6914564019721,True,False,HIGH,2020-12-16 21:45:00+00:00
external,2020-12-17,2020-12-17 13:30:00+00:00,2020-12-17 20:00:00+00:00,2020-12-17 20:00:00+00:00,2020-12-18 00:00:00+00:00,23748.0,22460.0,1288.0,-40.91532657405361,False,False,NO_BREAK,
external,2020-12-18,2020-12-18 13:30:00+00:00,2020-12-18 20:00:00+00:00,2020-12-18 20:00:00+00:00,2020-12-19 00:00:00+00:00,22945.52,22363.94,581.5800000000017,154.2880403495528,True,False,HIGH,2020-12-18 21:10:00+00:00
external,2020-12-21,2020-12-21 13:30:00+00:00,2020-12-21 20:00:00+00:00,2020-12-21 20:00:00+00:00,2020-12-22 00:00:00+00:00,23330.0,22612.0,718.0,-43.75821287779247,False,False,NO_BREAK,
external,2020-12-22,2020-12-22 13:30:00+00:00,2020-12-22 20:00:00+00:00,2020-12-22 20:00:00+00:00,2020-12-23 00:00:00+00:00,23670.0,23152.29,517.7099999999991,173.85701512650397,True,False,HIGH,2020-12-22 23:00:00+00:00
external,2020-12-23,2020-12-23 13:30:00+00:00,2020-12-23 20:00:00+00:00,2020-12-23 20:00:00+00:00,2020-12-24 00:00:00+00:00,23941.0,23350.0,591.0,-139.0689977085635,False,True,LOW,2020-12-23 21:45:00+00:00
external,2020-12-24,2020-12-24 13:30:00+00:00,2020-12-24 20:00:00+00:00,2020-12-24 20:00:00+00:00,2020-12-25 00:00:00+00:00,23493.51,23101.0,392.5099999999984,187.1872219840376,True,False,HIGH,2020-12-24 21:00:00+00:00
external,2020-12-25,2020-12-25 13:30:00+00:00,2020-12-25 20:00:00+00:00,2020-12-25 20:00:00+00:00,2020-12-26 00:00:00+00:00,24576.75,23708.0,868.75,109.3634453103065,True,False,HIGH,2020-12-25 22:40:00+00:00
external,2020-12-28,2020-12-28 13:30:00+00:00,2020-12-28 20:00:00+00:00,2020-12-28 20:00:00+00:00,2020-12-29 00:00:00+00:00,27538.82,26730.0,808.8199999999997,27.612075315885942,False,True,LOW,2020-12-28 21:55:00+00:00
external,2020-12-29,2020-12-29 13:30:00+00:00,2020-12-29 20:00:00+00:00,2020-12-29 20:00:00+00:00,2020-12-30 00:00:00+00:00,26999.95,26266.15,733.7999999999993,165.33282091497847,True,False,HIGH,2020-12-29 21:00:00+00:00
external,2020-12-30,2020-12-30 13:30:00+00:00,2020-12-30 20:00:00+00:00,2020-12-30 20:00:00+00:00,2020-12-31 00:00:00+00:00,28953.42,27859.26,1094.1599999999999,34.78346598145832,True,False,HIGH,2020-12-30 21:45:00+00:00
external,2020-12-31,2020-12-31 13:30:00+00:00,2020-12-31 20:00:00+00:00,2020-12-31 20:00:00+00:00,2021-01-01 00:00:00+00:00,29037.09,28135.68,901.4099999999999,11.9652468368181,True,False,HIGH,2020-12-31 20:55:00+00:00
external,2021-01-01,2021-01-01 13:30:00+00:00,2021-01-01 20:00:00+00:00,2021-01-01 20:00:00+00:00,2021-01-02 00:00:00+00:00,29570.0,28627.12,942.880000000001,99.37869382494301,False,False,NO_BREAK,
external,2021-01-04,2021-01-04 13:30:00+00:00,2021-01-04 20:00:00+00:00,2021-01-04 20:00:00+00:00,2021-01-05 00:00:00+00:00,32190.01,30661.66,1528.3499999999985,107.26022880204633,False,False,NO_BREAK,
external,2021-01-05,2021-01-05 13:30:00+00:00,2021-01-05 20:00:00+00:00,2021-01-05 20:00:00+00:00,2021-01-06 00:00:00+00:00,34300.0,31142.74,3157.2599999999984,74.82739206447819,True,False,HIGH,2021-01-05 22:40:00+00:00
external,2021-01-06,2021-01-06 13:30:00+00:00,2021-01-06 20:00:00+00:00,2021-01-06 20:00:00+00:00,2021-01-07 00:00:00+00:00,35749.67,34113.48,1636.189999999995,562.7865070302063,True,False,HIGH,2021-01-06 20:50:00+00:00
external,2021-01-07,2021-01-07 13:30:00+00:00,2021-01-07 20:00:00+00:00,2021-01-07 20:00:00+00:00,2021-01-08 00:00:00+00:00,40565.62,36690.56,3875.060000000005,94.78624536265912,False,False,NO_BREAK,
external,2021-01-08,2021-01-08 13:30:00+00:00,2021-01-08 20:00:00+00:00,2021-01-08 20:00:00+00:00,2021-01-09 00:00:00+00:00,42125.51,39726.37,2399.1399999999994,52.14161820828123,False,True,LOW,2021-01-08 20:10:00+00:00
external,2021-01-11,2021-01-11 13:30:00+00:00,2021-01-11 20:00:00+00:00,2021-01-11 20:00:00+00:00,2021-01-12 00:00:00+00:00,33851.14,30448.0,3403.1399999999994,967.5530916463937,True,False,HIGH,2021-01-11 21:15:00+00:00
external,2021-01-12,2021-01-12 13:30:00+00:00,2021-01-12 20:00:00+00:00,2021-01-12 20:00:00+00:00,2021-01-13 00:00:00+00:00,35584.79,32600.0,2984.790000000001,-191.6008729866614,False,False,NO_BREAK,
external,2021-01-13,2021-01-13 13:30:00+00:00,2021-01-13 20:00:00+00:00,2021-01-13 20:00:00+00:00,2021-01-14 00:00:00+00:00,36235.59,34200.0,2035.5899999999965,384.52444844544686,True,False,HIGH,2021-01-13 20:15:00+00:00
external,2021-01-14,2021-01-14 13:30:00+00:00,2021-01-14 20:00:00+00:00,2021-01-14 20:00:00+00:00,2021-01-15 00:00:00+00:00,40189.39,38457.78,1731.6100000000006,-190.40674810913427,False,False,NO_BREAK,
external,2021-01-15,2021-01-15 13:30:00+00:00,2021-01-15 20:00:00+00:00,2021-01-15 20:00:00+00:00,2021-01-16 00:00:00+00:00,37850.0,34478.0,3372.0,425.4272681219162,False,False,NO_BREAK,
external,2021-01-18,2021-01-18 13:30:00+00:00,2021-01-18 20:00:00+00:00,2021-01-18 20:00:00+00:00,2021-01-19 00:00:00+00:00,37074.58,35436.27,1638.310000000005,193.9800632141986,False,False,NO_BREAK,
external,2021-01-19,2021-01-19 13:30:00+00:00,2021-01-19 20:00:00+00:00,2021-01-19 20:00:00+00:00,2021-01-20 00:00:00+00:00,37961.0,36120.28,1840.7200000000012,-125.21821430880652,False,True,LOW,2021-01-20 00:00:00+00:00
external,2021-01-20,2021-01-20 13:30:00+00:00,2021-01-20 20:00:00+00:00,2021-01-20 20:00:00+00:00,2021-01-21 00:00:00+00:00,35368.18,33403.0,1965.1800000000003,77.2771026948349,True,False,HIGH,2021-01-20 23:25:00+00:00
external,2021-01-21,2021-01-21 13:30:00+00:00,2021-01-21 20:00:00+00:00,2021-01-21 20:00:00+00:00,2021-01-22 00:00:00+00:00,32800.0,31032.66,1767.3400000000001,-490.7609708178784,False,True,LOW,2021-01-21 22:05:00+00:00
external,2021-01-22,2021-01-22 13:30:00+00:00,2021-01-22 20:00:00+00:00,2021-01-22 20:00:00+00:00,2021-01-23 00:00:00+00:00,33674.33,31959.51,1714.8200000000033,-185.07895059443612,True,False,HIGH,2021-01-22 20:25:00+00:00
external,2021-01-25,2021-01-25 13:30:00+00:00,2021-01-25 20:00:00+00:00,2021-01-25 20:00:00+00:00,2021-01-26 00:00:00+00:00,34880.0,33382.97,1497.0299999999988,-357.598123040348,False,True,LOW,2021-01-25 20:05:00+00:00
external,2021-01-26,2021-01-26 13:30:00+00:00,2021-01-26 20:00:00+00:00,2021-01-26 20:00:00+00:00,2021-01-27 00:00:00+00:00,32426.18,30810.0,1616.1800000000003,78.73258171981368,True,False,HIGH,2021-01-26 23:00:00+00:00
external,2021-01-27,2021-01-27 13:30:00+00:00,2021-01-27 20:00:00+00:00,2021-01-27 20:00:00+00:00,2021-01-28 00:00:00+00:00,30945.93,29240.0,1705.9300000000003,-116.28421444391468,True,False,HIGH,2021-01-27 20:20:00+00:00
external,2021-01-28,2021-01-28 13:30:00+00:00,2021-01-28 20:00:00+00:00,2021-01-28 20:00:00+00:00,2021-01-29 00:00:00+00:00,32765.0,31271.89,1493.1100000000006,256.62009901090465,True,False,HIGH,2021-01-28 20:10:00+00:00
external,2021-01-29,2021-01-29 13:30:00+00:00,2021-01-29 20:00:00+00:00,2021-01-29 20:00:00+00:00,2021-01-30 00:00:00+00:00,38641.1,33521.0,5120.0999999999985,-26.38242142025682,False,False,NO_BREAK,
external,2021-02-01,2021-02-01 13:30:00+00:00,2021-02-01 20:00:00+00:00,2021-02-01 20:00:00+00:00,2021-02-02 00:00:00+00:00,34121.89,33161.0,960.8899999999994,-94.94606209760836,False,False,NO_BREAK,
external,2021-02-02,2021-02-02 13:30:00+00:00,2021-02-02 20:00:00+00:00,2021-02-02 20:00:00+00:00,2021-02-03 00:00:00+00:00,35880.0,34338.0,1542.0,-84.22418485584559,True,False,HIGH,2021-02-02 20:05:00+00:00
external,2021-02-03,2021-02-03 13:30:00+00:00,2021-02-03 20:00:00+00:00,2021-02-03 20:00:00+00:00,2021-02-04 00:00:00+00:00,37273.12,36412.15,860.9700000000012,225.8221596854626,True,False,HIGH,2021-02-03 21:35:00+00:00
external,2021-02-04,2021-02-04 13:30:00+00:00,2021-02-04 20:00:00+00:00,2021-02-04 20:00:00+00:00,2021-02-05 00:00:00+00:00,37777.0,36233.0,1544.0,-141.60948787567906,False,False,NO_BREAK,
external,2021-02-05,2021-02-05 13:30:00+00:00,2021-02-05 20:00:00+00:00,2021-02-05 20:00:00+00:00,2021-02-06 00:00:00+00:00,38411.82,37250.0,1161.8199999999997,192.32296910871582,False,False,NO_BREAK,
external,2021-02-08,2021-02-08 13:30:00+00:00,2021-02-08 20:00:00+00:00,2021-02-08 20:00:00+00:00,2021-02-09 00:00:00+00:00,44420.0,42649.0,1771.0,765.5814326461096,True,False,HIGH,2021-02-08 21:30:00+00:00
external,2021-02-09,2021-02-09 13:30:00+00:00,2021-02-09 20:00:00+00:00,2021-02-09 20:00:00+00:00,2021-02-10 00:00:00+00:00,47550.89,45201.34,2349.550000000003,-142.05144808935978,False,False,NO_BREAK,
external,2021-02-10,2021-02-10 13:30:00+00:00,2021-02-10 20:00:00+00:00,2021-02-10 20:00:00+00:00,2021-02-11 00:00:00+00:00,46075.1,43770.0,2305.0999999999985,-86.43479460242354,False,False,NO_BREAK,
external,2021-02-11,2021-02-11 13:30:00+00:00,2021-02-11 20:00:00+00:00,2021-02-11 20:00:00+00:00,2021-02-12 00:00:00+00:00,48585.75,47009.15,1576.5999999999985,44.56078751018833,True,True,HIGH,2021-02-11 20:30:00+00:00
external,2021-02-12,2021-02-12 13:30:00+00:00,2021-02-12 20:00:00+00:00,2021-02-12 20:00:00+00:00,2021-02-13 00:00:00+00:00,48172.55,46121.0,2051.550000000003,1.6978864481420608,False,False,NO_BREAK,
external,2021-02-15,2021-02-15 13:30:00+00:00,2021-02-15 20:00:00+00:00,2021-02-15 20:00:00+00:00,2021-02-16 00:00:00+00:00,48872.9,47520.0,1352.9000000000015,-152.12192412745074,False,False,NO_BREAK,
external,2021-02-16,2021-02-16 13:30:00+00:00,2021-02-16 20:00:00+00:00,2021-02-16 20:00:00+00:00,2021-02-17 00:00:00+00:00,49594.7,47780.0,1814.699999999997,122.90169901089776,False,False,NO_BREAK,
external,2021-02-17,2021-02-17 13:30:00+00:00,2021-02-17 20:00:00+00:00,2021-02-17 20:00:00+00:00,2021-02-18 00:00:00+00:00,52499.0,50650.0,1849.0,-10.650662666431554,True,False,HIGH,2021-02-17 20:25:00+00:00
external,2021-02-18,2021-02-18 13:30:00+00:00,2021-02-18 20:00:00+00:00,2021-02-18 20:00:00+00:00,2021-02-19 00:00:00+00:00,52388.99,51525.7,863.2900000000009,-38.55691390306837,False,False,NO_BREAK,
external,2021-02-19,2021-02-19 13:30:00+00:00,2021-02-19 20:00:00+00:00,2021-02-19 20:00:00+00:00,2021-02-20 00:00:00+00:00,55995.18,52610.89,3384.290000000001,156.75992610047152,True,False,HIGH,2021-02-19 21:10:00+00:00
external,2021-02-22,2021-02-22 13:30:00+00:00,2021-02-22 20:00:00+00:00,2021-02-22 20:00:00+00:00,2021-02-23 00:00:00+00:00,53899.0,47751.42,6147.580000000002,88.56769669743913,True,False,HIGH,2021-02-22 20:10:00+00:00
external,2021-02-23,2021-02-23 13:30:00+00:00,2021-02-23 20:00:00+00:00,2021-02-23 20:00:00+00:00,2021-02-24 00:00:00+00:00,49399.98,45500.0,3899.980000000003,741.912007648644,False,False,NO_BREAK,
external,2021-02-24,2021-02-24 13:30:00+00:00,2021-02-24 20:00:00+00:00,2021-02-24 20:00:00+00:00,2021-02-25 00:00:00+00:00,50200.0,48501.0,1699.0,138.88067249244295,False,True,LOW,2021-02-24 21:20:00+00:00
external,2021-02-25,2021-02-25 13:30:00+00:00,2021-02-25 20:00:00+00:00,2021-02-25 20:00:00+00:00,2021-02-26 00:00:00+00:00,51712.96,49251.28,2461.6800000000003,-480.505395092613,False,True,LOW,2021-02-25 20:10:00+00:00
external,2021-02-26,2021-02-26 13:30:00+00:00,2021-02-26 20:00:00+00:00,2021-02-26 20:00:00+00:00,2021-02-27 00:00:00+00:00,48438.01,45848.29,2589.720000000001,-148.23867262284685,False,True,LOW,2021-02-26 22:00:00+00:00
external,2021-03-01,2021-03-01 13:30:00+00:00,2021-03-01 20:00:00+00:00,2021-03-01 20:00:00+00:00,2021-03-02 00:00:00+00:00,49455.0,47625.55,1829.449999999997,272.0484381806099,True,False,HIGH,2021-03-01 23:20:00+00:00
external,2021-03-02,2021-03-02 13:30:00+00:00,2021-03-02 20:00:00+00:00,2021-03-02 20:00:00+00:00,2021-03-03 00:00:00+00:00,49714.72,47155.45,2559.270000000004,201.21099267037533,False,False,NO_BREAK,
external,2021-03-03,2021-03-03 13:30:00+00:00,2021-03-03 20:00:00+00:00,2021-03-03 20:00:00+00:00,2021-03-04 00:00:00+00:00,52036.48,50288.0,1748.4800000000032,-99.44628243899967,False,False,NO_BREAK,
external,2021-03-04,2021-03-04 13:30:00+00:00,2021-03-04 20:00:00+00:00,2021-03-04 20:00:00+00:00,2021-03-05 00:00:00+00:00,50636.77,47600.0,3036.769999999997,76.22070580943996,False,False,NO_BREAK,
external,2021-03-05,2021-03-05 13:30:00+00:00,2021-03-05 20:00:00+00:00,2021-03-05 20:00:00+00:00,2021-03-06 00:00:00+00:00,49427.0,46909.55,2517.449999999997,-107.07239704639603,False,False,NO_BREAK,
external,2021-03-08,2021-03-08 13:30:00+00:00,2021-03-08 20:00:00+00:00,2021-03-08 20:00:00+00:00,2021-03-09 00:00:00+00:00,51550.0,50158.98,1391.0199999999968,205.81397069071582,True,False,HIGH,2021-03-08 20:35:00+00:00
external,2021-03-09,2021-03-09 13:30:00+00:00,2021-03-09 20:00:00+00:00,2021-03-09 20:00:00+00:00,2021-03-10 00:00:00+00:00,54844.78,53653.0,1191.7799999999988,143.07822361884882,True,False,HIGH,2021-03-09 23:00:00+00:00
external,2021-03-10,2021-03-10 13:30:00+00:00,2021-03-10 20:00:00+00:00,2021-03-10 20:00:00+00:00,2021-03-11 00:00:00+00:00,57500.92,55612.4,1888.5199999999968,-154.3335343012875,False,False,NO_BREAK,
external,2021-03-11,2021-03-11 13:30:00+00:00,2021-03-11 20:00:00+00:00,2021-03-11 20:00:00+00:00,2021-03-12 00:00:00+00:00,57838.43,55900.0,1938.4300000000003,164.89424608965965,True,False,HIGH,2021-03-11 21:05:00+00:00
external,2021-03-12,2021-03-12 13:30:00+00:00,2021-03-12 20:00:00+00:00,2021-03-12 20:00:00+00:00,2021-03-13 00:00:00+00:00,57840.0,55203.74,2636.260000000002,50.24329606968525,False,False,NO_BREAK,
external,2021-03-15,2021-03-15 13:30:00+00:00,2021-03-15 20:00:00+00:00,2021-03-15 20:00:00+00:00,2021-03-16 00:00:00+00:00,57320.0,55521.03,1798.9700000000012,-168.7925923478695,False,False,NO_BREAK,
external,2021-03-16,2021-03-16 13:30:00+00:00,2021-03-16 20:00:00+00:00,2021-03-16 20:00:00+00:00,2021-03-17 00:00:00+00:00,56150.0,55010.0,1140.0,210.17245585971622,True,False,HIGH,2021-03-16 20:05:00+00:00
external,2021-03-17,2021-03-17 13:30:00+00:00,2021-03-17 20:00:00+00:00,2021-03-17 20:00:00+00:00,2021-03-18 00:00:00+00:00,58222.0,54359.85,3862.1500000000015,183.41160438087644,True,False,HIGH,2021-03-17 21:35:00+00:00
external,2021-03-18,2021-03-18 13:30:00+00:00,2021-03-18 20:00:00+00:00,2021-03-18 20:00:00+00:00,2021-03-19 00:00:00+00:00,60510.0,57227.9,3282.0999999999985,59.332618313072686,False,False,NO_BREAK,
external,2021-03-19,2021-03-19 13:30:00+00:00,2021-03-19 20:00:00+00:00,2021-03-19 20:00:00+00:00,2021-03-20 00:00:00+00:00,59249.99,58010.0,1239.989999999998,-133.5934295417551,True,False,HIGH,2021-03-19 20:15:00+00:00
external,2021-03-22,2021-03-22 13:30:00+00:00,2021-03-22 20:00:00+00:00,2021-03-22 20:00:00+00:00,2021-03-23 00:00:00+00:00,57330.62,55536.83,1793.7900000000009,-259.4607084001099,False,True,LOW,2021-03-22 20:45:00+00:00
external,2021-03-23,2021-03-23 13:30:00+00:00,2021-03-23 20:00:00+00:00,2021-03-23 20:00:00+00:00,2021-03-24 00:00:00+00:00,55890.68,54811.0,1079.6800000000003,-121.08391322025902,False,True,LOW,2021-03-23 20:50:00+00:00
external,2021-03-24,2021-03-24 13:30:00+00:00,2021-03-24 20:00:00+00:00,2021-03-24 20:00:00+00:00,2021-03-25 00:00:00+00:00,57234.79,54722.0,2512.790000000001,-452.15935280286004,False,True,LOW,2021-03-24 20:05:00+00:00
external,2021-03-25,2021-03-25 13:30:00+00:00,2021-03-25 20:00:00+00:00,2021-03-25 20:00:00+00:00,2021-03-26 00:00:00+00:00,52582.0,50570.93,2011.0699999999997,-171.34817528689615,True,False,HIGH,2021-03-25 22:20:00+00:00
external,2021-03-26,2021-03-26 13:30:00+00:00,2021-03-26 20:00:00+00:00,2021-03-26 20:00:00+00:00,2021-03-27 00:00:00+00:00,54060.0,52775.45,1284.550000000003,234.09349791942756,True,False,HIGH,2021-03-26 20:15:00+00:00
external,2021-03-29,2021-03-29 13:30:00+00:00,2021-03-29 20:00:00+00:00,2021-03-29 20:00:00+00:00,2021-03-30 00:00:00+00:00,58361.68,57220.0,1141.6800000000003,-10.30532513387361,False,False,NO_BREAK,
external,2021-03-30,2021-03-30 13:30:00+00:00,2021-03-30 20:00:00+00:00,2021-03-30 20:00:00+00:00,2021-03-31 00:00:00+00:00,59229.52,58550.23,679.2899999999936,-63.92337239602086,False,True,LOW,2021-03-30 20:35:00+00:00
external,2021-03-31,2021-03-31 13:30:00+00:00,2021-03-31 20:00:00+00:00,2021-03-31 20:00:00+00:00,2021-04-01 00:00:00+00:00,59752.49,58400.0,1352.489999999998,27.791296198467208,False,False,NO_BREAK,
external,2021-04-01,2021-04-01 13:30:00+00:00,2021-04-01 20:00:00+00:00,2021-04-01 20:00:00+00:00,2021-04-02 00:00:00+00:00,59342.89,58002.0,1340.8899999999994,-33.77842357637939,False,False,NO_BREAK,
external,2021-04-02,2021-04-02 13:30:00+00:00,2021-04-02 20:00:00+00:00,2021-04-02 20:00:00+00:00,2021-04-03 00:00:00+00:00,59700.0,58542.42,1157.5800000000017,15.051921664859247,False,False,NO_BREAK,
external,2021-04-05,2021-04-05 13:30:00+00:00,2021-04-05 20:00:00+00:00,2021-04-05 20:00:00+00:00,2021-04-06 00:00:00+00:00,59385.0,57935.01,1449.989999999998,27.239899496382947,False,False,NO_BREAK,
external,2021-04-06,2021-04-06 13:30:00+00:00,2021-04-06 20:00:00+00:00,2021-04-06 20:00:00+00:00,2021-04-07 00:00:00+00:00,58717.68,57500.0,1217.6800000000003,-40.6402329042832,False,False,NO_BREAK,
external,2021-04-07,2021-04-07 13:30:00+00:00,2021-04-07 20:00:00+00:00,2021-04-07 20:00:00+00:00,2021-04-08 00:00:00+00:00,56987.85,55536.07,1451.7799999999988,-35.24599262278328,False,False,NO_BREAK,
external,2021-04-08,2021-04-08 13:30:00+00:00,2021-04-08 20:00:00+00:00,2021-04-08 20:00:00+00:00,2021-04-09 00:00:00+00:00,58200.0,57297.96,902.0400000000009,59.45961756501639,False,False,NO_BREAK,
external,2021-04-09,2021-04-09 13:30:00+00:00,2021-04-09 20:00:00+00:00,2021-04-09 20:00:00+00:00,2021-04-10 00:00:00+00:00,58818.05,57889.0,929.0500000000029,-38.06103944806627,False,False,NO_BREAK,
external,2021-04-12,2021-04-12 13:30:00+00:00,2021-04-12 20:00:00+00:00,2021-04-12 20:00:00+00:00,2021-04-13 00:00:00+00:00,60664.07,59650.0,1014.0699999999997,-42.776493238328996,False,False,NO_BREAK,
external,2021-04-13,2021-04-13 13:30:00+00:00,2021-04-13 20:00:00+00:00,2021-04-13 20:00:00+00:00,2021-04-14 00:00:00+00:00,63850.0,62617.85,1232.1500000000015,89.5605148124612,False,False,NO_BREAK,
external,2021-04-14,2021-04-14 13:30:00+00:00,2021-04-14 20:00:00+00:00,2021-04-14 20:00:00+00:00,2021-04-15 00:00:00+00:00,64345.36,61404.0,2941.3600000000006,124.7749326143377,False,False,NO_BREAK,
external,2021-04-15,2021-04-15 13:30:00+00:00,2021-04-15 20:00:00+00:00,2021-04-15 20:00:00+00:00,2021-04-16 00:00:00+00:00,63697.0,62410.61,1286.3899999999994,-37.36114629851572,True,False,HIGH,2021-04-15 21:45:00+00:00
external,2021-04-16,2021-04-16 13:30:00+00:00,2021-04-16 20:00:00+00:00,2021-04-16 20:00:00+00:00,2021-04-17 00:00:00+00:00,61957.6,60326.0,1631.5999999999985,-58.15746118047693,True,False,HIGH,2021-04-16 20:35:00+00:00
external,2021-04-19,2021-04-19 13:30:00+00:00,2021-04-19 20:00:00+00:00,2021-04-19 20:00:00+00:00,2021-04-20 00:00:00+00:00,56755.0,54200.0,2555.0,-49.11553580202344,False,False,NO_BREAK,
external,2021-04-20,2021-04-20 13:30:00+00:00,2021-04-20 20:00:00+00:00,2021-04-20 20:00:00+00:00,2021-04-21 00:00:00+00:00,56769.2,54654.0,2115.199999999997,-29.19802212078548,True,False,HIGH,2021-04-20 20:20:00+00:00
external,2021-04-21,2021-04-21 13:30:00+00:00,2021-04-21 20:00:00+00:00,2021-04-21 20:00:00+00:00,2021-04-22 00:00:00+00:00,56356.87,55144.16,1212.7099999999991,-300.21379194210994,False,True,LOW,2021-04-21 20:10:00+00:00
external,2021-04-22,2021-04-22 13:30:00+00:00,2021-04-22 20:00:00+00:00,2021-04-22 20:00:00+00:00,2021-04-23 00:00:00+00:00,55302.5,52228.0,3074.5,-232.33487015697497,False,True,LOW,2021-04-22 20:35:00+00:00
external,2021-04-23,2021-04-23 13:30:00+00:00,2021-04-23 20:00:00+00:00,2021-04-23 20:00:00+00:00,2021-04-24 00:00:00+00:00,50941.13,48585.07,2356.0599999999977,46.68758309169352,True,False,HIGH,2021-04-23 20:05:00+00:00
external,2021-04-26,2021-04-26 13:30:00+00:00,2021-04-26 20:00:00+00:00,2021-04-26 20:00:00+00:00,2021-04-27 00:00:00+00:00,54364.89,52862.0,1502.8899999999994,-7.7443949848743365,False,True,LOW,2021-04-26 21:05:00+00:00
external,2021-04-27,2021-04-27 13:30:00+00:00,2021-04-27 20:00:00+00:00,2021-04-27 20:00:00+00:00,2021-04-28 00:00:00+00:00,55337.77,54261.73,1076.0399999999936,45.84952662030295,True,False,HIGH,2021-04-27 21:50:00+00:00
external,2021-04-28,2021-04-28 13:30:00+00:00,2021-04-28 20:00:00+00:00,2021-04-28 20:00:00+00:00,2021-04-29 00:00:00+00:00,55500.0,54119.54,1380.4599999999991,-105.62258803024638,True,False,HIGH,2021-04-28 20:05:00+00:00
external,2021-04-29,2021-04-29 13:30:00+00:00,2021-04-29 20:00:00+00:00,2021-04-29 20:00:00+00:00,2021-04-30 00:00:00+00:00,54057.01,52523.92,1533.0900000000038,125.55515980056997,False,True,LOW,2021-04-29 20:10:00+00:00
external,2021-04-30,2021-04-30 13:30:00+00:00,2021-04-30 20:00:00+00:00,2021-04-30 20:00:00+00:00,2021-05-01 00:00:00+00:00,57372.0,54824.74,2547.260000000002,109.51063192152776,True,False,HIGH,2021-04-30 22:35:00+00:00
external,2021-05-03,2021-05-03 13:30:00+00:00,2021-05-03 20:00:00+00:00,2021-05-03 20:00:00+00:00,2021-05-04 00:00:00+00:00,58729.17,57240.42,1488.75,-75.48482220294805,False,True,LOW,2021-05-03 20:35:00+00:00
external,2021-05-04,2021-05-04 13:30:00+00:00,2021-05-04 20:00:00+00:00,2021-05-04 20:00:00+00:00,2021-05-05 00:00:00+00:00,56050.0,53218.3,2831.699999999997,-242.65799368871632,False,False,NO_BREAK,
external,2021-05-05,2021-05-05 13:30:00+00:00,2021-05-05 20:00:00+00:00,2021-05-05 20:00:00+00:00,2021-05-06 00:00:00+00:00,57940.0,55673.01,2266.989999999998,44.43656386587725,False,False,NO_BREAK,
external,2021-05-06,2021-05-06 13:30:00+00:00,2021-05-06 20:00:00+00:00,2021-05-06 20:00:00+00:00,2021-05-07 00:00:00+00:00,57615.0,55297.91,2317.0899999999965,44.37759506325412,False,False,NO_BREAK,
external,2021-05-07,2021-05-07 13:30:00+00:00,2021-05-07 20:00:00+00:00,2021-05-07 20:00:00+00:00,2021-05-08 00:00:00+00:00,58800.0,56725.66,2074.3399999999965,-55.44416629400417,False,False,NO_BREAK,
external,2021-05-10,2021-05-10 13:30:00+00:00,2021-05-10 20:00:00+00:00,2021-05-10 20:00:00+00:00,2021-05-11 00:00:00+00:00,58671.01,55600.0,3071.010000000002,7.440693428204526,False,True,LOW,2021-05-10 20:05:00+00:00
external,2021-05-11,2021-05-11 13:30:00+00:00,2021-05-11 20:00:00+00:00,2021-05-11 20:00:00+00:00,2021-05-12 00:00:00+00:00,56908.66,54927.19,1981.4700000000012,9.41099890199082,False,False,NO_BREAK,
