partition,side,signal_ts,net_pnl_usd,swing_high,swing_low,swing_high_ts,swing_low_ts,range_known_ts,upper_test_candles,lower_test_candles,total_test_candles,ambiguous_both_candles,side_visits,side_switches,visit_sequence,true_swing_breakout
development,SHORT,2022-03-15 04:00:00+00:00,-7.841169352635169,39989.0,38400.0,2022-03-14 20:00:00+00:00,2022-03-14 16:00:00+00:00,2022-03-15 04:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2022-03-15 12:00:00+00:00,14.05611372074429,39989.0,38073.8,2022-03-14 20:00:00+00:00,2022-03-15 04:00:00+00:00,2022-03-15 12:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2022-03-16 00:00:00+00:00,-34.46033537823949,39989.0,38073.8,2022-03-14 20:00:00+00:00,2022-03-15 04:00:00+00:00,2022-03-15 12:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2022-03-18 16:00:00+00:00,-14.037456181893104,41071.5,40084.2,2022-03-17 20:00:00+00:00,2022-03-18 08:00:00+00:00,2022-03-18 16:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-03-21 00:00:00+00:00,-8.144102794051799,42446.6,40900.0,2022-03-19 20:00:00+00:00,2022-03-20 16:00:00+00:00,2022-03-21 00:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2022-03-21 08:00:00+00:00,-2.377253098100873,41666.0,40430.0,2022-03-20 20:00:00+00:00,2022-03-21 00:00:00+00:00,2022-03-21 08:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2022-03-22 00:00:00+00:00,32.23083116268051,41544.4,40727.7,2022-03-21 12:00:00+00:00,2022-03-21 12:00:00+00:00,2022-03-21 20:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2022-03-26 04:00:00+00:00,-2.2051921192012154,44600.0,44000.0,2022-03-25 20:00:00+00:00,2022-03-25 16:00:00+00:00,2022-03-26 04:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2022-03-26 12:00:00+00:00,-2.6661652365953965,44600.0,44041.0,2022-03-25 20:00:00+00:00,2022-03-26 00:00:00+00:00,2022-03-26 08:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2022-03-26 20:00:00+00:00,5.87566628380316,44569.7,44118.3,2022-03-26 08:00:00+00:00,2022-03-26 12:00:00+00:00,2022-03-26 20:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2022-03-27 20:00:00+00:00,-23.04907338389482,44987.4,44416.0,2022-03-27 00:00:00+00:00,2022-03-27 12:00:00+00:00,2022-03-27 20:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-04-01 00:00:00+00:00,-12.220145385545322,47619.4,46890.0,2022-03-31 12:00:00+00:00,2022-03-31 04:00:00+00:00,2022-03-31 20:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2022-04-01 12:00:00+00:00,-20.20392746906945,47619.4,44206.2,2022-03-31 12:00:00+00:00,2022-04-01 00:00:00+00:00,2022-04-01 08:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2022-04-06 00:00:00+00:00,6.11107635193876,47188.0,45094.0,2022-04-05 12:00:00+00:00,2022-04-04 16:00:00+00:00,2022-04-05 20:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2022-04-06 12:00:00+00:00,18.11474431264916,47188.0,44349.7,2022-04-05 12:00:00+00:00,2022-04-06 00:00:00+00:00,2022-04-06 08:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-04-08 16:00:00+00:00,22.660718131173557,43968.1,43173.0,2022-04-08 08:00:00+00:00,2022-04-07 20:00:00+00:00,2022-04-08 16:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-04-11 12:00:00+00:00,16.11978036061086,43399.4,41650.0,2022-04-10 20:00:00+00:00,2022-04-11 00:00:00+00:00,2022-04-11 08:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-04-11 20:00:00+00:00,-9.840433761289558,42338.5,41650.0,2022-04-11 08:00:00+00:00,2022-04-11 00:00:00+00:00,2022-04-11 16:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2022-04-12 08:00:00+00:00,-4.592685102586969,42338.5,39136.7,2022-04-11 08:00:00+00:00,2022-04-11 20:00:00+00:00,2022-04-12 04:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2022-04-12 16:00:00+00:00,-14.150410450515617,42338.5,39136.7,2022-04-11 08:00:00+00:00,2022-04-11 20:00:00+00:00,2022-04-12 04:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2022-04-13 08:00:00+00:00,-6.727838458748181,40410.0,39224.0,2022-04-12 20:00:00+00:00,2022-04-12 20:00:00+00:00,2022-04-13 04:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2022-04-13 12:00:00+00:00,-19.04376288459296,40410.0,39224.0,2022-04-12 20:00:00+00:00,2022-04-12 20:00:00+00:00,2022-04-13 04:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-04-14 16:00:00+00:00,-4.1959685757194,41474.8,39600.6,2022-04-14 00:00:00+00:00,2022-04-13 12:00:00+00:00,2022-04-14 08:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2022-04-15 00:00:00+00:00,-5.947536087605831,41474.8,39522.0,2022-04-14 00:00:00+00:00,2022-04-14 16:00:00+00:00,2022-04-15 00:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2022-04-17 20:00:00+00:00,-10.339695983011032,40574.1,40094.3,2022-04-17 12:00:00+00:00,2022-04-17 00:00:00+00:00,2022-04-17 20:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2022-04-18 16:00:00+00:00,-20.66412329359933,40574.1,38465.7,2022-04-17 12:00:00+00:00,2022-04-18 04:00:00+00:00,2022-04-18 12:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-04-25 00:00:00+00:00,6.297071592638659,39930.6,38884.1,2022-04-24 12:00:00+00:00,2022-04-24 16:00:00+00:00,2022-04-25 00:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2022-04-25 04:00:00+00:00,-10.725934251194213,39930.6,38884.1,2022-04-24 12:00:00+00:00,2022-04-24 16:00:00+00:00,2022-04-25 00:00:00+00:00,0,1,1,0,1,0,L,True
development,LONG,2022-04-25 12:00:00+00:00,8.92317783583203,39930.6,38111.0,2022-04-24 12:00:00+00:00,2022-04-25 04:00:00+00:00,2022-04-25 12:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2022-04-25 16:00:00+00:00,-16.617291811760012,39930.6,38111.0,2022-04-24 12:00:00+00:00,2022-04-25 04:00:00+00:00,2022-04-25 12:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-04-26 12:00:00+00:00,53.601608426077206,40800.0,38111.0,2022-04-26 00:00:00+00:00,2022-04-25 04:00:00+00:00,2022-04-26 08:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2022-05-08 00:00:00+00:00,29.426805547095604,36138.0,35702.9,2022-05-07 08:00:00+00:00,2022-05-07 04:00:00+00:00,2022-05-07 16:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-05-09 12:00:00+00:00,33.46827458256037,36138.0,33255.0,2022-05-07 08:00:00+00:00,2022-05-09 00:00:00+00:00,2022-05-09 08:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-05-09 20:00:00+00:00,-30.8847617780144,36138.0,33255.0,2022-05-07 08:00:00+00:00,2022-05-09 00:00:00+00:00,2022-05-09 08:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2022-05-10 04:00:00+00:00,-16.39541812750771,36138.0,33255.0,2022-05-07 08:00:00+00:00,2022-05-09 00:00:00+00:00,2022-05-09 08:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2022-05-11 04:00:00+00:00,-21.80436420917091,32387.4,30129.6,2022-05-10 12:00:00+00:00,2022-05-10 20:00:00+00:00,2022-05-11 04:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2022-05-11 20:00:00+00:00,-10.323343845325782,32197.6,29000.0,2022-05-11 08:00:00+00:00,2022-05-11 12:00:00+00:00,2022-05-11 20:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2022-05-12 04:00:00+00:00,-8.36763216038987,32197.6,27651.0,2022-05-11 08:00:00+00:00,2022-05-11 20:00:00+00:00,2022-05-12 04:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2022-05-13 00:00:00+00:00,-30.402224810563915,29959.8,26631.0,2022-05-12 16:00:00+00:00,2022-05-12 04:00:00+00:00,2022-05-13 00:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2022-05-14 16:00:00+00:00,24.27110871655676,31020.0,29180.1,2022-05-13 12:00:00+00:00,2022-05-13 20:00:00+00:00,2022-05-14 04:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2022-05-15 20:00:00+00:00,-16.00928735837669,30555.0,29448.0,2022-05-15 12:00:00+00:00,2022-05-15 04:00:00+00:00,2022-05-15 20:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-05-16 00:00:00+00:00,32.99941744818553,30555.0,29448.0,2022-05-15 12:00:00+00:00,2022-05-15 04:00:00+00:00,2022-05-15 20:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2022-05-26 20:00:00+00:00,-8.735616907583777,29877.0,27952.1,2022-05-26 00:00:00+00:00,2022-05-26 12:00:00+00:00,2022-05-26 20:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2022-05-30 00:00:00+00:00,-17.61007328904356,29500.0,29067.9,2022-05-29 12:00:00+00:00,2022-05-29 16:00:00+00:00,2022-05-30 00:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-06-01 20:00:00+00:00,-6.345249338018322,31888.0,31358.0,2022-06-01 12:00:00+00:00,2022-06-01 04:00:00+00:00,2022-06-01 20:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2022-06-02 08:00:00+00:00,-5.58273879394382,31888.0,29300.0,2022-06-01 12:00:00+00:00,2022-06-01 20:00:00+00:00,2022-06-02 04:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2022-06-02 20:00:00+00:00,-4.048507906469367,31888.0,29579.9,2022-06-01 12:00:00+00:00,2022-06-02 12:00:00+00:00,2022-06-02 20:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2022-06-03 08:00:00+00:00,-13.444647660032327,30750.0,29579.9,2022-06-02 20:00:00+00:00,2022-06-02 12:00:00+00:00,2022-06-03 04:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2022-06-06 00:00:00+00:00,-22.15124059548583,30250.0,29524.0,2022-06-05 16:00:00+00:00,2022-06-05 08:00:00+00:00,2022-06-06 00:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-06-07 00:00:00+00:00,-31.30616803452073,31780.0,31053.0,2022-06-06 12:00:00+00:00,2022-06-06 16:00:00+00:00,2022-06-07 00:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2022-06-07 16:00:00+00:00,-21.66220596192002,31596.0,29320.0,2022-06-06 20:00:00+00:00,2022-06-07 08:00:00+00:00,2022-06-07 16:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2022-06-10 08:00:00+00:00,-2.0713658208189485,30374.1,29470.5,2022-06-10 00:00:00+00:00,2022-06-10 00:00:00+00:00,2022-06-10 08:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2022-06-10 12:00:00+00:00,24.710230924445145,30374.1,29470.5,2022-06-10 00:00:00+00:00,2022-06-10 00:00:00+00:00,2022-06-10 08:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-06-12 00:00:00+00:00,35.62631980303717,29427.9,28080.0,2022-06-11 04:00:00+00:00,2022-06-11 16:00:00+00:00,2022-06-12 00:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-06-13 00:00:00+00:00,53.60413334954246,28337.7,26850.0,2022-06-12 12:00:00+00:00,2022-06-12 12:00:00+00:00,2022-06-12 20:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-06-13 12:00:00+00:00,46.99994753884058,28337.7,26850.0,2022-06-12 12:00:00+00:00,2022-06-12 12:00:00+00:00,2022-06-12 20:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2022-06-14 04:00:00+00:00,-24.628785870806013,28337.7,22559.7,2022-06-12 12:00:00+00:00,2022-06-13 12:00:00+00:00,2022-06-13 20:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2022-06-15 04:00:00+00:00,-19.0937100084511,23424.2,21350.0,2022-06-14 04:00:00+00:00,2022-06-14 20:00:00+00:00,2022-06-15 04:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2022-06-15 12:00:00+00:00,-9.237487388363595,23424.2,21350.0,2022-06-14 04:00:00+00:00,2022-06-14 20:00:00+00:00,2022-06-15 04:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2022-06-15 20:00:00+00:00,-25.62875816993464,23424.2,20100.2,2022-06-14 04:00:00+00:00,2022-06-15 08:00:00+00:00,2022-06-15 16:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2022-06-16 08:00:00+00:00,40.283463158996014,23000.0,20179.9,2022-06-16 00:00:00+00:00,2022-06-15 16:00:00+00:00,2022-06-16 08:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2022-06-18 04:00:00+00:00,-33.8502468173552,21388.0,20375.5,2022-06-17 08:00:00+00:00,2022-06-17 12:00:00+00:00,2022-06-17 20:00:00+00:00,0,2,2,0,1,0,L,True
development,LONG,2022-06-19 20:00:00+00:00,-13.225624990882244,20100.0,17935.9,2022-06-19 08:00:00+00:00,2022-06-19 04:00:00+00:00,2022-06-19 16:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-06-20 00:00:00+00:00,-17.60364406737218,20100.0,17935.9,2022-06-19 08:00:00+00:00,2022-06-19 04:00:00+00:00,2022-06-19 16:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2022-06-20 08:00:00+00:00,-19.179850800109687,20821.0,19630.0,2022-06-19 20:00:00+00:00,2022-06-20 00:00:00+00:00,2022-06-20 08:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2022-06-20 16:00:00+00:00,-19.17205398616455,20821.0,19630.0,2022-06-19 20:00:00+00:00,2022-06-20 00:00:00+00:00,2022-06-20 08:00:00+00:00,2,0,2,0,1,0,H,False
development,LONG,2022-06-21 04:00:00+00:00,-15.600541979742076,21099.9,19814.8,2022-06-20 12:00:00+00:00,2022-06-20 16:00:00+00:00,2022-06-21 00:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-06-22 00:00:00+00:00,-10.75747698064904,21740.0,20841.3,2022-06-21 12:00:00+00:00,2022-06-21 12:00:00+00:00,2022-06-21 20:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-06-23 12:00:00+00:00,-13.062304141121572,20888.0,19745.7,2022-06-22 12:00:00+00:00,2022-06-22 20:00:00+00:00,2022-06-23 04:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2022-06-23 16:00:00+00:00,-18.15803333907494,20888.0,19745.7,2022-06-22 12:00:00+00:00,2022-06-22 20:00:00+00:00,2022-06-23 04:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-06-29 04:00:00+00:00,-7.508886730908149,21198.0,20510.0,2022-06-28 08:00:00+00:00,2022-06-28 00:00:00+00:00,2022-06-28 16:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-06-30 04:00:00+00:00,-17.233049307268143,20430.0,19817.2,2022-06-29 20:00:00+00:00,2022-06-29 08:00:00+00:00,2022-06-30 04:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-07-01 04:00:00+00:00,-5.0611230648928585,20430.0,18563.0,2022-06-29 20:00:00+00:00,2022-06-30 20:00:00+00:00,2022-07-01 04:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2022-07-01 08:00:00+00:00,-16.429802032335836,20926.4,18563.0,2022-07-01 00:00:00+00:00,2022-06-30 20:00:00+00:00,2022-07-01 08:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2022-07-04 08:00:00+00:00,34.55468369522392,19645.4,19046.3,2022-07-03 20:00:00+00:00,2022-07-04 00:00:00+00:00,2022-07-04 08:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2022-07-07 16:00:00+00:00,-22.91822423260957,20667.6,20244.9,2022-07-06 20:00:00+00:00,2022-07-07 04:00:00+00:00,2022-07-07 12:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-07-10 12:00:00+00:00,21.009596745243456,22000.0,21095.4,2022-07-09 16:00:00+00:00,2022-07-10 00:00:00+00:00,2022-07-10 08:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-07-11 20:00:00+00:00,-15.326607297675254,20778.1,20260.0,2022-07-11 12:00:00+00:00,2022-07-11 12:00:00+00:00,2022-07-11 20:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2022-07-14 16:00:00+00:00,22.55782167645488,20436.6,18901.0,2022-07-14 00:00:00+00:00,2022-07-13 12:00:00+00:00,2022-07-14 08:00:00+00:00,1,0,1,0,1,0,H,True
development,LONG,2022-07-16 16:00:00+00:00,-6.659352444971056,21200.0,20471.0,2022-07-15 20:00:00+00:00,2022-07-16 04:00:00+00:00,2022-07-16 12:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2022-07-17 04:00:00+00:00,-5.945200372786608,21580.0,20900.0,2022-07-16 16:00:00+00:00,2022-07-16 20:00:00+00:00,2022-07-17 04:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2022-07-17 12:00:00+00:00,-8.363890726911837,21674.1,20900.0,2022-07-17 04:00:00+00:00,2022-07-16 20:00:00+00:00,2022-07-17 12:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2022-07-18 04:00:00+00:00,-24.780375214109405,21674.1,20742.0,2022-07-17 04:00:00+00:00,2022-07-17 20:00:00+00:00,2022-07-18 04:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-07-26 00:00:00+00:00,9.263893384823652,22095.0,21734.1,2022-07-25 08:00:00+00:00,2022-07-25 04:00:00+00:00,2022-07-25 16:00:00+00:00,1,1,2,0,2,1,L-H,True
development,SHORT,2022-07-26 12:00:00+00:00,-11.105192500578664,22252.6,20820.8,2022-07-25 20:00:00+00:00,2022-07-26 00:00:00+00:00,2022-07-26 08:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2022-07-26 20:00:00+00:00,20.192250835648085,21181.6,20689.6,2022-07-26 12:00:00+00:00,2022-07-26 12:00:00+00:00,2022-07-26 20:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2022-07-27 16:00:00+00:00,-29.674549943331066,21442.0,20689.6,2022-07-27 04:00:00+00:00,2022-07-26 12:00:00+00:00,2022-07-27 12:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-08-19 04:00:00+00:00,42.25766527047571,23595.0,23170.0,2022-08-18 12:00:00+00:00,2022-08-17 20:00:00+00:00,2022-08-18 20:00:00+00:00,0,1,1,0,1,0,L,True
development,SHORT,2022-08-27 12:00:00+00:00,-7.011239106480982,21867.6,19901.0,2022-08-26 12:00:00+00:00,2022-08-27 04:00:00+00:00,2022-08-27 12:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2022-08-29 12:00:00+00:00,-11.610374782089083,20140.0,19508.0,2022-08-28 16:00:00+00:00,2022-08-28 20:00:00+00:00,2022-08-29 04:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-08-30 12:00:00+00:00,-18.033472955930208,20574.0,20069.3,2022-08-30 04:00:00+00:00,2022-08-29 20:00:00+00:00,2022-08-30 12:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2022-08-31 00:00:00+00:00,-15.228835808892384,20574.0,19524.4,2022-08-30 04:00:00+00:00,2022-08-30 16:00:00+00:00,2022-08-31 00:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2022-09-01 12:00:00+00:00,-8.197448383622286,20419.0,19790.4,2022-08-31 12:00:00+00:00,2022-09-01 04:00:00+00:00,2022-09-01 12:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2022-09-01 20:00:00+00:00,-7.660493176825978,20419.0,19790.4,2022-08-31 12:00:00+00:00,2022-09-01 04:00:00+00:00,2022-09-01 12:00:00+00:00,0,1,1,0,1,0,L,False
development,SHORT,2022-09-02 16:00:00+00:00,23.15359233741894,20290.0,19978.0,2022-09-02 04:00:00+00:00,2022-09-02 08:00:00+00:00,2022-09-02 16:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-09-06 16:00:00+00:00,-27.880851109067613,20023.2,19665.0,2022-09-06 08:00:00+00:00,2022-09-06 00:00:00+00:00,2022-09-06 16:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2022-09-09 00:00:00+00:00,32.3548154093098,19400.0,19003.8,2022-09-08 08:00:00+00:00,2022-09-08 12:00:00+00:00,2022-09-08 20:00:00+00:00,1,0,1,0,1,0,H,True
development,LONG,2022-09-09 12:00:00+00:00,15.889954606392708,19400.0,19003.8,2022-09-08 08:00:00+00:00,2022-09-08 12:00:00+00:00,2022-09-08 20:00:00+00:00,1,0,1,0,1,0,H,True
development,LONG,2022-09-12 08:00:00+00:00,-8.020734496210979,22388.0,21438.5,2022-09-12 00:00:00+00:00,2022-09-11 20:00:00+00:00,2022-09-12 08:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2022-09-13 12:00:00+00:00,96.89685601640414,22474.0,22048.4,2022-09-12 20:00:00+00:00,2022-09-13 00:00:00+00:00,2022-09-13 08:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-11-09 16:00:00+00:00,32.0196963822363,20685.0,16830.0,2022-11-08 16:00:00+00:00,2022-11-08 16:00:00+00:00,2022-11-09 00:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-11-09 20:00:00+00:00,-31.21106570260916,20685.0,16830.0,2022-11-08 16:00:00+00:00,2022-11-08 16:00:00+00:00,2022-11-09 00:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2022-11-10 04:00:00+00:00,32.74316437169562,20685.0,15462.6,2022-11-08 16:00:00+00:00,2022-11-09 20:00:00+00:00,2022-11-10 04:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2022-11-10 12:00:00+00:00,-33.638131071281926,20685.0,15462.6,2022-11-08 16:00:00+00:00,2022-11-09 20:00:00+00:00,2022-11-10 04:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2022-11-11 12:00:00+00:00,40.23517287588864,18230.0,16880.0,2022-11-10 20:00:00+00:00,2022-11-11 00:00:00+00:00,2022-11-11 08:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2022-11-22 12:00:00+00:00,33.65450692425205,15960.0,15610.3,2022-11-22 00:00:00+00:00,2022-11-22 04:00:00+00:00,2022-11-22 12:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-12-01 12:00:00+00:00,-11.53697298252847,17248.3,16700.0,2022-11-30 20:00:00+00:00,2022-11-30 16:00:00+00:00,2022-12-01 04:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2022-12-05 12:00:00+00:00,-7.0886106197801,17430.0,16892.0,2022-12-05 04:00:00+00:00,2022-12-04 08:00:00+00:00,2022-12-05 12:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2022-12-09 12:00:00+00:00,-6.08132181732417,17294.9,16710.4,2022-12-08 16:00:00+00:00,2022-12-08 08:00:00+00:00,2022-12-09 00:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2022-12-13 08:00:00+00:00,16.24286656458436,17237.9,16865.0,2022-12-12 20:00:00+00:00,2022-12-12 00:00:00+00:00,2022-12-13 04:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2022-12-13 12:00:00+00:00,-10.518594889996946,17237.9,17076.0,2022-12-12 20:00:00+00:00,2022-12-13 04:00:00+00:00,2022-12-13 12:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-12-15 12:00:00+00:00,16.27814508723592,18400.0,17560.0,2022-12-14 16:00:00+00:00,2022-12-15 00:00:00+00:00,2022-12-15 08:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-12-16 16:00:00+00:00,6.297673314903451,17528.0,17258.0,2022-12-16 04:00:00+00:00,2022-12-15 20:00:00+00:00,2022-12-16 12:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-12-16 20:00:00+00:00,-10.069696404617344,17528.0,17258.0,2022-12-16 04:00:00+00:00,2022-12-15 20:00:00+00:00,2022-12-16 12:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2022-12-20 12:00:00+00:00,-7.105773825011196,16880.2,16210.0,2022-12-20 00:00:00+00:00,2022-12-19 20:00:00+00:00,2022-12-20 08:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2022-12-22 12:00:00+00:00,-6.596073715539763,16852.8,16778.0,2022-12-22 00:00:00+00:00,2022-12-22 04:00:00+00:00,2022-12-22 12:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2022-12-22 20:00:00+00:00,-5.51135559454079,16861.9,16778.0,2022-12-22 08:00:00+00:00,2022-12-22 04:00:00+00:00,2022-12-22 16:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2022-12-27 16:00:00+00:00,6.43999448484246,16968.0,16781.1,2022-12-27 00:00:00+00:00,2022-12-26 12:00:00+00:00,2022-12-27 08:00:00+00:00,0,1,1,0,1,0,L,True
development,SHORT,2022-12-30 04:00:00+00:00,-4.678097597707032,16649.0,16551.0,2022-12-29 20:00:00+00:00,2022-12-29 20:00:00+00:00,2022-12-30 04:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2022-12-30 20:00:00+00:00,-2.83054718935981,16649.0,16320.0,2022-12-29 20:00:00+00:00,2022-12-30 12:00:00+00:00,2022-12-30 20:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2022-12-31 20:00:00+00:00,-1.3735449735449596,16640.0,16530.0,2022-12-31 12:00:00+00:00,2022-12-31 04:00:00+00:00,2022-12-31 20:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2023-01-01 16:00:00+00:00,-1.7105488638897044,16640.0,16488.0,2022-12-31 12:00:00+00:00,2023-01-01 04:00:00+00:00,2023-01-01 12:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2023-01-02 00:00:00+00:00,6.414893093240903,16640.0,16488.0,2022-12-31 12:00:00+00:00,2023-01-01 04:00:00+00:00,2023-01-01 12:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2023-01-04 08:00:00+00:00,-2.9822056612406773,16764.9,16600.3,2023-01-03 12:00:00+00:00,2023-01-03 16:00:00+00:00,2023-01-04 00:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2023-01-05 12:00:00+00:00,-3.2598240747889635,16869.0,16766.0,2023-01-05 00:00:00+00:00,2023-01-04 20:00:00+00:00,2023-01-05 08:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2023-01-06 08:00:00+00:00,-2.605420912649747,16865.0,16740.4,2023-01-06 00:00:00+00:00,2023-01-05 12:00:00+00:00,2023-01-06 08:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2023-01-06 12:00:00+00:00,9.656967702461005,16865.0,16740.4,2023-01-06 00:00:00+00:00,2023-01-05 12:00:00+00:00,2023-01-06 08:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2023-01-08 20:00:00+00:00,11.752108662392024,17015.6,16905.0,2023-01-08 12:00:00+00:00,2023-01-08 00:00:00+00:00,2023-01-08 20:00:00+00:00,0,0,0,0,0,0,,True
