partition,tf,variant,week,week_start,signal_ts,side,route,vote_count,long_votes,short_votes,votes_json,entry_ts,exit_ts,entry,sl,tp,risk_frac,net_ret,reason
development,H4,CONF2_FORCED,2024-W25,2024-06-17 00:00:00+00:00,2024-06-21 12:00:00+00:00,SHORT,FALLBACK,1,,ORB,"{""FIB"": null, ""FVG"": null, ""ORB"": ""SHORT"", ""SR"": null}",2024-06-21 16:00:00+00:00,2024-06-22 04:00:00+00:00,63717.0,64455.18571428571,62787.66328571428,0.01158538089184542,-0.013085380891845353,SL
development,H4,CONF2_FORCED,2024-W26,2024-06-24 00:00:00+00:00,2024-06-24 08:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FVG","{""FIB"": null, ""FVG"": ""SHORT"", ""ORB"": ""SHORT"", ""SR"": null}",2024-06-24 12:00:00+00:00,2024-06-24 16:00:00+00:00,61257.3,61772.75,60558.078100000006,0.008414507332187342,0.009914507332187296,TP
development,H4,CONF2_FORCED,2024-W27,2024-07-01 00:00:00+00:00,2024-07-02 08:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2024-07-02 12:00:00+00:00,2024-07-02 12:00:00+00:00,62823.3,62122.94285714286,63712.127042857144,0.011148047664754038,-0.012648047664754079,SL
development,H4,CONF2_FORCED,2024-W28,2024-07-08 00:00:00+00:00,2024-07-09 12:00:00+00:00,LONG,CONFLUENCE,2,"ORB,FVG",,"{""FIB"": null, ""FVG"": ""LONG"", ""ORB"": ""LONG"", ""SR"": null}",2024-07-09 16:00:00+00:00,2024-07-10 04:00:00+00:00,57445.3,56176.47142857143,58886.46447142857,0.022087595876922432,0.02358759587692233,TP
development,H4,CONF2_FORCED,2024-W29,2024-07-15 00:00:00+00:00,2024-07-19 12:00:00+00:00,SHORT,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2024-07-19 16:00:00+00:00,2024-07-19 16:00:00+00:00,65791.5,66769.35714285714,64616.26835714286,0.014862970791928203,-0.01636297079192811,SL
development,H4,CONF2_FORCED,2024-W30,2024-07-22 00:00:00+00:00,2024-07-22 12:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FVG","{""FIB"": null, ""FVG"": ""SHORT"", ""ORB"": ""SHORT"", ""SR"": null}",2024-07-22 16:00:00+00:00,2024-07-22 16:00:00+00:00,67044.3,67882.3,66005.1671,0.012499198291279033,-0.01399919829127899,SL
development,H4,CONF2_FORCED,2024-W31,2024-07-29 00:00:00+00:00,2024-08-02 12:00:00+00:00,SHORT,FALLBACK,1,,FIB,"{""FIB"": ""SHORT"", ""FVG"": null, ""ORB"": null, ""SR"": null}",2024-08-02 16:00:00+00:00,2024-08-02 20:00:00+00:00,63393.5,64772.58571428571,61824.233785714285,0.021754370941590464,0.023254370941590496,TP
development,H4,CONF2_FORCED,2024-W32,2024-08-05 00:00:00+00:00,2024-08-05 16:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2024-08-05 20:00:00+00:00,2024-08-06 00:00:00+00:00,53450.3,55958.87857142858,50781.37052857143,0.04693291845749361,-0.04843291845749359,SL
development,H4,CONF2_FORCED,2024-W33,2024-08-12 00:00:00+00:00,2024-08-12 12:00:00+00:00,LONG,CONFLUENCE,2,"ORB,SR",,"{""FIB"": null, ""FVG"": null, ""ORB"": ""LONG"", ""SR"": ""LONG""}",2024-08-12 16:00:00+00:00,2024-08-12 16:00:00+00:00,60171.3,59105.41428571429,61417.69961428571,0.017714187898312223,-0.01921418789831225,SL
development,H4,CONF2_FORCED,2024-W34,2024-08-19 00:00:00+00:00,2024-08-23 12:00:00+00:00,SHORT,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2024-08-23 16:00:00+00:00,2024-08-23 16:00:00+00:00,61498.6,62513.90714285714,60298.79705714285,0.016509435057987385,-0.0180094350579873,SL
development,H4,CONF2_FORCED,2024-W35,2024-08-26 00:00:00+00:00,2024-08-30 12:00:00+00:00,SHORT,FALLBACK,1,,FVG,"{""FIB"": null, ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2024-08-30 16:00:00+00:00,2024-08-30 16:00:00+00:00,58073.7,59271.57857142857,56701.600328571425,0.020626868469351387,-0.022126868469351357,SL
development,H4,CONF2_FORCED,2024-W36,2024-09-02 00:00:00+00:00,2024-09-05 12:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FVG","{""FIB"": null, ""FVG"": ""SHORT"", ""ORB"": ""SHORT"", ""SR"": null}",2024-09-05 16:00:00+00:00,2024-09-06 12:00:00+00:00,55947.0,57038.392857142855,54687.766142857145,0.019507620732887494,0.021007620732887478,TP
development,H4,CONF2_FORCED,2024-W37,2024-09-09 00:00:00+00:00,2024-09-13 12:00:00+00:00,SHORT,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2024-09-13 16:00:00+00:00,2024-09-13 20:00:00+00:00,59623.6,60521.0,58547.3292,0.015051087153409061,-0.016551087153409083,SL
development,H4,CONF2_FORCED,2024-W38,2024-09-16 00:00:00+00:00,2024-09-20 12:00:00+00:00,SHORT,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2024-09-20 16:00:00+00:00,2024-09-21 12:00:00+00:00,63120.2,64166.25,61884.789399999994,0.01657234926378559,-0.0019182496253180013,TIME
development,H4,CONF2_FORCED,2024-W39,2024-09-23 00:00:00+00:00,2024-09-25 12:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FVG","{""FIB"": null, ""FVG"": ""SHORT"", ""ORB"": ""SHORT"", ""SR"": null}",2024-09-25 16:00:00+00:00,2024-09-26 08:00:00+00:00,63470.1,64194.171428571426,62555.61827142857,0.011408071337077287,-0.012908071337077219,SL
development,H4,CONF2_FORCED,2024-W40,2024-09-30 00:00:00+00:00,2024-10-04 12:00:00+00:00,LONG,FALLBACK,1,ORB,,"{""FIB"": null, ""FVG"": null, ""ORB"": ""LONG"", ""SR"": null}",2024-10-04 16:00:00+00:00,2024-10-05 12:00:00+00:00,61843.2,60838.35714285714,63033.57245714286,0.016248235168019386,0.0031601728241748574,TIME
development,H4,CONF2_FORCED,2024-W41,2024-10-07 00:00:00+00:00,2024-10-11 12:00:00+00:00,SHORT,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2024-10-11 16:00:00+00:00,2024-10-11 16:00:00+00:00,62218.0,63060.014285714286,61189.33171428571,0.013533290779425326,-0.015033290779425444,SL
development,H4,CONF2_FORCED,2024-W42,2024-10-14 00:00:00+00:00,2024-10-18 12:00:00+00:00,SHORT,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2024-10-18 16:00:00+00:00,2024-10-19 12:00:00+00:00,68710.0,69559.50714285714,67654.36285714287,0.012363660935193409,0.005822078300102009,TIME
development,H4,CONF2_FORCED,2024-W43,2024-10-21 00:00:00+00:00,2024-10-25 12:00:00+00:00,SHORT,FALLBACK,1,,SR,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": ""SHORT""}",2024-10-25 16:00:00+00:00,2024-10-25 16:00:00+00:00,67660.6,68523.79285714286,66594.42534285715,0.01275768847960049,0.014257688479600463,TP
development,H4,CONF2_FORCED,2024-W44,2024-10-28 00:00:00+00:00,2024-11-01 12:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2024-11-01 16:00:00+00:00,2024-11-01 16:00:00+00:00,69381.1,70424.96428571429,68129.09241428571,0.015045369498527483,-0.01654536949852753,SL
development,H4,CONF2_FORCED,2024-W45,2024-11-04 00:00:00+00:00,2024-11-07 08:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FVG","{""FIB"": null, ""FVG"": ""SHORT"", ""ORB"": ""SHORT"", ""SR"": null}",2024-11-07 12:00:00+00:00,2024-11-07 16:00:00+00:00,74776.9,76391.29285714285,72938.17644285713,0.021589459540885734,-0.02308945954088565,SL
development,H4,CONF2_FORCED,2024-W46,2024-11-11 00:00:00+00:00,2024-11-13 20:00:00+00:00,LONG,CONFLUENCE,3,"ORB,FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": ""LONG"", ""SR"": null}",2024-11-14 00:00:00+00:00,2024-11-14 20:00:00+00:00,90413.3,87450.82857142857,93647.01132857145,0.03276588099949265,-0.034265880999492626,SL
development,H4,CONF2_FORCED,2024-W47,2024-11-18 00:00:00+00:00,2024-11-22 12:00:00+00:00,SHORT,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2024-11-22 16:00:00+00:00,2024-11-23 12:00:00+00:00,98696.6,100338.67857142858,96758.43162857143,0.016637640723475476,0.001241735784211441,TIME
development,H4,CONF2_FORCED,2024-W48,2024-11-25 00:00:00+00:00,2024-11-27 12:00:00+00:00,LONG,CONFLUENCE,2,"ORB,FVG",,"{""FIB"": null, ""FVG"": ""LONG"", ""ORB"": ""LONG"", ""SR"": null}",2024-11-27 16:00:00+00:00,2024-11-28 12:00:00+00:00,95610.4,93576.9357142857,97930.69548571427,0.0212682332226859,-0.007180344397680503,TIME
development,H4,CONF2_FORCED,2024-W49,2024-12-02 00:00:00+00:00,2024-12-06 12:00:00+00:00,SHORT,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2024-12-06 16:00:00+00:00,2024-12-07 12:00:00+00:00,99358.5,102104.2,96314.7245,0.02763427386685586,-0.00605824111676395,TIME
development,H4,CONF2_FORCED,2024-W50,2024-12-09 00:00:00+00:00,2024-12-09 12:00:00+00:00,SHORT,CONFLUENCE,3,,"ORB,FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": ""SHORT"", ""SR"": null}",2024-12-09 16:00:00+00:00,2024-12-09 20:00:00+00:00,97856.1,99143.54285714286,96275.08884285715,0.01315649057281925,0.014656490572819205,TP
development,H4,CONF2_FORCED,2024-W51,2024-12-16 00:00:00+00:00,2024-12-16 12:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2024-12-16 16:00:00+00:00,2024-12-17 12:00:00+00:00,106281.1,104890.45714285715,107990.58615714285,0.013084573429733567,0.014584573429733462,TP
development,H4,CONF2_FORCED,2024-W52,2024-12-23 00:00:00+00:00,2024-12-27 12:00:00+00:00,SHORT,FALLBACK,1,,FVG,"{""FIB"": null, ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2024-12-27 16:00:00+00:00,2024-12-28 12:00:00+00:00,94539.9,96127.33571428571,92668.84458571428,0.016791171920910786,-0.00010164861608702317,TIME
external,H4,CONF2_FORCED,2020-W02,2020-01-06 00:00:00+00:00,2020-01-08 20:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2020-01-09 00:00:00+00:00,2020-01-09 16:00:00+00:00,8059.77,7844.513571428572,8299.205738571429,0.026707515049614133,-0.028207515049614218,SL
external,H4,CONF2_FORCED,2020-W03,2020-01-13 00:00:00+00:00,2020-01-17 12:00:00+00:00,LONG,FALLBACK,1,ORB,,"{""FIB"": null, ""FVG"": null, ""ORB"": ""LONG"", ""SR"": null}",2020-01-17 16:00:00+00:00,2020-01-18 12:00:00+00:00,8857.65,8699.262142857142,9042.610807142857,0.017881476141285463,0.004410145467477257,TIME
external,H4,CONF2_FORCED,2020-W04,2020-01-20 00:00:00+00:00,2020-01-24 12:00:00+00:00,LONG,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2020-01-24 16:00:00+00:00,2020-01-25 00:00:00+00:00,8509.21,8390.559285714286,8653.388344285713,0.013943799046646424,-0.015443799046646332,SL
external,H4,CONF2_FORCED,2020-W05,2020-01-27 00:00:00+00:00,2020-01-30 16:00:00+00:00,LONG,CONFLUENCE,2,"ORB,FVG",,"{""FIB"": null, ""FVG"": ""LONG"", ""ORB"": ""LONG"", ""SR"": null}",2020-01-30 20:00:00+00:00,2020-01-31 04:00:00+00:00,9515.02,9338.569285714286,9720.015774285714,0.018544439663365303,-0.020044439663365388,SL
external,H4,CONF2_FORCED,2020-W06,2020-02-03 00:00:00+00:00,2020-02-07 12:00:00+00:00,SHORT,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2020-02-07 16:00:00+00:00,2020-02-08 12:00:00+00:00,9810.47,9951.556428571428,9639.952161428571,0.014381209928925809,-0.004355112955852279,TIME
external,H4,CONF2_FORCED,2020-W07,2020-02-10 00:00:00+00:00,2020-02-13 12:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",ORB,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": ""SHORT"", ""SR"": null}",2020-02-13 16:00:00+00:00,2020-02-14 12:00:00+00:00,10264.86,10073.827857142858,10486.686722857143,0.018610301831407626,-0.0018964983448385695,TIME
external,H4,CONF2_FORCED,2020-W08,2020-02-17 00:00:00+00:00,2020-02-21 12:00:00+00:00,LONG,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2020-02-21 16:00:00+00:00,2020-02-22 12:00:00+00:00,9726.97,9527.582857142857,9955.538052857142,0.020498381598498067,-0.01067551920073778,TIME
external,H4,CONF2_FORCED,2020-W09,2020-02-24 00:00:00+00:00,2020-02-24 12:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2020-02-24 16:00:00+00:00,2020-02-24 16:00:00+00:00,9710.32,9844.120714285715,9547.388325714286,0.013779228108416018,0.015279228108415923,TP
external,H4,CONF2_FORCED,2020-W10,2020-03-02 00:00:00+00:00,2020-03-06 12:00:00+00:00,SHORT,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2020-03-06 16:00:00+00:00,2020-03-06 20:00:00+00:00,9017.0,9138.237857142856,8868.711142857142,0.013445476005640139,-0.014945476005639944,SL
external,H4,CONF2_FORCED,2020-W11,2020-03-09 00:00:00+00:00,2020-03-13 12:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2020-03-13 16:00:00+00:00,2020-03-14 12:00:00+00:00,5205.49,5980.205,4415.15853,0.14882652737782612,-0.020812302972438912,TIME
external,H4,CONF2_FORCED,2020-W12,2020-03-16 00:00:00+00:00,2020-03-16 16:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FIB","{""FIB"": ""SHORT"", ""FVG"": null, ""ORB"": ""SHORT"", ""SR"": null}",2020-03-16 20:00:00+00:00,2020-03-17 00:00:00+00:00,4934.52,5294.756428571429,4559.480011428573,0.07300333742115311,-0.07450333742115317,SL
external,H4,CONF2_FORCED,2020-W13,2020-03-23 00:00:00+00:00,2020-03-27 12:00:00+00:00,LONG,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2020-03-27 16:00:00+00:00,2020-03-27 20:00:00+00:00,6620.33,6443.417857142857,6817.103132857143,0.026722556557927296,-0.028222556557927214,SL
external,H4,CONF2_FORCED,2020-W14,2020-03-30 00:00:00+00:00,2020-04-03 12:00:00+00:00,LONG,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2020-04-03 16:00:00+00:00,2020-04-04 12:00:00+00:00,6708.04,6484.564285714286,6951.639834285714,0.03331460669371595,0.0010611057775445367,TIME
external,H4,CONF2_FORCED,2020-W15,2020-04-06 00:00:00+00:00,2020-04-10 12:00:00+00:00,LONG,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2020-04-10 16:00:00+00:00,2020-04-10 16:00:00+00:00,6767.64,6621.112857142857,6934.470062857144,0.021651143213460348,0.0231511432134604,TP
external,H4,CONF2_FORCED,2020-W16,2020-04-13 00:00:00+00:00,2020-04-17 12:00:00+00:00,SHORT,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2020-04-17 16:00:00+00:00,2020-04-18 12:00:00+00:00,7031.77,7197.582857142857,6844.861832857144,0.02358052910474278,-0.025080529104742844,SL
external,H4,CONF2_FORCED,2020-W17,2020-04-20 00:00:00+00:00,2020-04-24 12:00:00+00:00,LONG,FALLBACK,1,FVG,,"{""FIB"": null, ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2020-04-24 16:00:00+00:00,2020-04-25 12:00:00+00:00,7504.61,7348.492857142857,7683.240972857142,0.020802832240068805,0.022302832240068737,TP
external,H4,CONF2_FORCED,2020-W18,2020-04-27 00:00:00+00:00,2020-05-01 12:00:00+00:00,SHORT,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2020-05-01 16:00:00+00:00,2020-05-02 12:00:00+00:00,8729.99,9095.733571428571,8338.05645857143,0.041895073353872256,-0.025896362424240926,TIME
external,H4,CONF2_FORCED,2020-W19,2020-05-04 00:00:00+00:00,2020-05-07 00:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2020-05-07 04:00:00+00:00,2020-05-07 12:00:00+00:00,9292.14,9082.743571428571,9529.412848571428,0.022534790540330703,0.024034790540330697,TP
external,H4,CONF2_FORCED,2020-W20,2020-05-11 00:00:00+00:00,2020-05-15 12:00:00+00:00,SHORT,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2020-05-15 16:00:00+00:00,2020-05-15 20:00:00+00:00,9472.93,9748.579285714286,9168.861924285715,0.029098630066334896,0.030598630066334842,TP
external,H4,CONF2_FORCED,2020-W21,2020-05-18 00:00:00+00:00,2020-05-20 20:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2020-05-21 00:00:00+00:00,2020-05-21 08:00:00+00:00,9508.0,9707.103571428572,9280.372428571429,0.020940636456517826,0.022440636456517782,TP
external,H4,CONF2_FORCED,2020-W22,2020-05-25 00:00:00+00:00,2020-05-29 12:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",ORB,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": ""SHORT"", ""SR"": null}",2020-05-29 16:00:00+00:00,2020-05-30 12:00:00+00:00,9407.37,9240.000714285716,9602.961395714286,0.017791294029498757,0.012291314681999234,TIME
external,H4,CONF2_FORCED,2020-W23,2020-06-01 00:00:00+00:00,2020-06-05 12:00:00+00:00,LONG,FALLBACK,1,FIB,,"{""FIB"": ""LONG"", ""FVG"": null, ""ORB"": null, ""SR"": null}",2020-06-05 16:00:00+00:00,2020-06-06 00:00:00+00:00,9707.08,9561.346428571429,9881.934811428573,0.015013121497769807,-0.01651312149776979,SL
external,H4,CONF2_FORCED,2020-W24,2020-06-08 00:00:00+00:00,2020-06-12 12:00:00+00:00,LONG,FALLBACK,1,ORB,FIB,"{""FIB"": ""SHORT"", ""FVG"": null, ""ORB"": ""LONG"", ""SR"": null}",2020-06-12 16:00:00+00:00,2020-06-13 12:00:00+00:00,9415.37,9244.60642857143,9614.379681428572,0.018136681981544146,0.000475493262611927,TIME
external,H4,CONF2_FORCED,2020-W25,2020-06-15 00:00:00+00:00,2020-06-18 20:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FIB","{""FIB"": ""SHORT"", ""FVG"": null, ""ORB"": ""SHORT"", ""SR"": null}",2020-06-19 00:00:00+00:00,2020-06-19 00:00:00+00:00,9381.99,9490.968571428572,9244.865458571428,0.011615720271346613,0.013115720271346611,TP
external,H4,CONF2_FORCED,2020-W26,2020-06-22 00:00:00+00:00,2020-06-26 12:00:00+00:00,SHORT,FALLBACK,1,,FIB,"{""FIB"": ""SHORT"", ""FVG"": null, ""ORB"": null, ""SR"": null}",2020-06-26 16:00:00+00:00,2020-06-27 12:00:00+00:00,9148.85,9310.265714285715,8959.987735714287,0.017643279131881507,0.0005603682430032632,TIME
external,H4,CONF2_FORCED,2020-W27,2020-06-29 00:00:00+00:00,2020-07-03 08:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2020-07-03 12:00:00+00:00,2020-07-04 08:00:00+00:00,9096.99,9183.062142857143,8983.626887142857,0.009461606845466784,0.0027123823374544677,TIME
external,H4,CONF2_FORCED,2020-W28,2020-07-06 00:00:00+00:00,2020-07-10 12:00:00+00:00,LONG,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2020-07-10 16:00:00+00:00,2020-07-11 12:00:00+00:00,9245.43,9160.637857142858,9357.958432857144,0.009171249239585691,-0.003826554849260698,TIME
external,H4,CONF2_FORCED,2020-W29,2020-07-13 00:00:00+00:00,2020-07-15 08:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FIB","{""FIB"": ""SHORT"", ""FVG"": null, ""ORB"": ""SHORT"", ""SR"": null}",2020-07-15 12:00:00+00:00,2020-07-16 04:00:00+00:00,9221.54,9284.424285714287,9130.991094285715,0.006819282431598792,0.008319282431598797,TP
external,H4,CONF2_FORCED,2020-W30,2020-07-20 00:00:00+00:00,2020-07-24 12:00:00+00:00,SHORT,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2020-07-24 16:00:00+00:00,2020-07-24 20:00:00+00:00,9554.76,9640.659285714286,9440.196434285714,0.008990208620026639,-0.01049020862002664,SL
external,H4,CONF2_FORCED,2020-W31,2020-07-27 00:00:00+00:00,2020-07-28 08:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2020-07-28 12:00:00+00:00,2020-07-29 08:00:00+00:00,11000.98,10661.582142857142,11373.380797142858,0.030851602052076918,0.00841548025721345,TIME
external,H4,CONF2_FORCED,2020-W32,2020-08-03 00:00:00+00:00,2020-08-07 12:00:00+00:00,SHORT,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2020-08-07 16:00:00+00:00,2020-08-07 16:00:00+00:00,11647.96,11839.886428571428,11421.089691428571,0.016477256839088437,0.017977256839088407,TP
external,H4,CONF2_FORCED,2020-W33,2020-08-10 00:00:00+00:00,2020-08-14 12:00:00+00:00,SHORT,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2020-08-14 16:00:00+00:00,2020-08-15 00:00:00+00:00,11748.44,11913.103571428572,11548.53110857143,0.014015781791333264,-0.015515781791333337,SL
external,H4,CONF2_FORCED,2020-W34,2020-08-17 00:00:00+00:00,2020-08-21 12:00:00+00:00,LONG,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2020-08-21 16:00:00+00:00,2020-08-21 20:00:00+00:00,11725.86,11595.29642857143,11891.601151428573,0.011134669135446877,-0.012634669135446806,SL
external,H4,CONF2_FORCED,2020-W35,2020-08-24 00:00:00+00:00,2020-08-27 08:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2020-08-27 12:00:00+00:00,2020-08-27 12:00:00+00:00,11316.77,11474.987857142858,11124.601832857143,0.013980831734042253,-0.015480831734042187,SL
external,H4,CONF2_FORCED,2020-W36,2020-08-31 00:00:00+00:00,2020-09-01 00:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2020-09-01 04:00:00+00:00,2020-09-01 04:00:00+00:00,11698.75,11591.031428571428,11841.56482142857,0.00920769923526629,0.010707699235266212,TP
external,H4,CONF2_FORCED,2020-W37,2020-09-07 00:00:00+00:00,2020-09-07 08:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FIB","{""FIB"": ""SHORT"", ""FVG"": null, ""ORB"": ""SHORT"", ""SR"": null}",2020-09-07 12:00:00+00:00,2020-09-07 20:00:00+00:00,10031.6,10256.41,9776.6952,0.022410183819131544,-0.023910183819131514,SL
external,H4,CONF2_FORCED,2020-W38,2020-09-14 00:00:00+00:00,2020-09-18 12:00:00+00:00,SHORT,FALLBACK,1,,FIB,"{""FIB"": ""SHORT"", ""FVG"": null, ""ORB"": null, ""SR"": null}",2020-09-18 16:00:00+00:00,2020-09-19 08:00:00+00:00,10892.71,11012.644285714285,10740.097584285713,0.011010509387864518,-0.01251050938786452,SL
external,H4,CONF2_FORCED,2020-W39,2020-09-21 00:00:00+00:00,2020-09-25 12:00:00+00:00,SHORT,FALLBACK,1,FVG,ORB,"{""FIB"": null, ""FVG"": ""LONG"", ""ORB"": ""SHORT"", ""SR"": null}",2020-09-25 16:00:00+00:00,2020-09-26 04:00:00+00:00,10640.81,10789.719285714285,10459.978284285713,0.013994168274246599,-0.015494168274246599,SL
external,H4,CONF2_FORCED,2020-W40,2020-09-28 00:00:00+00:00,2020-10-02 12:00:00+00:00,SHORT,FALLBACK,1,,ORB,"{""FIB"": null, ""FVG"": null, ""ORB"": ""SHORT"", ""SR"": null}",2020-10-02 16:00:00+00:00,2020-10-03 12:00:00+00:00,10507.18,10639.857142857143,10342.981317142858,0.01262728371048586,-0.004333300657264947,TIME
external,H4,CONF2_FORCED,2020-W41,2020-10-05 00:00:00+00:00,2020-10-05 04:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2020-10-05 08:00:00+00:00,2020-10-05 20:00:00+00:00,10677.99,10611.152857142857,10776.861112857141,0.006259337464929536,0.007759337464929463,TP
external,H4,CONF2_FORCED,2020-W42,2020-10-12 00:00:00+00:00,2020-10-13 08:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2020-10-13 12:00:00+00:00,2020-10-13 12:00:00+00:00,11486.28,11341.262142857144,11665.756697142857,0.012625310992145162,-0.014125310992145144,SL
external,H4,CONF2_FORCED,2020-W43,2020-10-19 00:00:00+00:00,2020-10-23 12:00:00+00:00,SHORT,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2020-10-23 16:00:00+00:00,2020-10-24 12:00:00+00:00,12925.26,13193.99142857143,12617.752791428573,0.02079118165293608,-0.015298561885795646,TIME
external,H4,CONF2_FORCED,2020-W44,2020-10-26 00:00:00+00:00,2020-10-30 12:00:00+00:00,LONG,FALLBACK,1,FIB,,"{""FIB"": ""LONG"", ""FVG"": null, ""ORB"": null, ""SR"": null}",2020-10-30 16:00:00+00:00,2020-10-31 08:00:00+00:00,13540.01,13245.407142857142,13875.232887142856,0.021757949746186084,0.023257949746186057,TP
