partition,regime,clock_block,obs_start,obs_end,H,L,range,ext15_px,k1_ts,k1_start,direct_break,break_ts,break_complete_ts,retest_ts,retest_complete_ts,retest_class,accepted_retest,terminal_ts,terminal_type,ext15_success,minutes_break_to_retest,minutes_accept_to_ext15
external,BULL,12-16,2021-11-03 12:00:00+00:00,2021-11-03 16:00:00+00:00,63475.81,62930.0,545.8099999999977,62848.1285,2021-11-03 12:15:00+00:00,2021-11-03 12:10:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2021-11-03 16:00:00+00:00,NOT_DIRECT_PATH,False,,
external,SIDEWAYS,16-20,2021-11-03 16:00:00+00:00,2021-11-03 20:00:00+00:00,63201.97,61623.56,1578.4100000000035,61386.7985,2021-11-03 18:05:00+00:00,2021-11-03 18:00:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2021-11-03 20:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BULL,00-04,2021-11-04 00:00:00+00:00,2021-11-04 04:00:00+00:00,63277.12,62760.34,516.7800000000061,62682.823,2021-11-04 01:05:00+00:00,2021-11-04 01:00:00+00:00,True,2021-11-04 01:05:00+00:00,2021-11-04 01:10:00+00:00,2021-11-04 01:10:00+00:00,2021-11-04 01:15:00+00:00,RETEST_ACCEPTED_BELOW,True,2021-11-04 01:15:00+00:00,EXT15,True,0.0,0.0
external,BULL,04-08,2021-11-04 04:00:00+00:00,2021-11-04 08:00:00+00:00,63149.0,62237.0,912.0,62100.2,2021-11-04 07:45:00+00:00,2021-11-04 07:40:00+00:00,True,2021-11-04 07:45:00+00:00,2021-11-04 07:50:00+00:00,,,NO_RETEST_BEFORE_BLOCK_END,False,2021-11-04 08:00:00+00:00,NO_RETEST_BEFORE_BLOCK_END,False,,
external,SIDEWAYS,08-12,2021-11-04 08:00:00+00:00,2021-11-04 12:00:00+00:00,62880.0,61850.1,1029.9000000000015,61695.615,2021-11-04 08:05:00+00:00,2021-11-04 08:00:00+00:00,True,2021-11-04 08:35:00+00:00,2021-11-04 08:40:00+00:00,2021-11-04 09:50:00+00:00,2021-11-04 09:55:00+00:00,RETEST_ACCEPTED_BELOW,True,2021-11-04 10:05:00+00:00,RECLAIM_ABOVE_L,False,70.0,
external,BEAR,16-20,2021-11-04 16:00:00+00:00,2021-11-04 20:00:00+00:00,62414.62,60833.2,1581.4200000000055,60595.986999999994,2021-11-04 17:40:00+00:00,2021-11-04 17:35:00+00:00,True,2021-11-04 18:00:00+00:00,2021-11-04 18:05:00+00:00,2021-11-04 18:05:00+00:00,2021-11-04 18:10:00+00:00,RETEST_RECLAIMED,False,2021-11-04 18:10:00+00:00,RETEST_RECLAIMED,False,0.0,
external,SIDEWAYS,08-12,2021-11-05 08:00:00+00:00,2021-11-05 12:00:00+00:00,62671.48,61914.91,756.5699999999997,61801.4245,2021-11-05 09:35:00+00:00,2021-11-05 09:30:00+00:00,True,2021-11-05 09:35:00+00:00,2021-11-05 09:40:00+00:00,,,NO_RETEST_BEFORE_BLOCK_END,False,2021-11-05 12:00:00+00:00,NO_RETEST_BEFORE_BLOCK_END,False,,
external,BEAR,12-16,2021-11-05 12:00:00+00:00,2021-11-05 16:00:00+00:00,62309.34,61235.0,1074.3399999999965,61073.849,2021-11-05 12:35:00+00:00,2021-11-05 12:30:00+00:00,True,2021-11-05 15:05:00+00:00,2021-11-05 15:10:00+00:00,,,NO_RETEST_BEFORE_BLOCK_END,False,2021-11-05 16:00:00+00:00,NO_RETEST_BEFORE_BLOCK_END,False,,
external,BEAR,12-16,2021-11-06 12:00:00+00:00,2021-11-06 16:00:00+00:00,61436.68,60155.0,1281.6800000000003,59962.748,2021-11-06 12:20:00+00:00,2021-11-06 12:15:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2021-11-06 16:00:00+00:00,NOT_DIRECT_PATH,False,,
external,SIDEWAYS,08-12,2021-11-07 08:00:00+00:00,2021-11-07 12:00:00+00:00,62359.99,61729.31,630.6800000000003,61634.708,2021-11-07 08:20:00+00:00,2021-11-07 08:15:00+00:00,True,2021-11-07 08:20:00+00:00,2021-11-07 08:25:00+00:00,2021-11-07 08:25:00+00:00,2021-11-07 08:30:00+00:00,RETEST_ACCEPTED_BELOW,True,2021-11-07 08:40:00+00:00,RECLAIM_ABOVE_L,False,0.0,
external,BULL,12-16,2021-11-09 12:00:00+00:00,2021-11-09 16:00:00+00:00,68300.0,67401.83,898.1699999999983,67267.1045,2021-11-09 12:20:00+00:00,2021-11-09 12:15:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2021-11-09 16:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BULL,12-16,2021-11-10 12:00:00+00:00,2021-11-10 16:00:00+00:00,67186.0,66443.82,742.179999999993,66332.493,2021-11-10 13:00:00+00:00,2021-11-10 12:55:00+00:00,True,2021-11-10 13:00:00+00:00,2021-11-10 13:05:00+00:00,2021-11-10 13:05:00+00:00,2021-11-10 13:10:00+00:00,RETEST_RECLAIMED,False,2021-11-10 13:10:00+00:00,RETEST_RECLAIMED,False,0.0,
external,BULL,20-00,2021-11-10 20:00:00+00:00,2021-11-11 00:00:00+00:00,68841.6,66625.0,2216.600000000006,66292.51,2021-11-10 20:05:00+00:00,2021-11-10 20:00:00+00:00,True,2021-11-10 20:10:00+00:00,2021-11-10 20:15:00+00:00,2021-11-10 20:15:00+00:00,2021-11-10 20:20:00+00:00,RETEST_RECLAIMED,False,2021-11-10 20:20:00+00:00,RETEST_RECLAIMED,False,0.0,
external,BEAR,00-04,2021-11-12 00:00:00+00:00,2021-11-12 04:00:00+00:00,65364.41,64788.0,576.4100000000035,64701.5385,2021-11-12 00:05:00+00:00,2021-11-12 00:00:00+00:00,True,2021-11-12 00:10:00+00:00,2021-11-12 00:15:00+00:00,2021-11-12 00:15:00+00:00,2021-11-12 00:20:00+00:00,RETEST_RECLAIMED,False,2021-11-12 00:20:00+00:00,RETEST_RECLAIMED,False,0.0,
external,BEAR,16-20,2021-11-12 16:00:00+00:00,2021-11-12 20:00:00+00:00,64258.84,62900.0,1358.8399999999965,62696.174,2021-11-12 16:10:00+00:00,2021-11-12 16:05:00+00:00,True,2021-11-12 16:25:00+00:00,2021-11-12 16:30:00+00:00,2021-11-12 16:35:00+00:00,2021-11-12 16:40:00+00:00,RETEST_ACCEPTED_BELOW,True,2021-11-12 16:40:00+00:00,EXT15,True,5.0,0.0
external,BEAR,04-08,2021-11-13 04:00:00+00:00,2021-11-13 08:00:00+00:00,64490.0,63610.75,879.25,63478.8625,2021-11-13 04:20:00+00:00,2021-11-13 04:15:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2021-11-13 08:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BEAR,16-20,2021-11-14 16:00:00+00:00,2021-11-14 20:00:00+00:00,64832.74,64024.6,808.1399999999994,63903.379,2021-11-14 16:10:00+00:00,2021-11-14 16:05:00+00:00,True,2021-11-14 16:35:00+00:00,2021-11-14 16:40:00+00:00,2021-11-14 17:50:00+00:00,2021-11-14 17:55:00+00:00,RETEST_RECLAIMED,False,2021-11-14 17:55:00+00:00,RETEST_RECLAIMED,False,70.0,
external,BULL,04-08,2021-11-15 04:00:00+00:00,2021-11-15 08:00:00+00:00,66255.53,65562.96,692.5699999999924,65459.07450000001,2021-11-15 07:45:00+00:00,2021-11-15 07:40:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2021-11-15 08:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BULL,12-16,2021-11-15 12:00:00+00:00,2021-11-15 16:00:00+00:00,66395.05,65326.39,1068.6600000000035,65166.091,2021-11-15 14:15:00+00:00,2021-11-15 14:10:00+00:00,True,2021-11-15 14:15:00+00:00,2021-11-15 14:20:00+00:00,,,NO_RETEST_BEFORE_BLOCK_END,False,2021-11-15 16:00:00+00:00,NO_RETEST_BEFORE_BLOCK_END,False,,
external,SIDEWAYS,16-20,2021-11-15 16:00:00+00:00,2021-11-15 20:00:00+00:00,65999.26,64308.0,1691.2599999999948,64054.311,2021-11-15 16:05:00+00:00,2021-11-15 16:00:00+00:00,True,2021-11-15 16:10:00+00:00,2021-11-15 16:15:00+00:00,2021-11-15 16:15:00+00:00,2021-11-15 16:20:00+00:00,RETEST_ACCEPTED_BELOW,True,2021-11-15 16:25:00+00:00,EXT15,True,0.0,5.0
external,SIDEWAYS,20-00,2021-11-15 20:00:00+00:00,2021-11-16 00:00:00+00:00,64500.0,63666.0,834.0,63540.9,2021-11-15 21:05:00+00:00,2021-11-15 21:00:00+00:00,True,2021-11-15 22:10:00+00:00,2021-11-15 22:15:00+00:00,2021-11-15 22:15:00+00:00,2021-11-15 22:20:00+00:00,RETEST_ACCEPTED_BELOW,True,2021-11-15 22:25:00+00:00,AMBIGUOUS_EXTENSION_RECLAIM,False,0.0,
external,BEAR,04-08,2021-11-16 04:00:00+00:00,2021-11-16 08:00:00+00:00,63655.77,60385.0,3270.769999999997,59894.3845,2021-11-16 04:25:00+00:00,2021-11-16 04:20:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2021-11-16 08:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BEAR,08-12,2021-11-16 08:00:00+00:00,2021-11-16 12:00:00+00:00,61563.11,60283.72,1279.3899999999994,60091.8115,2021-11-16 09:40:00+00:00,2021-11-16 09:35:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2021-11-16 12:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BEAR,00-04,2021-11-17 00:00:00+00:00,2021-11-17 04:00:00+00:00,61171.76,59143.03,2028.7300000000032,58838.720499999996,2021-11-17 02:05:00+00:00,2021-11-17 02:00:00+00:00,True,2021-11-17 03:05:00+00:00,2021-11-17 03:10:00+00:00,2021-11-17 03:10:00+00:00,2021-11-17 03:15:00+00:00,RETEST_ACCEPTED_BELOW,True,2021-11-17 03:15:00+00:00,EXT15,True,0.0,0.0
external,BEAR,08-12,2021-11-17 08:00:00+00:00,2021-11-17 12:00:00+00:00,60174.0,58600.36,1573.6399999999994,58364.314,2021-11-17 10:40:00+00:00,2021-11-17 10:35:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2021-11-17 12:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BEAR,04-08,2021-11-18 04:00:00+00:00,2021-11-18 08:00:00+00:00,60999.0,59865.61,1133.3899999999994,59695.601500000004,2021-11-18 04:05:00+00:00,2021-11-18 04:00:00+00:00,True,2021-11-18 04:10:00+00:00,2021-11-18 04:15:00+00:00,2021-11-18 04:15:00+00:00,2021-11-18 04:20:00+00:00,RETEST_RECLAIMED,False,2021-11-18 04:20:00+00:00,RETEST_RECLAIMED,False,0.0,
external,BEAR,08-12,2021-11-18 08:00:00+00:00,2021-11-18 12:00:00+00:00,60122.57,59533.54,589.0299999999988,59445.1855,2021-11-18 08:20:00+00:00,2021-11-18 08:15:00+00:00,True,2021-11-18 08:45:00+00:00,2021-11-18 08:50:00+00:00,2021-11-18 08:50:00+00:00,2021-11-18 08:55:00+00:00,RETEST_RECLAIMED,False,2021-11-18 08:55:00+00:00,RETEST_RECLAIMED,False,0.0,
external,BEAR,12-16,2021-11-18 12:00:00+00:00,2021-11-18 16:00:00+00:00,59998.17,59002.27,995.9000000000015,58852.884999999995,2021-11-18 13:05:00+00:00,2021-11-18 13:00:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2021-11-18 16:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BEAR,16-20,2021-11-18 16:00:00+00:00,2021-11-18 20:00:00+00:00,59995.0,57534.99,2460.010000000002,57165.9885,2021-11-18 16:25:00+00:00,2021-11-18 16:20:00+00:00,True,2021-11-18 16:30:00+00:00,2021-11-18 16:35:00+00:00,2021-11-18 16:35:00+00:00,2021-11-18 16:40:00+00:00,RETEST_RECLAIMED,False,2021-11-18 16:40:00+00:00,RETEST_RECLAIMED,False,0.0,
external,BEAR,20-00,2021-11-18 20:00:00+00:00,2021-11-19 00:00:00+00:00,58500.0,56600.0,1900.0,56315.0,2021-11-18 23:00:00+00:00,2021-11-18 22:55:00+00:00,True,2021-11-18 23:15:00+00:00,2021-11-18 23:20:00+00:00,2021-11-18 23:20:00+00:00,2021-11-18 23:25:00+00:00,RETEST_RECLAIMED,False,2021-11-18 23:25:00+00:00,RETEST_RECLAIMED,False,0.0,
external,BEAR,16-20,2021-11-20 16:00:00+00:00,2021-11-20 20:00:00+00:00,58851.91,57532.0,1319.9100000000035,57334.0135,2021-11-20 16:15:00+00:00,2021-11-20 16:10:00+00:00,True,2021-11-20 16:15:00+00:00,2021-11-20 16:20:00+00:00,2021-11-20 16:20:00+00:00,2021-11-20 16:25:00+00:00,RETEST_RECLAIMED,False,2021-11-20 16:25:00+00:00,RETEST_RECLAIMED,False,0.0,
external,SIDEWAYS,00-04,2021-11-21 00:00:00+00:00,2021-11-21 04:00:00+00:00,59873.84,59331.86,541.9799999999959,59250.563,2021-11-21 00:55:00+00:00,2021-11-21 00:50:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2021-11-21 04:00:00+00:00,NOT_DIRECT_PATH,False,,
external,SIDEWAYS,08-12,2021-11-21 08:00:00+00:00,2021-11-21 12:00:00+00:00,59255.0,58585.28,669.7200000000012,58484.822,2021-11-21 10:45:00+00:00,2021-11-21 10:40:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2021-11-21 12:00:00+00:00,NOT_DIRECT_PATH,False,,
external,SIDEWAYS,00-04,2021-11-22 00:00:00+00:00,2021-11-22 04:00:00+00:00,59700.0,58550.0,1150.0,58377.5,2021-11-22 00:05:00+00:00,2021-11-22 00:00:00+00:00,True,2021-11-22 00:05:00+00:00,2021-11-22 00:10:00+00:00,,,NO_RETEST_BEFORE_BLOCK_END,False,2021-11-22 04:00:00+00:00,NO_RETEST_BEFORE_BLOCK_END,False,,
external,BEAR,04-08,2021-11-22 04:00:00+00:00,2021-11-22 08:00:00+00:00,58777.42,57100.0,1677.4199999999983,56848.387,2021-11-22 04:55:00+00:00,2021-11-22 04:50:00+00:00,True,2021-11-22 04:55:00+00:00,2021-11-22 05:00:00+00:00,2021-11-22 05:00:00+00:00,2021-11-22 05:05:00+00:00,RETEST_ACCEPTED_BELOW,True,2021-11-22 05:05:00+00:00,EXT15,True,0.0,0.0
external,BEAR,08-12,2021-11-23 08:00:00+00:00,2021-11-23 12:00:00+00:00,57071.53,55849.03,1222.5,55665.655,2021-11-23 08:25:00+00:00,2021-11-23 08:20:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2021-11-23 12:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BEAR,12-16,2021-11-24 12:00:00+00:00,2021-11-24 16:00:00+00:00,57499.02,56333.82,1165.199999999997,56159.04,2021-11-24 13:10:00+00:00,2021-11-24 13:05:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2021-11-24 16:00:00+00:00,NOT_DIRECT_PATH,False,,
external,SIDEWAYS,04-08,2021-11-25 04:00:00+00:00,2021-11-25 08:00:00+00:00,58369.34,57146.46,1222.8799999999974,56963.028,2021-11-25 05:25:00+00:00,2021-11-25 05:20:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2021-11-25 08:00:00+00:00,NOT_DIRECT_PATH,False,,
external,SIDEWAYS,08-12,2021-11-26 08:00:00+00:00,2021-11-26 12:00:00+00:00,58068.0,56680.18,1387.8199999999997,56472.007,2021-11-26 08:05:00+00:00,2021-11-26 08:00:00+00:00,True,2021-11-26 08:05:00+00:00,2021-11-26 08:10:00+00:00,2021-11-26 08:10:00+00:00,2021-11-26 08:15:00+00:00,RETEST_RECLAIMED,False,2021-11-26 08:15:00+00:00,RETEST_RECLAIMED,False,0.0,
external,BEAR,20-00,2021-11-26 20:00:00+00:00,2021-11-27 00:00:00+00:00,54673.74,53935.37,738.3699999999953,53824.6145,2021-11-26 22:05:00+00:00,2021-11-26 22:00:00+00:00,True,2021-11-26 23:20:00+00:00,2021-11-26 23:25:00+00:00,2021-11-26 23:35:00+00:00,2021-11-26 23:40:00+00:00,RETEST_ACCEPTED_BELOW,True,2021-11-26 23:40:00+00:00,EXT15,True,10.0,0.0
external,BULL,04-08,2021-11-30 04:00:00+00:00,2021-11-30 08:00:00+00:00,58023.06,56800.16,1222.8999999999942,56616.725000000006,2021-11-30 05:35:00+00:00,2021-11-30 05:30:00+00:00,True,2021-11-30 05:40:00+00:00,2021-11-30 05:45:00+00:00,,,NO_RETEST_BEFORE_BLOCK_END,False,2021-11-30 08:00:00+00:00,NO_RETEST_BEFORE_BLOCK_END,False,,
external,BULL,16-20,2021-11-30 16:00:00+00:00,2021-11-30 20:00:00+00:00,59224.99,57260.0,1964.989999999998,56965.2515,2021-11-30 16:05:00+00:00,2021-11-30 16:00:00+00:00,True,2021-11-30 16:05:00+00:00,2021-11-30 16:10:00+00:00,2021-11-30 16:15:00+00:00,2021-11-30 16:20:00+00:00,RETEST_ACCEPTED_BELOW,True,2021-11-30 16:30:00+00:00,RECLAIM_ABOVE_L,False,5.0,
external,BULL,00-04,2021-12-01 00:00:00+00:00,2021-12-01 04:00:00+00:00,57812.99,56768.69,1044.2999999999956,56612.045000000006,2021-12-01 00:05:00+00:00,2021-12-01 00:00:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2021-12-01 04:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BEAR,12-16,2021-12-02 12:00:00+00:00,2021-12-02 16:00:00+00:00,57213.12,56070.24,1142.8800000000047,55898.808,2021-12-02 12:20:00+00:00,2021-12-02 12:15:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2021-12-02 16:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BEAR,16-20,2021-12-02 16:00:00+00:00,2021-12-02 20:00:00+00:00,57394.99,56046.2,1348.7900000000009,55843.881499999996,2021-12-02 16:50:00+00:00,2021-12-02 16:45:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2021-12-02 20:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BEAR,16-20,2021-12-03 16:00:00+00:00,2021-12-03 20:00:00+00:00,57670.0,55800.0,1870.0,55519.5,2021-12-03 16:05:00+00:00,2021-12-03 16:00:00+00:00,True,2021-12-03 16:05:00+00:00,2021-12-03 16:10:00+00:00,,,NO_RETEST_BEFORE_BLOCK_END,False,2021-12-03 20:00:00+00:00,NO_RETEST_BEFORE_BLOCK_END,False,,
external,BEAR,20-00,2021-12-03 20:00:00+00:00,2021-12-04 00:00:00+00:00,56026.67,53768.57,2258.0999999999985,53429.855,2021-12-03 20:05:00+00:00,2021-12-03 20:00:00+00:00,True,2021-12-03 20:05:00+00:00,2021-12-03 20:10:00+00:00,2021-12-03 20:10:00+00:00,2021-12-03 20:15:00+00:00,RETEST_ACCEPTED_BELOW,True,2021-12-03 20:15:00+00:00,EXT15,True,0.0,0.0
external,BEAR,04-08,2021-12-04 04:00:00+00:00,2021-12-04 08:00:00+00:00,53889.69,52002.79,1886.9000000000015,51719.755,2021-12-04 04:05:00+00:00,2021-12-04 04:00:00+00:00,True,2021-12-04 04:40:00+00:00,2021-12-04 04:45:00+00:00,2021-12-04 04:45:00+00:00,2021-12-04 04:50:00+00:00,RETEST_RECLAIMED,False,2021-12-04 04:50:00+00:00,RETEST_RECLAIMED,False,0.0,
external,BEAR,08-12,2021-12-05 08:00:00+00:00,2021-12-05 12:00:00+00:00,49642.84,48805.0,837.8399999999965,48679.324,2021-12-05 09:20:00+00:00,2021-12-05 09:15:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2021-12-05 12:00:00+00:00,NOT_DIRECT_PATH,False,,
external,SIDEWAYS,04-08,2021-12-08 04:00:00+00:00,2021-12-08 08:00:00+00:00,50789.38,50105.0,684.3799999999974,50002.343,2021-12-08 04:05:00+00:00,2021-12-08 04:00:00+00:00,True,2021-12-08 04:35:00+00:00,2021-12-08 04:40:00+00:00,2021-12-08 04:40:00+00:00,2021-12-08 04:45:00+00:00,RETEST_RECLAIMED,False,2021-12-08 04:45:00+00:00,RETEST_RECLAIMED,False,0.0,
external,BEAR,16-20,2021-12-09 16:00:00+00:00,2021-12-09 20:00:00+00:00,49646.12,48062.5,1583.6200000000026,47824.957,2021-12-09 18:25:00+00:00,2021-12-09 18:20:00+00:00,True,2021-12-09 18:25:00+00:00,2021-12-09 18:30:00+00:00,,,NO_RETEST_BEFORE_BLOCK_END,False,2021-12-09 20:00:00+00:00,NO_RETEST_BEFORE_BLOCK_END,False,,
external,BEAR,00-04,2021-12-11 00:00:00+00:00,2021-12-11 04:00:00+00:00,48525.55,46828.23,1697.3199999999997,46573.632000000005,2021-12-11 00:20:00+00:00,2021-12-11 00:15:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2021-12-11 04:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BULL,00-04,2021-12-13 00:00:00+00:00,2021-12-13 04:00:00+00:00,50538.86,49863.56,675.3000000000029,49762.265,2021-12-13 00:25:00+00:00,2021-12-13 00:20:00+00:00,True,2021-12-13 00:30:00+00:00,2021-12-13 00:35:00+00:00,,,NO_RETEST_BEFORE_BLOCK_END,False,2021-12-13 04:00:00+00:00,NO_RETEST_BEFORE_BLOCK_END,False,,
external,SIDEWAYS,08-12,2021-12-13 08:00:00+00:00,2021-12-13 12:00:00+00:00,49329.45,48555.72,773.7299999999959,48439.6605,2021-12-13 08:10:00+00:00,2021-12-13 08:05:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2021-12-13 12:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BEAR,16-20,2021-12-13 16:00:00+00:00,2021-12-13 20:00:00+00:00,48990.57,47000.0,1990.5699999999997,46701.4145,2021-12-13 16:05:00+00:00,2021-12-13 16:00:00+00:00,True,2021-12-13 16:20:00+00:00,2021-12-13 16:25:00+00:00,2021-12-13 16:25:00+00:00,2021-12-13 16:30:00+00:00,RETEST_RECLAIMED,False,2021-12-13 16:30:00+00:00,RETEST_RECLAIMED,False,0.0,
external,BEAR,16-20,2021-12-14 16:00:00+00:00,2021-12-14 20:00:00+00:00,47958.62,46590.0,1368.6200000000026,46384.707,2021-12-14 16:25:00+00:00,2021-12-14 16:20:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2021-12-14 20:00:00+00:00,NOT_DIRECT_PATH,False,,
external,SIDEWAYS,12-16,2021-12-15 12:00:00+00:00,2021-12-15 16:00:00+00:00,48763.23,48069.85,693.3800000000047,47965.843,2021-12-15 12:05:00+00:00,2021-12-15 12:00:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2021-12-15 16:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BEAR,16-20,2021-12-15 16:00:00+00:00,2021-12-15 20:00:00+00:00,48300.0,46545.21,1754.7900000000009,46281.9915,2021-12-15 16:05:00+00:00,2021-12-15 16:00:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2021-12-15 20:00:00+00:00,NOT_DIRECT_PATH,False,,
external,SIDEWAYS,00-04,2021-12-17 00:00:00+00:00,2021-12-17 04:00:00+00:00,48400.75,47500.0,900.75,47364.8875,2021-12-17 00:05:00+00:00,2021-12-17 00:00:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2021-12-17 04:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BEAR,20-00,2021-12-17 20:00:00+00:00,2021-12-18 00:00:00+00:00,47430.0,46351.41,1078.5899999999965,46189.6215,2021-12-17 20:30:00+00:00,2021-12-17 20:25:00+00:00,True,2021-12-17 20:30:00+00:00,2021-12-17 20:35:00+00:00,2021-12-17 20:40:00+00:00,2021-12-17 20:45:00+00:00,RETEST_ACCEPTED_BELOW,True,2021-12-17 20:50:00+00:00,EXT15,True,5.0,5.0
external,BEAR,00-04,2021-12-18 00:00:00+00:00,2021-12-18 04:00:00+00:00,47090.38,45500.0,1590.3799999999974,45261.443,2021-12-18 02:10:00+00:00,2021-12-18 02:05:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2021-12-18 04:00:00+00:00,NOT_DIRECT_PATH,False,,
external,SIDEWAYS,08-12,2021-12-19 08:00:00+00:00,2021-12-19 12:00:00+00:00,48055.0,47422.24,632.760000000002,47327.326,2021-12-19 08:40:00+00:00,2021-12-19 08:35:00+00:00,True,2021-12-19 09:05:00+00:00,2021-12-19 09:10:00+00:00,,,NO_RETEST_BEFORE_BLOCK_END,False,2021-12-19 12:00:00+00:00,NO_RETEST_BEFORE_BLOCK_END,False,,
external,BEAR,04-08,2021-12-20 04:00:00+00:00,2021-12-20 08:00:00+00:00,47203.22,46200.0,1003.2200000000012,46049.517,2021-12-20 07:15:00+00:00,2021-12-20 07:10:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2021-12-20 08:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BEAR,12-16,2021-12-20 12:00:00+00:00,2021-12-20 16:00:00+00:00,46548.04,45736.0,812.0400000000009,45614.194,2021-12-20 12:30:00+00:00,2021-12-20 12:25:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2021-12-20 16:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BULL,12-16,2021-12-24 12:00:00+00:00,2021-12-24 16:00:00+00:00,51453.07,50837.03,616.0400000000009,50744.623999999996,2021-12-24 12:10:00+00:00,2021-12-24 12:05:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2021-12-24 16:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BULL,20-00,2021-12-24 20:00:00+00:00,2021-12-25 00:00:00+00:00,51805.0,50720.0,1085.0,50557.25,2021-12-24 22:10:00+00:00,2021-12-24 22:05:00+00:00,True,2021-12-24 22:15:00+00:00,2021-12-24 22:20:00+00:00,2021-12-24 22:20:00+00:00,2021-12-24 22:25:00+00:00,RETEST_RECLAIMED,False,2021-12-24 22:25:00+00:00,RETEST_RECLAIMED,False,0.0,
external,BULL,00-04,2021-12-26 00:00:00+00:00,2021-12-26 04:00:00+00:00,51080.0,50341.41,738.5899999999965,50230.6215,2021-12-26 00:05:00+00:00,2021-12-26 00:00:00+00:00,True,2021-12-26 00:40:00+00:00,2021-12-26 00:45:00+00:00,2021-12-26 00:45:00+00:00,2021-12-26 00:50:00+00:00,RETEST_ACCEPTED_BELOW,True,2021-12-26 00:55:00+00:00,RECLAIM_ABOVE_L,False,0.0,
external,BULL,20-00,2021-12-26 20:00:00+00:00,2021-12-27 00:00:00+00:00,50450.0,50004.15,445.84999999999854,49937.2725,2021-12-26 21:15:00+00:00,2021-12-26 21:10:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2021-12-27 00:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BULL,20-00,2021-12-27 20:00:00+00:00,2021-12-28 00:00:00+00:00,52134.0,51200.0,934.0,51059.9,2021-12-27 20:05:00+00:00,2021-12-27 20:00:00+00:00,True,2021-12-27 20:15:00+00:00,2021-12-27 20:20:00+00:00,2021-12-27 20:20:00+00:00,2021-12-27 20:25:00+00:00,RETEST_RECLAIMED,False,2021-12-27 20:25:00+00:00,RETEST_RECLAIMED,False,0.0,
external,BULL,00-04,2021-12-28 00:00:00+00:00,2021-12-28 04:00:00+00:00,51365.0,50620.02,744.9800000000032,50508.272999999994,2021-12-28 00:05:00+00:00,2021-12-28 00:00:00+00:00,True,2021-12-28 00:05:00+00:00,2021-12-28 00:10:00+00:00,2021-12-28 00:10:00+00:00,2021-12-28 00:15:00+00:00,RETEST_ACCEPTED_BELOW,True,2021-12-28 00:15:00+00:00,EXT15,True,0.0,0.0
