partition,regime,clock_block,obs_start,obs_end,reclaim_complete_ts,source_terminal_type,H,L,R4,F05,T5,T7p5,T10,filled,cancel_reason,fill_ts,entry_px,rebreak_confirmed,rebreak_complete_ts,t5_reached,t75_reached,t10_reached,extension_used,ratchets,exit_ts,exit_px,exit_reason,exit_kind,gross_return,net_pnl_usd,hold_minutes,exit_ext_from_L_r4,peak_favorable_from_L_r4
external,BEAR,04-08,2021-11-18 04:00:00+00:00,2021-11-18 08:00:00+00:00,2021-11-18 04:20:00+00:00,REBREAK_LOW,60999.0,59865.61,1133.3899999999994,59922.279500000004,59808.9405,59780.60575,59752.271,True,,2021-11-18 04:20:00+00:00,59922.279500000004,True,2021-11-18 04:30:00+00:00,True,True,True,False,0,2021-11-18 04:35:00+00:00,59804.73,CEILING_OPEN_EXIT,T10,0.0019616994043092266,0.5808497021546133,15.0,0.05371496131075571,0.1761088416167415
external,BEAR,08-12,2021-11-18 08:00:00+00:00,2021-11-18 12:00:00+00:00,2021-11-18 08:55:00+00:00,REBREAK_LOW,60122.57,59533.54,589.0299999999988,59562.991500000004,59504.0885,59489.36275,59474.637,True,,2021-11-18 08:55:00+00:00,59562.991500000004,True,2021-11-18 09:05:00+00:00,True,True,True,False,0,2021-11-18 09:15:00+00:00,59474.637,CEILING_STOP,T10,0.0014833791549909187,0.34168957749545936,20.0,0.09999999999999754,0.3930699624806874
external,BEAR,16-20,2021-11-18 16:00:00+00:00,2021-11-18 20:00:00+00:00,2021-11-18 16:40:00+00:00,REBREAK_LOW,59995.0,57534.99,2460.010000000002,57657.9905,57411.989499999996,57350.48925,57288.989,True,,2021-11-18 16:40:00+00:00,57657.9905,True,2021-11-18 16:45:00+00:00,True,True,True,False,0,2021-11-18 16:50:00+00:00,57493.55,CEILING_OPEN_EXIT,T10,0.002851998458045411,1.0259992290227054,10.0,0.016845459977802943,0.1272230600688619
external,BEAR,20-00,2021-11-18 20:00:00+00:00,2021-11-19 00:00:00+00:00,2021-11-18 23:25:00+00:00,NO_BOUNDARY_BY_BLOCK_END,58500.0,56600.0,1900.0,56695.0,56505.0,56457.5,56410.0,True,,2021-11-18 23:25:00+00:00,56900.0,True,2021-11-19 02:40:00+00:00,True,True,True,True,0,2021-11-19 02:50:00+00:00,56410.0,CEILING_STOP,T10,0.008611599297012303,3.9057996485061515,205.0,0.1,0.23105263157894737
external,BEAR,16-20,2021-11-20 16:00:00+00:00,2021-11-20 20:00:00+00:00,2021-11-20 16:25:00+00:00,HIGH_BREAK,58851.91,57532.0,1319.9100000000035,57597.9955,57466.0045,57433.00675,57400.009,True,,2021-11-20 16:25:00+00:00,57598.33,False,,False,False,False,False,0,2021-11-20 18:25:00+00:00,59212.82,FULL_SL_HIGH_BREAK,HIGH,-0.02803015295755967,-14.415076478779834,120.0,-1.273435309983253,-0.04000272745869247
external,SIDEWAYS,08-12,2021-11-26 08:00:00+00:00,2021-11-26 12:00:00+00:00,2021-11-26 08:15:00+00:00,REBREAK_LOW,58068.0,56680.18,1387.8199999999997,56749.571,56610.789,56576.0935,56541.398,True,,2021-11-26 08:15:00+00:00,56803.26,True,2021-11-26 08:20:00+00:00,True,True,True,False,2,2021-11-26 09:20:00+00:00,55450.8,CEILING_STOP,STRUCTURAL,0.02380954895898579,11.504774479492895,65.0,0.8858353388767979,1.6742156763845473
external,BEAR,04-08,2021-12-04 04:00:00+00:00,2021-12-04 08:00:00+00:00,2021-12-04 04:50:00+00:00,REBREAK_LOW,53889.69,52002.79,1886.9000000000012,52097.135,51908.445,51861.2725,51814.1,True,,2021-12-04 04:50:00+00:00,52160.99,True,2021-12-04 04:55:00+00:00,True,True,True,False,2,2021-12-04 05:50:00+00:00,47186.92,CEILING_STOP,STRUCTURAL,0.0953599615344724,47.279980767236204,60.0,2.5522656208596106,5.890031268217709
external,SIDEWAYS,04-08,2021-12-08 04:00:00+00:00,2021-12-08 08:00:00+00:00,2021-12-08 04:45:00+00:00,NO_BOUNDARY_BY_BLOCK_END,50789.38,50105.0,684.3799999999974,50139.219,50070.781,50053.6715,50036.562,True,,2021-12-08 04:45:00+00:00,50286.55,True,2021-12-08 10:40:00+00:00,True,True,True,True,3,2021-12-08 12:00:00+00:00,49180.57,TIME_EXTENDED_END_OPEN,TIME_EXTENDED,0.021993554936658076,10.596777468329037,435.0,1.3507554282708494,1.8776118530640944
external,BEAR,16-20,2021-12-13 16:00:00+00:00,2021-12-13 20:00:00+00:00,2021-12-13 16:30:00+00:00,REBREAK_LOW,48990.57,47000.0,1990.57,47099.5285,46900.4715,46850.70725,46800.943,True,,2021-12-13 16:30:00+00:00,47099.5285,True,2021-12-13 16:35:00+00:00,True,True,True,False,0,2021-12-13 16:40:00+00:00,46983.13,CEILING_OPEN_EXIT,T10,0.0024713304720237906,0.8356652360118954,10.0,0.008474959433731354,0.13122371983904063
external,BULL,20-00,2021-12-24 20:00:00+00:00,2021-12-25 00:00:00+00:00,2021-12-24 22:25:00+00:00,REBREAK_LOW,51805.0,50720.0,1085.0,50774.25,50665.75,50638.625,50611.5,True,,2021-12-24 22:25:00+00:00,50861.24,True,2021-12-24 22:45:00+00:00,True,True,True,False,0,2021-12-24 22:50:00+00:00,50653.26,CEILING_OPEN_EXIT,T10,0.004089164951542588,1.6445824757712941,25.0,0.06151152073732531,0.15137327188939903
external,BULL,20-00,2021-12-27 20:00:00+00:00,2021-12-28 00:00:00+00:00,2021-12-27 20:25:00+00:00,REBREAK_LOW,52134.0,51200.0,934.0,51246.7,51153.3,51129.95,51106.6,False,REBREAK_BEFORE_FILL,,,False,,False,False,False,False,0,,,NO_TRADE,NONE,,,,,
external,BEAR,20-00,2021-12-30 20:00:00+00:00,2021-12-31 00:00:00+00:00,2021-12-30 21:10:00+00:00,REBREAK_LOW,47911.68,47058.19,853.489999999998,47100.8645,47015.5155,46994.178250000004,46972.841,True,,2021-12-30 21:10:00+00:00,47100.8645,True,2021-12-30 22:40:00+00:00,True,True,True,False,0,2021-12-30 22:50:00+00:00,46972.841,CEILING_STOP,T10,0.0027180711300957747,0.9590355650478873,100.0,0.10000000000000256,0.41967685620218537
development,BEAR,00-04,2022-01-03 00:00:00+00:00,2022-01-03 04:00:00+00:00,2022-01-03 03:55:00+00:00,REBREAK_LOW,47469.46,46815.75,653.7099999999991,46848.4355,46783.0645,46766.72175,46750.379,True,,2022-01-03 03:55:00+00:00,46851.48,True,2022-01-03 04:00:00+00:00,True,True,True,True,0,2022-01-03 04:05:00+00:00,46794.7,CEILING_OPEN_EXIT,T10,0.001211914757015277,0.2059573785076385,10.0,0.03220082299491049,0.10057976778693929
development,BEAR,16-20,2022-01-17 16:00:00+00:00,2022-01-17 20:00:00+00:00,2022-01-17 16:25:00+00:00,REBREAK_LOW,42768.95,42345.78,423.1699999999983,42366.9385,42324.6215,42314.04225,42303.462999999996,True,,2022-01-17 16:25:00+00:00,42431.5,True,2022-01-17 16:30:00+00:00,True,True,True,False,0,2022-01-17 16:45:00+00:00,42303.462999999996,CEILING_STOP,T10,0.003017498792171003,1.1087493960855013,20.0,0.10000000000000686,0.4091263558380747
development,BEAR,12-16,2022-01-18 12:00:00+00:00,2022-01-18 16:00:00+00:00,2022-01-18 14:40:00+00:00,REBREAK_LOW,42040.0,41379.39,660.6100000000006,41412.4205,41346.3595,41329.84425,41313.329,True,,2022-01-18 14:40:00+00:00,41412.4205,True,2022-01-18 14:55:00+00:00,True,True,True,False,0,2022-01-18 15:00:00+00:00,41444.13,CEILING_OPEN_EXIT,T10,-0.0007657002323734544,-0.7828501161867272,20.0,-0.09800033302553383,0.11581719925523679
development,BEAR,20-00,2022-01-21 20:00:00+00:00,2022-01-22 00:00:00+00:00,2022-01-21 20:20:00+00:00,REBREAK_LOW,39045.0,37805.0,1240.0,37867.0,37743.0,37712.0,37681.0,True,,2022-01-21 20:20:00+00:00,37951.9,True,2022-01-21 20:30:00+00:00,True,False,False,False,0,2022-01-21 20:35:00+00:00,37977.77,CEILING_OPEN_EXIT,L,-0.0006816523019926629,-0.7408261509963314,15.0,-0.13933064516128774,0.0838145161290325
development,BULL,08-12,2022-01-29 08:00:00+00:00,2022-01-29 12:00:00+00:00,2022-01-29 09:25:00+00:00,NO_BOUNDARY_BY_BLOCK_END,37939.0,37575.06,363.9400000000023,37593.257,37556.863,37547.7645,37538.666,True,,2022-01-29 09:25:00+00:00,37634.29,False,,False,False,False,True,0,2022-01-29 13:35:00+00:00,38029.99,FULL_SL_HIGH_BREAK,HIGH,-0.01051434742092908,-5.657173710464541,250.0,-1.2500137385283216,-0.0237951310655697
development,BULL,08-12,2022-02-05 08:00:00+00:00,2022-02-05 12:00:00+00:00,2022-02-05 08:45:00+00:00,REBREAK_LOW,41752.46,41352.85,399.6100000000006,41372.8305,41332.8695,41322.87925,41312.888999999996,True,,2022-02-05 08:45:00+00:00,41400.35,True,2022-02-05 09:50:00+00:00,True,True,True,False,0,2022-02-05 09:55:00+00:00,41319.0,CEILING_OPEN_EXIT,T10,0.001964959233436397,0.5824796167181985,70.0,0.08470758990014889,0.3959610620354738
development,BULL,08-12,2022-02-08 08:00:00+00:00,2022-02-08 12:00:00+00:00,2022-02-08 08:40:00+00:00,REBREAK_LOW,45600.0,44063.38,1536.6200000000026,44140.210999999996,43986.549,43948.133499999996,43909.71799999999,True,,2022-02-08 08:40:00+00:00,44140.210999999996,True,2022-02-08 08:55:00+00:00,True,True,False,False,0,2022-02-08 09:00:00+00:00,44000.0,CEILING_OPEN_EXIT,T5,0.003176491385598399,1.1882456927991996,20.0,0.04124637190717111,0.1714021683955675
development,BULL,16-20,2022-02-08 16:00:00+00:00,2022-02-08 20:00:00+00:00,2022-02-08 17:40:00+00:00,REBREAK_LOW,43978.64,42822.0,1156.6399999999994,42879.832,42764.168,42735.252,42706.336,True,,2022-02-08 17:40:00+00:00,42879.832,True,2022-02-08 19:30:00+00:00,True,True,True,False,0,2022-02-08 19:35:00+00:00,42944.1,CEILING_OPEN_EXIT,T10,-0.0014987931855702324,-1.1493965927851162,115.0,-0.10556439341540895,0.13685329921151002
development,BEAR,20-00,2022-02-11 20:00:00+00:00,2022-02-12 00:00:00+00:00,2022-02-11 23:15:00+00:00,NO_BOUNDARY_BY_BLOCK_END,43746.52,42046.11,1700.4099999999962,42131.1305,41961.0895,41918.57925,41876.069,True,,2022-02-11 23:15:00+00:00,42157.04,False,,False,False,False,True,0,2022-02-12 04:00:00+00:00,42279.99,TIME_EXTENDED_END_OPEN,TIME_EXTENDED,-0.00291647610932829,-1.8582380546641448,285.0,-0.13754329838097748,-0.06109702953993428
development,BEAR,16-20,2022-02-13 16:00:00+00:00,2022-02-13 20:00:00+00:00,2022-02-13 17:20:00+00:00,REBREAK_LOW,42755.97,42158.01,597.9599999999991,42187.908,42128.112,42113.163,42098.214,True,,2022-02-13 17:20:00+00:00,42187.908,True,2022-02-13 18:40:00+00:00,True,True,True,False,1,2022-02-13 19:20:00+00:00,42086.8,CEILING_STOP,STRUCTURAL,0.0023966108961838107,0.7983054480919053,120.0,0.11908823332664263,0.5151013445715474
development,BULL,00-04,2022-02-16 00:00:00+00:00,2022-02-16 04:00:00+00:00,2022-02-16 02:40:00+00:00,NO_BOUNDARY_BY_BLOCK_END,44777.0,43939.2,837.8000000000029,43981.09,43897.31,43876.365,43855.42,True,,2022-02-16 02:40:00+00:00,43981.09,True,2022-02-16 04:10:00+00:00,True,True,True,True,0,2022-02-16 04:25:00+00:00,43855.42,CEILING_STOP,T10,0.0028573643809191238,1.0286821904595618,105.0,0.09999999999999826,0.34471234184768995
development,BEAR,12-16,2022-02-18 12:00:00+00:00,2022-02-18 16:00:00+00:00,2022-02-18 14:55:00+00:00,REBREAK_LOW,40938.0,40073.1,864.9000000000015,40116.345,40029.854999999996,40008.2325,39986.61,True,,2022-02-18 14:55:00+00:00,40297.2,True,2022-02-18 15:35:00+00:00,True,True,True,False,0,2022-02-18 16:00:00+00:00,39805.2,TIME_ORIGINAL_BLOCK_END_OPEN,TIME_ORIGINAL,0.012209285012358179,5.7046425061790895,65.0,0.309746791536595,0.540293675569424
development,BEAR,00-04,2022-02-20 00:00:00+00:00,2022-02-20 04:00:00+00:00,2022-02-20 03:40:00+00:00,REBREAK_LOW,40119.0,39777.0,342.0,39794.1,39759.9,39751.35,39742.8,True,,2022-02-20 03:40:00+00:00,39828.5,True,2022-02-20 03:45:00+00:00,True,True,True,False,0,2022-02-20 03:50:00+00:00,39766.6,CEILING_OPEN_EXIT,T10,0.0015541634759029704,0.37708173795148514,10.0,0.030409356725150452,0.3412280701754301
development,BULL,16-20,2022-03-01 16:00:00+00:00,2022-03-01 20:00:00+00:00,2022-03-01 17:10:00+00:00,NO_BOUNDARY_BY_BLOCK_END,44935.0,43324.8,1610.199999999997,43405.310000000005,43244.29,43204.035,43163.780000000006,True,,2022-03-01 17:10:00+00:00,43405.310000000005,False,,False,False,False,True,0,2022-03-02 00:00:00+00:00,44393.6,TIME_EXTENDED_END_OPEN,TIME_EXTENDED,-0.022768873209291524,-11.784436604645762,410.0,-0.6637684759657171,-0.006831449509377729
development,BULL,00-04,2022-03-03 00:00:00+00:00,2022-03-03 04:00:00+00:00,2022-03-03 02:15:00+00:00,REBREAK_LOW,44345.0,43661.8,683.1999999999971,43695.96000000001,43627.64,43610.560000000005,43593.48,True,,2022-03-03 02:15:00+00:00,43719.0,True,2022-03-03 02:35:00+00:00,True,True,True,False,0,2022-03-03 02:40:00+00:00,43736.2,CEILING_OPEN_EXIT,T10,-0.00039342162446526886,-0.5967108122326344,25.0,-0.10889929742387953,0.12822014051523156
development,BEAR,08-12,2022-03-13 08:00:00+00:00,2022-03-13 12:00:00+00:00,2022-03-13 08:20:00+00:00,REBREAK_LOW,39300.0,39051.6,248.40000000000143,39064.02,39039.18,39032.97,39026.759999999995,True,,2022-03-13 08:20:00+00:00,39064.02,True,2022-03-13 08:25:00+00:00,True,True,True,False,0,2022-03-13 08:35:00+00:00,39026.759999999995,CEILING_STOP,T10,0.0009538188849995992,0.07690944249979953,15.0,0.10000000000001466,0.17673107890499679
development,BULL,16-20,2022-03-16 16:00:00+00:00,2022-03-16 20:00:00+00:00,2022-03-16 16:35:00+00:00,REBREAK_LOW,41188.0,40232.3,955.6999999999972,40280.08500000001,40184.515,40160.622500000005,40136.73,True,,2022-03-16 16:35:00+00:00,40280.08500000001,True,2022-03-16 17:05:00+00:00,True,True,True,False,0,2022-03-16 17:10:00+00:00,40141.6,CEILING_OPEN_EXIT,T10,0.0034380513347975266,1.3190256673987633,35.0,0.09490425865857971,0.18342576122214443
development,BULL,08-12,2022-03-20 08:00:00+00:00,2022-03-20 12:00:00+00:00,2022-03-20 09:45:00+00:00,REBREAK_LOW,41998.0,41728.8,269.1999999999971,41742.26,41715.340000000004,41708.61,41701.880000000005,False,REBREAK_BEFORE_FILL,,,False,,False,False,False,False,0,,,NO_TRADE,NONE,,,,,
development,BEAR,12-16,2022-03-21 12:00:00+00:00,2022-03-21 16:00:00+00:00,2022-03-21 12:55:00+00:00,REBREAK_LOW,41481.1,41055.8,425.2999999999956,41077.065,41034.535,41023.902500000004,41013.270000000004,True,,2022-03-21 12:55:00+00:00,41119.5,True,2022-03-21 14:10:00+00:00,True,True,True,False,2,2022-03-21 15:00:00+00:00,40965.0,CEILING_STOP,STRUCTURAL,0.003757341407361471,1.4786707036807356,125.0,0.21349635551376406,0.7714554432165748
development,BULL,04-08,2022-03-23 04:00:00+00:00,2022-03-23 08:00:00+00:00,2022-03-23 04:35:00+00:00,REBREAK_LOW,42518.0,41842.4,675.5999999999985,41876.18,41808.62,41791.73,41774.840000000004,True,,2022-03-23 04:35:00+00:00,41876.18,True,2022-03-23 05:10:00+00:00,True,True,True,False,0,2022-03-23 05:15:00+00:00,41779.8,CEILING_OPEN_EXIT,T10,0.002301547084762683,0.7507735423813416,40.0,0.09265837773830474,0.11412078152752918
development,BEAR,08-12,2022-04-06 08:00:00+00:00,2022-04-06 12:00:00+00:00,2022-04-06 10:55:00+00:00,REBREAK_LOW,45485.8,45100.3,385.5,45119.575000000004,45081.025,45071.387500000004,45061.75,True,,2022-04-06 10:55:00+00:00,45158.7,True,2022-04-06 11:00:00+00:00,True,True,True,False,1,2022-04-06 11:35:00+00:00,44891.0,CEILING_STOP,STRUCTURAL,0.005927982869303083,2.5639914346515416,40.0,0.5429312581063629,1.2199740596627833
development,BEAR,00-04,2022-04-07 00:00:00+00:00,2022-04-07 04:00:00+00:00,2022-04-07 01:10:00+00:00,REBREAK_LOW,44040.7,43110.0,930.6999999999972,43156.535,43063.465,43040.1975,43016.93,True,,2022-04-07 01:10:00+00:00,43156.535,True,2022-04-07 01:20:00+00:00,True,True,True,False,0,2022-04-07 01:25:00+00:00,43120.3,CEILING_OPEN_EXIT,T10,0.0008396179164986387,0.01980895824931933,15.0,-0.011066938863224391,0.16933490920812186
development,BEAR,20-00,2022-04-08 20:00:00+00:00,2022-04-09 00:00:00+00:00,2022-04-08 22:35:00+00:00,REBREAK_LOW,43707.2,42298.2,1409.0,42368.649999999994,42227.75,42192.524999999994,42157.299999999996,True,,2022-04-08 22:35:00+00:00,42368.649999999994,True,2022-04-08 23:00:00+00:00,True,True,True,False,0,2022-04-08 23:05:00+00:00,42293.3,CEILING_OPEN_EXIT,T10,0.0017784375947780086,0.4892187973890043,30.0,0.0034776437189454786,0.11227821149751391
development,BEAR,16-20,2022-04-11 16:00:00+00:00,2022-04-11 20:00:00+00:00,2022-04-11 16:35:00+00:00,REBREAK_LOW,41245.9,40536.0,709.9000000000015,40571.495,40500.505,40482.7575,40465.01,True,,2022-04-11 16:35:00+00:00,40591.6,True,2022-04-11 17:20:00+00:00,True,True,True,False,0,2022-04-11 17:30:00+00:00,40465.01,CEILING_STOP,T10,0.0031186255284343686,1.159312764217184,55.0,0.09999999999999692,0.4592196083955477
development,BEAR,12-16,2022-04-15 12:00:00+00:00,2022-04-15 16:00:00+00:00,2022-04-15 14:35:00+00:00,HIGH_BREAK,40400.0,40005.6,394.4000000000015,40025.32,39985.88,39976.02,39966.159999999996,True,,2022-04-15 14:35:00+00:00,40036.4,False,,False,False,False,False,0,2022-04-15 14:50:00+00:00,40620.0,FULL_SL_HIGH_BREAK,HIGH,-0.014576735170994358,-7.688367585497179,15.0,-1.557809330628801,0.03524340770791431
development,BEAR,08-12,2022-04-16 08:00:00+00:00,2022-04-16 12:00:00+00:00,2022-04-16 08:40:00+00:00,REBREAK_LOW,40544.1,40350.0,194.09999999999852,40359.705,40340.295,40335.4425,40330.59,True,,2022-04-16 08:40:00+00:00,40359.705,True,2022-04-16 08:50:00+00:00,True,True,True,False,0,2022-04-16 09:00:00+00:00,40359.8,CEILING_OPEN_EXIT,T10,-2.3538328637725213e-06,-0.4011769164318863,20.0,-0.05048943843381239,0.11952601751672987
development,SIDEWAYS,16-20,2022-04-17 16:00:00+00:00,2022-04-17 20:00:00+00:00,2022-04-17 17:15:00+00:00,REBREAK_LOW,40574.1,40164.0,410.09999999999854,40184.505,40143.495,40133.2425,40122.99,True,,2022-04-17 17:15:00+00:00,40220.2,True,2022-04-17 17:30:00+00:00,True,True,False,False,0,2022-04-17 17:55:00+00:00,40143.495,CEILING_STOP,T5,0.0019071262698841496,0.5535631349420748,40.0,0.04999999999999379,0.09509875640087817
development,BULL,16-20,2022-04-20 16:00:00+00:00,2022-04-20 20:00:00+00:00,2022-04-20 18:50:00+00:00,REBREAK_LOW,42160.0,41037.3,1122.699999999997,41093.435000000005,40981.165,40953.0975,40925.030000000006,False,REBREAK_BEFORE_FILL,,,False,,False,False,False,False,0,,,NO_TRADE,NONE,,,,,
development,BEAR,08-12,2022-04-22 08:00:00+00:00,2022-04-22 12:00:00+00:00,2022-04-22 10:15:00+00:00,NO_BOUNDARY_BY_BLOCK_END,40786.1,40264.6,521.5,40290.674999999996,40238.525,40225.487499999996,40212.45,True,,2022-04-22 10:15:00+00:00,40290.674999999996,True,2022-04-22 13:45:00+00:00,True,True,True,True,0,2022-04-22 13:55:00+00:00,40212.45,CEILING_STOP,T10,0.0019415162441433049,0.5707581220716524,220.0,0.1000000000000028,0.5457334611697
development,BEAR,12-16,2022-04-24 12:00:00+00:00,2022-04-24 16:00:00+00:00,2022-04-24 13:20:00+00:00,REBREAK_LOW,39777.0,39524.1,252.90000000000143,39536.744999999995,39511.455,39505.1325,39498.81,False,REBREAK_BEFORE_FILL,,,False,,False,False,False,False,0,,,NO_TRADE,NONE,,,,,
development,SIDEWAYS,12-16,2022-04-28 12:00:00+00:00,2022-04-28 16:00:00+00:00,2022-04-28 13:25:00+00:00,REBREAK_LOW,39878.0,39340.0,538.0,39366.9,39313.1,39299.65,39286.2,True,,2022-04-28 13:25:00+00:00,39374.1,True,2022-04-28 13:45:00+00:00,True,True,True,False,2,2022-04-28 14:25:00+00:00,39137.0,CEILING_STOP,STRUCTURAL,0.006021724941014488,2.610862470507244,60.0,0.37732342007434944,0.8888475836431172
development,BEAR,12-16,2022-04-30 12:00:00+00:00,2022-04-30 16:00:00+00:00,2022-04-30 13:10:00+00:00,REBREAK_LOW,38678.8,38514.0,164.8000000000029,38522.24,38505.76,38501.64,38497.52,True,,2022-04-30 13:10:00+00:00,38547.0,True,2022-04-30 13:45:00+00:00,True,True,True,False,0,2022-04-30 13:55:00+00:00,38497.52,CEILING_STOP,T10,0.0012836277790749787,0.24181388953748928,45.0,0.10000000000001766,0.2457524271844617
development,BEAR,16-20,2022-05-01 16:00:00+00:00,2022-05-01 20:00:00+00:00,2022-05-01 19:15:00+00:00,REBREAK_LOW,38680.6,37812.0,868.5999999999985,37855.43,37768.57,37746.855,37725.14,False,REBREAK_BEFORE_FILL,,,False,,False,False,False,False,0,,,NO_TRADE,NONE,,,,,
development,SIDEWAYS,08-12,2022-05-02 08:00:00+00:00,2022-05-02 12:00:00+00:00,2022-05-02 11:50:00+00:00,REBREAK_LOW,39155.0,38572.8,582.1999999999971,38601.91,38543.69,38529.135,38514.58,True,,2022-05-02 11:50:00+00:00,38601.91,True,2022-05-02 11:55:00+00:00,True,True,True,False,0,2022-05-02 12:00:00+00:00,38515.9,TIME_ORIGINAL_BLOCK_END_OPEN,TIME_ORIGINAL,0.002228128090034976,0.7140640450174879,10.0,0.09773273789076217,0.19374785297149344
development,SIDEWAYS,16-20,2022-05-02 16:00:00+00:00,2022-05-02 20:00:00+00:00,2022-05-02 18:25:00+00:00,REBREAK_LOW,39222.0,38218.0,1004.0,38268.2,38167.8,38142.7,38117.6,False,REBREAK_BEFORE_FILL,,,False,,False,False,False,False,0,,,NO_TRADE,NONE,,,,,
development,SIDEWAYS,12-16,2022-05-03 12:00:00+00:00,2022-05-03 16:00:00+00:00,2022-05-03 13:55:00+00:00,REBREAK_LOW,38659.7,38250.0,409.6999999999971,38270.485,38229.515,38219.2725,38209.03,True,,2022-05-03 13:55:00+00:00,38319.9,True,2022-05-03 14:20:00+00:00,True,False,False,False,0,2022-05-03 14:25:00+00:00,38251.0,CEILING_OPEN_EXIT,L,0.0017980213935840505,0.49901069679202525,30.0,-0.0024408103490358973,0.22455455211130254
development,BULL,08-12,2022-05-05 08:00:00+00:00,2022-05-05 12:00:00+00:00,2022-05-05 08:50:00+00:00,REBREAK_LOW,39845.0,39515.8,329.1999999999971,39532.26,39499.340000000004,39491.11,39482.880000000005,True,,2022-05-05 08:50:00+00:00,39532.26,True,2022-05-05 08:55:00+00:00,True,True,True,False,0,2022-05-05 09:00:00+00:00,39484.9,CEILING_OPEN_EXIT,T10,0.0011980089172741598,0.19900445863707994,10.0,0.09386391251519359,0.26306196840828244
development,BEAR,08-12,2022-05-06 08:00:00+00:00,2022-05-06 12:00:00+00:00,2022-05-06 11:20:00+00:00,REBREAK_LOW,36535.9,35800.0,735.9000000000015,35836.795,35763.205,35744.8075,35726.41,False,REBREAK_BEFORE_FILL,,,False,,False,False,False,False,0,,,NO_TRADE,NONE,,,,,
development,BEAR,12-16,2022-05-09 12:00:00+00:00,2022-05-09 16:00:00+00:00,2022-05-09 14:45:00+00:00,REBREAK_LOW,33789.2,32620.0,1169.199999999997,32678.46,32561.54,32532.31,32503.08,True,,2022-05-09 14:45:00+00:00,32705.4,True,2022-05-09 14:55:00+00:00,True,True,True,False,0,2022-05-09 15:05:00+00:00,32503.08,CEILING_STOP,T10,0.006186134399823873,2.6930671999119364,20.0,0.09999999999999876,0.20295928840232627
development,BEAR,00-04,2022-05-10 00:00:00+00:00,2022-05-10 04:00:00+00:00,2022-05-10 00:15:00+00:00,REBREAK_LOW,31888.5,30003.6,1884.9000000000012,30097.844999999998,29909.355,29862.2325,29815.109999999997,True,,2022-05-10 00:15:00+00:00,30275.8,True,2022-05-10 00:30:00+00:00,True,True,True,False,0,2022-05-10 00:35:00+00:00,29925.6,CEILING_OPEN_EXIT,T10,0.011566994100899092,5.383497050449545,20.0,0.04138150565016709,0.16032680778820993
development,BULL,08-12,2022-05-25 08:00:00+00:00,2022-05-25 12:00:00+00:00,2022-05-25 11:20:00+00:00,REBREAK_LOW,30209.3,29658.4,550.8999999999978,29685.945,29630.855000000003,29617.0825,29603.31,False,REBREAK_BEFORE_FILL,,,False,,False,False,False,False,0,,,NO_TRADE,NONE,,,,,
development,BEAR,12-16,2022-06-04 12:00:00+00:00,2022-06-04 16:00:00+00:00,2022-06-04 13:05:00+00:00,REBREAK_LOW,29794.1,29575.0,219.09999999999852,29585.955,29564.045,29558.5675,29553.09,True,,2022-06-04 13:05:00+00:00,29596.9,True,2022-06-04 13:20:00+00:00,True,False,False,False,0,2022-06-04 13:30:00+00:00,29575.0,CEILING_STOP,L,0.0007399423588281696,-0.030028820585915217,25.0,0.0,0.14605203103605757
development,BEAR,00-04,2022-06-09 00:00:00+00:00,2022-06-09 04:00:00+00:00,2022-06-09 00:40:00+00:00,REBREAK_LOW,30515.8,30090.0,425.7999999999993,30111.29,30068.71,30058.065,30047.42,True,,2022-06-09 00:40:00+00:00,30137.5,True,2022-06-09 02:00:00+00:00,True,True,False,False,0,2022-06-09 02:05:00+00:00,30115.1,CEILING_OPEN_EXIT,T5,0.0007432600580672403,-0.028369970966379887,85.0,-0.058947862846403444,0.07703147017378893
development,BEAR,12-16,2022-06-12 12:00:00+00:00,2022-06-12 16:00:00+00:00,2022-06-12 13:45:00+00:00,REBREAK_LOW,27698.0,27324.5,373.5,27343.175,27305.825,27296.4875,27287.15,False,REBREAK_BEFORE_FILL,,,False,,False,False,False,False,0,,,NO_TRADE,NONE,,,,,
development,BULL,20-00,2022-06-21 20:00:00+00:00,2022-06-22 00:00:00+00:00,2022-06-21 20:40:00+00:00,REBREAK_LOW,21540.0,20863.6,676.4000000000015,20897.42,20829.78,20812.87,20795.96,True,,2022-06-21 20:40:00+00:00,20897.42,True,2022-06-21 20:50:00+00:00,True,False,False,False,0,2022-06-21 21:00:00+00:00,20863.6,CEILING_STOP,L,0.0016183815992596078,0.40919079962980387,20.0,0.0,0.06667652276759084
development,BULL,00-04,2022-06-22 00:00:00+00:00,2022-06-22 04:00:00+00:00,2022-06-22 00:20:00+00:00,REBREAK_LOW,21056.7,20535.2,521.5,20561.275,20509.125,20496.0875,20483.05,True,,2022-06-22 00:20:00+00:00,20561.275,True,2022-06-22 01:05:00+00:00,True,False,False,False,0,2022-06-22 01:10:00+00:00,20607.1,CEILING_OPEN_EXIT,L,-0.0022287042024386663,-1.514352101219333,50.0,-0.13787152444870146,0.08878235858101491
