partition,timeframe,onset_ts,entry_reference_ts,reversal_ts,censored,compressed_path,direct_strong_to_reversal,reversal_preceded_by_transition,final_pre_reversal_state,bars_to_reversal,bars_to_first_weakening,bars_first_nonstrong_to_reversal,strong_bars,healthy_bars,weakening_bars,entry_px,return_exit_first_weakening,return_exit_reversal,mfe_to_reversal,mae_to_reversal
external,5m,2020-09-22 10:40:00+00:00,2020-09-22 10:45:00+00:00,2020-09-22 11:05:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,5.0,,,5,0,0,10464.52,,-0.0012499378853497722,0.00042524645181996057,-0.0014831067263477715
external,5m,2020-09-22 11:20:00+00:00,2020-09-22 11:25:00+00:00,2020-09-22 11:50:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,6.0,,,6,0,0,10461.42,,-0.00035750404820755755,0.004098869943085948,-0.001281852750391388
external,5m,2020-09-22 12:35:00+00:00,2020-09-22 12:40:00+00:00,2020-09-22 13:45:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,14.0,,1.0,13,1,0,10470.14,,-0.00014612985117667954,0.004623624898998369,-0.0007516613913470804
external,5m,2020-09-22 14:15:00+00:00,2020-09-22 14:20:00+00:00,2020-09-22 14:35:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,4.0,,,4,0,0,10488.0,,-0.0009649122807018351,0.0013091151792523625,-0.0012871853546910783
external,5m,2020-09-22 16:40:00+00:00,2020-09-22 16:45:00+00:00,2020-09-22 16:50:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,2.0,,,2,0,0,10469.32,,-0.0013993267948634314,0.000266492952742059,-0.0014346681541876904
external,5m,2020-09-22 17:45:00+00:00,2020-09-22 17:50:00+00:00,2020-09-22 18:50:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,13.0,,2.0,11,2,0,10484.47,,-0.00019934245603259182,0.0017959896876045267,-0.0009032406979083696
external,5m,2020-09-22 20:00:00+00:00,2020-09-22 20:05:00+00:00,2020-09-22 20:20:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,4.0,,,4,0,0,10488.24,,-0.0007312952411462348,0.0006092537928192865,-0.0013720128448624358
external,5m,2020-09-22 20:30:00+00:00,2020-09-22 20:35:00+00:00,2020-09-22 21:00:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,6.0,,,6,0,0,10494.19,,-0.00079663127883145,0.0018877112001973728,-0.0008299830668209163
external,5m,2020-09-22 21:20:00+00:00,2020-09-22 21:25:00+00:00,2020-09-22 22:05:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,9.0,,,9,0,0,10519.99,,-0.0005038027602687345,0.004262361466123021,-0.0014790888584493844
external,5m,2020-09-22 23:50:00+00:00,2020-09-22 23:55:00+00:00,2020-09-23 00:10:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,4.0,,,4,0,0,10523.48,,-0.0012372333106539513,0.00025181783972594296,-0.0017076100301420816
external,5m,2020-09-23 00:25:00+00:00,2020-09-23 00:30:00+00:00,2020-09-23 00:35:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,2.0,,,2,0,0,10525.12,,-0.0012408409595331404,0.0001520172691615862,-0.0013025979751301042
external,5m,2020-09-23 01:25:00+00:00,2020-09-23 01:30:00+00:00,2020-09-23 01:30:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,1.0,,,1,0,0,10515.42,,-0.0005021197441472669,0.0,-0.0005154335252419706
external,5m,2020-09-23 02:05:00+00:00,2020-09-23 02:10:00+00:00,2020-09-23 02:15:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,2.0,,,2,0,0,10518.54,,-0.0013538000520986193,0.0,-0.0016304544166777513
external,5m,2020-09-23 09:25:00+00:00,2020-09-23 09:30:00+00:00,2020-09-23 09:35:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,2.0,,,2,0,0,10449.31,,-0.0006086526287379934,0.000927333957936094,-0.0006612876831101344
external,5m,2020-09-23 09:40:00+00:00,2020-09-23 09:45:00+00:00,2020-09-23 10:20:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,8.0,,,8,0,0,10450.12,,0.0005712853058146283,0.003610484855676166,0.0
external,5m,2020-09-23 10:30:00+00:00,2020-09-23 10:35:00+00:00,2020-09-23 10:40:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,2.0,,,2,0,0,10467.09,,-0.0008034706876505204,0.0007557019190624903,-0.0008225781950857991
external,5m,2020-09-23 10:50:00+00:00,2020-09-23 10:55:00+00:00,2020-09-23 11:25:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,7.0,,1.0,6,1,0,10478.01,,-0.0011605257105118394,0.0011443012556773269,-0.0012826863116184306
external,5m,2020-09-23 11:40:00+00:00,2020-09-23 11:45:00+00:00,2020-09-23 11:55:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,3.0,,,3,0,0,10481.49,,-0.0011620485255435797,0.000144063487157009,-0.0014864298873538129
external,5m,2020-09-23 12:20:00+00:00,2020-09-23 12:25:00+00:00,2020-09-23 13:50:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,18.0,,,18,0,0,10478.96,,0.002007832838373247,0.005055845236550338,-9.161214471653523e-05
external,5m,2020-09-23 17:35:00+00:00,2020-09-23 17:40:00+00:00,2020-09-23 17:40:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,1.0,,,1,0,0,10475.08,,-0.0010386555520338625,0.0,-0.0010377009053869068
external,5m,2020-09-24 01:15:00+00:00,2020-09-24 01:20:00+00:00,2020-09-24 01:50:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,7.0,,,7,0,0,10291.66,,-0.0010600816583524741,0.0017810537852980257,-0.0010940897775481018
external,5m,2020-09-24 02:05:00+00:00,2020-09-24 02:10:00+00:00,2020-09-24 02:55:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,10.0,,2.0,8,2,0,10299.99,,-0.0012737876444539609,0.0038834989160183575,-0.0018825260995398718
external,5m,2020-09-24 03:15:00+00:00,2020-09-24 03:20:00+00:00,2020-09-24 03:45:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,6.0,,,6,0,0,10308.55,,-0.0012125856691774795,0.0008817922986259497,-0.0016646376066469237
external,5m,2020-09-24 06:10:00+00:00,2020-09-24 06:15:00+00:00,2020-09-24 06:40:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,6.0,,,6,0,0,10315.1,,-0.0022530077265368043,0.00018322653197744287,-0.002379036558055714
external,5m,2020-09-24 07:05:00+00:00,2020-09-24 07:10:00+00:00,2020-09-24 08:45:00+00:00,False,STRONG>HEALTHY>STRONG>REVERSAL,False,True,STRONG,20.0,,6.0,17,3,0,10304.74,,0.0006395115257638029,0.004586238954112476,-0.000925787550195234
external,5m,2020-09-24 09:45:00+00:00,2020-09-24 09:50:00+00:00,2020-09-24 12:35:00+00:00,False,STRONG>HEALTHY>STRONG>HEALTHY>STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,34.0,,22.0,28,6,0,10317.6,,0.005683492285027514,0.011184771652322123,-0.0008063890827323394
external,5m,2020-09-24 14:00:00+00:00,2020-09-24 14:05:00+00:00,2020-09-24 14:30:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,6.0,,,6,0,0,10396.08,,-0.002277781625381947,0.0018199167378474268,-0.002316257666351129
external,5m,2020-09-24 14:55:00+00:00,2020-09-24 15:00:00+00:00,2020-09-24 18:15:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,40.0,,6.0,34,6,0,10402.12,,0.022738634047674733,0.032193437491588206,-0.001596789885138894
external,5m,2020-09-24 22:15:00+00:00,2020-09-24 22:20:00+00:00,2020-09-25 00:10:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,23.0,,5.0,18,5,0,10681.0,,0.0013884467746465567,0.014630652560621682,-0.001545735418032046
external,5m,2020-09-25 01:25:00+00:00,2020-09-25 01:30:00+00:00,2020-09-25 01:30:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,1.0,,,1,0,0,10717.33,,-0.002134860081755341,9.330682175789917e-07,-0.0025500754385653357
external,5m,2020-09-25 02:35:00+00:00,2020-09-25 02:40:00+00:00,2020-09-25 03:05:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,6.0,,1.0,5,1,0,10718.56,,-0.002140212864414459,9.329611441177832e-07,-0.0025712409129584612
external,5m,2020-09-25 07:35:00+00:00,2020-09-25 07:40:00+00:00,2020-09-25 08:00:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,5.0,,,5,0,0,10679.53,,-0.001105853909301402,0.0016358397794657975,-0.0014541838451692657
external,5m,2020-09-25 12:10:00+00:00,2020-09-25 12:15:00+00:00,2020-09-25 12:20:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,2.0,,,2,0,0,10647.0,,-0.002673053442284079,0.0008453085376163294,-0.003406593406593439
external,5m,2020-09-25 15:20:00+00:00,2020-09-25 15:25:00+00:00,2020-09-25 16:00:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,8.0,,,8,0,0,10641.18,,-0.0013748475263082316,0.0022384735527449795,-0.0019527909498758822
external,5m,2020-09-25 16:05:00+00:00,2020-09-25 16:10:00+00:00,2020-09-25 16:30:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,5.0,,,5,0,0,10654.69,,-0.0027311916160864813,0.0008737936063836216,-0.002786566291464232
external,5m,2020-09-25 17:00:00+00:00,2020-09-25 17:05:00+00:00,2020-09-25 18:40:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,20.0,,,20,0,0,10648.21,,0.0038081517926489283,0.008601445688993792,-0.0006433006110885264
external,5m,2020-09-25 20:00:00+00:00,2020-09-25 20:05:00+00:00,2020-09-25 20:40:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,8.0,,,8,0,0,10724.99,,-0.0010881129026694136,0.002208859868400914,-0.00127366086122227
external,5m,2020-09-25 21:30:00+00:00,2020-09-25 21:35:00+00:00,2020-09-25 22:00:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,6.0,,,6,0,0,10723.05,,-0.001590965257086352,0.0019322860566723943,-0.0016832897356627852
external,5m,2020-09-26 02:40:00+00:00,2020-09-26 02:45:00+00:00,2020-09-26 03:45:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,13.0,,,13,0,0,10707.25,,-0.00034462630460674326,0.003338859184197629,-0.001280440822806872
external,5m,2020-09-26 04:40:00+00:00,2020-09-26 04:45:00+00:00,2020-09-26 05:40:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,12.0,,,12,0,0,10714.89,,0.0005441026459440668,0.0030900923854562112,-0.00043864192726184026
external,5m,2020-09-26 05:45:00+00:00,2020-09-26 05:50:00+00:00,2020-09-26 05:55:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,2.0,,,2,0,0,10732.31,,-0.0008944952205071077,0.008897432146480977,-0.0034922584233961773
external,5m,2020-09-26 06:00:00+00:00,2020-09-26 06:05:00+00:00,2020-09-26 06:50:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,10.0,,2.0,8,2,0,10736.15,,0.00017324646172056646,0.00230436422739988,-0.00015554924251248714
external,5m,2020-09-26 11:05:00+00:00,2020-09-26 11:10:00+00:00,2020-09-26 11:40:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,7.0,,,7,0,0,10716.05,,-0.0017198501313449022,6.905529556155976e-05,-0.0020763247651887085
external,5m,2020-09-26 14:25:00+00:00,2020-09-26 14:30:00+00:00,2020-09-26 16:05:00+00:00,False,STRONG>HEALTHY>STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,20.0,,13.0,15,5,0,10723.87,,-0.0021027856548057056,0.0014099387627786175,-0.0025000303062234774
external,5m,2020-09-26 16:35:00+00:00,2020-09-26 16:40:00+00:00,2020-09-26 17:40:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,13.0,,,13,0,0,10720.91,,0.00030221315168210694,0.0026089203248604864,-0.0006006952768002893
external,5m,2020-09-26 17:55:00+00:00,2020-09-26 18:00:00+00:00,2020-09-26 18:05:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,2.0,,,2,0,0,10738.76,,-0.0010299140682908936,0.0035311339484260795,-0.001288789394678691
external,5m,2020-09-26 21:25:00+00:00,2020-09-26 21:30:00+00:00,2020-09-26 21:55:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,6.0,,,6,0,0,10727.21,,-0.0015847550294997292,0.0023128101342289042,-0.0016043314151581445
external,5m,2020-09-26 22:20:00+00:00,2020-09-26 22:25:00+00:00,2020-09-26 22:25:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,1.0,,,1,0,0,10733.99,,-0.0013937035529192343,9.316200220155224e-07,-0.0014607801945036858
external,5m,2020-09-26 22:30:00+00:00,2020-09-26 22:35:00+00:00,2020-09-26 23:35:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,13.0,,,13,0,0,10723.75,,0.0007152348758596716,0.0021056067140692303,-0.0005166103275441314
external,5m,2020-09-27 00:20:00+00:00,2020-09-27 00:25:00+00:00,2020-09-27 01:50:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,18.0,,,18,0,0,10743.38,,0.0019155982567868879,0.004665198475712451,-0.000258764001645595
external,5m,2020-09-27 02:45:00+00:00,2020-09-27 02:50:00+00:00,2020-09-27 03:00:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,3.0,,2.0,1,2,0,10774.47,,-0.0006840243650034772,0.0005132503037272862,-0.0012334713447621493
external,5m,2020-09-27 03:55:00+00:00,2020-09-27 04:00:00+00:00,2020-09-27 04:25:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,6.0,,,6,0,0,10778.0,,-0.0010437929114863742,0.0001855631842642147,-0.0012061606977176176
external,5m,2020-09-27 04:40:00+00:00,2020-09-27 04:45:00+00:00,2020-09-27 05:00:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,4.0,,,4,0,0,10783.15,,-0.0016831816305995506,0.0008207249273171069,-0.0016831816305995506
external,5m,2020-09-27 05:35:00+00:00,2020-09-27 05:40:00+00:00,2020-09-27 05:45:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,2.0,,,2,0,0,10781.32,,-0.0007123432010180952,0.00012150645746533684,-0.0007717051344362513
external,5m,2020-09-27 13:30:00+00:00,2020-09-27 13:35:00+00:00,2020-09-27 14:10:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,8.0,,,8,0,0,10672.75,,-0.0010728256541192582,0.0009772551591671341,-0.0011515307676092101
external,5m,2020-09-27 14:55:00+00:00,2020-09-27 15:00:00+00:00,2020-09-27 15:00:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,1.0,,,1,0,0,10670.01,,-0.001255856367519792,4.123707475445215e-05,-0.0014208046665372676
external,5m,2020-09-27 15:40:00+00:00,2020-09-27 15:45:00+00:00,2020-09-27 16:50:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,14.0,,,14,0,0,10704.83,,0.000610939174185976,0.006576470621205477,-0.0003362967931298533
external,5m,2020-09-27 18:10:00+00:00,2020-09-27 18:15:00+00:00,2020-09-27 18:40:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,6.0,,5.0,1,5,0,10735.21,,-0.0008709657286628536,0.0003334820650924275,-0.001210036878645071
external,5m,2020-09-27 20:25:00+00:00,2020-09-27 20:30:00+00:00,2020-09-27 20:50:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,5.0,,2.0,3,2,0,10730.49,,-0.001629002962586057,0.0,-0.0016299348864776686
external,5m,2020-09-27 21:40:00+00:00,2020-09-27 21:45:00+00:00,2020-09-27 21:55:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,3.0,,,3,0,0,10729.55,,-0.0014371525366860816,4.1940249125183016e-05,-0.0017782665629033634
external,5m,2020-09-27 22:00:00+00:00,2020-09-27 22:05:00+00:00,2020-09-27 23:00:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,12.0,,,12,0,0,10726.86,,0.0005751916217793251,0.0025179782340778445,-9.881736127825835e-05
external,5m,2020-09-27 23:30:00+00:00,2020-09-27 23:35:00+00:00,2020-09-28 03:05:00+00:00,False,STRONG>HEALTHY>STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,43.0,,18.0,28,15,0,10744.99,,0.013247103999166177,0.02596652021081458,-0.0007575623616214999
external,5m,2020-09-28 05:25:00+00:00,2020-09-28 05:30:00+00:00,2020-09-28 05:35:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,2.0,,,2,0,0,10908.49,,-0.002816155123211317,0.0003217677240388017,-0.002816155123211317
external,5m,2020-09-28 10:30:00+00:00,2020-09-28 10:35:00+00:00,2020-09-28 11:20:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,10.0,,,10,0,0,10878.59,,-0.0011563998643205897,0.0021868642903168922,-0.0013944821893278059
external,5m,2020-09-28 11:45:00+00:00,2020-09-28 11:50:00+00:00,2020-09-28 11:50:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,1.0,,,1,0,0,10877.17,,-0.0011565508307767036,0.0,-0.001157470187557963
external,5m,2020-09-28 12:05:00+00:00,2020-09-28 12:10:00+00:00,2020-09-28 12:40:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,7.0,,,7,0,0,10895.52,,-0.0025239731559393297,0.0040814940452589266,-0.0060841520184443665
external,5m,2020-09-28 13:00:00+00:00,2020-09-28 13:05:00+00:00,2020-09-28 13:40:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,8.0,,,8,0,0,10888.69,,0.0014042093217823126,0.004525796950781036,-0.000798075801588638
external,5m,2020-09-28 14:20:00+00:00,2020-09-28 14:25:00+00:00,2020-09-28 14:25:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,1.0,,,1,0,0,10905.53,,-0.0008280202796197011,0.00016872174025461817,-0.0008280202796197011
external,5m,2020-09-28 15:15:00+00:00,2020-09-28 15:20:00+00:00,2020-09-28 15:45:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,6.0,,,6,0,0,10899.35,,-0.0007798630193543987,0.0005816860638478971,-0.0017368008183974437
external,5m,2020-09-28 15:50:00+00:00,2020-09-28 15:55:00+00:00,2020-09-28 16:05:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,3.0,,,3,0,0,10894.58,,-0.001151948950762649,0.0012134474206439982,-0.0020266958432542115
external,5m,2020-09-28 21:55:00+00:00,2020-09-28 22:00:00+00:00,2020-09-28 22:20:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,5.0,,,5,0,0,10880.64,,-0.0009824789718250182,0.0001240735839067586,-0.0012719840009410843
external,5m,2020-09-29 07:00:00+00:00,2020-09-29 07:05:00+00:00,2020-09-29 08:05:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,13.0,,1.0,12,1,0,10728.43,,-0.0012592709278058667,0.000705601844817938,-0.0017150692132958945
external,5m,2020-09-29 08:15:00+00:00,2020-09-29 08:20:00+00:00,2020-09-29 08:45:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,6.0,,,6,0,0,10726.0,,-0.00016501957859416105,0.001249300764497363,-0.00027130337497671686
external,5m,2020-09-29 09:05:00+00:00,2020-09-29 09:10:00+00:00,2020-09-29 09:20:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,3.0,,,3,0,0,10745.41,,-0.0017588905402399213,0.00024103314810686172,-0.001899415657476089
external,5m,2020-09-29 10:10:00+00:00,2020-09-29 10:15:00+00:00,2020-09-29 11:50:00+00:00,False,STRONG>HEALTHY>STRONG>REVERSAL,False,True,STRONG,20.0,,4.0,18,2,0,10734.3,,0.0021156479695929598,0.005841088846035625,-0.0004052430060644818
external,5m,2020-09-29 13:35:00+00:00,2020-09-29 13:40:00+00:00,2020-09-29 13:40:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,1.0,,,1,0,0,10757.61,,-0.0016685862380213523,0.0006386176855266434,-0.0019902190170493217
external,5m,2020-09-29 13:45:00+00:00,2020-09-29 13:50:00+00:00,2020-09-29 13:50:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,1.0,,,1,0,0,10748.17,,-0.00029865549205132513,9.303909409563715e-07,-0.0010057526071879375
external,5m,2020-09-29 13:55:00+00:00,2020-09-29 14:00:00+00:00,2020-09-29 14:35:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,8.0,,,8,0,0,10751.4,,-0.00021020518258085819,0.002994958796063818,-0.0003060066595976796
external,5m,2020-09-29 15:30:00+00:00,2020-09-29 15:35:00+00:00,2020-09-29 15:40:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,2.0,,,2,0,0,10760.13,,-0.0016942174490456319,0.0008001762060496631,-0.001870795241321388
external,5m,2020-09-29 19:05:00+00:00,2020-09-29 19:10:00+00:00,2020-09-29 21:40:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,31.0,,1.0,30,1,0,10733.45,,0.0019155071295808845,0.0040546143131983126,-0.0020440771606520247
external,5m,2020-09-29 22:05:00+00:00,2020-09-29 22:10:00+00:00,2020-09-29 22:30:00+00:00,False,STRONG>HEALTHY>STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,5.0,,4.0,2,3,0,10761.14,,-0.00047857383139704446,0.0016410900703829334,-0.0008456353137306083
external,5m,2020-09-29 23:05:00+00:00,2020-09-29 23:10:00+00:00,2020-09-30 00:30:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,17.0,,4.0,13,4,0,10781.99,,0.003207200155073364,0.007600637730140747,-0.0002773142991229216
external,5m,2020-09-30 02:30:00+00:00,2020-09-30 02:35:00+00:00,2020-09-30 02:40:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,2.0,,,2,0,0,10804.0,,-0.002266753054424253,0.0006414291003331574,-0.0028230285079600126
external,5m,2020-09-30 12:30:00+00:00,2020-09-30 12:35:00+00:00,2020-09-30 16:05:00+00:00,False,STRONG>HEALTHY>STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,43.0,,28.0,40,3,0,10732.0,,0.0019045844204248485,0.005367126351099483,-0.0013976891539321246
external,5m,2020-09-30 17:00:00+00:00,2020-09-30 17:05:00+00:00,2020-09-30 17:10:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,2.0,,,2,0,0,10779.65,,-0.001564985876164715,0.0003951890831335181,-0.0016892941793099636
external,5m,2020-09-30 22:20:00+00:00,2020-09-30 22:25:00+00:00,2020-10-01 02:45:00+00:00,False,STRONG>HEALTHY>STRONG>HEALTHY>STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,53.0,,26.0,35,18,0,10751.94,,0.005160929097446587,0.009120214584530828,-0.0019512757697681682
external,5m,2020-10-01 04:15:00+00:00,2020-10-01 04:20:00+00:00,2020-10-01 04:30:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,3.0,,,3,0,0,10815.47,,-0.000995795836889024,0.0004179198869767031,-0.0012029065773379033
external,5m,2020-10-01 05:25:00+00:00,2020-10-01 05:30:00+00:00,2020-10-01 05:30:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,1.0,,,1,0,0,10807.83,,-0.0012972076725855652,0.0006578563874524157,-0.0013758543574428073
external,5m,2020-10-01 05:45:00+00:00,2020-10-01 05:50:00+00:00,2020-10-01 06:45:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,12.0,,3.0,9,3,0,10816.91,,-0.00027272113755227867,0.00213554517879877,-0.0006998301733119883
external,5m,2020-10-01 07:05:00+00:00,2020-10-01 07:10:00+00:00,2020-10-01 07:30:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,5.0,,2.0,3,2,0,10823.3,,-0.0015910119834060543,0.0009886079107113144,-0.0019679764951539003
external,5m,2020-10-01 08:00:00+00:00,2020-10-01 08:05:00+00:00,2020-10-01 10:05:00+00:00,False,STRONG>HEALTHY>STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,25.0,,9.0,22,3,0,10832.49,,0.003752599817770319,0.00813847970318915,-0.000256635362691382
external,5m,2020-10-01 11:15:00+00:00,2020-10-01 11:20:00+00:00,2020-10-01 11:20:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,1.0,,,1,0,0,10872.59,,-0.0006704934150925101,2.8512065662233965e-05,-0.0006980857367011595
external,5m,2020-10-01 11:35:00+00:00,2020-10-01 11:40:00+00:00,2020-10-01 12:05:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,6.0,,,6,0,0,10881.11,,-0.0010835291620064913,0.0022093334227848427,-0.0012131115299818251
external,5m,2020-10-01 12:40:00+00:00,2020-10-01 12:45:00+00:00,2020-10-01 13:05:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,5.0,,1.0,4,1,0,10882.83,,-0.0013452383249576982,0.0003326340666904848,-0.001841432789081443
external,5m,2020-10-01 22:15:00+00:00,2020-10-01 22:20:00+00:00,2020-10-01 22:50:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,7.0,,,7,0,0,10625.55,,-0.0016432090574134417,0.0003482172687532259,-0.002774444616984506
external,5m,2020-10-01 23:55:00+00:00,2020-10-02 00:00:00+00:00,2020-10-02 00:00:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,1.0,,,1,0,0,10612.62,,-0.0020485045163213256,0.0,-0.0024499134049839055
external,5m,2020-10-02 03:10:00+00:00,2020-10-02 03:15:00+00:00,2020-10-02 04:50:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,20.0,,,20,0,0,10602.71,,0.0016373172519101864,0.005403335562323308,-0.00033953583564938494
external,5m,2020-10-02 12:40:00+00:00,2020-10-02 12:45:00+00:00,2020-10-02 13:10:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,6.0,,,6,0,0,10463.38,,-0.0007722170082707924,0.002693202387756166,-0.0008008884318451148
external,5m,2020-10-02 13:35:00+00:00,2020-10-02 13:40:00+00:00,2020-10-02 15:50:00+00:00,False,STRONG>HEALTHY>STRONG>HEALTHY>STRONG>HEALTHY>STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,27.0,,14.0,16,11,0,10479.27,,0.0036138013430324634,0.011489349926092185,-0.0008807865433374529
external,5m,2020-10-02 16:15:00+00:00,2020-10-02 16:20:00+00:00,2020-10-02 17:40:00+00:00,False,STRONG>HEALTHY>STRONG>HEALTHY>STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,17.0,,9.0,10,7,0,10549.58,,-0.002845610915316099,0.00112421537160734,-0.003051306307928936
external,5m,2020-10-02 20:30:00+00:00,2020-10-02 20:35:00+00:00,2020-10-02 20:50:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,4.0,,,4,0,0,10539.6,,-0.000910850506660621,0.0005484079092183958,-0.000910850506660621
external,5m,2020-10-02 20:55:00+00:00,2020-10-02 21:00:00+00:00,2020-10-02 21:15:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,4.0,,,4,0,0,10536.71,,-0.0010164463100910126,0.0012603554619992074,-0.0011227413490548788
external,5m,2020-10-02 22:50:00+00:00,2020-10-02 22:55:00+00:00,2020-10-03 00:05:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,15.0,,,15,0,0,10550.0,,-0.001534597156398143,0.0021232227488150457,-0.0017279620853080102
external,5m,2020-10-03 03:20:00+00:00,2020-10-03 03:25:00+00:00,2020-10-03 04:30:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,14.0,,,14,0,0,10549.65,,-0.0007251425402737821,0.0005478854748737216,-0.0012673406226746398
