side,partition,date_utc,signal_ts,entry_start,entry_px,H,L,R,h2_success,terminal_type,terminal_bar_start,minutes_to_terminal,preterminal_completed_closes,fill_close_progress_r,fill_close_wrong,next_bar_eligible,next_bar_close_progress_r,next_bar_close_wrong,wrong_close_rate,ever_wrong_close,max_wrong_close_streak,wrong_close_episodes,max_adverse_close_r,max_favorable_close_r,max_adverse_wick_r_post_fillbar,max_favorable_wick_r_post_fillbar,stop_distance_consumed
LONG,external,2020-01-30,2020-01-30 14:05:00+00:00,2020-01-30 16:00:00+00:00,9401.238,9415.2,9322.12,93.07999999999993,True,H2_SUCCESS,2020-01-30 16:15:00+00:00,15.0,3,-0.05638160721959171,True,True,-0.005779974215713871,True,1.0,True,3,1,0.05638160721959171,0.0,0.12180919639019926,0.06190373871938795,0.2436183927803985
LONG,external,2020-02-12,2020-02-12 13:35:00+00:00,2020-02-12 13:45:00+00:00,10371.078,10395.0,10235.52,159.47999999999956,True,H2_SUCCESS,2020-02-12 14:00:00+00:00,15.0,3,0.025532982192125204,False,True,0.05738650614497159,False,0.0,False,0,0,0.0,0.09983697015300053,0.01227740155504593,0.11055931778279192,0.02455480311009186
LONG,external,2020-03-18,2020-03-18 13:35:00+00:00,2020-03-18 13:45:00+00:00,5209.2155,5249.18,4982.75,266.4300000000003,True,H2_SUCCESS,2020-03-18 13:50:00+00:00,5.0,1,0.11783395263295947,False,False,,False,0.0,False,0,0,0.0,0.11783395263295947,0.0,0.0,0.0
LONG,external,2020-04-09,2020-04-09 14:05:00+00:00,2020-04-09 14:10:00+00:00,7309.147,7345.0,7105.98,239.02000000000044,False,NO_H2_SESSION_END,2020-04-09 20:00:00+00:00,350.0,70,-0.002999748974979676,True,True,-0.07788887959166661,True,0.9285714285714286,True,60,3,0.2750690318801781,0.09787047109028528,0.35167350012551096,0.10816249686218735,0.7033470002510219
LONG,external,2020-04-22,2020-04-22 13:50:00+00:00,2020-04-22 13:55:00+00:00,7051.0,7075.0,6915.0,160.0,True,H2_SUCCESS,2020-04-22 14:25:00+00:00,30.0,6,0.03237500000000182,False,True,-0.010812499999997272,True,0.3333333333333333,True,2,1,0.019999999999998862,0.08987500000000068,0.05,0.140625,0.1
LONG,external,2020-05-13,2020-05-13 14:10:00+00:00,2020-05-13 14:35:00+00:00,9071.95,9115.0,8828.0,287.0,True,H2_SUCCESS,2020-05-13 15:10:00+00:00,35.0,7,0.030243902439019067,False,True,0.055923344947732656,False,0.14285714285714285,True,1,1,0.07121951219512372,0.07986062717770061,0.1844947735191663,0.09076655052264555,0.3689895470383326
LONG,external,2020-06-04,2020-06-04 13:50:00+00:00,2020-06-04 14:20:00+00:00,9726.45,9777.0,9440.0,337.0,True,H2_SUCCESS,2020-06-04 15:55:00+00:00,95.0,19,0.0924925816023741,False,True,0.021127596439166115,False,0.0,False,0,0,0.0,0.13813056379821742,0.030089020771517025,0.13813056379821742,0.06017804154303405
LONG,external,2020-06-10,2020-06-10 13:40:00+00:00,2020-06-10 16:05:00+00:00,9763.8,9774.0,9706.0,68.0,True,H2_SUCCESS,2020-06-10 16:45:00+00:00,40.0,8,0.05338235294119145,False,True,-0.09852941176468984,True,0.5,True,4,1,0.09852941176468984,0.05338235294119145,0.1269117647058706,0.09117647058824599,0.2538235294117412
LONG,external,2020-07-16,2020-07-16 16:20:00+00:00,2020-07-16 16:25:00+00:00,9126.436,9140.98,9044.02,96.95999999999913,True,H2_SUCCESS,2020-07-16 18:20:00+00:00,115.0,23,-0.038325082508254775,True,True,-0.04317244224422166,True,0.7391304347826086,True,8,3,0.11299504950495286,0.028403465346543314,0.15919966996699497,0.0711014851485179,0.31839933993398994
LONG,external,2020-07-22,2020-07-22 15:05:00+00:00,2020-07-22 15:35:00+00:00,9345.634,9355.0,9292.56,62.44000000000051,True,H2_SUCCESS,2020-07-22 17:25:00+00:00,110.0,22,0.010666239589994433,False,True,-0.029372197309428687,True,0.7727272727272727,True,16,2,0.24445868033310522,0.07024343369635468,0.2984304932735404,0.07696989109545893,0.5968609865470808
LONG,external,2020-07-24,2020-07-24 15:50:00+00:00,2020-07-24 15:55:00+00:00,9553.75,9565.0,9490.0,75.0,True,H2_SUCCESS,2020-07-24 16:50:00+00:00,55.0,11,0.005199999999992239,False,True,-0.02733333333332363,True,0.8181818181818182,True,9,1,0.35639999999999417,0.13533333333332848,0.3760000000000097,0.14319999999999708,0.7520000000000194
LONG,external,2020-08-05,2020-08-05 14:05:00+00:00,2020-08-05 14:20:00+00:00,11583.016,11635.96,11283.0,352.9599999999991,True,H2_SUCCESS,2020-08-05 14:30:00+00:00,10.0,2,-0.05744560290117829,True,True,0.002816183136901063,False,0.5,True,1,1,0.05744560290117829,0.002816183136901063,0.23454782411604788,0.042452402538532455,0.46909564823209576
LONG,external,2020-09-11,2020-09-11 16:05:00+00:00,2020-09-11 16:25:00+00:00,10322.4395,10334.99,10251.32,83.67000000000007,True,H2_SUCCESS,2020-09-11 16:30:00+00:00,5.0,1,0.11414485478665432,False,False,,False,0.0,False,0,0,0.0,0.11414485478665432,0.0,0.0,0.0
LONG,external,2020-09-30,2020-09-30 13:35:00+00:00,2020-09-30 13:40:00+00:00,10731.824,10744.49,10660.05,84.44000000000051,True,H2_SUCCESS,2020-09-30 14:00:00+00:00,20.0,4,-0.06009000473709727,True,True,-0.025035528185710375,True,0.75,True,3,1,0.06009000473709727,0.05371861676930401,0.1390810042633885,0.12003789673138965,0.278162008526777
LONG,external,2020-10-05,2020-10-05 14:05:00+00:00,2020-10-05 14:15:00+00:00,10717.966,10729.96,10650.0,79.95999999999913,True,H2_SUCCESS,2020-10-05 14:30:00+00:00,15.0,3,0.06308154077038425,False,True,0.06283141570784752,False,0.0,False,0,0,0.0,0.08984492246122268,0.06198099049524994,0.1373686843421773,0.12396198099049988
LONG,external,2020-10-07,2020-10-07 13:35:00+00:00,2020-10-07 14:40:00+00:00,10618.772,10628.6,10563.08,65.52000000000044,True,H2_SUCCESS,2020-10-07 14:55:00+00:00,15.0,3,-0.005219780219788625,True,True,-0.04215506715507642,True,0.6666666666666666,True,2,1,0.04215506715507642,0.036141636141614135,0.09236874236876463,0.08498168498167376,0.18473748473752927
LONG,external,2020-10-08,2020-10-08 13:35:00+00:00,2020-10-08 13:45:00+00:00,10710.8415,10743.99,10523.0,220.98999999999978,True,H2_SUCCESS,2020-10-08 14:00:00+00:00,15.0,3,-0.004215122856240543,True,True,0.038954251323590594,False,0.3333333333333333,True,1,1,0.004215122856240543,0.09511063849043012,0.03027965066292964,0.11280374677587225,0.06055930132585928
LONG,external,2020-10-15,2020-10-15 13:55:00+00:00,2020-10-15 14:10:00+00:00,11379.2935,11402.11,11250.0,152.11000000000058,True,H2_SUCCESS,2020-10-15 15:15:00+00:00,65.0,13,0.011284596673462918,False,True,0.047968575373087574,False,0.38461538461538464,True,5,1,0.07371967654986389,0.1041778975741213,0.11369075011504635,0.12718756163302594,0.2273815002300927
LONG,external,2020-10-19,2020-10-19 15:20:00+00:00,2020-10-19 15:30:00+00:00,11661.393,11700.0,11442.62,257.3799999999992,True,H2_SUCCESS,2020-10-19 15:40:00+00:00,10.0,2,0.04218276478358848,False,True,0.12944673245784133,False,0.0,False,0,0,0.0,0.12944673245784133,0.0,0.1304957650167054,0.0
LONG,external,2020-10-20,2020-10-20 14:00:00+00:00,2020-10-20 14:05:00+00:00,11901.3855,11937.63,11696.0,241.6299999999992,True,H2_SUCCESS,2020-10-20 14:20:00+00:00,15.0,3,-0.0944646773993333,True,True,-0.024605802259652487,True,0.6666666666666666,True,2,1,0.0944646773993333,0.08887348425278456,0.15670860406406492,0.11184248644621787,0.31341720812812984
LONG,external,2020-10-29,2020-10-29 13:35:00+00:00,2020-10-29 13:40:00+00:00,13169.0,13205.0,12965.0,240.0,True,H2_SUCCESS,2020-10-29 13:55:00+00:00,15.0,3,-0.02691666666666303,True,True,-0.016624999999999092,True,0.6666666666666666,True,2,1,0.02691666666666303,0.05737500000000182,0.056166666666664845,0.07916666666666666,0.11233333333332969
LONG,external,2020-11-12,2020-11-12 17:05:00+00:00,2020-11-12 17:10:00+00:00,16091.137,16176.22,15609.0,567.2199999999993,False,NO_H2_SESSION_END,2020-11-12 20:00:00+00:00,170.0,34,0.054992771764041,False,True,0.116944042875778,False,0.8235294117647058,True,16,2,0.2764482916681374,0.116944042875778,0.3801470328972897,0.14871302140262907,0.7602940657945794
LONG,external,2020-12-28,2020-12-28 13:35:00+00:00,2020-12-28 13:40:00+00:00,27354.8,27488.0,26600.0,888.0,False,NO_H2_SESSION_END,2020-12-28 20:00:00+00:00,380.0,76,-0.0012500000000006555,True,True,-0.02816441441441261,True,1.0,True,76,1,0.4941328828828839,0.0,0.7036036036036027,0.039639639639640456,1.4072072072072055
LONG,external,2021-01-14,2021-01-14 13:35:00+00:00,2021-01-14 13:40:00+00:00,38686.5,38850.0,37760.0,1090.0,True,H2_SUCCESS,2021-01-14 13:45:00+00:00,5.0,1,0.042577981651379354,False,False,,False,0.0,False,0,0,0.0,0.042577981651379354,0.0,0.0,0.0
LONG,external,2021-02-03,2021-02-03 14:05:00+00:00,2021-02-03 14:10:00+00:00,36600.175,36776.89,35598.79,1178.0999999999985,True,H2_SUCCESS,2021-02-03 15:20:00+00:00,70.0,14,0.008339699516167644,False,True,-0.02539258127493499,True,0.5,True,6,2,0.15675664205076237,0.054846787199726715,0.15960020371785222,0.08680502504031877,0.31920040743570444
LONG,external,2021-03-01,2021-03-01 14:35:00+00:00,2021-03-01 14:50:00+00:00,48124.4335,48448.63,46287.32,2161.3099999999977,True,H2_SUCCESS,2021-03-01 15:05:00+00:00,15.0,3,0.030197657901919656,False,True,-0.01130494931314768,True,0.3333333333333333,True,1,1,0.01130494931314768,0.05759308012270541,0.01536267356371646,0.1182461099981035,0.03072534712743292
LONG,external,2021-04-16,2021-04-16 16:05:00+00:00,2021-04-16 16:10:00+00:00,61492.2745,61737.97,60100.0,1637.9700000000012,True,H2_SUCCESS,2021-04-16 16:45:00+00:00,35.0,7,0.004716508849368707,False,True,0.014765532946268598,False,0.2857142857142857,True,2,1,0.06421027247141334,0.07428432755178511,0.1078252348944095,0.07718425856395261,0.215650469788819
LONG,external,2021-04-20,2021-04-20 14:05:00+00:00,2021-04-20 14:15:00+00:00,56119.7615,56450.0,54248.41,2201.5899999999965,True,H2_SUCCESS,2021-04-20 19:00:00+00:00,285.0,57,0.0020750911840993233,False,True,-0.0499418602010379,True,0.9298245614035088,True,49,2,0.495524371022762,0.07732979346744934,0.6657740542062794,0.1204758833388596,1.3315481084125589
LONG,external,2021-05-14,2021-05-14 14:00:00+00:00,2021-05-14 14:05:00+00:00,50841.1575,51000.0,49941.05,1058.949999999997,True,H2_SUCCESS,2021-05-14 15:00:00+00:00,55.0,11,-0.07225789697341892,True,True,-0.07340998158553579,True,0.9090909090909091,True,10,1,0.2622196515416202,0.07451957127343006,0.30190046744416915,0.13111336701449475,0.6038009348883383
LONG,external,2021-06-02,2021-06-02 13:35:00+00:00,2021-06-02 13:40:00+00:00,37632.15,37770.0,36851.0,919.0,True,H2_SUCCESS,2021-06-02 14:25:00+00:00,45.0,9,0.027029379760605557,False,True,-0.03499455930359466,True,0.6666666666666666,True,6,1,0.14557127312295848,0.08387377584330985,0.18560391730141426,0.12823721436343694,0.3712078346028285
LONG,external,2021-06-04,2021-06-04 17:25:00+00:00,2021-06-04 18:05:00+00:00,36945.2265,37191.0,35552.51,1638.489999999998,True,H2_SUCCESS,2021-06-04 19:00:00+00:00,55.0,11,0.026923264713241784,False,True,0.023804539545560985,False,0.0,False,0,0,0.0,0.1103659466948232,0.0,0.1335214130083206,0.0
LONG,external,2021-06-14,2021-06-14 13:40:00+00:00,2021-06-14 13:55:00+00:00,40413.5,40700.0,38790.0,1910.0,True,H2_SUCCESS,2021-06-14 14:10:00+00:00,15.0,3,0.05593717277486728,False,True,0.042926701570679564,False,0.0,False,0,0,0.0,0.08167015706806176,0.03324607329842932,0.09756544502617726,0.06649214659685863
LONG,external,2021-07-02,2021-07-02 14:35:00+00:00,2021-07-02 14:40:00+00:00,33472.65,33600.0,32751.0,849.0,True,H2_SUCCESS,2021-07-02 14:55:00+00:00,15.0,3,0.043981154299171384,False,True,0.009210836277973745,False,0.3333333333333333,True,1,1,0.007020023557125003,0.043981154299171384,0.08557126030624435,0.09110718492343763,0.1711425206124887
LONG,external,2021-07-08,2021-07-08 17:05:00+00:00,2021-07-08 17:10:00+00:00,32832.7,32968.0,32066.0,902.0,True,H2_SUCCESS,2021-07-08 17:45:00+00:00,35.0,7,-0.05675166297116968,True,True,-0.07339246119733601,True,0.42857142857142855,True,3,1,0.07339246119733601,0.10787139689579037,0.0783813747228349,0.12926829268293327,0.1567627494456698
LONG,external,2021-07-16,2021-07-16 13:35:00+00:00,2021-07-16 13:40:00+00:00,31815.278,31955.87,31018.59,937.2799999999988,True,H2_SUCCESS,2021-07-16 15:00:00+00:00,80.0,16,-0.03357374530556201,True,True,-0.054453311710478076,True,0.375,True,6,1,0.06489842949811986,0.09817983953567873,0.10378755547968435,0.1309341925571886,0.2075751109593687
LONG,external,2021-07-22,2021-07-22 14:45:00+00:00,2021-07-22 14:50:00+00:00,32159.0,32240.0,31700.0,540.0,True,H2_SUCCESS,2021-07-22 14:55:00+00:00,5.0,1,0.05077777777777454,False,False,,False,0.0,False,0,0,0.0,0.05077777777777454,0.0,0.0,0.0
LONG,external,2021-08-04,2021-08-04 13:35:00+00:00,2021-08-04 13:55:00+00:00,38906.75,39155.0,37500.0,1655.0,True,H2_SUCCESS,2021-08-04 14:15:00+00:00,20.0,4,0.04728700906344534,False,True,0.0032628398791549576,False,0.0,False,0,0,0.0,0.07645317220543736,0.04937764350453243,0.09435649546828005,0.09875528700906486
LONG,external,2021-08-11,2021-08-11 14:50:00+00:00,2021-08-11 15:00:00+00:00,46520.4105,46643.13,45825.0,818.1299999999974,True,H2_SUCCESS,2021-08-11 15:10:00+00:00,10.0,2,-0.039798687250192144,True,True,0.043158788945525946,False,0.5,True,1,1,0.039798687250192144,0.043158788945525946,0.06395132802855512,0.08872611932089289,0.12790265605711024
LONG,external,2021-09-08,2021-09-08 13:35:00+00:00,2021-09-08 13:40:00+00:00,46444.65,46800.0,44431.0,2369.0,False,NO_H2_SESSION_END,2021-09-08 20:00:00+00:00,380.0,76,0.037315322921064355,False,True,-0.022064162093712147,True,0.9078947368421053,True,34,5,0.25817222456732825,0.037315322921064355,0.3304516673702,0.04362600253271361,0.6609033347404
LONG,external,2021-09-14,2021-09-14 13:35:00+00:00,2021-09-14 13:50:00+00:00,46543.133,46694.06,45687.88,1006.1800000000003,True,H2_SUCCESS,2021-09-14 15:00:00+00:00,70.0,14,-0.07940229382417027,True,True,-0.11743723786996406,True,0.9285714285714286,True,13,1,0.2931215090739276,0.02370053072015103,0.37581049116460424,0.026701981752766266,0.7516209823292085
LONG,external,2021-11-02,2021-11-02 14:05:00+00:00,2021-11-02 14:10:00+00:00,63351.016,63692.17,61417.81,2274.3600000000006,True,H2_SUCCESS,2021-11-02 15:30:00+00:00,80.0,16,-0.03505865386306671,True,True,-0.043518176541973284,True,0.25,True,2,3,0.043518176541973284,0.06502664485833386,0.12487732812747462,0.12786630084946904,0.24975465625494925
LONG,external,2021-11-16,2021-11-16 14:50:00+00:00,2021-11-16 15:00:00+00:00,60882.064,61320.58,58397.14,2923.4400000000023,False,NO_H2_SESSION_END,2021-11-16 20:00:00+00:00,300.0,60,0.045965027501848416,False,True,0.051219111731386414,False,0.9333333333333333,True,56,1,0.353988451960704,0.051219111731386414,0.37013381495772024,0.0770893194319027,0.7402676299154405
LONG,external,2021-11-23,2021-11-23 15:05:00+00:00,2021-11-23 15:10:00+00:00,57369.7895,57743.87,55250.0,2493.8700000000026,True,H2_SUCCESS,2021-11-23 19:45:00+00:00,275.0,55,-0.014924394615597126,True,True,-0.03543869568180995,True,0.5818181818181818,True,14,5,0.1795640911515016,0.11461323164399241,0.20188281666646565,0.13240886654075823,0.4037656333329313
LONG,external,2021-11-25,2021-11-25 15:10:00+00:00,2021-11-25 15:20:00+00:00,58661.107,58888.0,57375.38,1512.6200000000026,True,H2_SUCCESS,2021-11-25 15:45:00+00:00,25.0,5,0.017151035950866218,False,True,0.011967976094455638,False,0.0,False,0,0,0.0,0.053723340958072,0.02416138884849194,0.12930081580304265,0.04832277769698388
LONG,external,2021-12-27,2021-12-27 14:25:00+00:00,2021-12-27 14:30:00+00:00,51327.366,51473.07,50501.71,971.3600000000006,True,H2_SUCCESS,2021-12-27 14:35:00+00:00,5.0,1,-0.0013959808927686609,True,False,,False,1.0,True,1,1,0.0013959808927686609,0.0,0.0,0.0,0.0
LONG,external,2021-12-30,2021-12-30 17:30:00+00:00,2021-12-30 17:35:00+00:00,47537.485,47694.1,46650.0,1044.0999999999985,True,H2_SUCCESS,2021-12-30 18:50:00+00:00,75.0,15,-0.0008093094531186336,True,True,0.048927305813618614,False,0.2,True,2,2,0.04091083229576079,0.1234125083804196,0.07756440953931683,0.13649554640360081,0.15512881907863366
LONG,reference_validation,2025-01-02,2025-01-02 14:35:00+00:00,2025-01-02 14:40:00+00:00,96784.905,96991.8,95612.5,1379.300000000003,True,H2_SUCCESS,2025-01-02 14:45:00+00:00,5.0,1,0.009131443485826968,False,False,,False,0.0,False,0,0,0.0,0.009131443485826968,0.0,0.0,0.0
LONG,reference_validation,2025-01-17,2025-01-17 14:40:00+00:00,2025-01-17 14:45:00+00:00,102711.72,102943.2,101400.0,1543.199999999997,True,H2_SUCCESS,2025-01-17 14:50:00+00:00,5.0,1,-0.061119751166412106,True,False,,False,1.0,True,1,1,0.061119751166412106,0.0,0.0,0.0,0.0
LONG,reference_validation,2025-03-19,2025-03-19 14:05:00+00:00,2025-03-19 14:15:00+00:00,84147.09,84325.2,83137.8,1187.3999999999942,True,H2_SUCCESS,2025-03-19 15:00:00+00:00,45.0,9,0.09332154286676622,False,True,-0.040416035034521576,True,0.4444444444444444,True,4,1,0.19714502273875498,0.10132221660771287,0.26704564594913094,0.12945090112852212,0.5340912918982619
LONG,reference_validation,2025-05-22,2025-05-22 16:20:00+00:00,2025-05-22 16:25:00+00:00,111380.9,111582.5,110238.5,1344.0,True,H2_SUCCESS,2025-05-22 17:20:00+00:00,55.0,11,-0.1241071428571342,True,True,-0.21421130952380518,True,0.8181818181818182,True,6,2,0.21421130952380518,0.08125000000000866,0.2453869047618961,0.08861607142857576,0.4907738095237922
LONG,reference_validation,2025-06-09,2025-06-09 14:50:00+00:00,2025-06-09 14:55:00+00:00,107540.26,107912.8,105429.2,2483.600000000006,True,H2_SUCCESS,2025-06-09 15:10:00+00:00,15.0,3,0.008431309389596665,False,True,0.021356095989695612,False,0.0,False,0,0,0.0,0.10023353196972208,0.028893541633111045,0.1123530359156094,0.05778708326622209
LONG,reference_validation,2025-07-22,2025-07-22 13:45:00+00:00,2025-07-22 15:05:00+00:00,119170.145,119475.2,117441.5,2033.699999999997,True,H2_SUCCESS,2025-07-22 18:25:00+00:00,200.0,40,0.000961302060285071,False,True,-0.00021881300093769265,True,0.75,True,15,3,0.32509465506220436,0.10117273934208114,0.39000098342922024,0.13760879185720426,0.7800019668584405
LONG,reference_validation,2025-08-08,2025-08-08 13:45:00+00:00,2025-08-08 13:50:00+00:00,116786.4,116880.0,116256.0,624.0,True,H2_SUCCESS,2025-08-08 13:55:00+00:00,5.0,1,-0.0625,True,False,,False,1.0,True,1,1,0.0625,0.0,0.0,0.0,0.0
LONG,reference_validation,2025-09-03,2025-09-03 13:50:00+00:00,2025-09-03 14:00:00+00:00,111683.14,111831.4,110843.0,988.3999999999942,True,H2_SUCCESS,2025-09-03 14:35:00+00:00,35.0,7,0.0828207203561322,False,True,0.00036422501011795246,False,0.5714285714285714,True,4,1,0.5363617968433858,0.10983407527316705,0.6429987859166303,0.13897207608255907,1.2859975718332606
LONG,reference_validation,2025-09-08,2025-09-08 13:40:00+00:00,2025-09-08 13:45:00+00:00,112153.255,112321.3,111201.0,1120.300000000003,True,H2_SUCCESS,2025-09-08 14:30:00+00:00,45.0,9,0.0031643309827709045,False,True,-0.1695572614478276,True,0.7777777777777778,True,7,1,0.257926448272785,0.039761670980985576,0.315321788806573,0.08876640185663856,0.630643577613146
LONG,reference_validation,2025-09-24,2025-09-24 13:45:00+00:00,2025-09-24 14:00:00+00:00,113006.99,113121.8,112356.4,765.4000000000087,True,H2_SUCCESS,2025-09-24 14:10:00+00:00,10.0,2,-0.009001829108961771,True,True,-0.03199634178208121,True,1.0,True,2,1,0.03199634178208121,0.0,0.11561275150248788,0.011510321400571689,0.23122550300497577
LONG,reference_validation,2025-09-26,2025-09-26 13:50:00+00:00,2025-09-26 14:10:00+00:00,109490.46,109653.6,108566.0,1087.6000000000058,True,H2_SUCCESS,2025-09-26 17:25:00+00:00,195.0,39,-0.20582934902537642,True,True,-0.10707980875322341,True,0.9230769230769231,True,36,1,0.6378815741081332,0.10577418168443635,0.7665134240529597,0.12885251930856811,1.5330268481059195
LONG,reference_validation,2025-10-03,2025-10-03 13:35:00+00:00,2025-10-03 13:40:00+00:00,120339.0,120540.0,119200.0,1340.0,True,H2_SUCCESS,2025-10-03 14:35:00+00:00,55.0,11,-0.0827611940298464,True,True,0.0664179104477612,False,0.5454545454545454,True,4,3,0.3043283582089574,0.0664179104477612,0.3870149253731387,0.13462686567163745,0.7740298507462774
LONG,reference_validation,2025-10-06,2025-10-06 13:45:00+00:00,2025-10-06 13:50:00+00:00,124663.825,124898.8,123332.3,1566.5,True,H2_SUCCESS,2025-10-06 13:55:00+00:00,5.0,1,-0.02542291733162917,True,False,,False,1.0,True,1,1,0.02542291733162917,0.0,0.0,0.0,0.0
LONG,reference_validation,2025-10-08,2025-10-08 14:05:00+00:00,2025-10-08 14:10:00+00:00,122897.775,123150.0,121468.5,1681.5,True,H2_SUCCESS,2025-10-08 17:05:00+00:00,175.0,35,-0.08110318168302111,True,True,0.07126077906631677,False,0.8857142857142857,True,30,2,0.5273119238774834,0.07126077906631677,0.6005203687184028,0.11312815938150807,1.2010407374368055
LONG,reference_validation,2025-10-13,2025-10-13 13:35:00+00:00,2025-10-13 13:50:00+00:00,115109.93,115376.3,113600.5,1775.800000000003,True,H2_SUCCESS,2025-10-13 14:00:00+00:00,10.0,2,-0.06821151030520886,True,True,0.10224687464804971,False,0.5,True,1,1,0.06821151030520886,0.10224687464804971,0.11652776213537148,0.13406352066674546,0.23305552427074297
LONG,reference_validation,2025-10-28,2025-10-28 13:35:00+00:00,2025-10-28 13:40:00+00:00,114977.955,115140.3,114058.0,1082.300000000003,True,H2_SUCCESS,2025-10-28 13:45:00+00:00,5.0,1,0.09428531830361081,False,False,,False,0.0,False,0,0,0.0,0.09428531830361081,0.0,0.0,0.0
LONG,reference_validation,2025-11-03,2025-11-03 14:10:00+00:00,2025-11-03 14:50:00+00:00,107977.17,108216.9,106618.7,1598.199999999997,False,OPPOSITE_BREAK,2025-11-03 15:25:00+00:00,35.0,7,-0.0754411212614145,True,True,0.024608935051934563,False,0.8571428571428571,True,5,2,0.5693717932674276,0.024608935051934563,0.5889563258666035,0.08749217870103992,1.177912651733207
LONG,reference_validation,2025-11-26,2025-11-26 16:40:00+00:00,2025-11-26 16:45:00+00:00,87661.955,87909.2,86260.9,1648.300000000003,True,H2_SUCCESS,2025-11-26 17:10:00+00:00,25.0,5,-0.03582782260511282,True,True,-0.04025662804100941,True,0.4,True,2,1,0.04025662804100941,0.0878753867621191,0.12555663410786955,0.13980768064065524,0.2511132682157391
LONG,reference_validation,2025-12-09,2025-12-09 13:35:00+00:00,2025-12-09 14:00:00+00:00,90576.815,90701.9,89868.0,833.8999999999942,True,H2_SUCCESS,2025-12-09 15:00:00+00:00,60.0,12,-0.20987528480633247,True,True,-0.21671063676699576,True,1.0,True,12,1,0.646618299556302,0.0,0.7480693128672583,0.0,1.4961386257345166
LONG,reference_validation,2025-12-16,2025-12-16 13:35:00+00:00,2025-12-16 14:30:00+00:00,87281.86,87530.2,85874.6,1655.5999999999913,True,H2_SUCCESS,2025-12-16 14:50:00+00:00,20.0,4,-0.12410002416042974,True,True,-0.032290408311190316,True,1.0,True,4,1,0.13014013046630077,0.0,0.312068132399134,0.03493597487315584,0.624136264798268
LONG,reference_validation,2025-12-30,2025-12-30 14:25:00+00:00,2025-12-30 14:30:00+00:00,88080.335,88190.6,87455.5,735.1000000000058,True,H2_SUCCESS,2025-12-30 14:35:00+00:00,5.0,1,-0.18315195211536967,True,False,,False,1.0,True,1,1,0.18315195211536967,0.0,0.0,0.0,0.0
LONG,reference_validation,2026-01-01,2026-01-01 15:20:00+00:00,2026-01-01 15:25:00+00:00,87938.5,88000.0,87590.0,410.0,True,H2_SUCCESS,2026-01-01 15:40:00+00:00,15.0,3,0.06682926829266873,False,True,-0.054146341463407535,True,0.6666666666666666,True,2,1,0.054146341463407535,0.06682926829266873,0.1221951219512337,0.06707317073170732,0.2443902439024674
LONG,reference_validation,2026-01-09,2026-01-09 13:35:00+00:00,2026-01-09 13:40:00+00:00,90635.12,90812.0,89632.8,1179.199999999997,True,H2_SUCCESS,2026-01-09 15:20:00+00:00,100.0,20,-0.05174694708275922,True,True,-0.1521540027137031,True,0.95,True,17,2,0.5638738127544097,0.02754409769336038,0.7082089552238784,0.04450474898236992,1.4164179104477568
LONG,reference_validation,2026-01-27,2026-01-27 14:20:00+00:00,2026-01-27 14:25:00+00:00,88266.82500000001,88365.6,87707.1,658.5,False,OPPOSITE_BREAK,2026-01-27 14:40:00+00:00,15.0,3,-0.07885345482159067,True,True,-0.30983295368262526,True,1.0,True,3,1,0.7288154897494571,0.0,0.8430144267274329,0.05053151100986208,1.6860288534548658
LONG,reference_validation,2026-03-13,2026-03-13 13:35:00+00:00,2026-03-13 13:40:00+00:00,72980.8,73269.1,71347.1,1922.0,True,H2_SUCCESS,2026-03-13 13:45:00+00:00,5.0,1,0.13678459937564733,False,False,,False,0.0,False,0,0,0.0,0.13678459937564733,0.0,0.0,0.0
LONG,reference_validation,2026-03-31,2026-03-31 14:05:00+00:00,2026-03-31 14:10:00+00:00,67246.065,67476.9,65938.0,1538.8999999999942,True,H2_SUCCESS,2026-03-31 14:15:00+00:00,5.0,1,0.03530768730911174,False,False,,False,0.0,False,0,0,0.0,0.03530768730911174,0.0,0.0,0.0
LONG,reference_validation,2026-04-20,2026-04-20 14:30:00+00:00,2026-04-20 15:20:00+00:00,75472.53,75633.0,74563.2,1069.800000000003,True,H2_SUCCESS,2026-04-20 15:25:00+00:00,5.0,1,-0.07163021125444424,True,False,,False,1.0,True,1,1,0.07163021125444424,0.0,0.0,0.0,0.0
LONG,reference_validation,2026-05-01,2026-05-01 13:35:00+00:00,2026-05-01 13:45:00+00:00,78191.575,78400.0,77010.5,1389.5,True,H2_SUCCESS,2026-05-01 13:50:00+00:00,5.0,1,0.07990284274919664,False,False,,False,0.0,False,0,0,0.0,0.07990284274919664,0.0,0.0,0.0
LONG,reference_validation,2026-06-26,2026-06-26 16:05:00+00:00,2026-06-26 16:10:00+00:00,60219.41,60542.6,58388.0,2154.5999999999985,False,NO_H2_SESSION_END,2026-06-26 20:00:00+00:00,230.0,46,-0.030126241529751942,True,True,-0.07598162071846584,True,0.9565217391304348,True,34,3,0.2801030353661944,0.02612549893251352,0.3196463380673939,0.06914972616726912,0.6392926761347878
LONG,reference_validation,2026-07-15,2026-07-15 15:55:00+00:00,2026-07-15 16:00:00+00:00,65397.125,65550.5,64528.0,1022.5,False,NO_H2_SESSION_END,2026-07-15 20:00:00+00:00,240.0,48,-0.12550122249388468,True,True,-0.23757946210269235,True,1.0,True,48,1,0.5987530562347174,0.0,0.6739608801955991,0.0,1.3479217603911982
