role,partition,ref_min,hour,dev_block,execution_start,entry_ts,exit_ts,H,L,R,pnl,pnl_5bps,loss_class,mfe_R,mae_R,hold_min,entry_to_break_min,break_to_fail_min,latent_class,latent_target_recovered,latent_recovery_min,latent_target_visit,latent_target_visit_entry_eligible,post_exit_reclaim,reclaim_min,target_after_reclaim,reclaim_to_target_min,visit_count
CLOCK_SUPPORT,development,360,16,4.0,2024-05-15 16:00:00+00:00,2024-05-15 17:40:00+00:00,2024-05-15 17:50:00+00:00,154.04,143.021,11.019000000000005,-0.5972474681900652,-0.8472474681900652,L2_BREAK_FAST_FAIL_5M,0.014157364552137747,0.04537616843633721,10.0,0.0,5.0,LATENT_RECOVERABLE,True,350.0,5.0,True,True,30.0,True,320.0,5
CLOCK_SUPPORT,development,360,16,4.0,2024-05-17 16:00:00+00:00,2024-05-17 16:15:00+00:00,2024-05-17 16:30:00+00:00,170.929,165.603,5.325999999999993,-1.4655207717824692,-1.7155207717824692,L3_BREAK_FAST_FAIL_10M,0.20108899737138552,0.3330829891100269,15.0,0.0,10.0,LATENT_RECOVERABLE,True,580.0,2.0,True,True,545.0,True,35.0,2
CLOCK_SUPPORT,development,360,16,4.0,2024-05-20 16:00:00+00:00,2024-05-20 16:00:00+00:00,2024-05-20 16:10:00+00:00,179.5,175.2,4.300000000000011,-1.7688022284122473,-2.0188022284122473,L2_BREAK_FAST_FAIL_5M,0.11627906976744155,0.3418604651162779,10.0,0.0,5.0,LATENT_RECOVERABLE,True,65.0,2.0,True,True,10.0,True,55.0,2
CLOCK_SUPPORT,development,360,16,4.0,2024-05-22 16:00:00+00:00,2024-05-22 16:05:00+00:00,2024-05-22 16:15:00+00:00,182.78,176.172,6.608000000000004,-0.3063792537476573,-0.5563792537476573,L2_BREAK_FAST_FAIL_5M,0.13150726392251805,0.37500000000000105,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,False,,False,,1
CLOCK_SUPPORT,development,360,16,4.0,2024-05-24 16:00:00+00:00,2024-05-24 18:00:00+00:00,2024-05-24 18:35:00+00:00,169.091,164.914,4.177000000000021,-1.2360208408490059,-1.4860208408490059,L4_BREAK_FAIL_30M,0.30189130955230775,0.19559492458702493,35.0,0.0,30.0,TRUE_FAILURE_PROXY,False,,,False,True,455.0,False,,6
CLOCK_SUPPORT,development,360,16,4.0,2024-05-26 16:00:00+00:00,2024-05-27 00:50:00+00:00,2024-05-27 01:00:00+00:00,165.937,162.46,3.477000000000004,-0.9220366765700372,-1.1720366765700372,L2_BREAK_FAST_FAIL_5M,0.0880069025021521,0.17169974115617134,10.0,0.0,5.0,LATENT_RECOVERABLE,True,610.0,12.0,True,True,15.0,True,595.0,12
CLOCK_SUPPORT,development,360,16,4.0,2024-05-27 16:00:00+00:00,2024-05-27 16:00:00+00:00,2024-05-27 16:15:00+00:00,171.564,165.33,6.2339999999999804,-0.09325965820328186,-0.34325965820328186,L2_BREAK_FAST_FAIL_5M,0.08726339428938287,0.08084696823868981,15.0,5.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,0.0,False,,6
CLOCK_SUPPORT,development,360,16,4.0,2024-05-30 16:00:00+00:00,2024-05-30 16:45:00+00:00,2024-05-30 17:10:00+00:00,169.791,165.021,4.77000000000001,-0.4770570878315228,-0.7270570878315228,L4_BREAK_FAIL_30M,0.05178197064989802,0.1463312368972759,25.0,0.0,20.0,LATENT_RECOVERABLE,True,20.0,1.0,False,True,0.0,True,20.0,1
CLOCK_SUPPORT,development,360,16,4.0,2024-06-05 16:00:00+00:00,2024-06-05 16:00:00+00:00,2024-06-05 16:30:00+00:00,175.292,171.332,3.960000000000008,-0.5020194874836847,-0.7520194874836847,L2_BREAK_FAST_FAIL_5M,0.12424242424242152,0.2429292929292897,30.0,20.0,5.0,TRUE_FAILURE_PROXY,False,,,False,False,,False,,1
CLOCK_SUPPORT,development,360,16,4.0,2024-06-15 16:00:00+00:00,2024-06-15 16:05:00+00:00,2024-06-15 16:15:00+00:00,145.38,142.879,2.5010000000000048,-0.06534598981977613,-0.31534598981977613,L2_BREAK_FAST_FAIL_5M,0.14394242303079285,0.10475809676129547,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,10.0,False,,7
CLOCK_SUPPORT,development,360,16,4.0,2024-06-16 16:00:00+00:00,2024-06-16 16:10:00+00:00,2024-06-16 16:20:00+00:00,148.775,144.338,4.437000000000012,-0.8401949252226371,-1.090194925222637,L2_BREAK_FAST_FAIL_5M,0.11832319134550469,0.06333107955826126,10.0,0.0,5.0,LATENT_RECOVERABLE,True,345.0,5.0,True,True,175.0,True,170.0,6
CLOCK_SUPPORT,development,360,16,4.0,2024-06-17 16:00:00+00:00,2024-06-17 17:35:00+00:00,2024-06-17 17:45:00+00:00,144.668,140.698,3.969999999999999,-0.32142560898063,-0.57142560898063,L2_BREAK_FAST_FAIL_5M,0.08085642317380304,0.13677581863980012,10.0,0.0,5.0,LATENT_RECOVERABLE,True,30.0,2.0,True,True,10.0,True,20.0,2
CLOCK_SUPPORT,development,360,16,4.0,2024-06-21 16:00:00+00:00,2024-06-21 19:40:00+00:00,2024-06-21 19:50:00+00:00,133.69,129.31,4.3799999999999955,-2.0569975316029887,-2.306997531602989,L2_BREAK_FAST_FAIL_5M,0.05091324200913548,0.2009132420091316,10.0,0.0,5.0,LATENT_RECOVERABLE,True,565.0,6.0,True,True,15.0,True,550.0,6
CLOCK_SUPPORT,development,360,16,4.0,2024-06-22 16:00:00+00:00,2024-06-22 17:00:00+00:00,2024-06-22 17:10:00+00:00,134.73,133.793,0.9369999999999834,-0.5789356490758513,-0.8289356490758513,L2_BREAK_FAST_FAIL_5M,0.2721451440768713,0.5368196371398024,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,440.0,False,,7
CLOCK_SUPPORT,development,360,16,4.0,2024-06-24 16:00:00+00:00,2024-06-24 18:55:00+00:00,2024-06-24 19:05:00+00:00,129.772,125.61,4.161999999999992,-0.7590235181703653,-1.0090235181703653,L2_BREAK_FAST_FAIL_5M,0.13407015857761226,0.14007688611244584,10.0,0.0,5.0,LATENT_RECOVERABLE,True,250.0,2.0,True,True,125.0,True,125.0,2
CLOCK_SUPPORT,development,360,16,4.0,2024-06-25 16:00:00+00:00,2024-06-26 02:10:00+00:00,2024-06-26 02:20:00+00:00,139.857,136.431,3.4259999999999877,-1.340655097706922,-1.590655097706922,L2_BREAK_FAST_FAIL_5M,0.1526561587857554,0.265907764156452,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,False,,False,,1
CLOCK_SUPPORT,development,360,16,5.0,2024-07-04 16:00:00+00:00,2024-07-04 19:35:00+00:00,2024-07-04 23:45:00+00:00,135.864,129.5,6.364000000000004,-27.619531296001863,-27.869531296001863,L0_NEVER_BREAK_REFERENCE_INVALIDATION,0.005656819610308193,1.312853551225644,250.0,,,TRUE_FAILURE_PROXY,False,,,False,False,,False,,1
CLOCK_SUPPORT,development,360,16,5.0,2024-07-05 16:00:00+00:00,2024-07-05 16:15:00+00:00,2024-07-05 16:55:00+00:00,134.875,125.655,9.219999999999999,-1.7942539388322576,-2.0442539388322576,L4_BREAK_FAIL_30M,0.16409978308026088,0.09013015184381659,40.0,5.0,30.0,TRUE_FAILURE_PROXY,False,,,False,True,25.0,False,,12
CLOCK_SUPPORT,development,360,16,5.0,2024-07-06 16:00:00+00:00,2024-07-06 16:20:00+00:00,2024-07-06 17:15:00+00:00,142.109,137.679,4.430000000000007,-0.7564615893433935,-1.0064615893433935,L5_BREAK_FAIL_LATE,0.30248306997742697,0.08713318284424268,55.0,0.0,50.0,LATENT_RECOVERABLE,True,225.0,1.0,False,True,0.0,True,225.0,3
CLOCK_SUPPORT,development,360,16,5.0,2024-07-09 16:00:00+00:00,2024-07-09 20:45:00+00:00,2024-07-10 03:55:00+00:00,143.13,138.55,4.579999999999984,-5.205058338573377,-5.455058338573377,L1_NEVER_BREAK_TIME,0.07969432314410707,1.008733624454153,430.0,,,LATENT_RECOVERABLE,True,30.0,4.0,True,True,15.0,True,15.0,6
CLOCK_SUPPORT,development,360,16,5.0,2024-07-12 16:00:00+00:00,2024-07-12 16:35:00+00:00,2024-07-13 03:55:00+00:00,139.298,133.78,5.518000000000001,-2.203908168100066,-2.4539081681000665,L1_NEVER_BREAK_TIME,0.21783254802464624,0.4931134469010517,680.0,,,TRUE_FAILURE_PROXY,False,,,False,True,155.0,False,,11
CLOCK_SUPPORT,development,360,16,5.0,2024-07-15 16:00:00+00:00,2024-07-15 16:40:00+00:00,2024-07-15 16:50:00+00:00,154.5,150.863,3.6370000000000005,-0.6181229773463137,-0.8681229773463137,L2_BREAK_FAST_FAIL_5M,0.1072312345339528,0.12977728897443178,10.0,0.0,5.0,LATENT_RECOVERABLE,True,100.0,6.0,True,True,0.0,True,100.0,6
CLOCK_SUPPORT,development,360,16,5.0,2024-07-16 16:00:00+00:00,2024-07-16 16:00:00+00:00,2024-07-16 16:10:00+00:00,161.516,154.333,7.182999999999993,-4.925208648059565,-5.175208648059565,L2_BREAK_FAST_FAIL_5M,0.0420437143254937,0.3193651677572024,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,90.0,False,,7
CLOCK_SUPPORT,development,360,16,5.0,2024-07-19 16:00:00+00:00,2024-07-19 16:00:00+00:00,2024-07-19 17:05:00+00:00,169.0,160.25,8.75,-0.2869822485207507,-0.5369822485207507,L5_BREAK_FAIL_LATE,0.40971428571428664,0.03222857142857265,65.0,0.0,60.0,TRUE_FAILURE_PROXY,False,,,False,True,0.0,False,,8
CLOCK_SUPPORT,development,360,16,5.0,2024-07-20 16:00:00+00:00,2024-07-20 16:00:00+00:00,2024-07-20 16:40:00+00:00,169.658,167.187,2.470999999999975,-0.15914368906849718,-0.4091436890684972,L4_BREAK_FAIL_30M,0.2731687575880284,0.2913800080938916,40.0,5.0,30.0,LATENT_RECOVERABLE,True,30.0,2.0,True,True,25.0,True,5.0,2
CLOCK_SUPPORT,development,360,16,5.0,2024-07-21 16:00:00+00:00,2024-07-21 16:45:00+00:00,2024-07-21 17:05:00+00:00,176.647,171.207,5.439999999999998,-1.1831505771396356,-1.4331505771396356,L4_BREAK_FAIL_30M,0.11378676470588237,0.32775735294117425,20.0,0.0,15.0,LATENT_RECOVERABLE,True,190.0,3.0,True,True,0.0,True,190.0,3
CLOCK_SUPPORT,development,360,16,5.0,2024-07-22 16:00:00+00:00,2024-07-22 18:00:00+00:00,2024-07-22 18:20:00+00:00,181.837,176.854,4.982999999999976,-0.44270418011738144,-0.6927041801173814,L4_BREAK_FAIL_30M,0.2191450933172824,0.16134858518964598,20.0,0.0,15.0,TRUE_FAILURE_PROXY,False,,,False,True,70.0,False,,3
CLOCK_SUPPORT,development,360,16,5.0,2024-07-24 16:00:00+00:00,2024-07-24 17:40:00+00:00,2024-07-24 17:50:00+00:00,181.988,176.058,5.930000000000007,-1.631975734663782,-1.881975734663782,L2_BREAK_FAST_FAIL_5M,0.08634064080944348,0.15969645868465457,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,False,,False,,1
CLOCK_SUPPORT,development,360,16,5.0,2024-07-26 16:00:00+00:00,2024-07-27 02:55:00+00:00,2024-07-27 03:55:00+00:00,184.0,177.402,6.598000000000013,-3.8967391304347565,-4.1467391304347565,L1_NEVER_BREAK_TIME,0.038041830857836356,0.2509851470142471,60.0,,,LATENT_RECOVERABLE,True,245.0,5.0,True,True,65.0,True,180.0,5
CLOCK_SUPPORT,development,360,16,5.0,2024-08-05 16:00:00+00:00,2024-08-05 16:05:00+00:00,2024-08-05 16:40:00+00:00,132.544,109.903,22.641000000000005,-0.07921897634000086,-0.32921897634000086,L4_BREAK_FAIL_30M,0.13011792765337207,0.04995362395653902,35.0,0.0,30.0,TRUE_FAILURE_PROXY,False,,,False,True,0.0,False,,7
CLOCK_SUPPORT,development,360,16,5.0,2024-08-06 16:00:00+00:00,2024-08-06 16:00:00+00:00,2024-08-06 16:20:00+00:00,146.313,136.052,10.260999999999996,-0.3588197904492163,-0.6088197904492163,L2_BREAK_FAST_FAIL_5M,0.04814345580352792,0.12035863950881841,20.0,10.0,5.0,LATENT_RECOVERABLE,True,605.0,6.0,True,True,25.0,True,580.0,6
CLOCK_SUPPORT,development,360,16,5.0,2024-08-07 16:00:00+00:00,2024-08-08 02:15:00+00:00,2024-08-08 02:35:00+00:00,154.466,146.185,8.281000000000006,-1.4825268991234264,-1.7325268991234264,L4_BREAK_FAIL_30M,0.112788310590508,0.1001086825262658,20.0,0.0,15.0,LATENT_RECOVERABLE,True,595.0,9.0,True,True,0.0,True,595.0,10
CLOCK_SUPPORT,development,360,16,5.0,2024-08-08 16:00:00+00:00,2024-08-08 16:00:00+00:00,2024-08-08 16:30:00+00:00,160.85,152.5,8.349999999999994,-0.5906123717749345,-0.8406123717749345,L4_BREAK_FAIL_30M,0.22814371257485058,0.08982035928143718,30.0,0.0,25.0,TRUE_FAILURE_PROXY,False,,,False,True,385.0,False,,3
CLOCK_SUPPORT,development,360,16,5.0,2024-08-09 16:00:00+00:00,2024-08-10 00:20:00+00:00,2024-08-10 00:30:00+00:00,157.528,151.037,6.4909999999999854,-1.1807424711796632,-1.4307424711796632,L2_BREAK_FAST_FAIL_5M,0.1813279926051492,0.30087813896164034,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,False,,False,,1
CLOCK_SUPPORT,development,360,16,5.0,2024-08-15 16:00:00+00:00,2024-08-15 16:00:00+00:00,2024-08-15 16:15:00+00:00,146.589,141.184,5.405000000000001,-0.5934961013445705,-0.8434961013445705,L3_BREAK_FAST_FAIL_10M,0.11026827012025966,0.15023126734505304,15.0,0.0,10.0,TRUE_FAILURE_PROXY,False,,,False,True,0.0,False,,1
CLOCK_SUPPORT,development,360,16,5.0,2024-08-17 16:00:00+00:00,2024-08-17 22:05:00+00:00,2024-08-18 03:55:00+00:00,141.799,138.01,3.7890000000000157,-2.41891691760876,-2.66891691760876,L1_NEVER_BREAK_TIME,0.39614674056479243,0.2296120348376883,350.0,,,LATENT_RECOVERABLE,True,370.0,8.0,True,True,185.0,True,185.0,8
CLOCK_SUPPORT,development,360,16,5.0,2024-08-21 16:00:00+00:00,2024-08-21 18:20:00+00:00,2024-08-21 18:40:00+00:00,142.42,138.689,3.7309999999999945,-0.48097177362732557,-0.7309717736273256,L4_BREAK_FAIL_30M,0.1554543017957688,0.1500938086303872,20.0,0.0,15.0,LATENT_RECOVERABLE,True,80.0,2.0,True,True,10.0,True,70.0,5
CLOCK_SUPPORT,development,360,16,5.0,2024-08-22 16:00:00+00:00,2024-08-23 00:35:00+00:00,2024-08-23 00:45:00+00:00,144.828,141.879,2.9490000000000123,-0.4971414367387905,-0.7471414367387905,L2_BREAK_FAST_FAIL_5M,0.18989487962021023,0.19057307561885706,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,85.0,False,,5
CLOCK_SUPPORT,development,360,16,5.0,2024-08-25 16:00:00+00:00,2024-08-25 16:00:00+00:00,2024-08-25 16:15:00+00:00,159.833,156.216,3.6169999999999902,-0.6694487371193825,-0.9194487371193825,L2_BREAK_FAST_FAIL_5M,0.12275366325683981,0.17860105059441203,15.0,5.0,5.0,LATENT_RECOVERABLE,True,325.0,3.0,True,True,0.0,True,325.0,5
CLOCK_SUPPORT,development,360,16,5.0,2024-09-01 16:00:00+00:00,2024-09-01 18:25:00+00:00,2024-09-01 23:00:00+00:00,134.83,130.0,4.8300000000000125,-21.56790031892014,-21.81790031892014,L0_NEVER_BREAK_REFERENCE_INVALIDATION,0.2697722567287772,1.465838509316769,275.0,,,TRUE_FAILURE_PROXY,False,,,False,False,,False,,5
CLOCK_SUPPORT,development,360,16,5.0,2024-09-04 16:00:00+00:00,2024-09-04 16:00:00+00:00,2024-09-05 03:55:00+00:00,134.079,127.809,6.27000000000001,-9.520506567023912,-9.770506567023912,L1_NEVER_BREAK_TIME,0.13253588516746212,0.4687400318979293,715.0,,,TRUE_FAILURE_PROXY,False,,,False,True,580.0,False,,13
CLOCK_SUPPORT,development,360,16,5.0,2024-09-08 16:00:00+00:00,2024-09-08 22:20:00+00:00,2024-09-08 22:35:00+00:00,130.868,126.542,4.325999999999993,-2.1128159672341718,-2.362815967234172,L2_BREAK_FAST_FAIL_5M,0.18608414239482388,0.2753120665742035,15.0,5.0,5.0,TRUE_FAILURE_PROXY,False,,,False,False,,False,,3
CLOCK_SUPPORT,development,360,16,5.0,2024-09-09 16:00:00+00:00,2024-09-09 16:10:00+00:00,2024-09-09 16:40:00+00:00,130.347,126.847,3.500000000000014,-0.7364956615802942,-0.9864956615802942,L4_BREAK_FAIL_30M,0.24171428571428577,0.4188571428571435,30.0,10.0,15.0,LATENT_RECOVERABLE,True,5.0,1.0,False,True,0.0,True,5.0,1
CLOCK_SUPPORT,development,360,16,5.0,2024-09-13 16:00:00+00:00,2024-09-13 16:00:00+00:00,2024-09-13 16:15:00+00:00,136.665,131.605,5.060000000000002,-0.3109794021877721,-0.5609794021877721,L3_BREAK_FAST_FAIL_10M,0.1039525691699625,0.03260869565217232,15.0,0.0,10.0,LATENT_RECOVERABLE,True,250.0,3.0,True,True,0.0,True,250.0,3
CLOCK_SUPPORT,development,360,16,5.0,2024-09-19 16:00:00+00:00,2024-09-19 16:00:00+00:00,2024-09-19 16:15:00+00:00,142.975,138.403,4.572000000000003,-0.8917642944570314,-1.1417642944570314,L3_BREAK_FAST_FAIL_10M,0.13757655293088775,0.1288276465441816,15.0,0.0,10.0,LATENT_RECOVERABLE,True,705.0,4.0,True,True,0.0,True,705.0,4
CLOCK_SUPPORT,development,360,16,5.0,2024-09-21 16:00:00+00:00,2024-09-21 23:40:00+00:00,2024-09-22 00:15:00+00:00,149.355,146.377,2.97799999999998,-0.7398480131231011,-0.9898480131231011,L4_BREAK_FAIL_30M,0.1732706514439298,0.1192075218267267,35.0,0.0,30.0,TRUE_FAILURE_PROXY,False,,,False,False,,False,,1
CLOCK_SUPPORT,development,360,16,5.0,2024-09-22 16:00:00+00:00,2024-09-22 22:45:00+00:00,2024-09-23 00:20:00+00:00,145.45,142.602,2.8479999999999848,-9.838432451014068,-10.088432451014068,L0_NEVER_BREAK_REFERENCE_INVALIDATION,0.09058988764045335,1.2029494382022494,95.0,,,LATENT_RECOVERABLE,True,45.0,2.0,True,True,25.0,True,20.0,3
CLOCK_SUPPORT,development,360,16,5.0,2024-09-28 16:00:00+00:00,2024-09-29 01:55:00+00:00,2024-09-29 02:35:00+00:00,157.968,156.125,1.8429999999999893,-0.6900131672237242,-0.9400131672237242,L4_BREAK_FAIL_30M,0.2881172002170423,0.2034725990233327,40.0,10.0,25.0,TRUE_FAILURE_PROXY,False,,,False,True,170.0,False,,3
CLOCK_SUPPORT,development,360,16,5.0,2024-09-29 16:00:00+00:00,2024-09-29 17:00:00+00:00,2024-09-29 17:10:00+00:00,157.5,155.104,2.3959999999999866,-0.48253968253963997,-0.73253968253964,L2_BREAK_FAST_FAIL_5M,0.16402337228714645,0.07971619365609497,10.0,0.0,5.0,LATENT_RECOVERABLE,True,130.0,1.0,False,True,0.0,True,130.0,2
CLOCK_SUPPORT,development,360,16,5.0,2024-10-02 16:00:00+00:00,2024-10-02 16:00:00+00:00,2024-10-02 16:15:00+00:00,147.617,142.66,4.956999999999994,-1.0059816958751244,-1.2559816958751244,L3_BREAK_FAST_FAIL_10M,0.15089772039540444,0.13899536009683153,15.0,0.0,10.0,TRUE_FAILURE_PROXY,False,,,False,False,,False,,1
CLOCK_SUPPORT,development,360,16,5.0,2024-10-03 16:00:00+00:00,2024-10-04 01:30:00+00:00,2024-10-04 03:55:00+00:00,138.487,133.002,5.484999999999985,-4.422797807736467,-4.672797807736467,L1_NEVER_BREAK_TIME,0.025341841385598977,0.3267092069279866,145.0,,,LATENT_RECOVERABLE,True,260.0,3.0,True,True,100.0,True,160.0,3
CLOCK_SUPPORT,development,360,16,5.0,2024-10-04 16:00:00+00:00,2024-10-04 16:20:00+00:00,2024-10-04 18:05:00+00:00,142.598,138.042,4.556000000000012,-0.11570989775455676,-0.36570989775455676,L5_BREAK_FAIL_LATE,0.38718173836698355,0.07638279192274194,105.0,0.0,100.0,LATENT_RECOVERABLE,True,55.0,1.0,False,True,0.0,True,55.0,3
CLOCK_SUPPORT,development,360,16,5.0,2024-10-06 16:00:00+00:00,2024-10-06 23:40:00+00:00,2024-10-06 23:50:00+00:00,146.594,143.312,3.2819999999999823,-0.6207621048610057,-0.8707621048610057,L2_BREAK_FAST_FAIL_5M,0.045703839122488266,0.12065813528336036,10.0,0.0,5.0,LATENT_RECOVERABLE,True,40.0,2.0,True,True,20.0,True,20.0,4
CLOCK_SUPPORT,development,360,16,5.0,2024-10-11 16:00:00+00:00,2024-10-11 17:30:00+00:00,2024-10-11 17:40:00+00:00,145.481,141.502,3.978999999999985,-0.7767337315525702,-1.0267337315525702,L2_BREAK_FAST_FAIL_5M,0.16788137723046215,0.18321186227695094,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,15.0,False,,9
CLOCK_SUPPORT,development,360,16,5.0,2024-10-13 16:00:00+00:00,2024-10-13 22:00:00+00:00,2024-10-13 22:25:00+00:00,148.349,144.382,3.9669999999999845,-0.31682047064690577,-0.5668204706469058,L4_BREAK_FAIL_30M,0.12099823544240486,0.17065792790521683,25.0,0.0,20.0,LATENT_RECOVERABLE,True,300.0,3.0,True,True,235.0,True,65.0,3
CLOCK_SUPPORT,development,360,16,5.0,2024-10-19 16:00:00+00:00,2024-10-19 21:25:00+00:00,2024-10-19 21:40:00+00:00,157.47,153.51,3.960000000000008,-0.2222645583285221,-0.4722645583285221,L3_BREAK_FAST_FAIL_10M,0.09848484848485202,0.06565656565656323,15.0,0.0,10.0,LATENT_RECOVERABLE,True,90.0,3.0,True,True,5.0,True,85.0,3
CLOCK_SUPPORT,development,360,16,5.0,2024-10-21 16:00:00+00:00,2024-10-21 19:50:00+00:00,2024-10-21 20:05:00+00:00,167.47,161.35,6.1200000000000045,-0.716546247089056,-0.966546247089056,L3_BREAK_FAST_FAIL_10M,0.0931372549019596,0.10457516339869051,15.0,0.0,10.0,TRUE_FAILURE_PROXY,False,,,False,True,60.0,False,,6
CLOCK_SUPPORT,development,360,16,5.0,2024-10-23 16:00:00+00:00,2024-10-23 18:45:00+00:00,2024-10-23 19:15:00+00:00,169.5,164.87,4.6299999999999955,-1.3274336283185528,-1.5774336283185528,L4_BREAK_FAIL_30M,0.3995680345572346,0.14902807775377935,30.0,10.0,15.0,LATENT_RECOVERABLE,True,20.0,1.0,False,True,0.0,True,20.0,1
CLOCK_SUPPORT,development,360,16,5.0,2024-10-24 16:00:00+00:00,2024-10-24 16:45:00+00:00,2024-10-25 03:55:00+00:00,177.25,171.62,5.6299999999999955,-7.334273624823695,-7.5842736248236955,L1_NEVER_BREAK_TIME,0.3641207815275334,0.522202486678508,670.0,,,TRUE_FAILURE_PROXY,False,,,False,False,,False,,7
CLOCK_SUPPORT,development,360,16,5.0,2024-10-27 16:00:00+00:00,2024-10-27 17:10:00+00:00,2024-10-27 17:25:00+00:00,176.97,173.34,3.6299999999999955,-0.14126688139237675,-0.39126688139237675,L3_BREAK_FAST_FAIL_10M,0.21487603305785183,0.10468319559228538,15.0,0.0,10.0,TRUE_FAILURE_PROXY,False,,,False,True,5.0,False,,8
CLOCK_SUPPORT,development,360,16,5.0,2024-10-28 16:00:00+00:00,2024-10-28 22:05:00+00:00,2024-10-28 23:30:00+00:00,178.47,173.16,5.310000000000002,-1.2607160867372236,-1.5107160867372236,L5_BREAK_FAIL_LATE,0.2504708097928459,0.1525423728813563,85.0,0.0,80.0,LATENT_RECOVERABLE,True,160.0,5.0,True,True,5.0,True,155.0,5
CLOCK_SUPPORT,development,360,16,5.0,2024-11-02 16:00:00+00:00,2024-11-02 20:40:00+00:00,2024-11-02 20:50:00+00:00,166.49,162.1,4.390000000000015,0.0,-0.25,L2_BREAK_FAST_FAIL_5M,0.06833712984054258,0.041002277904329434,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,5.0,False,,4
CLOCK_SUPPORT,development,360,16,5.0,2024-11-03 16:00:00+00:00,2024-11-04 03:00:00+00:00,2024-11-04 03:55:00+00:00,164.77,157.77,7.0,-6.0994113006008766,-6.3494113006008766,L1_NEVER_BREAK_TIME,0.026142857142856104,0.3057142857142878,55.0,,,TRUE_FAILURE_PROXY,False,,,False,True,505.0,False,,5
CLOCK_SUPPORT,development,360,16,5.0,2024-11-05 16:00:00+00:00,2024-11-05 16:30:00+00:00,2024-11-05 16:45:00+00:00,167.79,160.92,6.8700000000000045,-1.1919661481614163,-1.4419661481614163,L3_BREAK_FAST_FAIL_10M,0.1426491994177609,0.14410480349344687,15.0,0.0,10.0,LATENT_RECOVERABLE,True,470.0,3.0,True,True,5.0,True,465.0,3
CLOCK_SUPPORT,development,360,16,5.0,2024-11-06 16:00:00+00:00,2024-11-06 21:30:00+00:00,2024-11-06 23:05:00+00:00,188.72,183.7,5.02000000000001,-1.086265366680772,-1.336265366680772,L5_BREAK_FAIL_LATE,0.2908366533864552,0.22509960159362413,95.0,0.0,90.0,LATENT_RECOVERABLE,True,140.0,2.0,True,True,140.0,True,5.0,6
CLOCK_SUPPORT,development,360,16,5.0,2024-11-09 16:00:00+00:00,2024-11-10 02:45:00+00:00,2024-11-10 03:00:00+00:00,203.56,197.31,6.25,-2.6773432894478533,-2.9273432894478537,L3_BREAK_FAST_FAIL_10M,0.23360000000000128,0.2736000000000013,15.0,0.0,10.0,LATENT_RECOVERABLE,True,125.0,3.0,True,True,105.0,True,20.0,3
CLOCK_SUPPORT,development,360,16,5.0,2024-11-10 16:00:00+00:00,2024-11-10 17:50:00+00:00,2024-11-10 18:00:00+00:00,213.74,203.6,10.140000000000015,-1.7778609525592182,-2.0278609525592186,L2_BREAK_FAST_FAIL_5M,0.1873767258382618,0.1183431952662737,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,0.0,False,,2
CLOCK_SUPPORT,development,360,16,5.0,2024-11-11 16:00:00+00:00,2024-11-11 16:20:00+00:00,2024-11-11 16:30:00+00:00,221.39,210.97,10.419999999999987,-3.7716247346311627,-4.021624734631163,L2_BREAK_FAST_FAIL_5M,0.11036468330134425,0.28694817658349175,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,245.0,False,,7
CLOCK_SUPPORT,development,360,16,5.0,2024-11-13 16:00:00+00:00,2024-11-13 16:10:00+00:00,2024-11-13 16:20:00+00:00,217.56,205.79,11.77000000000001,-1.1720904578046976,-1.4220904578046976,L2_BREAK_FAST_FAIL_5M,0.09090909090909025,0.20815632965165562,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,40.0,False,,4
CLOCK_SUPPORT,development,360,16,5.0,2024-11-24 16:00:00+00:00,2024-11-24 23:10:00+00:00,2024-11-25 03:55:00+00:00,254.78,241.1,13.680000000000007,-4.258576026375693,-4.508576026375693,L1_NEVER_BREAK_TIME,0.011695906432748282,0.6557017543859645,285.0,,,TRUE_FAILURE_PROXY,False,,,False,True,295.0,False,,4
CLOCK_SUPPORT,development,360,16,5.0,2024-11-28 16:00:00+00:00,2024-11-28 22:55:00+00:00,2024-11-28 23:05:00+00:00,237.78,232.78,5.0,-0.5887795441164023,-0.8387795441164023,L2_BREAK_FAST_FAIL_5M,0.0759999999999991,0.14399999999999977,10.0,0.0,5.0,LATENT_RECOVERABLE,True,200.0,8.0,True,True,15.0,True,185.0,8
