partition,date_utc,signal_bar_start,signal_ts,session_end,H,L,range,k1_episode_bars,window_status,leave_bar_start,leave_ts,eligible_start,h2_bar_start,h2_ts,opposite_break_bar_start,opposite_break_ts,terminal_bar_start,window_id
development,2023-01-20,2023-01-20 14:40:00+00:00,2023-01-20 14:45:00+00:00,2023-01-20 20:00:00+00:00,1562.7,1544.92,17.779999999999973,3,H2_ARRIVAL,2023-01-20 14:55:00+00:00,2023-01-20 15:00:00+00:00,2023-01-20 15:00:00+00:00,2023-01-20 15:00:00+00:00,2023-01-20 15:05:00+00:00,,,2023-01-20 15:00:00+00:00,development|2023-01-20|2023-01-20T14:45:00+00:00
development,2023-01-26,2023-01-26 14:00:00+00:00,2023-01-26 14:05:00+00:00,2023-01-26 20:00:00+00:00,1618.59,1591.25,27.339999999999918,4,H2_ARRIVAL,2023-01-26 14:20:00+00:00,2023-01-26 14:25:00+00:00,2023-01-26 14:25:00+00:00,2023-01-26 14:30:00+00:00,2023-01-26 14:35:00+00:00,,,2023-01-26 14:30:00+00:00,development|2023-01-26|2023-01-26T14:05:00+00:00
development,2023-01-31,2023-01-31 13:30:00+00:00,2023-01-31 13:35:00+00:00,2023-01-31 20:00:00+00:00,1584.04,1565.1,18.940000000000055,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2023-01-31|2023-01-31T13:35:00+00:00
development,2023-02-09,2023-02-09 14:25:00+00:00,2023-02-09 14:30:00+00:00,2023-02-09 20:00:00+00:00,1643.55,1625.44,18.1099999999999,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2023-02-09|2023-02-09T14:30:00+00:00
development,2023-02-15,2023-02-15 18:45:00+00:00,2023-02-15 18:50:00+00:00,2023-02-15 20:00:00+00:00,1595.0,1543.4,51.59999999999991,1,H2_ARRIVAL,2023-02-15 18:50:00+00:00,2023-02-15 18:55:00+00:00,2023-02-15 18:55:00+00:00,2023-02-15 19:10:00+00:00,2023-02-15 19:15:00+00:00,,,2023-02-15 19:10:00+00:00,development|2023-02-15|2023-02-15T18:50:00+00:00
development,2023-02-28,2023-02-28 14:40:00+00:00,2023-02-28 14:45:00+00:00,2023-02-28 20:00:00+00:00,1641.92,1615.6,26.320000000000164,2,H2_ARRIVAL,2023-02-28 14:50:00+00:00,2023-02-28 14:55:00+00:00,2023-02-28 14:55:00+00:00,2023-02-28 15:00:00+00:00,2023-02-28 15:05:00+00:00,,,2023-02-28 15:00:00+00:00,development|2023-02-28|2023-02-28T14:45:00+00:00
development,2023-03-09,2023-03-09 13:50:00+00:00,2023-03-09 13:55:00+00:00,2023-03-09 20:00:00+00:00,1538.66,1523.55,15.110000000000127,3,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2023-03-09|2023-03-09T13:55:00+00:00
development,2023-03-10,2023-03-10 13:30:00+00:00,2023-03-10 13:35:00+00:00,2023-03-10 20:00:00+00:00,1412.51,1367.51,45.0,1,H2_ARRIVAL,2023-03-10 13:35:00+00:00,2023-03-10 13:40:00+00:00,2023-03-10 13:40:00+00:00,2023-03-10 13:40:00+00:00,2023-03-10 13:45:00+00:00,,,2023-03-10 13:40:00+00:00,development|2023-03-10|2023-03-10T13:35:00+00:00
development,2023-03-14,2023-03-14 14:55:00+00:00,2023-03-14 15:00:00+00:00,2023-03-14 20:00:00+00:00,1770.89,1655.0,115.8900000000001,1,H2_ARRIVAL,2023-03-14 15:00:00+00:00,2023-03-14 15:05:00+00:00,2023-03-14 15:05:00+00:00,2023-03-14 15:05:00+00:00,2023-03-14 15:10:00+00:00,,,2023-03-14 15:05:00+00:00,development|2023-03-14|2023-03-14T15:00:00+00:00
development,2023-03-21,2023-03-21 13:30:00+00:00,2023-03-21 13:35:00+00:00,2023-03-21 20:00:00+00:00,1819.9,1723.8,96.10000000000014,1,H2_ARRIVAL,2023-03-21 13:35:00+00:00,2023-03-21 13:40:00+00:00,2023-03-21 13:40:00+00:00,2023-03-21 14:00:00+00:00,2023-03-21 14:05:00+00:00,,,2023-03-21 14:00:00+00:00,development|2023-03-21|2023-03-21T13:35:00+00:00
development,2023-03-22,2023-03-22 13:30:00+00:00,2023-03-22 13:35:00+00:00,2023-03-22 20:00:00+00:00,1802.55,1780.02,22.529999999999973,3,H2_ARRIVAL,2023-03-22 13:45:00+00:00,2023-03-22 13:50:00+00:00,2023-03-22 13:50:00+00:00,2023-03-22 14:30:00+00:00,2023-03-22 14:35:00+00:00,,,2023-03-22 14:30:00+00:00,development|2023-03-22|2023-03-22T13:35:00+00:00
development,2023-04-12,2023-04-12 14:05:00+00:00,2023-04-12 14:10:00+00:00,2023-04-12 20:00:00+00:00,1904.85,1862.81,42.039999999999964,3,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2023-04-12|2023-04-12T14:10:00+00:00
development,2023-04-13,2023-04-13 17:05:00+00:00,2023-04-13 17:10:00+00:00,2023-04-13 20:00:00+00:00,2011.49,1918.77,92.72000000000003,2,H2_ARRIVAL,2023-04-13 17:15:00+00:00,2023-04-13 17:20:00+00:00,2023-04-13 17:20:00+00:00,2023-04-13 17:20:00+00:00,2023-04-13 17:25:00+00:00,,,2023-04-13 17:20:00+00:00,development|2023-04-13|2023-04-13T17:10:00+00:00
development,2023-04-20,2023-04-20 13:50:00+00:00,2023-04-20 13:55:00+00:00,2023-04-20 20:00:00+00:00,1975.98,1935.17,40.809999999999945,1,H2_ARRIVAL,2023-04-20 13:55:00+00:00,2023-04-20 14:00:00+00:00,2023-04-20 14:00:00+00:00,2023-04-20 14:10:00+00:00,2023-04-20 14:15:00+00:00,,,2023-04-20 14:10:00+00:00,development|2023-04-20|2023-04-20T13:55:00+00:00
development,2023-04-24,2023-04-24 13:30:00+00:00,2023-04-24 13:35:00+00:00,2023-04-24 20:00:00+00:00,1855.9,1829.88,26.019999999999982,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2023-04-24|2023-04-24T13:35:00+00:00
development,2023-04-25,2023-04-25 13:30:00+00:00,2023-04-25 13:35:00+00:00,2023-04-25 20:00:00+00:00,1831.22,1804.44,26.779999999999973,1,H2_ARRIVAL,2023-04-25 13:35:00+00:00,2023-04-25 13:40:00+00:00,2023-04-25 13:40:00+00:00,2023-04-25 17:40:00+00:00,2023-04-25 17:45:00+00:00,,,2023-04-25 17:40:00+00:00,development|2023-04-25|2023-04-25T13:35:00+00:00
development,2023-04-27,2023-04-27 14:00:00+00:00,2023-04-27 14:05:00+00:00,2023-04-27 20:00:00+00:00,1895.0,1858.55,36.450000000000045,1,H2_ARRIVAL,2023-04-27 14:05:00+00:00,2023-04-27 14:10:00+00:00,2023-04-27 14:10:00+00:00,2023-04-27 15:20:00+00:00,2023-04-27 15:25:00+00:00,,,2023-04-27 15:20:00+00:00,development|2023-04-27|2023-04-27T14:05:00+00:00
development,2023-05-03,2023-05-03 17:25:00+00:00,2023-05-03 17:30:00+00:00,2023-05-03 20:00:00+00:00,1871.75,1841.71,30.039999999999964,1,H2_ARRIVAL,2023-05-03 17:30:00+00:00,2023-05-03 17:35:00+00:00,2023-05-03 17:35:00+00:00,2023-05-03 17:35:00+00:00,2023-05-03 17:40:00+00:00,,,2023-05-03 17:35:00+00:00,development|2023-05-03|2023-05-03T17:30:00+00:00
development,2023-05-08,2023-05-08 15:00:00+00:00,2023-05-08 15:05:00+00:00,2023-05-08 20:00:00+00:00,1873.5,1833.5,40.0,1,H2_ARRIVAL,2023-05-08 15:05:00+00:00,2023-05-08 15:10:00+00:00,2023-05-08 15:10:00+00:00,2023-05-08 15:20:00+00:00,2023-05-08 15:25:00+00:00,,,2023-05-08 15:20:00+00:00,development|2023-05-08|2023-05-08T15:05:00+00:00
development,2023-05-09,2023-05-09 17:00:00+00:00,2023-05-09 17:05:00+00:00,2023-05-09 20:00:00+00:00,1853.83,1833.03,20.799999999999955,1,NO_H2_BY_SESSION_END,2023-05-09 17:05:00+00:00,2023-05-09 17:10:00+00:00,2023-05-09 17:10:00+00:00,,,,,,development|2023-05-09|2023-05-09T17:05:00+00:00
development,2023-05-12,2023-05-12 13:30:00+00:00,2023-05-12 13:35:00+00:00,2023-05-12 20:00:00+00:00,1776.68,1754.26,22.420000000000073,1,H2_ARRIVAL,2023-05-12 13:35:00+00:00,2023-05-12 13:40:00+00:00,2023-05-12 13:40:00+00:00,2023-05-12 14:10:00+00:00,2023-05-12 14:15:00+00:00,,,2023-05-12 14:10:00+00:00,development|2023-05-12|2023-05-12T13:35:00+00:00
development,2023-05-16,2023-05-16 16:55:00+00:00,2023-05-16 17:00:00+00:00,2023-05-16 20:00:00+00:00,1826.92,1808.93,17.99000000000001,1,H2_ARRIVAL,2023-05-16 17:00:00+00:00,2023-05-16 17:05:00+00:00,2023-05-16 17:05:00+00:00,2023-05-16 17:45:00+00:00,2023-05-16 17:50:00+00:00,,,2023-05-16 17:45:00+00:00,development|2023-05-16|2023-05-16T17:00:00+00:00
development,2023-05-22,2023-05-22 13:30:00+00:00,2023-05-22 13:35:00+00:00,2023-05-22 20:00:00+00:00,1819.75,1808.11,11.6400000000001,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2023-05-22|2023-05-22T13:35:00+00:00
development,2023-05-26,2023-05-26 13:35:00+00:00,2023-05-26 13:40:00+00:00,2023-05-26 20:00:00+00:00,1826.0,1807.81,18.190000000000055,2,H2_ARRIVAL,2023-05-26 13:45:00+00:00,2023-05-26 13:50:00+00:00,2023-05-26 13:50:00+00:00,2023-05-26 14:00:00+00:00,2023-05-26 14:05:00+00:00,,,2023-05-26 14:00:00+00:00,development|2023-05-26|2023-05-26T13:40:00+00:00
development,2023-06-01,2023-06-01 16:20:00+00:00,2023-06-01 16:25:00+00:00,2023-06-01 20:00:00+00:00,1866.01,1851.21,14.799999999999955,1,H2_ARRIVAL,2023-06-01 16:25:00+00:00,2023-06-01 16:30:00+00:00,2023-06-01 16:30:00+00:00,2023-06-01 16:50:00+00:00,2023-06-01 16:55:00+00:00,,,2023-06-01 16:50:00+00:00,development|2023-06-01|2023-06-01T16:25:00+00:00
development,2023-06-08,2023-06-08 14:30:00+00:00,2023-06-08 14:35:00+00:00,2023-06-08 20:00:00+00:00,1857.0,1836.68,20.319999999999936,2,H2_ARRIVAL,2023-06-08 14:40:00+00:00,2023-06-08 14:45:00+00:00,2023-06-08 14:45:00+00:00,2023-06-08 14:50:00+00:00,2023-06-08 14:55:00+00:00,,,2023-06-08 14:50:00+00:00,development|2023-06-08|2023-06-08T14:35:00+00:00
development,2023-06-21,2023-06-21 13:55:00+00:00,2023-06-21 14:00:00+00:00,2023-06-21 20:00:00+00:00,1839.0,1806.58,32.42000000000007,1,H2_ARRIVAL,2023-06-21 14:00:00+00:00,2023-06-21 14:05:00+00:00,2023-06-21 14:05:00+00:00,2023-06-21 14:25:00+00:00,2023-06-21 14:30:00+00:00,,,2023-06-21 14:25:00+00:00,development|2023-06-21|2023-06-21T14:00:00+00:00
development,2023-06-26,2023-06-26 13:40:00+00:00,2023-06-26 13:45:00+00:00,2023-06-26 20:00:00+00:00,1893.65,1871.27,22.38000000000011,1,H2_ARRIVAL,2023-06-26 13:45:00+00:00,2023-06-26 13:50:00+00:00,2023-06-26 13:50:00+00:00,2023-06-26 13:55:00+00:00,2023-06-26 14:00:00+00:00,,,2023-06-26 13:55:00+00:00,development|2023-06-26|2023-06-26T13:45:00+00:00
development,2023-07-04,2023-07-04 16:25:00+00:00,2023-07-04 16:30:00+00:00,2023-07-04 20:00:00+00:00,1961.8,1945.98,15.819999999999936,2,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2023-07-04|2023-07-04T16:30:00+00:00
development,2023-07-07,2023-07-07 13:50:00+00:00,2023-07-07 13:55:00+00:00,2023-07-07 20:00:00+00:00,1872.97,1850.0,22.970000000000027,2,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2023-07-07|2023-07-07T13:55:00+00:00
development,2023-07-14,2023-07-14 15:30:00+00:00,2023-07-14 15:35:00+00:00,2023-07-14 20:00:00+00:00,2004.0,1984.07,19.930000000000064,1,OPPOSITE_BREAK_BEFORE_H2,2023-07-14 15:35:00+00:00,2023-07-14 15:40:00+00:00,2023-07-14 15:40:00+00:00,,,2023-07-14 17:10:00+00:00,2023-07-14 17:15:00+00:00,2023-07-14 17:10:00+00:00,development|2023-07-14|2023-07-14T15:35:00+00:00
development,2023-07-21,2023-07-21 17:25:00+00:00,2023-07-21 17:30:00+00:00,2023-07-21 20:00:00+00:00,1895.97,1883.52,12.450000000000045,1,H2_ARRIVAL,2023-07-21 17:30:00+00:00,2023-07-21 17:35:00+00:00,2023-07-21 17:35:00+00:00,2023-07-21 17:35:00+00:00,2023-07-21 17:40:00+00:00,,,2023-07-21 17:35:00+00:00,development|2023-07-21|2023-07-21T17:30:00+00:00
development,2023-07-26,2023-07-26 14:00:00+00:00,2023-07-26 14:05:00+00:00,2023-07-26 20:00:00+00:00,1858.52,1846.9,11.61999999999989,1,H2_ARRIVAL,2023-07-26 14:05:00+00:00,2023-07-26 14:10:00+00:00,2023-07-26 14:10:00+00:00,2023-07-26 14:20:00+00:00,2023-07-26 14:25:00+00:00,,,2023-07-26 14:20:00+00:00,development|2023-07-26|2023-07-26T14:05:00+00:00
development,2023-08-03,2023-08-03 13:35:00+00:00,2023-08-03 13:40:00+00:00,2023-08-03 20:00:00+00:00,1838.5,1825.0,13.5,1,H2_ARRIVAL,2023-08-03 13:40:00+00:00,2023-08-03 13:45:00+00:00,2023-08-03 13:45:00+00:00,2023-08-03 13:55:00+00:00,2023-08-03 14:00:00+00:00,,,2023-08-03 13:55:00+00:00,development|2023-08-03|2023-08-03T13:40:00+00:00
development,2023-08-04,2023-08-04 13:35:00+00:00,2023-08-04 13:40:00+00:00,2023-08-04 20:00:00+00:00,1845.0,1830.5,14.5,2,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2023-08-04|2023-08-04T13:40:00+00:00
development,2023-08-11,2023-08-11 13:55:00+00:00,2023-08-11 14:00:00+00:00,2023-08-11 20:00:00+00:00,1852.0,1844.8,7.2000000000000455,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2023-08-11|2023-08-11T14:00:00+00:00
development,2023-08-23,2023-08-23 13:50:00+00:00,2023-08-23 13:55:00+00:00,2023-08-23 20:00:00+00:00,1648.16,1633.19,14.970000000000027,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2023-08-23|2023-08-23T13:55:00+00:00
development,2023-08-25,2023-08-25 13:30:00+00:00,2023-08-25 13:35:00+00:00,2023-08-25 20:00:00+00:00,1663.97,1650.22,13.75,2,H2_ARRIVAL,2023-08-25 13:40:00+00:00,2023-08-25 13:45:00+00:00,2023-08-25 13:45:00+00:00,2023-08-25 14:15:00+00:00,2023-08-25 14:20:00+00:00,,,2023-08-25 14:15:00+00:00,development|2023-08-25|2023-08-25T13:35:00+00:00
development,2023-08-29,2023-08-29 13:45:00+00:00,2023-08-29 13:50:00+00:00,2023-08-29 20:00:00+00:00,1647.24,1639.01,8.230000000000018,1,H2_ARRIVAL,2023-08-29 13:50:00+00:00,2023-08-29 13:55:00+00:00,2023-08-29 13:55:00+00:00,2023-08-29 14:00:00+00:00,2023-08-29 14:05:00+00:00,,,2023-08-29 14:00:00+00:00,development|2023-08-29|2023-08-29T13:50:00+00:00
development,2023-09-13,2023-09-13 14:35:00+00:00,2023-09-13 14:40:00+00:00,2023-09-13 20:00:00+00:00,1606.91,1582.0,24.910000000000082,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2023-09-13|2023-09-13T14:40:00+00:00
development,2023-09-14,2023-09-14 14:55:00+00:00,2023-09-14 15:00:00+00:00,2023-09-14 20:00:00+00:00,1635.8,1615.85,19.950000000000045,2,H2_ARRIVAL,2023-09-14 15:05:00+00:00,2023-09-14 15:10:00+00:00,2023-09-14 15:10:00+00:00,2023-09-14 17:05:00+00:00,2023-09-14 17:10:00+00:00,,,2023-09-14 17:05:00+00:00,development|2023-09-14|2023-09-14T15:00:00+00:00
development,2023-09-20,2023-09-20 18:30:00+00:00,2023-09-20 18:35:00+00:00,2023-09-20 20:00:00+00:00,1637.51,1616.33,21.180000000000064,2,OPPOSITE_BREAK_BEFORE_H2,2023-09-20 18:40:00+00:00,2023-09-20 18:45:00+00:00,2023-09-20 18:45:00+00:00,,,2023-09-20 19:15:00+00:00,2023-09-20 19:20:00+00:00,2023-09-20 19:15:00+00:00,development|2023-09-20|2023-09-20T18:35:00+00:00
development,2023-10-05,2023-10-05 13:35:00+00:00,2023-10-05 13:40:00+00:00,2023-10-05 20:00:00+00:00,1648.43,1630.5,17.930000000000064,1,OPPOSITE_BREAK_BEFORE_H2,2023-10-05 13:40:00+00:00,2023-10-05 13:45:00+00:00,2023-10-05 13:45:00+00:00,,,2023-10-05 15:00:00+00:00,2023-10-05 15:05:00+00:00,2023-10-05 15:00:00+00:00,development|2023-10-05|2023-10-05T13:40:00+00:00
development,2023-10-16,2023-10-16 13:30:00+00:00,2023-10-16 13:35:00+00:00,2023-10-16 20:00:00+00:00,1627.69,1574.14,53.549999999999955,1,OPPOSITE_BREAK_BEFORE_H2,2023-10-16 13:35:00+00:00,2023-10-16 13:40:00+00:00,2023-10-16 13:40:00+00:00,,,2023-10-16 13:45:00+00:00,2023-10-16 13:50:00+00:00,2023-10-16 13:45:00+00:00,development|2023-10-16|2023-10-16T13:35:00+00:00
development,2023-10-19,2023-10-19 13:30:00+00:00,2023-10-19 13:35:00+00:00,2023-10-19 20:00:00+00:00,1558.67,1540.53,18.1400000000001,1,H2_ARRIVAL,2023-10-19 13:35:00+00:00,2023-10-19 13:40:00+00:00,2023-10-19 13:40:00+00:00,2023-10-19 14:50:00+00:00,2023-10-19 14:55:00+00:00,,,2023-10-19 14:50:00+00:00,development|2023-10-19|2023-10-19T13:35:00+00:00
development,2023-10-23,2023-10-23 14:45:00+00:00,2023-10-23 14:50:00+00:00,2023-10-23 20:00:00+00:00,1683.72,1661.2,22.519999999999982,1,H2_ARRIVAL,2023-10-23 14:50:00+00:00,2023-10-23 14:55:00+00:00,2023-10-23 14:55:00+00:00,2023-10-23 15:50:00+00:00,2023-10-23 15:55:00+00:00,,,2023-10-23 15:50:00+00:00,development|2023-10-23|2023-10-23T14:50:00+00:00
development,2023-10-25,2023-10-25 14:20:00+00:00,2023-10-25 14:25:00+00:00,2023-10-25 20:00:00+00:00,1798.63,1759.16,39.47000000000003,2,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2023-10-25|2023-10-25T14:25:00+00:00
development,2023-11-03,2023-11-03 13:50:00+00:00,2023-11-03 13:55:00+00:00,2023-11-03 20:00:00+00:00,1804.82,1780.51,24.309999999999945,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2023-11-03|2023-11-03T13:55:00+00:00
development,2023-11-06,2023-11-06 14:25:00+00:00,2023-11-06 14:30:00+00:00,2023-11-06 20:00:00+00:00,1912.7,1873.43,39.26999999999998,2,H2_ARRIVAL,2023-11-06 14:35:00+00:00,2023-11-06 14:40:00+00:00,2023-11-06 14:40:00+00:00,2023-11-06 14:50:00+00:00,2023-11-06 14:55:00+00:00,,,2023-11-06 14:50:00+00:00,development|2023-11-06|2023-11-06T14:30:00+00:00
development,2023-11-08,2023-11-08 13:55:00+00:00,2023-11-08 14:00:00+00:00,2023-11-08 20:00:00+00:00,1889.82,1874.04,15.779999999999973,2,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2023-11-08|2023-11-08T14:00:00+00:00
development,2023-11-09,2023-11-09 13:50:00+00:00,2023-11-09 13:55:00+00:00,2023-11-09 20:00:00+00:00,1920.64,1904.49,16.15000000000009,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2023-11-09|2023-11-09T13:55:00+00:00
development,2023-11-13,2023-11-13 14:05:00+00:00,2023-11-13 14:10:00+00:00,2023-11-13 20:00:00+00:00,2062.72,2040.0,22.7199999999998,1,H2_ARRIVAL,2023-11-13 14:10:00+00:00,2023-11-13 14:15:00+00:00,2023-11-13 14:15:00+00:00,2023-11-13 14:15:00+00:00,2023-11-13 14:20:00+00:00,,,2023-11-13 14:15:00+00:00,development|2023-11-13|2023-11-13T14:10:00+00:00
development,2023-11-15,2023-11-15 16:00:00+00:00,2023-11-15 16:05:00+00:00,2023-11-15 20:00:00+00:00,2024.68,1982.01,42.67000000000007,1,H2_ARRIVAL,2023-11-15 16:05:00+00:00,2023-11-15 16:10:00+00:00,2023-11-15 16:10:00+00:00,2023-11-15 18:10:00+00:00,2023-11-15 18:15:00+00:00,,,2023-11-15 18:10:00+00:00,development|2023-11-15|2023-11-15T16:05:00+00:00
development,2023-11-24,2023-11-24 15:40:00+00:00,2023-11-24 15:45:00+00:00,2023-11-24 20:00:00+00:00,2129.96,2075.14,54.820000000000164,1,NO_H2_BY_SESSION_END,2023-11-24 15:45:00+00:00,2023-11-24 15:50:00+00:00,2023-11-24 15:50:00+00:00,,,,,,development|2023-11-24|2023-11-24T15:45:00+00:00
development,2023-12-07,2023-12-07 14:55:00+00:00,2023-12-07 15:00:00+00:00,2023-12-07 20:00:00+00:00,2269.79,2222.08,47.710000000000036,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2023-12-07|2023-12-07T15:00:00+00:00
development,2023-12-13,2023-12-13 13:30:00+00:00,2023-12-13 13:35:00+00:00,2023-12-13 20:00:00+00:00,2193.53,2168.9,24.63000000000011,1,H2_ARRIVAL,2023-12-13 13:35:00+00:00,2023-12-13 13:40:00+00:00,2023-12-13 13:40:00+00:00,2023-12-13 13:40:00+00:00,2023-12-13 13:45:00+00:00,,,2023-12-13 13:40:00+00:00,development|2023-12-13|2023-12-13T13:35:00+00:00
development,2023-12-26,2023-12-26 13:40:00+00:00,2023-12-26 13:45:00+00:00,2023-12-26 20:00:00+00:00,2251.21,2216.86,34.34999999999991,3,H2_ARRIVAL,2023-12-26 13:55:00+00:00,2023-12-26 14:00:00+00:00,2023-12-26 14:00:00+00:00,2023-12-26 14:25:00+00:00,2023-12-26 14:30:00+00:00,,,2023-12-26 14:25:00+00:00,development|2023-12-26|2023-12-26T13:45:00+00:00
development,2023-12-27,2023-12-27 13:30:00+00:00,2023-12-27 13:35:00+00:00,2023-12-27 20:00:00+00:00,2299.44,2228.72,70.72000000000025,1,H2_ARRIVAL,2023-12-27 13:35:00+00:00,2023-12-27 13:40:00+00:00,2023-12-27 13:40:00+00:00,2023-12-27 14:00:00+00:00,2023-12-27 14:05:00+00:00,,,2023-12-27 14:00:00+00:00,development|2023-12-27|2023-12-27T13:35:00+00:00
development,2023-12-29,2023-12-29 14:40:00+00:00,2023-12-29 14:45:00+00:00,2023-12-29 20:00:00+00:00,2381.05,2334.1,46.95000000000027,2,H2_ARRIVAL,2023-12-29 14:50:00+00:00,2023-12-29 14:55:00+00:00,2023-12-29 14:55:00+00:00,2023-12-29 14:55:00+00:00,2023-12-29 15:00:00+00:00,,,2023-12-29 14:55:00+00:00,development|2023-12-29|2023-12-29T14:45:00+00:00
development,2024-01-08,2024-01-08 15:40:00+00:00,2024-01-08 15:45:00+00:00,2024-01-08 20:00:00+00:00,2274.95,2204.16,70.78999999999996,2,H2_ARRIVAL,2024-01-08 15:50:00+00:00,2024-01-08 15:55:00+00:00,2024-01-08 15:55:00+00:00,2024-01-08 16:00:00+00:00,2024-01-08 16:05:00+00:00,,,2024-01-08 16:00:00+00:00,development|2024-01-08|2024-01-08T15:45:00+00:00
development,2024-01-12,2024-01-12 13:35:00+00:00,2024-01-12 13:40:00+00:00,2024-01-12 20:00:00+00:00,2686.0,2585.01,100.98999999999978,3,H2_ARRIVAL,2024-01-12 13:50:00+00:00,2024-01-12 13:55:00+00:00,2024-01-12 13:55:00+00:00,2024-01-12 14:25:00+00:00,2024-01-12 14:30:00+00:00,,,2024-01-12 14:25:00+00:00,development|2024-01-12|2024-01-12T13:40:00+00:00
development,2024-01-15,2024-01-15 13:50:00+00:00,2024-01-15 13:55:00+00:00,2024-01-15 20:00:00+00:00,2548.8,2507.93,40.870000000000346,1,H2_ARRIVAL,2024-01-15 13:55:00+00:00,2024-01-15 14:00:00+00:00,2024-01-15 14:00:00+00:00,2024-01-15 18:30:00+00:00,2024-01-15 18:35:00+00:00,,,2024-01-15 18:30:00+00:00,development|2024-01-15|2024-01-15T13:55:00+00:00
development,2024-02-05,2024-02-05 13:35:00+00:00,2024-02-05 13:40:00+00:00,2024-02-05 20:00:00+00:00,2332.62,2309.73,22.889999999999873,3,H2_ARRIVAL,2024-02-05 13:50:00+00:00,2024-02-05 13:55:00+00:00,2024-02-05 13:55:00+00:00,2024-02-05 14:00:00+00:00,2024-02-05 14:05:00+00:00,,,2024-02-05 14:00:00+00:00,development|2024-02-05|2024-02-05T13:40:00+00:00
development,2024-02-06,2024-02-06 13:30:00+00:00,2024-02-06 13:35:00+00:00,2024-02-06 20:00:00+00:00,2344.45,2308.16,36.289999999999964,1,H2_ARRIVAL,2024-02-06 13:35:00+00:00,2024-02-06 13:40:00+00:00,2024-02-06 13:40:00+00:00,2024-02-06 14:35:00+00:00,2024-02-06 14:40:00+00:00,,,2024-02-06 14:35:00+00:00,development|2024-02-06|2024-02-06T13:35:00+00:00
development,2024-02-07,2024-02-07 14:00:00+00:00,2024-02-07 14:05:00+00:00,2024-02-07 20:00:00+00:00,2377.11,2352.06,25.050000000000182,1,H2_ARRIVAL,2024-02-07 14:05:00+00:00,2024-02-07 14:10:00+00:00,2024-02-07 14:10:00+00:00,2024-02-07 14:45:00+00:00,2024-02-07 14:50:00+00:00,,,2024-02-07 14:45:00+00:00,development|2024-02-07|2024-02-07T14:05:00+00:00
development,2024-02-12,2024-02-12 14:40:00+00:00,2024-02-12 14:45:00+00:00,2024-02-12 20:00:00+00:00,2504.83,2470.05,34.779999999999745,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2024-02-12|2024-02-12T14:45:00+00:00
development,2024-02-15,2024-02-15 13:55:00+00:00,2024-02-15 14:00:00+00:00,2024-02-15 20:00:00+00:00,2816.13,2770.02,46.11000000000013,1,H2_ARRIVAL,2024-02-15 14:00:00+00:00,2024-02-15 14:05:00+00:00,2024-02-15 14:05:00+00:00,2024-02-15 14:10:00+00:00,2024-02-15 14:15:00+00:00,,,2024-02-15 14:10:00+00:00,development|2024-02-15|2024-02-15T14:00:00+00:00
development,2024-02-28,2024-02-28 15:15:00+00:00,2024-02-28 15:20:00+00:00,2024-02-28 20:00:00+00:00,3375.61,3280.0,95.61000000000013,1,H2_ARRIVAL,2024-02-28 15:20:00+00:00,2024-02-28 15:25:00+00:00,2024-02-28 15:25:00+00:00,2024-02-28 15:25:00+00:00,2024-02-28 15:30:00+00:00,,,2024-02-28 15:25:00+00:00,development|2024-02-28|2024-02-28T15:20:00+00:00
development,2024-03-05,2024-03-05 13:45:00+00:00,2024-03-05 13:50:00+00:00,2024-03-05 20:00:00+00:00,3784.0,3656.0,128.0,1,H2_ARRIVAL,2024-03-05 13:50:00+00:00,2024-03-05 13:55:00+00:00,2024-03-05 13:55:00+00:00,2024-03-05 13:55:00+00:00,2024-03-05 14:00:00+00:00,,,2024-03-05 13:55:00+00:00,development|2024-03-05|2024-03-05T13:50:00+00:00
