partition,timeframe,bull_cross_ts,signal_ts,entry_ts,exit_trigger_ts,exit_ts,red_bars_before_signal,bars_cross_to_signal,entry_px,exit_px,return,mfe,mae,bars_held,hold_minutes,gross_pnl_usd,fee_sensitive_pnl_usd,exit_reason
external,5m,2020-05-06 21:15:00+00:00,2020-05-06 21:25:00+00:00,2020-05-06 21:30:00+00:00,2020-05-06 23:40:00+00:00,2020-05-06 23:45:00+00:00,1,2,9268.45,9289.0,0.0022171992080659564,0.014732776246297874,-0.0014177127782963872,27,135,1.1085996040329782,0.7085996040329782,CLOSE_BELOW_EMA50
external,5m,2020-05-07 02:35:00+00:00,2020-05-07 02:40:00+00:00,2020-05-07 02:45:00+00:00,2020-05-07 04:45:00+00:00,2020-05-07 04:50:00+00:00,0,1,9333.37,9269.29,-0.006865687313371227,0.004888909364998861,-0.008724608581894833,25,125,-3.4328436566856135,-3.8328436566856134,CLOSE_BELOW_EMA50
external,5m,2020-05-07 12:35:00+00:00,2020-05-07 12:45:00+00:00,2020-05-07 12:50:00+00:00,2020-05-07 20:45:00+00:00,2020-05-07 20:50:00+00:00,1,2,9362.42,9781.01,0.04470959431429056,0.06436156463820253,-0.004895101907412824,96,480,22.354797157145278,21.95479715714528,CLOSE_BELOW_EMA50
external,5m,2020-05-08 09:20:00+00:00,2020-05-08 09:25:00+00:00,2020-05-08 09:30:00+00:00,2020-05-08 09:35:00+00:00,2020-05-08 09:40:00+00:00,0,1,9870.3,9845.0,-0.0025632452914298165,0.001315056279951099,-0.003132630213873999,2,10,-1.2816226457149082,-1.6816226457149082,CLOSE_BELOW_EMA50
external,5m,2020-05-08 14:05:00+00:00,2020-05-08 14:10:00+00:00,2020-05-08 14:15:00+00:00,2020-05-08 15:50:00+00:00,2020-05-08 15:55:00+00:00,0,1,9947.64,9920.0,-0.0027785484798403814,0.007774708373041284,-0.003281180259840477,20,100,-1.3892742399201907,-1.7892742399201906,CLOSE_BELOW_EMA50
external,5m,2020-05-08 20:35:00+00:00,2020-05-08 20:45:00+00:00,2020-05-08 20:50:00+00:00,2020-05-08 22:35:00+00:00,2020-05-08 22:40:00+00:00,1,2,9970.59,9965.16,-0.0005446016735218828,0.0046757513848225685,-0.003970677763301844,22,110,-0.2723008367609414,-0.6723008367609414,CLOSE_BELOW_EMA50
external,5m,2020-05-09 13:40:00+00:00,2020-05-09 13:50:00+00:00,2020-05-09 13:55:00+00:00,2020-05-09 15:00:00+00:00,2020-05-09 15:05:00+00:00,1,2,9709.15,9682.45,-0.0027499832632104093,0.002044463212536707,-0.003517300690585645,14,70,-1.3749916316052047,-1.7749916316052046,CLOSE_BELOW_EMA50
external,5m,2020-05-09 15:55:00+00:00,2020-05-09 16:05:00+00:00,2020-05-09 16:10:00+00:00,2020-05-09 18:50:00+00:00,2020-05-09 18:55:00+00:00,1,2,9709.93,9739.5,0.0030453360631848003,0.009780709026738554,-0.00012461469856128726,33,165,1.5226680315924002,1.1226680315924003,CLOSE_BELOW_EMA50
external,5m,2020-05-10 07:40:00+00:00,2020-05-10 07:45:00+00:00,2020-05-10 07:50:00+00:00,2020-05-10 09:55:00+00:00,2020-05-10 10:00:00+00:00,0,1,8765.96,8747.64,-0.002089902303911928,0.015313781947442262,-0.0036812853355477904,26,130,-1.044951151955964,-1.444951151955964,CLOSE_BELOW_EMA50
external,5m,2020-05-10 13:45:00+00:00,2020-05-10 13:50:00+00:00,2020-05-10 13:55:00+00:00,2020-05-10 14:20:00+00:00,2020-05-10 14:25:00+00:00,0,1,8804.02,8737.42,-0.0075647261137525845,0.0001113127866587682,-0.009089029784121405,6,30,-3.7823630568762923,-4.182363056876293,CLOSE_BELOW_EMA50
external,5m,2020-05-10 20:10:00+00:00,2020-05-10 20:20:00+00:00,2020-05-10 20:25:00+00:00,2020-05-10 23:25:00+00:00,2020-05-10 23:30:00+00:00,1,2,8740.19,8665.46,-0.008550157376441603,0.011122183842685152,-0.014818899817967357,37,185,-4.275078688220802,-4.675078688220802,CLOSE_BELOW_EMA50
external,5m,2020-05-11 10:40:00+00:00,2020-05-11 10:45:00+00:00,2020-05-11 10:50:00+00:00,2020-05-11 13:25:00+00:00,2020-05-11 13:30:00+00:00,0,1,8798.33,8800.17,0.00020913059637450715,0.04156129629145533,-0.0066296672209384955,32,160,0.10456529818725357,-0.29543470181274645,CLOSE_BELOW_EMA50
external,5m,2020-05-11 20:35:00+00:00,2020-05-11 20:40:00+00:00,2020-05-11 20:45:00+00:00,2020-05-11 21:15:00+00:00,2020-05-11 21:20:00+00:00,0,1,8653.1,8576.38,-0.008866186684540978,0.004842195282615425,-0.009025667101963508,7,35,-4.433093342270489,-4.833093342270489,CLOSE_BELOW_EMA50
external,5m,2020-05-12 00:20:00+00:00,2020-05-12 00:40:00+00:00,2020-05-12 00:45:00+00:00,2020-05-12 00:45:00+00:00,2020-05-12 00:50:00+00:00,3,4,8584.15,8597.49,0.0015540268984115535,0.0021562996918740307,-0.0033934635345374,1,5,0.7770134492057768,0.37701344920577673,CLOSE_BELOW_EMA50
external,5m,2020-05-12 01:45:00+00:00,2020-05-12 01:55:00+00:00,2020-05-12 02:00:00+00:00,2020-05-12 02:20:00+00:00,2020-05-12 02:25:00+00:00,1,2,8617.19,8600.53,-0.0019333448606796422,0.002217660281367717,-0.0031553209340864363,5,25,-0.9666724303398211,-1.366672430339821,CLOSE_BELOW_EMA50
external,5m,2020-05-12 08:20:00+00:00,2020-05-12 08:25:00+00:00,2020-05-12 08:30:00+00:00,2020-05-12 11:20:00+00:00,2020-05-12 11:25:00+00:00,0,1,8755.41,8746.48,-0.0010199408137369081,0.008405088967849528,-0.005186507542193852,35,175,-0.5099704068684541,-0.9099704068684541,CLOSE_BELOW_EMA50
external,5m,2020-05-12 14:10:00+00:00,2020-05-12 14:15:00+00:00,2020-05-12 14:20:00+00:00,2020-05-12 17:45:00+00:00,2020-05-12 17:50:00+00:00,0,1,8844.55,8842.92,-0.00018429428291988348,0.015427579695971083,-0.003223453991440861,42,210,-0.09214714145994174,-0.49214714145994176,CLOSE_BELOW_EMA50
external,5m,2020-05-13 00:10:00+00:00,2020-05-13 00:20:00+00:00,2020-05-13 00:25:00+00:00,2020-05-13 04:00:00+00:00,2020-05-13 04:05:00+00:00,1,2,8879.99,8899.46,0.0021925700366778322,0.010248885415411468,0.0,44,220,1.0962850183389161,0.6962850183389161,CLOSE_BELOW_EMA50
external,5m,2020-05-13 09:05:00+00:00,2020-05-13 09:15:00+00:00,2020-05-13 09:20:00+00:00,2020-05-13 16:35:00+00:00,2020-05-13 16:40:00+00:00,1,2,8915.37,9061.9,0.016435661111092292,0.029736286884335605,-0.0027962944891799513,88,440,8.217830555546147,7.817830555546147,CLOSE_BELOW_EMA50
external,5m,2020-05-14 05:25:00+00:00,2020-05-14 05:35:00+00:00,2020-05-14 05:40:00+00:00,2020-05-14 10:40:00+00:00,2020-05-14 10:45:00+00:00,1,2,9346.61,9600.3,0.027142461277404273,0.06455709610222304,-0.001397298057798646,61,305,13.571230638702136,13.171230638702136,CLOSE_BELOW_EMA50
external,5m,2020-05-14 14:15:00+00:00,2020-05-14 14:30:00+00:00,2020-05-14 14:35:00+00:00,2020-05-14 16:05:00+00:00,2020-05-14 16:10:00+00:00,2,3,9712.37,9677.0,-0.0036417475858107062,0.007179504075730092,-0.006730592018220127,19,95,-1.8208737929053531,-2.220873792905353,CLOSE_BELOW_EMA50
external,5m,2020-05-14 19:05:00+00:00,2020-05-14 19:15:00+00:00,2020-05-14 19:20:00+00:00,2020-05-14 19:55:00+00:00,2020-05-14 20:00:00+00:00,1,2,9704.46,9656.99,-0.004891565321511915,0.0017074623420572088,-0.006191998318298864,8,40,-2.4457826607559574,-2.8457826607559573,CLOSE_BELOW_EMA50
external,5m,2020-05-14 21:35:00+00:00,2020-05-14 21:40:00+00:00,2020-05-14 21:45:00+00:00,2020-05-15 00:15:00+00:00,2020-05-15 00:20:00+00:00,0,1,9727.21,9729.17,0.00020149662647361843,0.012520548029702372,-0.0027849712301881713,31,155,0.10074831323680922,-0.2992516867631908,CLOSE_BELOW_EMA50
external,5m,2020-05-15 07:10:00+00:00,2020-05-15 07:15:00+00:00,2020-05-15 07:20:00+00:00,2020-05-15 09:00:00+00:00,2020-05-15 09:05:00+00:00,0,1,9619.32,9591.0,-0.002944075048963879,0.010740883971008364,-0.005646968808605934,21,105,-1.4720375244819395,-1.8720375244819394,CLOSE_BELOW_EMA50
external,5m,2020-05-15 11:25:00+00:00,2020-05-15 11:40:00+00:00,2020-05-15 11:45:00+00:00,2020-05-15 11:45:00+00:00,2020-05-15 11:50:00+00:00,2,3,9622.0,9587.2,-0.003616711702348674,0.00018395344003341307,-0.00434940760756608,1,5,-1.808355851174337,-2.208355851174337,CLOSE_BELOW_EMA50
external,5m,2020-05-16 01:25:00+00:00,2020-05-16 01:35:00+00:00,2020-05-16 01:40:00+00:00,2020-05-16 03:30:00+00:00,2020-05-16 03:35:00+00:00,1,2,9372.56,9391.51,0.002021859555980443,0.008794822332425678,-0.00016644331964799086,23,115,1.0109297779902215,0.6109297779902215,CLOSE_BELOW_EMA50
external,5m,2020-05-16 11:05:00+00:00,2020-05-16 11:20:00+00:00,2020-05-16 11:25:00+00:00,2020-05-16 11:35:00+00:00,2020-05-16 11:40:00+00:00,2,3,9424.01,9410.58,-0.0014250833774582805,0.002068121744353002,-0.0025466866015634304,3,15,-0.7125416887291403,-1.1125416887291402,CLOSE_BELOW_EMA50
external,5m,2020-05-16 12:10:00+00:00,2020-05-16 12:15:00+00:00,2020-05-16 12:20:00+00:00,2020-05-16 13:30:00+00:00,2020-05-16 13:35:00+00:00,0,1,9447.64,9435.05,-0.0013326079317163009,0.008667773115825783,-0.0022799344598226634,15,75,-0.6663039658581504,-1.0663039658581503,CLOSE_BELOW_EMA50
external,5m,2020-05-16 20:55:00+00:00,2020-05-16 21:00:00+00:00,2020-05-16 21:05:00+00:00,2020-05-16 23:40:00+00:00,2020-05-16 23:45:00+00:00,0,1,9387.0,9379.49,-0.0008000426121231863,0.005539576009374603,-0.0040023436667732115,32,160,-0.40002130606159314,-0.8000213060615932,CLOSE_BELOW_EMA50
external,5m,2020-05-17 10:30:00+00:00,2020-05-17 10:45:00+00:00,2020-05-17 10:50:00+00:00,2020-05-17 11:10:00+00:00,2020-05-17 11:15:00+00:00,2,3,9513.06,9501.13,-0.0012540654636888915,0.0022148499010832268,-0.0013728495352703929,5,25,-0.6270327318444457,-1.0270327318444457,CLOSE_BELOW_EMA50
external,5m,2020-05-17 11:50:00+00:00,2020-05-17 12:00:00+00:00,2020-05-17 12:05:00+00:00,2020-05-17 16:40:00+00:00,2020-05-17 16:45:00+00:00,1,2,9548.4,9738.68,0.019927946043316158,0.034728331448200755,-0.0008692555820869474,56,280,9.963973021658079,9.563973021658079,CLOSE_BELOW_EMA50
external,5m,2020-05-17 18:50:00+00:00,2020-05-17 19:00:00+00:00,2020-05-17 19:05:00+00:00,2020-05-17 19:05:00+00:00,2020-05-17 19:10:00+00:00,1,2,9746.46,9740.43,-0.0006186861691320766,0.000363208795808978,-0.0008115767160589149,1,5,-0.3093430845660383,-0.7093430845660383,CLOSE_BELOW_EMA50
external,5m,2020-05-17 19:25:00+00:00,2020-05-17 19:30:00+00:00,2020-05-17 19:35:00+00:00,2020-05-17 20:05:00+00:00,2020-05-17 20:10:00+00:00,0,1,9780.35,9747.27,-0.0033822920447632576,0.0008629548022309752,-0.004303526969893778,7,35,-1.6911460223816288,-2.0911460223816287,CLOSE_BELOW_EMA50
external,5m,2020-05-17 21:05:00+00:00,2020-05-17 21:15:00+00:00,2020-05-17 21:20:00+00:00,2020-05-17 21:50:00+00:00,2020-05-17 21:55:00+00:00,1,2,9773.08,9746.22,-0.0027483659194440513,0.0022019670359805232,-0.003195512571267156,7,35,-1.3741829597220256,-1.7741829597220256,CLOSE_BELOW_EMA50
external,5m,2020-05-18 00:25:00+00:00,2020-05-18 00:35:00+00:00,2020-05-18 00:40:00+00:00,2020-05-18 05:55:00+00:00,2020-05-18 06:00:00+00:00,1,2,9753.76,9857.96,0.01068305966109473,0.021008308590738434,-0.0019223355916077045,64,320,5.341529830547365,4.941529830547364,CLOSE_BELOW_EMA50
external,5m,2020-05-18 14:10:00+00:00,2020-05-18 14:20:00+00:00,2020-05-18 14:25:00+00:00,2020-05-18 15:30:00+00:00,2020-05-18 15:35:00+00:00,1,2,9706.51,9662.71,-0.004512435468567055,0.0024200253232109503,-0.007542360745520393,14,70,-2.2562177342835277,-2.6562177342835276,CLOSE_BELOW_EMA50
external,5m,2020-05-18 19:15:00+00:00,2020-05-18 19:20:00+00:00,2020-05-18 19:25:00+00:00,2020-05-18 20:35:00+00:00,2020-05-18 20:40:00+00:00,0,1,9703.5,9655.01,-0.004997165971041384,0.0015643839851600116,-0.005930849693409512,15,75,-2.498582985520692,-2.898582985520692,CLOSE_BELOW_EMA50
external,5m,2020-05-19 07:00:00+00:00,2020-05-19 07:05:00+00:00,2020-05-19 07:10:00+00:00,2020-05-19 07:50:00+00:00,2020-05-19 07:55:00+00:00,0,1,9600.99,9564.0,-0.003852727687457258,0.0015665051208262337,-0.005310910645673017,9,45,-1.926363843728629,-2.326363843728629,CLOSE_BELOW_EMA50
external,5m,2020-05-19 16:20:00+00:00,2020-05-19 16:25:00+00:00,2020-05-19 16:30:00+00:00,2020-05-19 16:35:00+00:00,2020-05-19 16:40:00+00:00,0,1,9719.42,9693.49,-0.002667854666224989,0.00031380473320408164,-0.0029302160005432176,2,10,-1.3339273331124946,-1.7339273331124945,CLOSE_BELOW_EMA50
external,5m,2020-05-19 18:55:00+00:00,2020-05-19 19:00:00+00:00,2020-05-19 19:05:00+00:00,2020-05-19 19:05:00+00:00,2020-05-19 19:10:00+00:00,0,1,9702.99,9685.65,-0.001787078003790632,0.0011996302170773632,-0.0018540676636789044,1,5,-0.893539001895316,-1.293539001895316,CLOSE_BELOW_EMA50
external,5m,2020-05-19 22:30:00+00:00,2020-05-19 22:35:00+00:00,2020-05-19 22:40:00+00:00,2020-05-20 02:00:00+00:00,2020-05-20 02:05:00+00:00,0,1,9722.67,9734.03,0.001168403329538048,0.007953576538132001,-0.0022524676863453497,41,205,0.584201664769024,0.184201664769024,CLOSE_BELOW_EMA50
external,5m,2020-05-20 05:55:00+00:00,2020-05-20 06:00:00+00:00,2020-05-20 06:05:00+00:00,2020-05-20 06:40:00+00:00,2020-05-20 06:45:00+00:00,0,1,9750.67,9743.51,-0.000734308514184101,0.00895630761783539,-0.0027239153822249396,8,40,-0.3671542570920505,-0.7671542570920505,CLOSE_BELOW_EMA50
external,5m,2020-05-20 13:00:00+00:00,2020-05-20 13:10:00+00:00,2020-05-20 13:15:00+00:00,2020-05-20 13:15:00+00:00,2020-05-20 13:20:00+00:00,1,2,9770.99,9758.5,-0.0012782737470818928,0.0007000314195388935,-0.001616008203876862,1,5,-0.6391368735409464,-1.0391368735409463,CLOSE_BELOW_EMA50
external,5m,2020-05-20 20:50:00+00:00,2020-05-20 20:55:00+00:00,2020-05-20 21:00:00+00:00,2020-05-20 21:40:00+00:00,2020-05-20 21:45:00+00:00,0,1,9582.0,9549.0,-0.003443957420162791,0.00010436234606547856,-0.0056522646629095785,9,45,-1.7219787100813955,-2.1219787100813954,CLOSE_BELOW_EMA50
external,5m,2020-05-21 00:55:00+00:00,2020-05-21 01:05:00+00:00,2020-05-21 01:10:00+00:00,2020-05-21 01:20:00+00:00,2020-05-21 01:25:00+00:00,1,2,9538.75,9530.05,-0.000912069191456033,0.0006552221202986708,-0.0016689817848251076,3,15,-0.4560345957280165,-0.8560345957280165,CLOSE_BELOW_EMA50
external,5m,2020-05-21 06:25:00+00:00,2020-05-21 06:40:00+00:00,2020-05-21 06:45:00+00:00,2020-05-21 06:50:00+00:00,2020-05-21 06:55:00+00:00,2,3,9510.99,9482.98,-0.0029450141362781235,0.00010619294100822074,-0.0030312301873937075,2,10,-1.4725070681390617,-1.8725070681390616,CLOSE_BELOW_EMA50
external,5m,2020-05-21 21:15:00+00:00,2020-05-21 21:20:00+00:00,2020-05-21 21:25:00+00:00,2020-05-21 23:10:00+00:00,2020-05-21 23:15:00+00:00,0,1,9083.11,9085.99,0.00031707201608255353,0.008450849984201536,-0.0013002154548388267,22,110,0.15853600804127677,-0.24146399195872326,CLOSE_BELOW_EMA50
external,5m,2020-05-22 01:35:00+00:00,2020-05-22 01:40:00+00:00,2020-05-22 01:45:00+00:00,2020-05-22 02:15:00+00:00,2020-05-22 02:20:00+00:00,0,1,9103.61,9075.65,-0.0030713090740926985,0.00203106240271711,-0.004198334506860579,7,35,-1.5356545370463492,-1.9356545370463492,CLOSE_BELOW_EMA50
external,5m,2020-05-22 06:20:00+00:00,2020-05-22 06:35:00+00:00,2020-05-22 06:40:00+00:00,2020-05-22 08:15:00+00:00,2020-05-22 08:20:00+00:00,2,3,9040.78,9052.57,0.0013040910186952193,0.0076564190257919496,-1.1060992525235847e-06,20,100,0.6520455093476096,0.2520455093476096,CLOSE_BELOW_EMA50
external,5m,2020-05-22 14:30:00+00:00,2020-05-22 14:35:00+00:00,2020-05-22 14:40:00+00:00,2020-05-22 14:55:00+00:00,2020-05-22 15:00:00+00:00,0,1,9163.64,9132.57,-0.0033905740513594518,3.92856986961565e-05,-0.004296327660187282,4,20,-1.695287025679726,-2.095287025679726,CLOSE_BELOW_EMA50
external,5m,2020-05-22 22:00:00+00:00,2020-05-22 22:05:00+00:00,2020-05-22 22:10:00+00:00,2020-05-22 22:25:00+00:00,2020-05-22 22:30:00+00:00,0,1,9203.5,9175.82,-0.0030075514749823284,0.0001651545607650462,-0.0030966480143423958,4,20,-1.5037757374911642,-1.9037757374911641,CLOSE_BELOW_EMA50
external,5m,2020-05-23 00:25:00+00:00,2020-05-23 00:30:00+00:00,2020-05-23 00:35:00+00:00,2020-05-23 04:35:00+00:00,2020-05-23 04:40:00+00:00,0,1,9224.93,9248.4,0.0025441927472620307,0.008137731126415026,-0.0011512282478025604,49,245,1.2720963736310154,0.8720963736310153,CLOSE_BELOW_EMA50
external,5m,2020-05-23 14:30:00+00:00,2020-05-23 14:35:00+00:00,2020-05-23 14:40:00+00:00,2020-05-23 15:45:00+00:00,2020-05-23 15:50:00+00:00,0,1,9202.0,9169.06,-0.0035796565963921445,0.0015214083894805608,-0.003820908498152531,14,70,-1.7898282981960723,-2.189828298196072,CLOSE_BELOW_EMA50
external,5m,2020-05-23 17:00:00+00:00,2020-05-23 17:05:00+00:00,2020-05-23 17:10:00+00:00,2020-05-23 17:25:00+00:00,2020-05-23 17:30:00+00:00,0,1,9185.48,9155.76,-0.003235541310851353,0.000600948453428618,-0.003288886372840527,4,20,-1.6177706554256766,-2.0177706554256765,CLOSE_BELOW_EMA50
external,5m,2020-05-23 19:40:00+00:00,2020-05-23 19:50:00+00:00,2020-05-23 19:55:00+00:00,2020-05-23 20:05:00+00:00,2020-05-23 20:10:00+00:00,1,2,9182.43,9165.9,-0.001800177077309617,0.0008244005127182596,-0.0023338048860704896,3,15,-0.9000885386548085,-1.3000885386548084,CLOSE_BELOW_EMA50
external,5m,2020-05-24 02:25:00+00:00,2020-05-24 02:35:00+00:00,2020-05-24 02:40:00+00:00,2020-05-24 03:00:00+00:00,2020-05-24 03:05:00+00:00,1,2,9209.99,9192.22,-0.0019294266334708432,0.000266015489702065,-0.00235830874952081,5,25,-0.9647133167354216,-1.3647133167354215,CLOSE_BELOW_EMA50
external,5m,2020-05-24 05:15:00+00:00,2020-05-24 05:20:00+00:00,2020-05-24 05:25:00+00:00,2020-05-24 08:10:00+00:00,2020-05-24 08:15:00+00:00,0,1,9204.94,9241.99,0.004025012656247551,0.009566602280949077,-0.001075509454705803,34,170,2.0125063281237754,1.6125063281237755,CLOSE_BELOW_EMA50
external,5m,2020-05-24 20:00:00+00:00,2020-05-24 20:10:00+00:00,2020-05-24 20:15:00+00:00,2020-05-24 22:20:00+00:00,2020-05-24 22:25:00+00:00,1,2,9000.08,9015.02,0.001659985244575557,0.009991022302024088,-0.0026533097483577572,26,130,0.8299926222877785,0.42999262228777846,CLOSE_BELOW_EMA50
external,5m,2020-05-25 07:30:00+00:00,2020-05-25 07:35:00+00:00,2020-05-25 07:40:00+00:00,2020-05-25 09:30:00+00:00,2020-05-25 09:35:00+00:00,0,1,8847.95,8812.12,-0.0040495255963245436,0.0032380381896370825,-0.004289129120304769,23,115,-2.024762798162272,-2.4247627981622717,CLOSE_BELOW_EMA50
external,5m,2020-05-25 14:00:00+00:00,2020-05-25 14:05:00+00:00,2020-05-25 14:10:00+00:00,2020-05-25 14:55:00+00:00,2020-05-25 15:00:00+00:00,0,1,8827.83,8751.66,-0.008628394520510674,0.002905583818446855,-0.010435180559661972,10,50,-4.314197260255337,-4.714197260255338,CLOSE_BELOW_EMA50
external,5m,2020-05-26 02:30:00+00:00,2020-05-26 02:35:00+00:00,2020-05-26 02:40:00+00:00,2020-05-26 02:45:00+00:00,2020-05-26 02:50:00+00:00,0,1,8888.0,8880.59,-0.0008337083708370718,0.0006750675067506151,-0.0018991899189918504,2,10,-0.4168541854185359,-0.8168541854185359,CLOSE_BELOW_EMA50
external,5m,2020-05-26 03:00:00+00:00,2020-05-26 03:15:00+00:00,2020-05-26 03:20:00+00:00,2020-05-26 04:20:00+00:00,2020-05-26 04:25:00+00:00,2,3,8905.98,8891.55,-0.0016202596457661755,0.002132275167920916,-0.003245010655761549,13,65,-0.8101298228830878,-1.2101298228830877,CLOSE_BELOW_EMA50
external,5m,2020-05-26 07:30:00+00:00,2020-05-26 07:40:00+00:00,2020-05-26 07:45:00+00:00,2020-05-26 09:25:00+00:00,2020-05-26 09:30:00+00:00,1,2,8948.56,8928.43,-0.0022495239457520633,0.007069293830515688,-0.003415074604182111,21,105,-1.1247619728760316,-1.5247619728760315,CLOSE_BELOW_EMA50
external,5m,2020-05-26 20:15:00+00:00,2020-05-26 20:20:00+00:00,2020-05-26 20:25:00+00:00,2020-05-26 22:20:00+00:00,2020-05-26 22:25:00+00:00,0,1,8835.99,8808.1,-0.0031564091856146614,0.004678592891119271,-0.004073114614208451,24,120,-1.5782045928073307,-1.9782045928073306,CLOSE_BELOW_EMA50
external,5m,2020-05-27 05:05:00+00:00,2020-05-27 05:10:00+00:00,2020-05-27 05:15:00+00:00,2020-05-27 06:25:00+00:00,2020-05-27 06:30:00+00:00,0,1,8855.0,8843.62,-0.0012851496329756573,0.0028232636928289256,-0.0014680971202710724,15,75,-0.6425748164878287,-1.0425748164878286,CLOSE_BELOW_EMA50
external,5m,2020-05-27 08:00:00+00:00,2020-05-27 08:15:00+00:00,2020-05-27 08:20:00+00:00,2020-05-27 18:05:00+00:00,2020-05-27 18:10:00+00:00,2,3,8863.0,9156.9,0.03316032945955083,0.0414081010944376,0.0,118,590,16.580164729775415,16.180164729775417,CLOSE_BELOW_EMA50
external,5m,2020-05-27 20:25:00+00:00,2020-05-27 20:40:00+00:00,2020-05-27 20:45:00+00:00,2020-05-27 21:00:00+00:00,2020-05-27 21:05:00+00:00,2,3,9164.94,9150.86,-0.0015362893810543232,0.0006317553633738981,-0.0015373804956715365,4,20,-0.7681446905271616,-1.1681446905271615,CLOSE_BELOW_EMA50
external,5m,2020-05-27 23:45:00+00:00,2020-05-27 23:55:00+00:00,2020-05-28 00:00:00+00:00,2020-05-28 02:20:00+00:00,2020-05-28 02:25:00+00:00,1,2,9197.32,9169.43,-0.0030324050919180445,0.008989575224086943,-0.004818795040294366,29,145,-1.5162025459590223,-1.9162025459590222,CLOSE_BELOW_EMA50
external,5m,2020-05-28 09:05:00+00:00,2020-05-28 09:15:00+00:00,2020-05-28 09:20:00+00:00,2020-05-28 10:45:00+00:00,2020-05-28 10:50:00+00:00,1,2,9179.74,9171.66,-0.000880199221328648,0.002098098638959378,-0.0010610322296710217,18,90,-0.440099610664324,-0.840099610664324,CLOSE_BELOW_EMA50
external,5m,2020-05-28 22:30:00+00:00,2020-05-28 22:35:00+00:00,2020-05-28 22:40:00+00:00,2020-05-29 00:50:00+00:00,2020-05-29 00:55:00+00:00,0,1,9483.55,9506.67,0.0024379056366024,0.014562057457386812,-0.0016164832789409278,27,135,1.2189528183012,0.8189528183011999,CLOSE_BELOW_EMA50
external,5m,2020-05-29 05:30:00+00:00,2020-05-29 05:50:00+00:00,2020-05-29 05:55:00+00:00,2020-05-29 06:55:00+00:00,2020-05-29 07:00:00+00:00,3,4,9510.01,9509.06,-9.989474248717212e-05,0.003943213519228772,-0.0007528909012713969,13,65,-0.04994737124358606,-0.4499473712435861,CLOSE_BELOW_EMA50
external,5m,2020-05-29 14:25:00+00:00,2020-05-29 14:40:00+00:00,2020-05-29 14:45:00+00:00,2020-05-29 14:45:00+00:00,2020-05-29 14:50:00+00:00,2,3,9436.49,9427.47,-0.0009558638858304658,5.4045519043643964e-05,-0.0012176137525711228,1,5,-0.4779319429152329,-0.8779319429152329,CLOSE_BELOW_EMA50
external,5m,2020-05-29 17:10:00+00:00,2020-05-29 17:20:00+00:00,2020-05-29 17:25:00+00:00,2020-05-29 18:00:00+00:00,2020-05-29 18:05:00+00:00,1,2,9446.0,9415.21,-0.00325958077493127,0.000304890959136106,-0.0032818124073682453,8,40,-1.629790387465635,-2.029790387465635,CLOSE_BELOW_EMA50
external,5m,2020-05-29 22:55:00+00:00,2020-05-29 23:05:00+00:00,2020-05-29 23:10:00+00:00,2020-05-30 00:00:00+00:00,2020-05-30 00:05:00+00:00,1,2,9422.91,9408.01,-0.0015812525005544087,0.0027104153600110426,-0.0015823137438434332,11,55,-0.7906262502772043,-1.1906262502772043,CLOSE_BELOW_EMA50
external,5m,2020-05-30 04:15:00+00:00,2020-05-30 04:20:00+00:00,2020-05-30 04:25:00+00:00,2020-05-30 09:00:00+00:00,2020-05-30 09:05:00+00:00,0,1,9483.38,9520.8,0.0039458505300853375,0.011875512739129013,-0.0006495574362727075,56,280,1.9729252650426687,1.5729252650426688,CLOSE_BELOW_EMA50
external,5m,2020-05-30 11:00:00+00:00,2020-05-30 11:05:00+00:00,2020-05-30 11:10:00+00:00,2020-05-30 12:10:00+00:00,2020-05-30 12:15:00+00:00,0,1,9561.28,9526.01,-0.0036888366411191864,0.0021848539107733878,-0.004304862947220434,13,65,-1.8444183205595932,-2.244418320559593,CLOSE_BELOW_EMA50
external,5m,2020-05-30 22:30:00+00:00,2020-05-30 22:40:00+00:00,2020-05-30 22:45:00+00:00,2020-05-31 02:05:00+00:00,2020-05-31 02:10:00+00:00,1,2,9735.98,9624.98,-0.011401009451539545,0.001748154782569511,-0.012323361387348686,41,205,-5.700504725769773,-6.100504725769773,CLOSE_BELOW_EMA50
external,5m,2020-05-31 10:45:00+00:00,2020-05-31 10:50:00+00:00,2020-05-31 10:55:00+00:00,2020-05-31 11:25:00+00:00,2020-05-31 11:30:00+00:00,0,1,9584.93,9566.84,-0.001887337727036087,0.00225249428008345,-0.002079305743495241,7,35,-0.9436688635180435,-1.3436688635180434,CLOSE_BELOW_EMA50
external,5m,2020-06-01 01:00:00+00:00,2020-06-01 01:20:00+00:00,2020-06-01 01:25:00+00:00,2020-06-01 05:50:00+00:00,2020-06-01 05:55:00+00:00,3,4,9479.27,9532.95,0.005662883323293899,0.014318613142151104,-0.00012131735882614514,54,270,2.8314416616469495,2.4314416616469496,CLOSE_BELOW_EMA50
external,5m,2020-06-01 09:30:00+00:00,2020-06-01 09:35:00+00:00,2020-06-01 09:40:00+00:00,2020-06-01 09:40:00+00:00,2020-06-01 09:45:00+00:00,0,1,9551.93,9538.98,-0.0013557469537570643,0.00024078903425794884,-0.0014185614844330896,1,5,-0.6778734768785322,-1.077873476878532,CLOSE_BELOW_EMA50
