role,partition,dev_block,execution_start,parent_entry_ts,parent_exit_ts,parent_pnl,parent_pnl_5bps,loss_class,latent_target_recovered,latent_recovery_min,latent_target_visit,latent_target_visit_start,latent_target_visit_entry_eligible,visit_count_through_watch
CENTRAL,development,5.0,2024-08-24 18:00:00+00:00,2024-08-24 18:20:00+00:00,2024-08-25 05:55:00+00:00,-12.24044524157314,-12.49044524157314,L1_NEVER_BREAK_TIME,False,,,,False,1
CENTRAL,development,5.0,2024-09-01 18:00:00+00:00,2024-09-01 18:25:00+00:00,2024-09-01 23:00:00+00:00,-21.56790031892014,-21.81790031892014,L0_NEVER_BREAK_REFERENCE_INVALIDATION,False,,,,False,5
CENTRAL,development,5.0,2024-09-03 18:00:00+00:00,2024-09-03 19:05:00+00:00,2024-09-03 19:30:00+00:00,-0.6728912273231691,-0.9228912273231692,L4_BREAK_FAIL_30M,False,,,,False,3
CENTRAL,development,5.0,2024-09-21 18:00:00+00:00,2024-09-21 23:40:00+00:00,2024-09-22 00:15:00+00:00,-0.7398480131231011,-0.9898480131231012,L4_BREAK_FAIL_30M,False,,,,False,1
CENTRAL,development,5.0,2024-09-24 18:00:00+00:00,2024-09-24 20:00:00+00:00,2024-09-24 20:10:00+00:00,-0.7477265072414196,-0.9977265072414196,L2_BREAK_FAST_FAIL_5M,True,120.0,2.0,2024-09-24 21:35:00+00:00,True,2
CENTRAL,development,5.0,2024-09-28 18:00:00+00:00,2024-09-29 01:55:00+00:00,2024-09-29 02:35:00+00:00,-0.6900131672237242,-0.9400131672237242,L4_BREAK_FAIL_30M,False,,,,False,3
CENTRAL,development,5.0,2024-09-29 18:00:00+00:00,2024-09-29 18:40:00+00:00,2024-09-29 18:55:00+00:00,-0.2023715415019333,-0.4523715415019333,L2_BREAK_FAST_FAIL_5M,True,50.0,2.0,2024-09-29 19:00:00+00:00,True,3
CENTRAL,development,5.0,2024-10-04 18:00:00+00:00,2024-10-04 19:00:00+00:00,2024-10-05 05:55:00+00:00,-3.0859921586012806,-3.3359921586012806,L1_NEVER_BREAK_TIME,False,,,,False,7
CENTRAL,development,5.0,2024-10-05 18:00:00+00:00,2024-10-06 02:00:00+00:00,2024-10-06 05:55:00+00:00,-3.1120187348406825,-3.3620187348406825,L1_NEVER_BREAK_TIME,True,230.0,3.0,2024-10-06 09:10:00+00:00,True,3
CENTRAL,development,5.0,2024-10-06 18:00:00+00:00,2024-10-06 23:40:00+00:00,2024-10-06 23:50:00+00:00,-0.6207621048610057,-0.8707621048610057,L2_BREAK_FAST_FAIL_5M,True,25.0,2.0,2024-10-07 00:05:00+00:00,True,4
CENTRAL,development,5.0,2024-10-10 18:00:00+00:00,2024-10-11 00:05:00+00:00,2024-10-11 01:30:00+00:00,-0.2229830820578149,-0.4729830820578149,L5_BREAK_FAIL_LATE,True,25.0,2.0,2024-10-11 01:40:00+00:00,True,2
CENTRAL,development,5.0,2024-10-11 18:00:00+00:00,2024-10-11 19:05:00+00:00,2024-10-11 19:15:00+00:00,-0.0410539928429321,-0.2910539928429321,L2_BREAK_FAST_FAIL_5M,False,,,,False,4
CENTRAL,development,5.0,2024-10-17 18:00:00+00:00,2024-10-18 02:40:00+00:00,2024-10-18 05:55:00+00:00,-0.4246145806115486,-0.6746145806115487,L1_NEVER_BREAK_TIME,True,490.0,6.0,2024-10-18 13:35:00+00:00,True,6
CENTRAL,development,5.0,2024-10-18 18:00:00+00:00,2024-10-18 18:25:00+00:00,2024-10-18 18:55:00+00:00,-0.6083114554651936,-0.8583114554651936,L4_BREAK_FAIL_30M,False,,,,False,1
CENTRAL,development,5.0,2024-10-19 18:00:00+00:00,2024-10-19 21:25:00+00:00,2024-10-19 21:40:00+00:00,-0.2222645583285221,-0.4722645583285221,L3_BREAK_FAST_FAIL_10M,True,60.0,3.0,2024-10-19 22:05:00+00:00,True,3
CENTRAL,development,5.0,2024-10-21 18:00:00+00:00,2024-10-21 19:05:00+00:00,2024-10-21 19:20:00+00:00,-0.3909069040173296,-0.6409069040173296,L2_BREAK_FAST_FAIL_5M,True,30.0,2.0,2024-10-21 19:25:00+00:00,True,7
CENTRAL,development,5.0,2024-10-23 18:00:00+00:00,2024-10-23 18:45:00+00:00,2024-10-23 18:55:00+00:00,-0.9454029780194272,-1.1954029780194273,L2_BREAK_FAST_FAIL_5M,True,5.0,1.0,2024-10-23 18:45:00+00:00,False,1
CENTRAL,development,5.0,2024-10-24 18:00:00+00:00,2024-10-24 19:20:00+00:00,2024-10-24 19:35:00+00:00,-0.4512380844943209,-0.7012380844943209,L2_BREAK_FAST_FAIL_5M,True,105.0,3.0,2024-10-24 20:40:00+00:00,True,6
CENTRAL,development,5.0,2024-10-27 18:00:00+00:00,2024-10-27 21:30:00+00:00,2024-10-27 21:50:00+00:00,-1.2376933895921205,-1.4876933895921205,L3_BREAK_FAST_FAIL_10M,False,,,,False,4
CENTRAL,development,5.0,2024-11-03 18:00:00+00:00,2024-11-03 20:30:00+00:00,2024-11-03 20:45:00+00:00,-0.6180469715699188,-0.8680469715699188,L2_BREAK_FAST_FAIL_5M,True,30.0,1.0,2024-11-03 20:30:00+00:00,False,5
CENTRAL,development,5.0,2024-11-07 18:00:00+00:00,2024-11-07 18:00:00+00:00,2024-11-07 18:10:00+00:00,-2.21712538226293,-2.46712538226293,L2_BREAK_FAST_FAIL_5M,True,390.0,5.0,2024-11-07 23:45:00+00:00,True,5
CENTRAL,development,5.0,2024-11-11 18:00:00+00:00,2024-11-11 20:40:00+00:00,2024-11-12 00:20:00+00:00,-14.559180372067935,-14.809180372067935,L0_NEVER_BREAK_REFERENCE_INVALIDATION,True,515.0,3.0,2024-11-12 08:15:00+00:00,True,3
CENTRAL,development,5.0,2024-11-12 18:00:00+00:00,2024-11-12 18:25:00+00:00,2024-11-12 18:40:00+00:00,-1.0759730538921763,-1.3259730538921763,L2_BREAK_FAST_FAIL_5M,False,,,,False,8
CENTRAL,development,5.0,2024-11-16 18:00:00+00:00,2024-11-17 01:20:00+00:00,2024-11-17 02:15:00+00:00,-15.361473242775093,-15.611473242775093,L0_NEVER_BREAK_REFERENCE_INVALIDATION,True,105.0,2.0,2024-11-17 03:50:00+00:00,True,2
CENTRAL,development,5.0,2024-11-19 18:00:00+00:00,2024-11-19 18:10:00+00:00,2024-11-19 18:20:00+00:00,-1.2732051913914575,-1.5232051913914575,L2_BREAK_FAST_FAIL_5M,False,,,,False,3
CENTRAL,development,5.0,2024-11-22 18:00:00+00:00,2024-11-22 21:55:00+00:00,2024-11-22 22:05:00+00:00,-0.8552324677343903,-1.1052324677343903,L2_BREAK_FAST_FAIL_5M,True,365.0,5.0,2024-11-23 03:50:00+00:00,True,5
CENTRAL,development,5.0,2024-11-24 18:00:00+00:00,2024-11-24 18:15:00+00:00,2024-11-24 18:25:00+00:00,-0.1406469760900086,-0.3906469760900086,L2_BREAK_FAST_FAIL_5M,True,120.0,2.0,2024-11-24 19:45:00+00:00,True,4
CENTRAL,development,5.0,2024-11-26 18:00:00+00:00,2024-11-27 00:10:00+00:00,2024-11-27 00:20:00+00:00,-1.4618625849170397,-1.7118625849170397,L2_BREAK_FAST_FAIL_5M,True,615.0,6.0,2024-11-27 07:20:00+00:00,True,6
CENTRAL,development,5.0,2024-11-27 18:00:00+00:00,2024-11-27 20:30:00+00:00,2024-11-27 21:25:00+00:00,-0.4975743251647846,-0.7475743251647846,L5_BREAK_FAIL_LATE,True,135.0,3.0,2024-11-27 23:00:00+00:00,True,4
CENTRAL,development,5.0,2024-11-28 18:00:00+00:00,2024-11-28 22:55:00+00:00,2024-11-28 23:05:00+00:00,-0.5887795441164023,-0.8387795441164023,L2_BREAK_FAST_FAIL_5M,True,200.0,8.0,2024-11-29 01:50:00+00:00,True,8
CENTRAL,development,5.0,2024-12-03 18:00:00+00:00,2024-12-03 18:40:00+00:00,2024-12-03 19:10:00+00:00,-0.728316045023214,-0.978316045023214,L4_BREAK_FAIL_30M,True,120.0,2.0,2024-12-03 19:25:00+00:00,True,2
CENTRAL,development,5.0,2024-12-04 18:00:00+00:00,2024-12-04 20:20:00+00:00,2024-12-04 20:30:00+00:00,-2.845977402089805,-3.095977402089805,L2_BREAK_FAST_FAIL_5M,False,,,,False,6
CENTRAL,development,5.0,2024-12-06 18:00:00+00:00,2024-12-06 20:15:00+00:00,2024-12-06 20:25:00+00:00,-1.121868118170111,-1.371868118170111,L2_BREAK_FAST_FAIL_5M,False,,,,False,1
CENTRAL,development,5.0,2024-12-07 18:00:00+00:00,2024-12-07 22:00:00+00:00,2024-12-08 05:25:00+00:00,-11.828972768718916,-12.078972768718916,L0_NEVER_BREAK_REFERENCE_INVALIDATION,False,,,,False,1
CENTRAL,development,5.0,2024-12-08 18:00:00+00:00,2024-12-08 23:55:00+00:00,2024-12-09 00:35:00+00:00,-8.070617906683509,-8.320617906683509,L0_NEVER_BREAK_REFERENCE_INVALIDATION,False,,,,False,1
CENTRAL,development,5.0,2024-12-10 18:00:00+00:00,2024-12-11 03:50:00+00:00,2024-12-11 04:10:00+00:00,-0.3889092240117464,-0.6389092240117464,L4_BREAK_FAIL_30M,True,435.0,3.0,2024-12-11 05:55:00+00:00,True,3
CENTRAL,development,5.0,2024-12-12 18:00:00+00:00,2024-12-12 18:00:00+00:00,2024-12-12 19:35:00+00:00,-11.56784906304692,-11.81784906304692,L0_NEVER_BREAK_REFERENCE_INVALIDATION,False,,,,False,1
CENTRAL,development,5.0,2024-12-13 18:00:00+00:00,2024-12-14 01:15:00+00:00,2024-12-14 01:35:00+00:00,-0.0221092195445971,-0.2721092195445971,L3_BREAK_FAST_FAIL_10M,False,,,,False,9
CENTRAL,development,5.0,2024-12-16 18:00:00+00:00,2024-12-16 18:50:00+00:00,2024-12-16 19:05:00+00:00,-2.420924023711524,-2.670924023711524,L3_BREAK_FAST_FAIL_10M,False,,,,False,1
CENTRAL,development,5.0,2024-12-17 18:00:00+00:00,2024-12-17 18:35:00+00:00,2024-12-17 18:50:00+00:00,-0.1095098339830569,-0.3595098339830569,L3_BREAK_FAST_FAIL_10M,False,,,,False,5
CENTRAL,development,5.0,2024-12-20 18:00:00+00:00,2024-12-20 19:15:00+00:00,2024-12-20 19:25:00+00:00,-0.8821087588211096,-1.1321087588211096,L2_BREAK_FAST_FAIL_5M,True,345.0,3.0,2024-12-20 23:00:00+00:00,True,3
CENTRAL,development,5.0,2024-12-25 18:00:00+00:00,2024-12-25 19:45:00+00:00,2024-12-25 22:15:00+00:00,-9.355405066465982,-9.605405066465982,L0_NEVER_BREAK_REFERENCE_INVALIDATION,False,,,,False,4
CENTRAL,external,,2020-09-16 18:00:00+00:00,2020-09-17 01:05:00+00:00,2020-09-17 01:40:00+00:00,-3.657987544083418,-3.907987544083418,L4_BREAK_FAIL_30M,False,,,,False,2
CENTRAL,external,,2020-09-17 18:00:00+00:00,2020-09-17 19:45:00+00:00,2020-09-17 20:00:00+00:00,-0.7212925562607997,-0.9712925562607996,L2_BREAK_FAST_FAIL_5M,True,65.0,2.0,2020-09-17 20:50:00+00:00,True,4
CENTRAL,external,,2020-09-18 18:00:00+00:00,2020-09-18 19:40:00+00:00,2020-09-18 20:10:00+00:00,-6.057736268042513,-6.307736268042513,L4_BREAK_FAIL_30M,True,310.0,3.0,2020-09-18 23:40:00+00:00,True,3
CENTRAL,external,,2020-09-20 18:00:00+00:00,2020-09-20 23:35:00+00:00,2020-09-20 23:55:00+00:00,-1.4982578397212398,-1.7482578397212398,L4_BREAK_FAIL_30M,True,75.0,2.0,2020-09-21 00:20:00+00:00,True,2
CENTRAL,external,,2020-09-21 18:00:00+00:00,2020-09-21 18:10:00+00:00,2020-09-21 18:40:00+00:00,-0.2744839701361301,-0.5244839701361301,L4_BREAK_FAIL_30M,True,30.0,1.0,2020-09-21 18:10:00+00:00,False,1
CENTRAL,external,,2020-09-24 18:00:00+00:00,2020-09-24 20:20:00+00:00,2020-09-24 20:30:00+00:00,-0.7262725221744981,-0.976272522174498,L2_BREAK_FAST_FAIL_5M,False,,,,False,1
CENTRAL,external,,2020-09-26 18:00:00+00:00,2020-09-27 00:20:00+00:00,2020-09-27 00:35:00+00:00,-0.7287244154362549,-0.9787244154362548,L2_BREAK_FAST_FAIL_5M,False,,,,False,2
CENTRAL,external,,2020-10-02 18:00:00+00:00,2020-10-02 18:00:00+00:00,2020-10-03 05:55:00+00:00,-6.96942446043164,-7.219424460431639,L1_NEVER_BREAK_TIME,False,,,,False,2
CENTRAL,external,,2020-10-03 18:00:00+00:00,2020-10-03 18:50:00+00:00,2020-10-03 21:00:00+00:00,-8.37087087087085,-8.620870870870851,L0_NEVER_BREAK_REFERENCE_INVALIDATION,False,,,,False,3
CENTRAL,external,,2020-10-04 18:00:00+00:00,2020-10-04 23:40:00+00:00,2020-10-05 05:55:00+00:00,-0.889011813979157,-1.139011813979157,L1_NEVER_BREAK_TIME,True,410.0,6.0,2020-10-05 12:05:00+00:00,True,6
CENTRAL,external,,2020-10-05 18:00:00+00:00,2020-10-05 22:00:00+00:00,2020-10-05 22:15:00+00:00,-0.2817113022574591,-0.5317113022574591,L2_BREAK_FAST_FAIL_5M,False,,,,False,4
CENTRAL,external,,2020-10-15 18:00:00+00:00,2020-10-15 20:05:00+00:00,2020-10-16 00:15:00+00:00,-13.88285391500832,-14.13285391500832,L0_NEVER_BREAK_REFERENCE_INVALIDATION,False,,,,False,1
CENTRAL,external,,2020-10-17 18:00:00+00:00,2020-10-18 00:40:00+00:00,2020-10-18 05:55:00+00:00,-0.2031510992732133,-0.4531510992732133,L1_NEVER_BREAK_TIME,True,45.0,7.0,2020-10-18 06:30:00+00:00,True,10
CENTRAL,external,,2020-10-20 18:00:00+00:00,2020-10-20 20:50:00+00:00,2020-10-20 21:20:00+00:00,-5.406810501689618,-5.656810501689619,L4_BREAK_FAIL_30M,True,375.0,2.0,2020-10-21 03:15:00+00:00,True,2
CENTRAL,external,,2020-10-31 18:00:00+00:00,2020-10-31 20:35:00+00:00,2020-10-31 20:45:00+00:00,-0.5868927290512138,-0.8368927290512138,L2_BREAK_FAST_FAIL_5M,True,195.0,2.0,2020-10-31 23:15:00+00:00,True,4
CENTRAL,external,,2020-11-01 18:00:00+00:00,2020-11-01 19:30:00+00:00,2020-11-01 19:40:00+00:00,-1.76219625301427,-2.0121962530142703,L2_BREAK_FAST_FAIL_5M,False,,,,False,3
CENTRAL,external,,2020-11-04 18:00:00+00:00,2020-11-04 18:30:00+00:00,2020-11-04 19:00:00+00:00,-0.5011095998282422,-0.7511095998282422,L4_BREAK_FAIL_30M,False,,,,False,7
CENTRAL,external,,2020-11-06 18:00:00+00:00,2020-11-06 18:00:00+00:00,2020-11-06 19:00:00+00:00,-2.1241379310344977,-2.3741379310344977,L5_BREAK_FAIL_LATE,True,20.0,1.0,2020-11-06 18:00:00+00:00,False,2
CENTRAL,external,,2020-11-08 18:00:00+00:00,2020-11-08 18:00:00+00:00,2020-11-08 21:20:00+00:00,-40.29778636683062,-40.54778636683062,L0_NEVER_BREAK_REFERENCE_INVALIDATION,False,,,,False,1
CENTRAL,external,,2020-11-10 18:00:00+00:00,2020-11-10 22:40:00+00:00,2020-11-10 23:15:00+00:00,-0.73913043478252,-0.98913043478252,L4_BREAK_FAIL_30M,False,,,,False,4
CENTRAL,external,,2020-11-15 18:00:00+00:00,2020-11-16 04:25:00+00:00,2020-11-16 04:50:00+00:00,-1.011145065612118,-1.261145065612118,L4_BREAK_FAIL_30M,True,215.0,3.0,2020-11-16 08:10:00+00:00,True,3
CENTRAL,external,,2020-11-18 18:00:00+00:00,2020-11-18 18:00:00+00:00,2020-11-19 05:55:00+00:00,-11.58201381384194,-11.83201381384194,L1_NEVER_BREAK_TIME,True,405.0,5.0,2020-11-19 12:30:00+00:00,True,6
CENTRAL,external,,2020-11-22 18:00:00+00:00,2020-11-22 18:00:00+00:00,2020-11-22 18:30:00+00:00,-2.345111001920752,-2.5951110019207526,L4_BREAK_FAIL_30M,True,645.0,6.0,2020-11-23 04:10:00+00:00,True,6
CENTRAL,external,,2020-11-23 18:00:00+00:00,2020-11-23 22:25:00+00:00,2020-11-23 23:10:00+00:00,-3.157302884823354,-3.407302884823354,L5_BREAK_FAIL_LATE,True,160.0,2.0,2020-11-24 00:50:00+00:00,True,5
CENTRAL,external,,2020-11-24 18:00:00+00:00,2020-11-24 19:05:00+00:00,2020-11-24 19:15:00+00:00,-4.652811627597786,-4.902811627597786,L2_BREAK_FAST_FAIL_5M,True,50.0,2.0,2020-11-24 19:50:00+00:00,True,9
CENTRAL,external,,2020-11-26 18:00:00+00:00,2020-11-26 20:40:00+00:00,2020-11-26 20:50:00+00:00,-0.9501058689396767,-1.2001058689396769,L2_BREAK_FAST_FAIL_5M,True,10.0,1.0,2020-11-26 20:40:00+00:00,False,1
CENTRAL,external,,2020-12-02 18:00:00+00:00,2020-12-02 18:30:00+00:00,2020-12-03 05:55:00+00:00,-7.922656501171188,-8.172656501171188,L1_NEVER_BREAK_TIME,False,,,,False,5
CENTRAL,external,,2020-12-05 18:00:00+00:00,2020-12-05 19:35:00+00:00,2020-12-05 20:30:00+00:00,-0.1273625757807761,-0.3773625757807761,L5_BREAK_FAIL_LATE,False,,,,False,3
CENTRAL,external,,2020-12-06 18:00:00+00:00,2020-12-06 23:10:00+00:00,2020-12-07 05:55:00+00:00,-2.231182795699005,-2.481182795699005,L1_NEVER_BREAK_TIME,True,420.0,2.0,2020-12-07 12:55:00+00:00,True,2
CENTRAL,external,,2020-12-08 18:00:00+00:00,2020-12-08 18:00:00+00:00,2020-12-08 20:45:00+00:00,-20.904339922744818,-21.154339922744818,L0_NEVER_BREAK_REFERENCE_INVALIDATION,False,,,,False,1
CENTRAL,external,,2020-12-10 18:00:00+00:00,2020-12-10 20:10:00+00:00,2020-12-11 00:45:00+00:00,-26.081856904747124,-26.331856904747124,L0_NEVER_BREAK_REFERENCE_INVALIDATION,False,,,,False,2
CENTRAL,external,,2020-12-11 18:00:00+00:00,2020-12-11 20:00:00+00:00,2020-12-11 23:45:00+00:00,-16.796901088626193,-17.046901088626193,L0_NEVER_BREAK_REFERENCE_INVALIDATION,True,70.0,2.0,2020-12-12 00:35:00+00:00,True,6
CENTRAL,external,,2020-12-14 18:00:00+00:00,2020-12-14 22:00:00+00:00,2020-12-14 22:15:00+00:00,-3.6399316325884663,-3.8899316325884663,L3_BREAK_FAST_FAIL_10M,True,75.0,3.0,2020-12-14 23:10:00+00:00,True,3
CENTRAL,external,,2020-12-18 18:00:00+00:00,2020-12-18 22:35:00+00:00,2020-12-18 23:00:00+00:00,-0.2668406072106055,-0.5168406072106055,L3_BREAK_FAST_FAIL_10M,True,60.0,1.0,2020-12-18 22:35:00+00:00,False,1
CENTRAL,external,,2020-12-21 18:00:00+00:00,2020-12-21 19:05:00+00:00,2020-12-21 19:15:00+00:00,-0.7419354838709702,-0.9919354838709702,L2_BREAK_FAST_FAIL_5M,False,,,,False,5
CENTRAL,external,,2020-12-30 18:00:00+00:00,2020-12-30 18:00:00+00:00,2020-12-30 18:10:00+00:00,-3.8234925410555176,-4.073492541055518,L2_BREAK_FAST_FAIL_5M,False,,,,False,1
CENTRAL,external,,2021-01-05 18:00:00+00:00,2021-01-05 18:10:00+00:00,2021-01-05 18:20:00+00:00,-4.485776805251696,-4.735776805251696,L2_BREAK_FAST_FAIL_5M,False,,,,False,1
CENTRAL,external,,2021-01-10 18:00:00+00:00,2021-01-10 21:55:00+00:00,2021-01-10 22:15:00+00:00,-0.3908511870295839,-0.6408511870295839,L4_BREAK_FAIL_30M,False,,,,False,6
CENTRAL,external,,2021-01-13 18:00:00+00:00,2021-01-13 20:15:00+00:00,2021-01-13 20:25:00+00:00,-2.083741224512603,-2.333741224512603,L2_BREAK_FAST_FAIL_5M,False,,,,False,1
CENTRAL,external,,2021-01-15 18:00:00+00:00,2021-01-16 03:15:00+00:00,2021-01-16 03:35:00+00:00,-0.1019635261900187,-0.3519635261900187,L4_BREAK_FAIL_30M,False,,,,False,6
CENTRAL,external,,2021-01-16 18:00:00+00:00,2021-01-16 19:20:00+00:00,2021-01-16 20:05:00+00:00,-5.146997118800512,-5.396997118800512,L5_BREAK_FAIL_LATE,True,35.0,2.0,2021-01-16 20:25:00+00:00,True,4
CENTRAL,external,,2021-01-17 18:00:00+00:00,2021-01-17 18:20:00+00:00,2021-01-18 05:55:00+00:00,-19.83301187696679,-20.08301187696679,L1_NEVER_BREAK_TIME,True,175.0,6.0,2021-01-18 07:25:00+00:00,True,10
CENTRAL,external,,2021-01-18 18:00:00+00:00,2021-01-19 03:35:00+00:00,2021-01-19 05:55:00+00:00,-19.69069865424178,-19.94069865424178,L1_NEVER_BREAK_TIME,False,,,,False,1
CENTRAL,external,,2021-01-23 18:00:00+00:00,2021-01-23 21:45:00+00:00,2021-01-23 22:00:00+00:00,-2.941259651008221,-3.191259651008221,L3_BREAK_FAST_FAIL_10M,True,190.0,3.0,2021-01-24 00:45:00+00:00,True,3
CENTRAL,external,,2021-01-24 18:00:00+00:00,2021-01-25 00:20:00+00:00,2021-01-25 00:35:00+00:00,-0.7358953393294954,-0.9858953393294954,L3_BREAK_FAST_FAIL_10M,False,,,,False,1
CENTRAL,external,,2021-01-25 18:00:00+00:00,2021-01-25 18:40:00+00:00,2021-01-25 20:35:00+00:00,-1.806790412312187,-2.0567904123121874,L5_BREAK_FAIL_LATE,False,,,,False,6
CENTRAL,external,,2021-01-26 18:00:00+00:00,2021-01-26 20:00:00+00:00,2021-01-26 20:35:00+00:00,-5.174420044069262,-5.424420044069262,L4_BREAK_FAIL_30M,False,,,,False,4
CENTRAL,external,,2021-01-27 18:00:00+00:00,2021-01-27 20:50:00+00:00,2021-01-27 21:05:00+00:00,-0.6385696040868138,-0.8885696040868138,L2_BREAK_FAST_FAIL_5M,False,,,,False,4
CENTRAL,external,,2021-01-30 18:00:00+00:00,2021-01-30 21:40:00+00:00,2021-01-30 21:55:00+00:00,-1.4413307499645531,-1.6913307499645531,L3_BREAK_FAST_FAIL_10M,True,330.0,4.0,2021-01-31 02:45:00+00:00,True,4
CENTRAL,external,,2021-02-02 18:00:00+00:00,2021-02-02 20:55:00+00:00,2021-02-02 21:25:00+00:00,-2.0542628320427414,-2.304262832042742,L4_BREAK_FAIL_30M,True,60.0,3.0,2021-02-02 22:10:00+00:00,True,5
CENTRAL,external,,2021-02-03 18:00:00+00:00,2021-02-03 22:25:00+00:00,2021-02-03 23:10:00+00:00,-0.3502381619500672,-0.6002381619500672,L5_BREAK_FAIL_LATE,True,105.0,3.0,2021-02-04 00:30:00+00:00,True,4
CENTRAL,external,,2021-02-06 18:00:00+00:00,2021-02-06 18:10:00+00:00,2021-02-06 18:45:00+00:00,-0.4387344580387697,-0.6887344580387698,L4_BREAK_FAIL_30M,True,75.0,1.0,2021-02-06 18:10:00+00:00,False,1
CENTRAL,external,,2021-02-07 18:00:00+00:00,2021-02-08 04:15:00+00:00,2021-02-08 05:10:00+00:00,-0.094792259118237,-0.3447922591182371,L5_BREAK_FAIL_LATE,True,55.0,1.0,2021-02-08 04:15:00+00:00,False,1
CENTRAL,external,,2021-02-08 18:00:00+00:00,2021-02-08 19:00:00+00:00,2021-02-08 19:45:00+00:00,-0.3616095365163718,-0.6116095365163718,L5_BREAK_FAIL_LATE,True,390.0,7.0,2021-02-09 01:30:00+00:00,True,7
CENTRAL,external,,2021-02-10 18:00:00+00:00,2021-02-10 18:45:00+00:00,2021-02-10 19:20:00+00:00,-2.0750189750997072,-2.325018975099708,L4_BREAK_FAIL_30M,True,35.0,2.0,2021-02-10 19:25:00+00:00,True,2
CENTRAL,external,,2021-02-11 18:00:00+00:00,2021-02-12 02:50:00+00:00,2021-02-12 03:05:00+00:00,-0.3021372233059649,-0.5521372233059649,L3_BREAK_FAST_FAIL_10M,True,25.0,1.0,2021-02-12 02:50:00+00:00,False,4
CENTRAL,external,,2021-02-13 18:00:00+00:00,2021-02-14 02:15:00+00:00,2021-02-14 02:40:00+00:00,-0.5221875305969625,-0.7721875305969625,L2_BREAK_FAST_FAIL_5M,False,,,,False,2
CENTRAL,external,,2021-02-14 18:00:00+00:00,2021-02-14 18:05:00+00:00,2021-02-14 18:40:00+00:00,-2.413035967053334,-2.663035967053334,L4_BREAK_FAIL_30M,False,,,,False,2
CENTRAL,external,,2021-02-15 18:00:00+00:00,2021-02-15 18:25:00+00:00,2021-02-15 21:20:00+00:00,-5.641702768471979,-5.891702768471979,L5_BREAK_FAIL_LATE,False,,,,False,1
CENTRAL,external,,2021-02-21 18:00:00+00:00,2021-02-21 18:00:00+00:00,2021-02-21 19:05:00+00:00,-0.298363389057088,-0.548363389057088,L5_BREAK_FAIL_LATE,False,,,,False,2
CENTRAL,external,,2021-02-22 18:00:00+00:00,2021-02-22 18:25:00+00:00,2021-02-22 18:45:00+00:00,-4.531845958249625,-4.781845958249625,L3_BREAK_FAST_FAIL_10M,True,50.0,2.0,2021-02-22 18:55:00+00:00,True,2
CENTRAL,external,,2021-02-23 18:00:00+00:00,2021-02-24 01:20:00+00:00,2021-02-24 05:20:00+00:00,-0.7251976084313161,-0.975197608431316,L5_BREAK_FAIL_LATE,True,420.0,5.0,2021-02-24 11:00:00+00:00,True,5
CENTRAL,external,,2021-02-26 18:00:00+00:00,2021-02-26 18:05:00+00:00,2021-02-26 18:15:00+00:00,-0.4481450691053434,-0.6981450691053435,L2_BREAK_FAST_FAIL_5M,False,,,,False,2
CENTRAL,external,,2021-03-03 18:00:00+00:00,2021-03-03 18:05:00+00:00,2021-03-03 18:15:00+00:00,-0.796376831666723,-1.046376831666723,L2_BREAK_FAST_FAIL_5M,True,20.0,1.0,2021-03-03 18:05:00+00:00,False,1
CENTRAL,external,,2021-03-08 18:00:00+00:00,2021-03-08 18:15:00+00:00,2021-03-08 18:35:00+00:00,-1.6838301716350368,-1.9338301716350368,L4_BREAK_FAIL_30M,True,585.0,2.0,2021-03-09 03:15:00+00:00,True,2
CENTRAL,external,,2021-03-11 18:00:00+00:00,2021-03-11 18:00:00+00:00,2021-03-11 18:10:00+00:00,-0.3454122966777273,-0.5954122966777273,L2_BREAK_FAST_FAIL_5M,False,,,,False,6
CENTRAL,external,,2021-03-13 18:00:00+00:00,2021-03-13 18:00:00+00:00,2021-03-13 18:40:00+00:00,-0.5423456944326221,-0.7923456944326221,L5_BREAK_FAIL_LATE,True,245.0,6.0,2021-03-13 22:00:00+00:00,True,6
CENTRAL,external,,2021-03-14 18:00:00+00:00,2021-03-14 18:15:00+00:00,2021-03-14 18:30:00+00:00,-0.0921086745902521,-0.3421086745902522,L2_BREAK_FAST_FAIL_5M,True,5.0,1.0,2021-03-14 18:15:00+00:00,False,3
CENTRAL,external,,2021-03-15 18:00:00+00:00,2021-03-15 20:10:00+00:00,2021-03-15 20:25:00+00:00,-0.6614585509183701,-0.91145855091837,L3_BREAK_FAST_FAIL_10M,False,,,,False,3
CENTRAL,external,,2021-03-17 18:00:00+00:00,2021-03-17 18:15:00+00:00,2021-03-17 18:25:00+00:00,-0.1812740365818577,-0.4312740365818577,L2_BREAK_FAST_FAIL_5M,True,355.0,3.0,2021-03-17 21:40:00+00:00,True,3
CENTRAL,external,,2021-03-18 18:00:00+00:00,2021-03-18 18:00:00+00:00,2021-03-18 18:10:00+00:00,-0.9014034681923412,-1.151403468192341,L2_BREAK_FAST_FAIL_5M,False,,,,False,1
CENTRAL,external,,2021-03-24 18:00:00+00:00,2021-03-24 18:00:00+00:00,2021-03-24 18:15:00+00:00,-2.225650210145813,-2.475650210145813,L3_BREAK_FAST_FAIL_10M,False,,,,False,1
