partition,date_utc,signal_ts,variant,H,L,range,F85,F35,E20,touch_bar_start,frozen_h2_bar_start,session_end,confirmation_status,confirmation_kind,confirmation_bar_start,confirmation_ts,confirmation_close,minutes_touch_to_confirmation,entry_executed,entry_bar_start,entry_px,entry_fraction,entry_on_frozen_h2_bar_open,nominal_rr,exit_bar_start,exit_ts,exit_px,exit_reason,gross_return,net_pnl_usd,hold_minutes,h2_before_exit,accepted_close_above_H_before_exit
development,2022-11-02,2022-11-02 17:00:00+00:00,EARLY_RECLAIM,20529.9,20323.0,206.90000000000146,20498.865,20395.415,20571.280000000002,2022-11-02 17:10:00+00:00,2022-11-02 18:00:00+00:00,2022-11-02 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2022-11-02 17:10:00+00:00,2022-11-02 17:15:00+00:00,20510.1,5.0,True,2022-11-02 17:15:00+00:00,20510.1,0.9043015949734037,False,0.5334612198631483,2022-11-02 18:00:00+00:00,2022-11-02 18:00:00+00:00,20571.280000000002,TP_E20,0.0029829206098461736,1.0914603049230869,45.0,True,False
development,2022-11-02,2022-11-02 17:00:00+00:00,SAME_BAR_REJECTION,20529.9,20323.0,206.90000000000146,20498.865,20395.415,20571.280000000002,2022-11-02 17:10:00+00:00,2022-11-02 18:00:00+00:00,2022-11-02 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2022-11-02 17:10:00+00:00,2022-11-02 17:15:00+00:00,20510.1,5.0,True,2022-11-02 17:15:00+00:00,20510.1,0.9043015949734037,False,0.5334612198631483,2022-11-02 18:00:00+00:00,2022-11-02 18:00:00+00:00,20571.280000000002,TP_E20,0.0029829206098461736,1.0914603049230869,45.0,True,False
development,2022-12-07,2022-12-07 13:40:00+00:00,EARLY_RECLAIM,16859.9,16655.0,204.90000000000146,16829.165,16726.715,16900.88,2022-12-07 13:50:00+00:00,2022-12-07 13:55:00+00:00,2022-12-07 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2022-12-07 13:50:00+00:00,2022-12-07 13:55:00+00:00,16858.9,5.0,True,2022-12-07 13:55:00+00:00,16858.9,0.995119570522206,True,0.3175852025570159,2022-12-07 20:00:00+00:00,2022-12-07 20:00:00+00:00,16807.4,TIME_EXIT_SESSION_END,-0.0030547663252050716,-1.9273831626025357,365.0,True,True
development,2022-12-07,2022-12-07 13:40:00+00:00,SAME_BAR_REJECTION,16859.9,16655.0,204.90000000000146,16829.165,16726.715,16900.88,2022-12-07 13:50:00+00:00,2022-12-07 13:55:00+00:00,2022-12-07 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2022-12-07 13:50:00+00:00,2022-12-07 13:55:00+00:00,16858.9,5.0,True,2022-12-07 13:55:00+00:00,16858.9,0.995119570522206,True,0.3175852025570159,2022-12-07 20:00:00+00:00,2022-12-07 20:00:00+00:00,16807.4,TIME_EXIT_SESSION_END,-0.0030547663252050716,-1.9273831626025357,365.0,True,True
development,2023-01-09,2023-01-09 13:45:00+00:00,EARLY_RECLAIM,17277.7,17180.0,97.70000000000073,17263.045000000002,17214.195,17297.24,2023-01-09 14:55:00+00:00,2023-01-09 15:00:00+00:00,2023-01-09 20:00:00+00:00,H2_BEFORE_CONFIRMATION,,,,,,False,,,,False,,,,,H2_BEFORE_CONFIRMATION,,,,False,False
development,2023-01-09,2023-01-09 13:45:00+00:00,SAME_BAR_REJECTION,17277.7,17180.0,97.70000000000073,17263.045000000002,17214.195,17297.24,2023-01-09 14:55:00+00:00,2023-01-09 15:00:00+00:00,2023-01-09 20:00:00+00:00,NO_CONFIRMATION,,,,,,False,,,,False,,,,,NO_CONFIRMATION,,,,False,False
development,2023-01-19,2023-01-19 14:45:00+00:00,EARLY_RECLAIM,20848.0,20661.0,187.0,20819.95,20726.45,20885.4,2023-01-19 15:00:00+00:00,2023-01-19 15:05:00+00:00,2023-01-19 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2023-01-19 15:00:00+00:00,2023-01-19 15:05:00+00:00,20823.9,5.0,True,2023-01-19 15:05:00+00:00,20823.9,0.8711229946524142,True,0.6310928681375017,2023-01-19 15:05:00+00:00,2023-01-19 15:05:00+00:00,20885.4,TP_E20,0.002953337271116352,1.076668635558176,0.0,True,False
development,2023-01-19,2023-01-19 14:45:00+00:00,SAME_BAR_REJECTION,20848.0,20661.0,187.0,20819.95,20726.45,20885.4,2023-01-19 15:00:00+00:00,2023-01-19 15:05:00+00:00,2023-01-19 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2023-01-19 15:00:00+00:00,2023-01-19 15:05:00+00:00,20823.9,5.0,True,2023-01-19 15:05:00+00:00,20823.9,0.8711229946524142,True,0.6310928681375017,2023-01-19 15:05:00+00:00,2023-01-19 15:05:00+00:00,20885.4,TP_E20,0.002953337271116352,1.076668635558176,0.0,True,False
development,2023-02-09,2023-02-09 14:40:00+00:00,EARLY_RECLAIM,22786.0,22550.0,236.0,22750.6,22632.6,22833.2,2023-02-09 14:50:00+00:00,,2023-02-09 20:00:00+00:00,LOW_CLOSE_BREAK_BEFORE_CONFIRMATION,,,,,,False,,,,False,,,,,LOW_CLOSE_BREAK_BEFORE_CONFIRMATION,,,,False,False
development,2023-02-09,2023-02-09 14:40:00+00:00,SAME_BAR_REJECTION,22786.0,22550.0,236.0,22750.6,22632.6,22833.2,2023-02-09 14:50:00+00:00,,2023-02-09 20:00:00+00:00,NO_CONFIRMATION,,,,,,False,,,,False,,,,,NO_CONFIRMATION,,,,False,False
development,2023-02-15,2023-02-15 16:15:00+00:00,EARLY_RECLAIM,22924.9,22075.9,849.0,22797.550000000003,22373.050000000003,23094.7,2023-02-15 16:25:00+00:00,2023-02-15 18:40:00+00:00,2023-02-15 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2023-02-15 16:25:00+00:00,2023-02-15 16:30:00+00:00,22823.3,5.0,True,2023-02-15 16:30:00+00:00,22823.2,0.8802120141342747,False,0.603132289236924,2023-02-15 19:05:00+00:00,2023-02-15 19:05:00+00:00,23094.7,TP_E20,0.011895790248519056,5.547895124259528,155.0,True,True
development,2023-02-15,2023-02-15 16:15:00+00:00,SAME_BAR_REJECTION,22924.9,22075.9,849.0,22797.550000000003,22373.050000000003,23094.7,2023-02-15 16:25:00+00:00,2023-02-15 18:40:00+00:00,2023-02-15 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2023-02-15 16:25:00+00:00,2023-02-15 16:30:00+00:00,22823.3,5.0,True,2023-02-15 16:30:00+00:00,22823.2,0.8802120141342747,False,0.603132289236924,2023-02-15 19:05:00+00:00,2023-02-15 19:05:00+00:00,23094.7,TP_E20,0.011895790248519056,5.547895124259528,155.0,True,True
development,2023-03-06,2023-03-06 13:45:00+00:00,EARLY_RECLAIM,22443.9,22345.3,98.60000000000218,22429.11,22379.81,22463.620000000003,2023-03-06 13:55:00+00:00,2023-03-06 14:30:00+00:00,2023-03-06 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2023-03-06 13:55:00+00:00,2023-03-06 14:00:00+00:00,22430.8,5.0,True,2023-03-06 14:00:00+00:00,22430.8,0.8671399594320295,False,0.6436556187488657,2023-03-06 14:30:00+00:00,2023-03-06 14:30:00+00:00,22463.620000000003,TP_E20,0.0014631667171924878,0.3315833585962439,30.0,True,False
development,2023-03-06,2023-03-06 13:45:00+00:00,SAME_BAR_REJECTION,22443.9,22345.3,98.60000000000218,22429.11,22379.81,22463.620000000003,2023-03-06 13:55:00+00:00,2023-03-06 14:30:00+00:00,2023-03-06 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2023-03-06 13:55:00+00:00,2023-03-06 14:00:00+00:00,22430.8,5.0,True,2023-03-06 14:00:00+00:00,22430.8,0.8671399594320295,False,0.6436556187488657,2023-03-06 14:30:00+00:00,2023-03-06 14:30:00+00:00,22463.620000000003,TP_E20,0.0014631667171924878,0.3315833585962439,30.0,True,False
development,2023-03-13,2023-03-13 13:55:00+00:00,EARLY_RECLAIM,22572.0,21804.0,768.0,22456.8,22072.8,22725.6,2023-03-13 14:00:00+00:00,2023-03-13 14:05:00+00:00,2023-03-13 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2023-03-13 14:00:00+00:00,2023-03-13 14:05:00+00:00,22482.1,5.0,True,2023-03-13 14:05:00+00:00,22482.0,0.8828125,True,0.5953079178885584,2023-03-13 14:05:00+00:00,2023-03-13 14:05:00+00:00,22725.6,TP_E20,0.010835334934614194,5.0176674673070965,0.0,True,False
development,2023-03-13,2023-03-13 13:55:00+00:00,SAME_BAR_REJECTION,22572.0,21804.0,768.0,22456.8,22072.8,22725.6,2023-03-13 14:00:00+00:00,2023-03-13 14:05:00+00:00,2023-03-13 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2023-03-13 14:00:00+00:00,2023-03-13 14:05:00+00:00,22482.1,5.0,True,2023-03-13 14:05:00+00:00,22482.0,0.8828125,True,0.5953079178885584,2023-03-13 14:05:00+00:00,2023-03-13 14:05:00+00:00,22725.6,TP_E20,0.010835334934614194,5.0176674673070965,0.0,True,False
development,2023-03-22,2023-03-22 13:40:00+00:00,EARLY_RECLAIM,28379.4,27962.1,417.3000000000029,28316.805,28108.155,28462.86,2023-03-22 13:45:00+00:00,2023-03-22 14:20:00+00:00,2023-03-22 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2023-03-22 13:45:00+00:00,2023-03-22 13:50:00+00:00,28321.2,5.0,True,2023-03-22 13:50:00+00:00,28321.3,0.860771627126763,False,0.6641488188791715,2023-03-22 14:30:00+00:00,2023-03-22 14:30:00+00:00,28462.86,TP_E20,0.004998358126216074,2.099179063108037,40.0,True,True
development,2023-03-22,2023-03-22 13:40:00+00:00,SAME_BAR_REJECTION,28379.4,27962.1,417.3000000000029,28316.805,28108.155,28462.86,2023-03-22 13:45:00+00:00,2023-03-22 14:20:00+00:00,2023-03-22 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2023-03-22 13:45:00+00:00,2023-03-22 13:50:00+00:00,28321.2,5.0,True,2023-03-22 13:50:00+00:00,28321.3,0.860771627126763,False,0.6641488188791715,2023-03-22 14:30:00+00:00,2023-03-22 14:30:00+00:00,28462.86,TP_E20,0.004998358126216074,2.099179063108037,40.0,True,True
development,2023-05-08,2023-05-08 15:05:00+00:00,EARLY_RECLAIM,27977.6,27550.0,427.59999999999854,27913.46,27699.66,28063.12,2023-05-08 15:10:00+00:00,2023-05-08 15:20:00+00:00,2023-05-08 20:00:00+00:00,CONFIRMED_EXECUTED,LATER_RECLAIM,2023-05-08 15:15:00+00:00,2023-05-08 15:20:00+00:00,27920.4,10.0,True,2023-05-08 15:20:00+00:00,27920.4,0.8662301216089867,True,0.6465525052097332,2023-05-08 17:55:00+00:00,2023-05-08 18:00:00+00:00,27522.9,CLOSE_INVALIDATION_F35,-0.014236902050113853,-7.518451025056927,160.0,True,False
development,2023-05-08,2023-05-08 15:05:00+00:00,SAME_BAR_REJECTION,27977.6,27550.0,427.59999999999854,27913.46,27699.66,28063.12,2023-05-08 15:10:00+00:00,2023-05-08 15:20:00+00:00,2023-05-08 20:00:00+00:00,NO_CONFIRMATION,,,,,,False,,,,False,,,,,NO_CONFIRMATION,,,,False,False
development,2023-05-12,2023-05-12 13:35:00+00:00,EARLY_RECLAIM,26473.0,26220.0,253.0,26435.05,26308.55,26523.6,2023-05-12 13:45:00+00:00,2023-05-12 13:50:00+00:00,2023-05-12 20:00:00+00:00,H2_BEFORE_CONFIRMATION,,,,,,False,,,,False,,,,,H2_BEFORE_CONFIRMATION,,,,False,False
development,2023-05-12,2023-05-12 13:35:00+00:00,SAME_BAR_REJECTION,26473.0,26220.0,253.0,26435.05,26308.55,26523.6,2023-05-12 13:45:00+00:00,2023-05-12 13:50:00+00:00,2023-05-12 20:00:00+00:00,NO_CONFIRMATION,,,,,,False,,,,False,,,,,NO_CONFIRMATION,,,,False,False
development,2023-06-01,2023-06-01 14:10:00+00:00,EARLY_RECLAIM,26960.0,26773.2,186.79999999999927,26931.98,26838.58,26997.36,2023-06-01 14:15:00+00:00,2023-06-01 16:50:00+00:00,2023-06-01 20:00:00+00:00,H2_BEFORE_CONFIRMATION,,,,,,False,,,,False,,,,,H2_BEFORE_CONFIRMATION,,,,False,False
development,2023-06-01,2023-06-01 14:10:00+00:00,SAME_BAR_REJECTION,26960.0,26773.2,186.79999999999927,26931.98,26838.58,26997.36,2023-06-01 14:15:00+00:00,2023-06-01 16:50:00+00:00,2023-06-01 20:00:00+00:00,NO_CONFIRMATION,,,,,,False,,,,False,,,,,NO_CONFIRMATION,,,,False,False
development,2023-06-19,2023-06-19 13:35:00+00:00,EARLY_RECLAIM,26569.7,26350.2,219.5,26536.775,26427.025,26613.600000000002,2023-06-19 13:40:00+00:00,,2023-06-19 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2023-06-19 13:40:00+00:00,2023-06-19 13:45:00+00:00,26537.8,5.0,True,2023-06-19 13:45:00+00:00,26537.9,0.8551252847380443,False,0.6827508455467934,2023-06-19 14:15:00+00:00,2023-06-19 14:20:00+00:00,26416.0,CLOSE_INVALIDATION_F35,-0.00459343052766048,-2.69671526383024,35.0,False,False
development,2023-06-19,2023-06-19 13:35:00+00:00,SAME_BAR_REJECTION,26569.7,26350.2,219.5,26536.775,26427.025,26613.600000000002,2023-06-19 13:40:00+00:00,,2023-06-19 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2023-06-19 13:40:00+00:00,2023-06-19 13:45:00+00:00,26537.8,5.0,True,2023-06-19 13:45:00+00:00,26537.9,0.8551252847380443,False,0.6827508455467934,2023-06-19 14:15:00+00:00,2023-06-19 14:20:00+00:00,26416.0,CLOSE_INVALIDATION_F35,-0.00459343052766048,-2.69671526383024,35.0,False,False
development,2023-06-22,2023-06-22 13:50:00+00:00,EARLY_RECLAIM,30320.0,29800.0,520.0,30242.0,29982.0,30424.0,2023-06-22 13:55:00+00:00,,2023-06-22 20:00:00+00:00,CONFIRMED_EXECUTED,LATER_RECLAIM,2023-06-22 14:00:00+00:00,2023-06-22 14:05:00+00:00,30265.9,10.0,True,2023-06-22 14:05:00+00:00,30266.0,0.8961538461538462,False,0.5563380281690141,2023-06-22 14:30:00+00:00,2023-06-22 14:35:00+00:00,29968.1,CLOSE_INVALIDATION_F35,-0.00984272781338802,-5.32136390669401,30.0,False,False
development,2023-06-22,2023-06-22 13:50:00+00:00,SAME_BAR_REJECTION,30320.0,29800.0,520.0,30242.0,29982.0,30424.0,2023-06-22 13:55:00+00:00,,2023-06-22 20:00:00+00:00,NO_CONFIRMATION,,,,,,False,,,,False,,,,,NO_CONFIRMATION,,,,False,False
development,2023-07-04,2023-07-04 16:30:00+00:00,EARLY_RECLAIM,31080.0,30856.0,224.0,31046.4,30934.4,31124.8,2023-07-04 16:35:00+00:00,,2023-07-04 20:00:00+00:00,LOW_CLOSE_BREAK_BEFORE_CONFIRMATION,,,,,,False,,,,False,,,,,LOW_CLOSE_BREAK_BEFORE_CONFIRMATION,,,,False,False
development,2023-07-04,2023-07-04 16:30:00+00:00,SAME_BAR_REJECTION,31080.0,30856.0,224.0,31046.4,30934.4,31124.8,2023-07-04 16:35:00+00:00,,2023-07-04 20:00:00+00:00,NO_CONFIRMATION,,,,,,False,,,,False,,,,,NO_CONFIRMATION,,,,False,False
development,2023-07-10,2023-07-10 13:40:00+00:00,EARLY_RECLAIM,30275.4,29966.6,308.8000000000029,30229.08,30074.68,30337.160000000003,2023-07-10 13:50:00+00:00,2023-07-10 14:20:00+00:00,2023-07-10 20:00:00+00:00,CONFIRMED_EXECUTED,LATER_RECLAIM,2023-07-10 14:10:00+00:00,2023-07-10 14:15:00+00:00,30269.4,25.0,True,2023-07-10 14:15:00+00:00,30269.4,0.9805699481865287,False,0.3479868529170174,2023-07-10 14:50:00+00:00,2023-07-10 14:50:00+00:00,30337.160000000003,TP_E20,0.00223856435872527,0.719282179362635,35.0,True,True
development,2023-07-10,2023-07-10 13:40:00+00:00,SAME_BAR_REJECTION,30275.4,29966.6,308.8000000000029,30229.08,30074.68,30337.160000000003,2023-07-10 13:50:00+00:00,2023-07-10 14:20:00+00:00,2023-07-10 20:00:00+00:00,NO_CONFIRMATION,,,,,,False,,,,False,,,,,NO_CONFIRMATION,,,,False,False
development,2023-07-26,2023-07-26 14:05:00+00:00,EARLY_RECLAIM,29321.4,29145.2,176.20000000000073,29294.97,29206.870000000003,29356.640000000003,2023-07-26 14:30:00+00:00,2023-07-26 15:40:00+00:00,2023-07-26 20:00:00+00:00,CONFIRMED_EXECUTED,LATER_RECLAIM,2023-07-26 15:30:00+00:00,2023-07-26 15:35:00+00:00,29300.0,65.0,True,2023-07-26 15:35:00+00:00,29300.0,0.8785471055618538,False,0.6081821110276457,2023-07-26 18:00:00+00:00,2023-07-26 18:00:00+00:00,29356.640000000003,TP_E20,0.0019331058020479741,0.566552901023987,145.0,True,False
development,2023-07-26,2023-07-26 14:05:00+00:00,SAME_BAR_REJECTION,29321.4,29145.2,176.20000000000073,29294.97,29206.870000000003,29356.640000000003,2023-07-26 14:30:00+00:00,2023-07-26 15:40:00+00:00,2023-07-26 20:00:00+00:00,NO_CONFIRMATION,,,,,,False,,,,False,,,,,NO_CONFIRMATION,,,,False,False
development,2023-08-03,2023-08-03 13:40:00+00:00,EARLY_RECLAIM,29193.5,28955.4,238.09999999999854,29157.785,29038.735,29241.12,2023-08-03 13:45:00+00:00,2023-08-03 13:55:00+00:00,2023-08-03 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2023-08-03 13:45:00+00:00,2023-08-03 13:50:00+00:00,29169.6,5.0,True,2023-08-03 13:50:00+00:00,29169.7,0.9000419991600193,False,0.545336540297012,2023-08-03 14:05:00+00:00,2023-08-03 14:05:00+00:00,29241.12,TP_E20,0.0024484310774535167,0.8242155387267583,15.0,True,True
development,2023-08-03,2023-08-03 13:40:00+00:00,SAME_BAR_REJECTION,29193.5,28955.4,238.09999999999854,29157.785,29038.735,29241.12,2023-08-03 13:45:00+00:00,2023-08-03 13:55:00+00:00,2023-08-03 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2023-08-03 13:45:00+00:00,2023-08-03 13:50:00+00:00,29169.6,5.0,True,2023-08-03 13:50:00+00:00,29169.7,0.9000419991600193,False,0.545336540297012,2023-08-03 14:05:00+00:00,2023-08-03 14:05:00+00:00,29241.12,TP_E20,0.0024484310774535167,0.8242155387267583,15.0,True,True
development,2023-08-23,2023-08-23 14:55:00+00:00,EARLY_RECLAIM,26085.6,25800.0,285.59999999999854,26042.76,25899.96,26142.719999999998,2023-08-23 15:05:00+00:00,2023-08-23 15:10:00+00:00,2023-08-23 20:00:00+00:00,H2_BEFORE_CONFIRMATION,,,,,,False,,,,False,,,,,H2_BEFORE_CONFIRMATION,,,,False,False
development,2023-08-23,2023-08-23 14:55:00+00:00,SAME_BAR_REJECTION,26085.6,25800.0,285.59999999999854,26042.76,25899.96,26142.719999999998,2023-08-23 15:05:00+00:00,2023-08-23 15:10:00+00:00,2023-08-23 20:00:00+00:00,NO_CONFIRMATION,,,,,,False,,,,False,,,,,NO_CONFIRMATION,,,,False,False
development,2023-09-07,2023-09-07 13:45:00+00:00,EARLY_RECLAIM,25751.0,25625.0,126.0,25732.1,25669.1,25776.2,2023-09-07 14:40:00+00:00,2023-09-07 14:50:00+00:00,2023-09-07 20:00:00+00:00,H2_BEFORE_CONFIRMATION,,,,,,False,,,,False,,,,,H2_BEFORE_CONFIRMATION,,,,False,False
development,2023-09-07,2023-09-07 13:45:00+00:00,SAME_BAR_REJECTION,25751.0,25625.0,126.0,25732.1,25669.1,25776.2,2023-09-07 14:40:00+00:00,2023-09-07 14:50:00+00:00,2023-09-07 20:00:00+00:00,NO_CONFIRMATION,,,,,,False,,,,False,,,,,NO_CONFIRMATION,,,,False,False
development,2023-09-12,2023-09-12 14:05:00+00:00,EARLY_RECLAIM,26330.9,25720.0,610.9000000000015,26239.265,25933.815000000002,26453.08,2023-09-12 16:05:00+00:00,2023-09-12 16:30:00+00:00,2023-09-12 20:00:00+00:00,CONFIRMED_EXECUTED,LATER_RECLAIM,2023-09-12 16:25:00+00:00,2023-09-12 16:30:00+00:00,26294.3,25.0,True,2023-09-12 16:30:00+00:00,26294.3,0.9400883941725289,True,0.44046215515209736,2023-09-12 16:30:00+00:00,2023-09-12 16:30:00+00:00,26453.08,TP_E20,0.0060385710971579964,2.6192855485789983,0.0,True,False
development,2023-09-12,2023-09-12 14:05:00+00:00,SAME_BAR_REJECTION,26330.9,25720.0,610.9000000000015,26239.265,25933.815000000002,26453.08,2023-09-12 16:05:00+00:00,2023-09-12 16:30:00+00:00,2023-09-12 20:00:00+00:00,NO_CONFIRMATION,,,,,,False,,,,False,,,,,NO_CONFIRMATION,,,,False,False
development,2023-09-14,2023-09-14 15:05:00+00:00,EARLY_RECLAIM,26790.0,26253.0,537.0,26709.45,26440.95,26897.4,2023-09-14 16:00:00+00:00,2023-09-14 18:35:00+00:00,2023-09-14 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2023-09-14 16:00:00+00:00,2023-09-14 16:05:00+00:00,26709.6,5.0,True,2023-09-14 16:05:00+00:00,26709.5,0.8500931098696461,False,0.6996834853844794,2023-09-14 20:00:00+00:00,2023-09-14 20:00:00+00:00,26662.0,TIME_EXIT_SESSION_END,-0.0017783934555121172,-1.2891967277560585,235.0,True,False
development,2023-09-14,2023-09-14 15:05:00+00:00,SAME_BAR_REJECTION,26790.0,26253.0,537.0,26709.45,26440.95,26897.4,2023-09-14 16:00:00+00:00,2023-09-14 18:35:00+00:00,2023-09-14 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2023-09-14 16:00:00+00:00,2023-09-14 16:05:00+00:00,26709.6,5.0,True,2023-09-14 16:05:00+00:00,26709.5,0.8500931098696461,False,0.6996834853844794,2023-09-14 20:00:00+00:00,2023-09-14 20:00:00+00:00,26662.0,TIME_EXIT_SESSION_END,-0.0017783934555121172,-1.2891967277560585,235.0,True,False
development,2023-10-05,2023-10-05 13:40:00+00:00,EARLY_RECLAIM,28070.8,27578.1,492.7000000000007,27996.895,27750.545,28169.34,2023-10-05 13:50:00+00:00,2023-10-05 14:15:00+00:00,2023-10-05 20:00:00+00:00,CONFIRMED_EXECUTED,LATER_RECLAIM,2023-10-05 14:10:00+00:00,2023-10-05 14:15:00+00:00,28007.0,25.0,True,2023-10-05 14:15:00+00:00,28006.9,0.870306474528115,True,0.63365255212497,2023-10-05 15:25:00+00:00,2023-10-05 15:30:00+00:00,27653.3,CLOSE_INVALIDATION_F35,-0.012625460154461976,-6.712730077230988,75.0,True,False
development,2023-10-05,2023-10-05 13:40:00+00:00,SAME_BAR_REJECTION,28070.8,27578.1,492.7000000000007,27996.895,27750.545,28169.34,2023-10-05 13:50:00+00:00,2023-10-05 14:15:00+00:00,2023-10-05 20:00:00+00:00,NO_CONFIRMATION,,,,,,False,,,,False,,,,,NO_CONFIRMATION,,,,False,False
development,2023-10-31,2023-10-31 19:05:00+00:00,EARLY_RECLAIM,34563.6,34016.8,546.7999999999956,34481.58,34208.18,34672.96,2023-10-31 19:20:00+00:00,2023-10-31 19:55:00+00:00,2023-10-31 20:00:00+00:00,CONFIRMED_EXECUTED,LATER_RECLAIM,2023-10-31 19:25:00+00:00,2023-10-31 19:30:00+00:00,34527.3,10.0,True,2023-10-31 19:30:00+00:00,34527.3,0.9336137527432408,False,0.4564427174730353,2023-10-31 20:00:00+00:00,2023-10-31 20:00:00+00:00,34553.6,TIME_EXIT_SESSION_END,0.0007617160913246934,-0.01914195433765331,30.0,True,False
development,2023-10-31,2023-10-31 19:05:00+00:00,SAME_BAR_REJECTION,34563.6,34016.8,546.7999999999956,34481.58,34208.18,34672.96,2023-10-31 19:20:00+00:00,2023-10-31 19:55:00+00:00,2023-10-31 20:00:00+00:00,NO_CONFIRMATION,,,,,,False,,,,False,,,,,NO_CONFIRMATION,,,,False,False
development,2023-11-03,2023-11-03 14:05:00+00:00,EARLY_RECLAIM,34618.0,34123.0,495.0,34543.75,34296.25,34717.0,2023-11-03 14:15:00+00:00,2023-11-03 14:20:00+00:00,2023-11-03 20:00:00+00:00,H2_BEFORE_CONFIRMATION,,,,,,False,,,,False,,,,,H2_BEFORE_CONFIRMATION,,,,False,False
development,2023-11-03,2023-11-03 14:05:00+00:00,SAME_BAR_REJECTION,34618.0,34123.0,495.0,34543.75,34296.25,34717.0,2023-11-03 14:15:00+00:00,2023-11-03 14:20:00+00:00,2023-11-03 20:00:00+00:00,NO_CONFIRMATION,,,,,,False,,,,False,,,,,NO_CONFIRMATION,,,,False,False
development,2023-12-07,2023-12-07 15:35:00+00:00,EARLY_RECLAIM,43911.5,42815.0,1096.5,43747.025,43198.775,44130.8,2023-12-07 15:45:00+00:00,,2023-12-07 20:00:00+00:00,CONFIRMED_EXECUTED,LATER_RECLAIM,2023-12-07 16:30:00+00:00,2023-12-07 16:35:00+00:00,43766.1,50.0,True,2023-12-07 16:35:00+00:00,43766.2,0.8674874601003165,False,0.6425518791029804,2023-12-07 19:25:00+00:00,2023-12-07 19:30:00+00:00,43160.6,CLOSE_INVALIDATION_F35,-0.013837162010866821,-7.318581005433411,175.0,False,False
development,2023-12-07,2023-12-07 15:35:00+00:00,SAME_BAR_REJECTION,43911.5,42815.0,1096.5,43747.025,43198.775,44130.8,2023-12-07 15:45:00+00:00,,2023-12-07 20:00:00+00:00,NO_CONFIRMATION,,,,,,False,,,,False,,,,,NO_CONFIRMATION,,,,False,False
development,2023-12-21,2023-12-21 14:00:00+00:00,EARLY_RECLAIM,44260.0,43610.0,650.0,44162.5,43837.5,44390.0,2023-12-21 14:05:00+00:00,,2023-12-21 20:00:00+00:00,LOW_CLOSE_BREAK_BEFORE_CONFIRMATION,,,,,,False,,,,False,,,,,LOW_CLOSE_BREAK_BEFORE_CONFIRMATION,,,,False,False
development,2023-12-21,2023-12-21 14:00:00+00:00,SAME_BAR_REJECTION,44260.0,43610.0,650.0,44162.5,43837.5,44390.0,2023-12-21 14:05:00+00:00,,2023-12-21 20:00:00+00:00,NO_CONFIRMATION,,,,,,False,,,,False,,,,,NO_CONFIRMATION,,,,False,False
development,2023-12-26,2023-12-26 14:30:00+00:00,EARLY_RECLAIM,42836.5,42109.0,727.5,42727.375,42363.625,42982.0,2023-12-26 14:40:00+00:00,,2023-12-26 20:00:00+00:00,CONFIRMED_EXECUTED,LATER_RECLAIM,2023-12-26 15:30:00+00:00,2023-12-26 15:35:00+00:00,42738.6,55.0,True,2023-12-26 15:35:00+00:00,42738.6,0.8654295532646028,False,0.6491099406627172,2023-12-26 16:10:00+00:00,2023-12-26 16:15:00+00:00,42309.5,CLOSE_INVALIDATION_F35,-0.010040104261721194,-5.420052130860597,40.0,False,False
development,2023-12-26,2023-12-26 14:30:00+00:00,SAME_BAR_REJECTION,42836.5,42109.0,727.5,42727.375,42363.625,42982.0,2023-12-26 14:40:00+00:00,,2023-12-26 20:00:00+00:00,NO_CONFIRMATION,,,,,,False,,,,False,,,,,NO_CONFIRMATION,,,,False,False
